population_std,sample_std,variance,mean,median,q1,q3,max,min,range,cov,mean_abs_dev,skewness,kurtosis,permutation_entropy_EN,Approx_entropy_EN,Shannon entropy,first_derivative_std,Hjorth mobility,Hjorth complexity,zero_crossing_rate,interquartile_range,mean_absolute_power,rms,rmssd,std_psd,dominant_freq,spectral_entropy,fourier_kurtosis
0.13671400013116788,0.13676871856446995,0.018690717831864972,0.00028668817841358843,-0.0329128014764969,-0.10444120721646305,0.10343043926878732,0.3441181647298879,-0.2333313840842626,0.5774495488141504,476.87351772816567,-2.1316282072803004e-18,0.5815389980177066,-0.6463851997437571,0.2403066107917039,0.13792628251444805,3.089831788032028,0.012959972135870843,0.09479623245195533,1.318988962872605,0.024819855884707767,0.20787164648525036,0.018690800021976615,0.13671430072226026,0.008000000000000007,0.0018365333626044868,1.46484375,2.22689114190143,265.9054269174484
0.146449632870568,0.1465082478950765,0.02144749496792415,-0.011103944891372253,-0.0468154504744433,-0.10941186959529728,0.1004209461072941,0.3098941930216476,-0.3580964128080957,0.6679906058297433,-13.188973315633,5.684341886080802e-18,0.33023107099120363,-0.5254245680654779,0.2519997307695566,0.11623009481823576,3.002181918554641,0.013384892853232211,0.09139587850699334,1.3622189039879478,0.02401921537229784,0.20983281570259138,0.021570792560074787,0.1468699852252828,0.004437601569801837,0.0018368941445625236,1.46484375,2.1781837036892155,196.00436328417445
0.14470967975161317,0.14476759837700673,0.02094089141381444,-0.000937052311897167,-0.04396384405351315,-0.11286921743922275,0.11690323567522128,0.3309445172507791,-0.2968510677223362,0.6277955849731154,-154.43073765927994,2.4868995751603506e-18,0.5434116207723163,-0.7527578511766455,0.2445438686318954,0.12205362830173483,3.03377745537875,0.013635115414525154,0.09422393469413474,1.316991827466832,0.024819855884707767,0.22977245311444403,0.02094176948084967,0.14471271361165775,0.0070912420834233535,0.001892493450603753,1.46484375,2.136774838219185,229.28939712973593
0.15034570448369916,0.15040587887253387,0.022603830856699796,-0.01007208857574055,-0.03486753539508855,-0.11692636628355885,0.10052371520389247,0.3703162215821189,-0.3335041475689804,0.7038203691510994,-14.926964090230411,-5.684341886080802e-18,0.4195633656997545,-0.568982211000268,0.2334211453106929,0.1294343741752937,3.03883305227663,0.013320537789678065,0.08859939055407007,1.3912722142032803,0.02401921537229784,0.21745008148745132,0.022705277824977357,0.1506827057925937,0.005870395085642749,0.0019755942122529164,1.46484375,2.201872031627765,158.75014478246442
0.14303444064035303,0.14309168876777645,0.020458851209298676,-0.00188346466801093,-0.04780955488362315,-0.11327329913224825,0.114287310192204,0.3165337583015699,-0.2180154512567802,0.5345492095583501,-75.94219475930353,-1.4210854715202004e-18,0.5836223168556115,-0.8407609639737288,0.2253133368531563,0.1087772505080764,3.168538007450233,0.013681615193897755,0.09565259340789761,1.2927729821031444,0.024819855884707767,0.22756060932445227,0.02046239864845432,0.14304684074964508,0.00770899289327546,0.0019909146266497177,1.46484375,2.072948192051119,280.01593172275506
0.14800934984443725,0.1480685891303171,0.021906767641373018,0.006000301752375024,-0.027954139755662598,-0.11298112311106098,0.1230665115281648,0.3648761356909397,-0.2410210722140917,0.6058972079050313,24.666984420550612,-3.552713678800501e-18,0.5313600378233342,-0.7862438517653518,0.22417226901075032,0.12663832508071815,3.139038905710645,0.013907583979818732,0.09396422587110925,1.306213979850757,0.02401921537229784,0.2360476346392258,0.02194277126249258,0.14813092608396322,0.008280786712108258,0.002066110389301024,1.46484375,2.1358476120174155,264.58970645614477
0.14345125850674117,0.1435086734614142,0.02057826356716788,-0.0009026544531468105,-0.043528271188126993,-0.11226205497997782,0.11990371969537147,0.3500990751092617,-0.2122045024893225,0.5623035775985842,-158.92156517551663,-5.684341886080802e-18,0.5731371442010659,-0.879013484438635,0.23124629710157676,0.11089511799026575,3.096362685384318,0.013666324613758553,0.0952680705350266,1.2968662138862685,0.024819855884707767,0.2321657746753493,0.02057907835222967,0.14345409841558962,0.01090216230190796,0.001980562887284571,1.46484375,2.1164265944052083,328.27281243864
0.14322935222918873,0.1432866783680577,0.02051464733999301,0.010153439049618957,-0.02821958888263375,-0.1009732618323116,0.12251582011031743,0.4236097201633888,-0.2329927037878854,0.6566024239512742,14.106486632680767,-4.618527782440651e-18,0.577977570696908,-0.6088737498144874,0.24119513950412544,0.12213093853516677,2.9891783238896785,0.013424207884828973,0.09372525725975636,1.3201510241856615,0.02401921537229784,0.22348908194262904,0.02061773966452734,0.1435887866949482,0.01496662954709578,0.0017983174887326273,1.46484375,2.1781835040587056,289.6038341690958
0.14451905879717233,0.14457690112840454,0.020885758355620555,-0.0010805983021474899,-0.04781029224725835,-0.1110506599596362,0.12228582143684019,0.3193375684417391,-0.2557459496788359,0.575083518120575,-133.73985366251952,1.4210854715202004e-18,0.5058899563020618,-0.9292474891942577,0.2357546477592238,0.11504519379628642,3.119730373343356,0.013788406723034427,0.0954089158744522,1.3008735688890976,0.024819855884707767,0.2333364813964764,0.020886926048311157,0.1445230986669991,0.010253919111386501,0.0019375597319107745,1.46484375,2.1030323970753493,366.7928164661842
0.14080884457224355,0.14086520192674032,0.01982713070977024,-0.0006963359908843188,-0.034869072282248545,-0.10837457351479342,0.11324471244980594,0.3452889152726986,-0.2270186143327873,0.5723075296054859,-202.21394041893765,-4.973799150320701e-18,0.5570397401087369,-0.7807833957010564,0.23740720743273983,0.11795941596390369,3.1116741954967218,0.0135579354916073,0.09628610711773329,1.2951712669320303,0.024819855884707767,0.22161928596459934,0.01982761559358244,0.1408105663420982,0.0070912420834233535,0.001977280391079799,1.46484375,2.102716775963614,335.72954824099094
