10_48,11_46,1_57,1_32,10_50,11_44,1_35,11_60,11_63,1_71,10_73,1_50,10_52,10_87
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4196078431372549,0.3450980392156862,1.012707722,1.948191593,0.4745098039215686,0.5019607843137255,2.979472141,0.5019607843137255,0.7843137254901961,1.908113392,0.3607843137254902,1.347018573,0.4392156862745098,0.5294117647058824
0.4196078431372549,0.3411764705882353,1.000977517,1.909090909,0.4745098039215686,0.4941176470588235,2.940371457,0.5019607843137255,0.7764705882352941,1.87487781,0.3607843137254902,1.316715543,0.4392156862745098,0.5333333333333333
0.4196078431372549,0.3411764705882353,0.990224829,1.880742913,0.4745098039215686,0.4862745098039215,2.892473118,0.5019607843137255,0.7686274509803922,1.83773216,0.3607843137254902,1.286412512,0.4392156862745098,0.5411764705882353
0.4196078431372549,0.3411764705882353,0.981427175,1.860215054,0.4745098039215686,0.4745098039215686,2.835777126,0.4980392156862745,0.7607843137254902,1.794721408,0.3607843137254902,1.263929619,0.4352941176470588,0.5450980392156862
0.4196078431372549,0.3372549019607843,0.973607038,1.840664712,0.4745098039215686,0.4705882352941176,2.771260997,0.4941176470588235,0.7490196078431373,1.745845552,0.3607843137254902,1.245356794,0.4313725490196078,0.5490196078431373
0.4235294117647059,0.3372549019607843,0.967741935,1.822091887,0.4784313725490196,0.4588235294117647,2.701857283,0.4941176470588235,0.7411764705882353,1.690127077,0.3607843137254902,1.224828935,0.4274509803921568,0.5568627450980392
0.4274509803921568,0.3372549019607843,0.965786901,1.803519062,0.4784313725490196,0.4509803921568627,2.629521017,0.4901960784313725,0.7294117647058823,1.629521017,0.3607843137254902,1.204301075,0.4235294117647059,0.5607843137254902
0.4352941176470588,0.3294117647058823,0.971652004,1.787878788,0.4823529411764706,0.4392156862745098,2.555229717,0.4901960784313725,0.7215686274509804,1.565004888,0.3568627450980392,1.184750733,0.4196078431372549,0.5647058823529412
0.4431372549019607,0.3294117647058823,0.988269795,1.774193548,0.4862745098039215,0.4313725490196078,2.482893451,0.4862745098039215,0.7137254901960784,1.508308895,0.3568627450980392,1.166177908,0.4156862745098039,0.5686274509803921
0.4509803921568627,0.3254901960784314,1.019550342,1.760508309,0.4901960784313725,0.4196078431372549,2.420332356,0.4823529411764706,0.7098039215686275,1.456500489,0.3529411764705882,1.145650049,0.4156862745098039,0.5725490196078431
0.4627450980392157,0.3254901960784314,1.070381232,1.747800587,0.4980392156862745,0.4156862745098039,2.366568915,0.4823529411764706,0.7019607843137254,1.395894428,0.3529411764705882,1.12512219,0.4156862745098039,0.5803921568627451
0.4784313725490196,0.3254901960784314,1.143695015,1.737047898,0.5058823529411764,0.403921568627451,2.313782991,0.4784313725490196,0.6980392156862745,1.333333333,0.3568627450980392,1.106549365,0.4156862745098039,0.5843137254901961
0.4941176470588235,0.3215686274509804,1.225806452,1.72629521,0.5137254901960784,0.4,2.264907136,0.4784313725490196,0.6862745098039216,1.272727273,0.3568627450980392,1.089931574,0.4196078431372549,0.5882352941176471
0.5098039215686274,0.3215686274509804,1.316715543,1.716520039,0.5215686274509804,0.396078431372549,2.219941349,0.4745098039215686,0.6823529411764706,1.214076246,0.3607843137254902,1.0742913,0.4196078431372549,0.592156862745098
0.5254901960784314,0.3254901960784314,1.433040078,1.711632454,0.5333333333333333,0.3843137254901961,2.179863148,0.4705882352941176,0.6784313725490196,1.159335288,0.3647058823529411,1.059628543,0.4274509803921568,0.592156862745098
0.5372549019607843,0.3254901960784314,1.566959922,1.706744868,0.5411764705882353,0.3843137254901961,2.146627566,0.4705882352941176,0.6745098039215687,1.109481916,0.3686274509803922,1.044965787,0.4352941176470588,0.596078431372549
