0_61,1_29,10_88
0.0,0.0,0.0
0.3763440860215054,1.57086999,0.5686274509803921
0.3734115347018573,1.562072336,0.5607843137254902
0.3704789833822092,1.553274682,0.5529411764705883
0.3675464320625611,1.544477028,0.5450980392156862
0.3655913978494624,1.535679374,0.5372549019607843
0.3626588465298143,1.525904203,0.5254901960784314
0.3587487781036168,1.515151515,0.5176470588235295
0.35386119257087,1.508308895,0.5137254901960784
0.3499511241446725,1.50342131,0.5058823529411764
0.3450635386119257,1.497556207,0.5019607843137255
0.3411534701857282,1.494623656,0.5019607843137255
0.3362658846529814,1.499511241,0.4980392156862745
0.3313782991202346,1.514173998,0.4980392156862745
0.3264907135874877,1.542521994,0.4941176470588235
0.3216031280547409,1.587487781,0.4941176470588235
0.3176930596285435,1.650048876,0.4941176470588235
0.313782991202346,1.731182796,0.4941176470588235
0.3108504398826979,1.830889541,0.4941176470588235
0.3059628543499511,1.944281525,0.4901960784313725
0.3020527859237537,2.068426197,0.4823529411764706
0.2971652003910068,2.179863148,0.4784313725490196
0.2913000977517107,2.283479961,0.4745098039215686
0.2864125122189638,2.397849462,0.4666666666666667
0.281524926686217,2.512218964,0.4627450980392157
0.2766373411534701,2.620723363,0.4588235294117647
0.2717497556207233,2.721407625,0.4549019607843137
0.2668621700879765,2.812316716,0.4509803921568627
0.262952101661779,2.891495601,0.4509803921568627
0.2609970674486803,2.958944282,0.4470588235294118
0.2619745845552297,3.015640274,0.4470588235294118
0.2658846529814271,3.061583578,0.4431372549019607
0.2756598240469208,3.099706745,0.4431372549019607
0.29227761485826,3.12512219,0.4392156862745098
0.3157380254154447,3.142717498,0.4392156862745098
0.3470185728250244,3.160312805,0.4352941176470588
0.3841642228739003,3.175953079,0.4352941176470588
0.4252199413489736,3.188660802,0.4352941176470588
0.4682306940371456,3.19941349,0.4352941176470588
0.5112414467253177,3.208211144,0.4352941176470588
0.5513196480938416,3.214076246,0.4313725490196078
0.5874877810361682,3.217986315,0.4313725490196078
0.6148582600195504,3.220918866,0.4313725490196078
0.6373411534701857,3.221896383,0.4313725490196078
0.6578690127077224,3.219941349,0.4274509803921568
0.6754643206256109,3.215053763,0.4235294117647059
0.6891495601173021,3.204301075,0.4196078431372549
0.6989247311827957,3.189638319,0.4156862745098039
0.7047898338220919,3.173998045,0.4156862745098039
0.7067448680351907,3.154447703,0.4117647058823529
0.7047898338220919,3.130009775,0.4117647058823529
0.6999022482893451,3.099706745,0.4117647058823529
0.6911045943304008,3.065493646,0.4117647058823529
0.6793743890518084,3.025415445,0.4117647058823529
0.6666666666666666,2.980449658,0.4117647058823529
0.6520039100684262,2.930596285,0.4117647058823529
0.6344086021505376,2.877810362,0.4117647058823529
0.6148582600195504,2.825024438,0.4117647058823529
0.5943304007820137,2.778103617,0.4117647058823529
0.5738025415444771,2.735092864,0.4117647058823529
0.552297165200391,2.692082111,0.4117647058823529
0.530791788856305,2.651026393,0.4117647058823529
0.5102639296187683,2.613880743,0.4156862745098039
0.4916911045943304,2.580645161,0.4235294117647059
0.4740957966764418,2.551319648,0.4313725490196078
0.458455522971652,2.524926686,0.4431372549019607
0.4447702834799609,2.502443793,0.4549019607843137
0.4340175953079179,2.482893451,0.4745098039215686
0.4252199413489736,2.465298143,0.4901960784313725
0.4164222873900293,2.448680352,0.5098039215686274
0.4095796676441838,2.433040078,0.5294117647058824
0.4037145650048875,2.419354839,0.5490196078431373
0.3988269794721407,2.407624633,0.5647058823529412
0.3958944281524926,2.395894428,0.5764705882352941
0.3929618768328445,2.383186706,0.5882352941176471
0.3910068426197458,2.3714565,0.6
0.3890518084066471,2.359726295,0.6078431372549019
0.3870967741935484,2.346041056,0.615686274509804
0.386119257086999,2.330400782,0.6196078431372549
0.3841642228739003,2.314760508,0.6274509803921569
0.3831867057673509,2.2971652,0.6313725490196078
0.3812316715542522,2.276637341,0.6392156862745098
0.3782991202346041,2.254154448,0.6431372549019608
0.3763440860215054,2.232649071,0.6470588235294118
0.3724340175953079,2.213098729,0.6470588235294118
0.3734115347018573,2.190615836,0.6431372549019608
0.375366568914956,2.168132942,0.6392156862745098
0.3734115347018573,2.144672532,0.6352941176470588
0.3704789833822092,2.120234604,0.6274509803921569
0.3655913978494624,2.094819159,0.6235294117647059
0.3597262952101662,2.069403715,0.615686274509804
0.35386119257087,2.04398827,0.6039215686274509
0.3489736070381232,2.018572825,0.596078431372549
0.3440860215053763,1.99315738,0.5882352941176471
0.3391984359726295,1.96969697,0.5803921568627451
0.3333333333333333,1.946236559,0.5725490196078431
0.3264907135874877,1.926686217,0.5647058823529412
0.3196480938416422,1.910068426,0.5568627450980392
0.313782991202346,1.890518084,0.5490196078431373
0.3069403714565005,1.870967742,0.5372549019607843
0.3010752688172043,1.850439883,0.5333333333333333
0.2952101661779081,1.827956989,0.5254901960784314
0.2893450635386119,1.806451613,0.5215686274509804
0.2834799608993157,1.784946237,0.5176470588235295
0.2795698924731182,1.764418377,0.5176470588235295
0.2756598240469208,1.745845552,0.5137254901960784
0.270772238514174,1.727272727,0.5098039215686274
0.2668621700879765,1.709677419,0.5019607843137255
0.262952101661779,1.696969697,0.4980392156862745
0.2619745845552297,1.686217009,0.4941176470588235
0.2649071358748778,1.673509286,0.4941176470588235
0.2746823069403714,1.660801564,0.4901960784313725
0.2913000977517107,1.649071359,0.4862745098039215
0.3157380254154447,1.636363636,0.4823529411764706
0.3489736070381232,1.623655914,0.4784313725490196
0.3880742913000977,1.610948192,0.4784313725490196
0.4320625610948191,1.597262952,0.4745098039215686
0.4711632453567937,1.583577713,0.4745098039215686
0.5083088954056696,1.571847507,0.4705882352941176
