1_87,10_12
2.0,2.0
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
2.001955034,0.4941176470588235
