0_80,10_93,12_21,12_22,11_10,1_97,1_39,10_40,12_14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4574780058651026,0.4745098039215686,0.396078431372549,0.615686274509804,0.6039215686274509,2.861192571,3.084066471,0.5098039215686274,0.5176470588235295
0.4555229716520039,0.4784313725490196,0.392156862745098,0.615686274509804,0.596078431372549,2.867057674,3.089931574,0.5098039215686274,0.5176470588235295
0.4545454545454545,0.4823529411764706,0.392156862745098,0.611764705882353,0.5843137254901961,2.864125122,3.092864125,0.5058823529411764,0.5176470588235295
0.4535679374389051,0.4862745098039215,0.392156862745098,0.611764705882353,0.5803921568627451,2.853372434,3.090909091,0.5058823529411764,0.5137254901960784
0.4516129032258064,0.4901960784313725,0.388235294117647,0.611764705882353,0.5686274509803921,2.838709677,3.085043988,0.5058823529411764,0.5137254901960784
0.4496578690127077,0.4941176470588235,0.388235294117647,0.611764705882353,0.5607843137254902,2.82111437,3.075268817,0.5058823529411764,0.5137254901960784
0.4486803519061583,0.4941176470588235,0.388235294117647,0.611764705882353,0.5490196078431373,2.801564027,3.061583578,0.5058823529411764,0.5137254901960784
0.4486803519061583,0.4980392156862745,0.388235294117647,0.611764705882353,0.5411764705882353,2.780058651,3.04398827,0.5019607843137255,0.5137254901960784
0.447702834799609,0.4980392156862745,0.392156862745098,0.6078431372549019,0.5333333333333333,2.758553275,3.021505376,0.5019607843137255,0.5137254901960784
0.447702834799609,0.4980392156862745,0.392156862745098,0.6078431372549019,0.5254901960784314,2.738025415,2.994134897,0.5019607843137255,0.5137254901960784
0.447702834799609,0.5254901960784314,0.396078431372549,0.6078431372549019,0.5137254901960784,2.718475073,2.961876833,0.5019607843137255,0.5137254901960784
0.4467253176930596,0.5607843137254902,0.396078431372549,0.6039215686274509,0.5058823529411764,2.698924731,2.923753666,0.5019607843137255,0.5176470588235295
0.4428152492668621,0.5803921568627451,0.4,0.6039215686274509,0.5019607843137255,2.677419355,2.877810362,0.5019607843137255,0.5176470588235295
0.4379276637341153,0.5843137254901961,0.403921568627451,0.6,0.4980392156862745,2.653958944,2.823069404,0.5019607843137255,0.5176470588235295
0.4330400782013685,0.5843137254901961,0.403921568627451,0.6,0.4901960784313725,2.625610948,2.757575758,0.5019607843137255,0.5176470588235295
0.4281524926686217,0.5764705882352941,0.4078431372549019,0.6,0.4823529411764706,2.594330401,2.68230694,0.4980392156862745,0.5176470588235295
0.4252199413489736,0.5686274509803921,0.4117647058823529,0.6,0.4745098039215686,2.560117302,2.597262952,0.4980392156862745,0.5176470588235295
0.4213098729227761,0.5607843137254902,0.4117647058823529,0.6,0.4666666666666667,2.519061584,2.502443793,0.4980392156862745,0.5176470588235295
0.418377321603128,0.5568627450980392,0.4117647058823529,0.6,0.4588235294117647,2.47311828,2.399804497,0.4980392156862745,0.5176470588235295
0.41544477028348,0.5529411764705883,0.4156862745098039,0.6,0.4549019607843137,2.425219941,2.293255132,0.4980392156862745,0.5176470588235295
0.4125122189638319,0.5450980392156862,0.4156862745098039,0.6,0.4470588235294118,2.37829912,2.186705767,0.4980392156862745,0.5215686274509804
0.4095796676441838,0.5411764705882353,0.4196078431372549,0.596078431372549,0.4392156862745098,2.332355816,2.080156403,0.4980392156862745,0.5215686274509804
0.407624633431085,0.5372549019607843,0.4196078431372549,0.592156862745098,0.4274509803921568,2.287390029,1.989247312,0.4980392156862745,0.5254901960784314
0.4046920821114369,0.5372549019607843,0.4196078431372549,0.592156862745098,0.4196078431372549,2.244379277,1.908113392,0.4980392156862745,0.5294117647058824
0.4017595307917888,0.5333333333333333,0.4235294117647059,0.5882352941176471,0.4156862745098039,2.207233627,1.826001955,0.4980392156862745,0.5333333333333333
0.3998044965786901,0.5333333333333333,0.4235294117647059,0.5843137254901961,0.403921568627451,2.176930596,1.751710655,0.4980392156862745,0.5411764705882353
0.3978494623655914,0.5294117647058824,0.4274509803921568,0.5803921568627451,0.396078431372549,2.152492669,1.68914956,0.4980392156862745,0.5490196078431373
0.396871945259042,0.5254901960784314,0.4274509803921568,0.5764705882352941,0.388235294117647,2.134897361,1.643206256,0.4980392156862745,0.5647058823529412
0.3958944281524926,0.5215686274509804,0.4313725490196078,0.5764705882352941,0.3764705882352941,2.123167155,1.61485826,0.4980392156862745,0.5764705882352941
0.3958944281524926,0.5176470588235295,0.4352941176470588,0.5764705882352941,0.3725490196078431,2.114369501,1.603128055,0.4980392156862745,0.596078431372549
0.3949169110459433,0.5137254901960784,0.4392156862745098,0.5764705882352941,0.3647058823529411,2.110459433,1.607038123,0.4980392156862745,0.611764705882353
0.3958944281524926,0.5098039215686274,0.4431372549019607,0.5764705882352941,0.3568627450980392,2.110459433,1.623655914,0.4980392156862745,0.6274509803921569
0.396871945259042,0.5058823529411764,0.4509803921568627,0.5764705882352941,0.3490196078431372,2.112414467,1.647116325,0.4980392156862745,0.6431372549019608
0.3998044965786901,0.5058823529411764,0.4549019607843137,0.5764705882352941,0.3411764705882353,2.117302053,1.674486804,0.4980392156862745,0.6588235294117647
0.4037145650048875,0.5019607843137255,0.4588235294117647,0.5764705882352941,0.3372549019607843,2.123167155,1.701857283,0.4980392156862745,0.6745098039215687
0.4115347018572825,0.4980392156862745,0.4666666666666667,0.5764705882352941,0.3333333333333333,2.130009775,1.724340176,0.4980392156862745,0.6862745098039216
