11_50,10_74,1_22,0_41,11_47,11_37,11_51,0_36,0_35,10_69,10_79,11_17
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.388235294117647,0.3803921568627451,1.521994135,0.5141739980449658,0.4392156862745098,0.3294117647058823,0.0196078431372549,0.3626588465298143,0.6764418377321603,0.4862745098039215,0.5098039215686274,0.3176470588235294
0.3843137254901961,0.3803921568627451,1.431085044,0.4975562072336266,0.4352941176470588,0.3254901960784314,0.0235294117647058,0.3587487781036168,0.6764418377321603,0.4862745098039215,0.5058823529411764,0.3137254901960784
0.3803921568627451,0.3803921568627451,1.299120235,0.4828934506353861,0.4313725490196078,0.3176470588235294,0.0274509803921568,0.3548387096774194,0.6754643206256109,0.4862745098039215,0.5019607843137255,0.3098039215686274
0.3764705882352941,0.3803921568627451,1.226783969,0.4740957966764418,0.4313725490196078,0.3176470588235294,0.0274509803921568,0.3519061583577713,0.6754643206256109,0.4862745098039215,0.4980392156862745,0.3058823529411765
0.3725490196078431,0.3803921568627451,1.183773216,0.4652981427174975,0.4313725490196078,0.3176470588235294,0.0352941176470588,0.3479960899315738,0.6744868035190615,0.4823529411764706,0.4941176470588235,0.3019607843137254
0.3686274509803922,0.3803921568627451,1.15542522,0.4565004887585532,0.4274509803921568,0.3254901960784314,0.0392156862745098,0.3460410557184751,0.6735092864125122,0.4823529411764706,0.4941176470588235,0.2980392156862745
0.3647058823529411,0.3843137254901961,1.136852395,0.4496578690127077,0.4274509803921568,0.3254901960784314,0.0470588235294117,0.3460410557184751,0.6725317693059628,0.4784313725490196,0.4901960784313725,0.2980392156862745
0.3607843137254902,0.388235294117647,1.123167155,0.4437927663734115,0.4235294117647059,0.3294117647058823,0.0549019607843137,0.3479960899315738,0.6725317693059628,0.4784313725490196,0.4901960784313725,0.2941176470588235
0.3529411764705882,0.392156862745098,1.113391984,0.4379276637341153,0.4235294117647059,0.3333333333333333,0.0666666666666666,0.3548387096774194,0.6715542521994134,0.4784313725490196,0.4862745098039215,0.2274509803921568
0.3490196078431372,0.4,1.110459433,0.4330400782013685,0.4235294117647059,0.3411764705882353,0.0784313725490196,0.3665689149560117,0.6715542521994134,0.4784313725490196,0.4862745098039215,0.2235294117647059
0.3411764705882353,0.4117647058823529,1.119257087,0.4271749755620723,0.4196078431372549,0.3411764705882353,0.0901960784313725,0.386119257086999,0.6705767350928641,0.4745098039215686,0.4862745098039215,0.2235294117647059
0.3372549019607843,0.4274509803921568,1.139784946,0.4213098729227761,0.4156862745098039,0.3411764705882353,0.1058823529411764,0.4105571847507331,0.6705767350928641,0.4745098039215686,0.4862745098039215,0.2235294117647059
0.3294117647058823,0.4431372549019607,1.176930596,0.4164222873900293,0.4156862745098039,0.3411764705882353,0.1215686274509803,0.4418377321603128,0.6695992179863147,0.4745098039215686,0.4862745098039215,0.2235294117647059
0.3254901960784314,0.4627450980392157,1.234604106,0.4105571847507331,0.4117647058823529,0.3411764705882353,0.1372549019607843,0.4770283479960899,0.6695992179863147,0.4705882352941176,0.4862745098039215,0.2235294117647059
0.3215686274509804,0.4784313725490196,1.315738025,0.4046920821114369,0.4117647058823529,0.3333333333333333,0.1490196078431372,0.5141739980449658,0.6686217008797654,0.4705882352941176,0.4901960784313725,0.2235294117647059
0.3137254901960784,0.4980392156862745,1.420332356,0.3998044965786901,0.4117647058823529,0.3294117647058823,0.1647058823529411,0.552297165200391,0.6686217008797654,0.4705882352941176,0.4901960784313725,0.2274509803921568
0.3098039215686274,0.5098039215686274,1.549364614,0.3939393939393939,0.4156862745098039,0.3254901960784314,0.1764705882352941,0.5874877810361682,0.6686217008797654,0.4666666666666667,0.4941176470588235,0.2274509803921568
0.3019607843137254,0.5254901960784314,1.697947214,0.3880742913000977,0.4196078431372549,0.3176470588235294,0.188235294117647,0.6217008797653959,0.6686217008797654,0.4666666666666667,0.4941176470588235,0.2352941176470588
0.2980392156862745,0.5411764705882353,1.85826002,0.3822091886608015,0.4235294117647059,0.3137254901960784,0.2,0.6471163245356794,0.6686217008797654,0.4666666666666667,0.4980392156862745,0.2392156862745098
0.2941176470588235,0.5568627450980392,2.023460411,0.3782991202346041,0.4313725490196078,0.3019607843137254,0.1254901960784313,0.667644183773216,0.6686217008797654,0.4666666666666667,0.4980392156862745,0.2509803921568627
0.2901960784313726,0.5686274509803921,2.188660802,0.3724340175953079,0.4431372549019607,0.2980392156862745,0.1372549019607843,0.6881720430107527,0.6686217008797654,0.4627450980392157,0.4980392156862745,0.2588235294117647
0.2862745098039215,0.5803921568627451,2.344086022,0.3665689149560117,0.4509803921568627,0.2941176470588235,0.1450980392156863,0.7057673509286413,0.6686217008797654,0.4627450980392157,0.4980392156862745,0.2705882352941176
0.2823529411764706,0.592156862745098,2.484848485,0.3607038123167155,0.4627450980392157,0.2941176470588235,0.1490196078431372,0.7214076246334311,0.6686217008797654,0.4627450980392157,0.4980392156862745,0.2862745098039215
0.2784313725490196,0.6,2.608993157,0.3548387096774194,0.4705882352941176,0.2980392156862745,0.1568627450980392,0.7331378299120235,0.6686217008797654,0.4627450980392157,0.4980392156862745,0.3019607843137254
0.2784313725490196,0.6039215686274509,2.7028348,0.3489736070381232,0.4823529411764706,0.3019607843137254,0.1607843137254902,0.7409579667644184,0.667644183773216,0.4588235294117647,0.4980392156862745,0.3176470588235294
0.2745098039215686,0.6078431372549019,2.774193548,0.3421309872922776,0.4941176470588235,0.3137254901960784,0.1607843137254902,0.7458455522971652,0.667644183773216,0.4588235294117647,0.4980392156862745,0.3411764705882353
0.2745098039215686,0.611764705882353,2.839687195,0.3362658846529814,0.5019607843137255,0.3294117647058823,0.1647058823529411,0.7478005865102639,0.667644183773216,0.4588235294117647,0.4745098039215686,0.3607843137254902
0.2705882352941176,0.611764705882353,2.896383187,0.3304007820136852,0.5098039215686274,0.3450980392156862,0.1647058823529411,0.7468230694037146,0.667644183773216,0.4549019607843137,0.4392156862745098,0.3803921568627451
0.2666666666666666,0.611764705882353,2.940371457,0.324535679374389,0.5176470588235295,0.3647058823529411,0.1607843137254902,0.7429130009775171,0.667644183773216,0.4549019607843137,0.4196078431372549,0.4
0.2666666666666666,0.6078431372549019,2.972629521,0.3186705767350928,0.5215686274509804,0.396078431372549,0.1607843137254902,0.7370478983382209,0.667644183773216,0.4549019607843137,0.4078431372549019,0.4235294117647059
0.2627450980392157,0.6078431372549019,2.994134897,0.3128054740957967,0.5254901960784314,0.4235294117647059,0.1607843137254902,0.7282502443792767,0.667644183773216,0.4549019607843137,0.403921568627451,0.4470588235294118
0.2627450980392157,0.6,3.00684262,0.3079178885630498,0.5294117647058824,0.4588235294117647,0.1686274509803921,0.718475073313783,0.6666666666666666,0.4509803921568627,0.396078431372549,0.4666666666666667
0.2627450980392157,0.592156862745098,3.012707722,0.303030303030303,0.5294117647058824,0.4901960784313725,0.1725490196078431,0.7057673509286413,0.6666666666666666,0.4509803921568627,0.396078431372549,0.4862745098039215
0.2588235294117647,0.5843137254901961,3.013685239,0.2971652003910068,0.5294117647058824,0.5137254901960784,0.1686274509803921,0.6920821114369502,0.6666666666666666,0.4470588235294118,0.392156862745098,0.5058823529411764
0.2588235294117647,0.5725490196078431,3.011730205,0.2932551319648094,0.5294117647058824,0.5529411764705883,0.1686274509803921,0.6764418377321603,0.6666666666666666,0.4470588235294118,0.392156862745098,0.5215686274509804
0.2549019607843137,0.5647058823529412,3.00684262,0.2883675464320626,0.5294117647058824,0.5843137254901961,0.1647058823529411,0.6598240469208211,0.6666666666666666,0.4431372549019607,0.388235294117647,0.5372549019607843
0.2549019607843137,0.5568627450980392,2.996089932,0.2834799608993157,0.5294117647058824,0.615686274509804,0.1607843137254902,0.6432062561094819,0.6666666666666666,0.4431372549019607,0.388235294117647,0.5529411764705883
0.2549019607843137,0.5490196078431373,2.982404692,0.2785923753665689,0.5294117647058824,0.6431372549019608,0.1568627450980392,0.6265884652981427,0.6656891495601173,0.4431372549019607,0.388235294117647,0.5686274509803921
0.2588235294117647,0.5411764705882353,2.971652004,0.273704789833822,0.5333333333333333,0.6745098039215687,0.1568627450980392,0.6099706744868035,0.6656891495601173,0.4431372549019607,0.388235294117647,0.5803921568627451
