0_80,12_18,10_78,10_59,1_42,10_93,1_60,12_21,0_53,0_52,12_19,10_53,11_48,10_77,0_33,10_83,11_53,10_56,1_83,0_20,12_22,0_18,10_86,12_12,10_58,10_89,0_81,11_28,0_22,1_80,10_38,0_82,0_23,1_85,10_91,1_86,11_10,0_19,1_97,0_17,1_65,0_34,1_39,10_36,10_9,10_40,10_81,11_70,0_31,11_32,1_43,0_32,1_82,12_14,10_45,10_34,10_75,11_27,0_49,0_43,10_37
1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.4574780058651026,0.2549019607843137,0.4313725490196078,0.5294117647058824,2.604105572,0.4745098039215686,2.374389052,0.396078431372549,0.4995112414467253,0.4995112414467253,0.6784313725490196,0.4509803921568627,0.3176470588235294,0.5137254901960784,0.7390029325513197,0.615686274509804,0.0274509803921568,0.5333333333333333,0.319648094,0.4271749755620723,0.615686274509804,0.5004887585532747,0.3843137254901961,0.1019607843137254,0.5686274509803921,0.5882352941176471,0.3939393939393939,0.6235294117647059,0.4291300097751711,1.545454545,0.5490196078431373,0.5698924731182796,1.0,2.171065494,0.4235294117647059,2.000977517,0.6039215686274509,0.4789833822091887,2.861192571,0.6256109481915934,2.693059629,0.0,3.084066471,0.4941176470588235,0.4862745098039215,0.5098039215686274,0.5372549019607843,0.2117647058823529,0.9824046920821116,0.3411764705882353,0.016617791,1.0,2.093841642,0.5176470588235295,0.5843137254901961,0.4235294117647059,0.0156862745098039,0.6,0.4232649071358749,0.4222873900293255,0.4313725490196078
0.4555229716520039,0.2392156862745098,0.4313725490196078,0.5294117647058824,2.538611926,0.4784313725490196,2.363636364,0.392156862745098,0.4995112414467253,0.4995112414467253,0.6745098039215687,0.4509803921568627,0.3176470588235294,0.5294117647058824,0.7390029325513197,0.611764705882353,0.0352941176470588,0.5294117647058824,0.329423265,0.4467253176930596,0.615686274509804,0.5004887585532747,0.392156862745098,0.1254901960784313,0.5647058823529412,0.5843137254901961,0.3958944281524926,0.6235294117647059,0.4301075268817204,1.529814272,0.5490196078431373,0.5698924731182796,1.0,2.16226784,0.4274509803921568,2.000977517,0.596078431372549,0.4789833822091887,2.867057674,0.6265884652981427,2.725317693,0.0,3.089931574,0.4901960784313725,0.4862745098039215,0.5098039215686274,0.5333333333333333,0.2156862745098039,0.9912023460410556,0.3568627450980392,0.007820137,1.0,2.094819159,0.5176470588235295,0.5882352941176471,0.4196078431372549,0.0352941176470588,0.6039215686274509,0.4271749755620723,0.4203323558162268,0.4352941176470588
0.4545454545454545,0.2196078431372549,0.4274509803921568,0.5294117647058824,2.46627566,0.4823529411764706,2.357771261,0.392156862745098,0.4995112414467253,0.4995112414467253,0.6705882352941176,0.4509803921568627,0.3215686274509804,0.5450980392156862,0.7390029325513197,0.6078431372549019,0.0470588235294117,0.5215686274509804,0.347018573,0.4662756598240469,0.611764705882353,0.5004887585532747,0.396078431372549,0.1529411764705882,0.5647058823529412,0.5803921568627451,0.3998044965786901,0.6235294117647059,0.4310850439882698,1.517106549,0.5450980392156862,0.5689149560117303,1.0,2.152492669,0.4352941176470588,2.000977517,0.5843137254901961,0.4789833822091887,2.864125122,0.6265884652981427,2.758553275,0.0,3.092864125,0.4901960784313725,0.4862745098039215,0.5058823529411764,0.5333333333333333,0.2235294117647059,0.9960899315738024,0.3803921568627451,0.003910068,1.0,2.095796676,0.5176470588235295,0.5882352941176471,0.4156862745098039,0.0588235294117647,0.6078431372549019,0.4320625610948191,0.4193548387096774,0.4392156862745098
0.4535679374389051,0.2117647058823529,0.4274509803921568,0.5294117647058824,2.387096774,0.4862745098039215,2.363636364,0.392156862745098,0.4995112414467253,0.4995112414467253,0.6705882352941176,0.4470588235294118,0.3254901960784314,0.5647058823529412,0.7390029325513197,0.6039215686274509,0.0549019607843137,0.5137254901960784,0.369501466,0.4848484848484848,0.611764705882353,0.5004887585532747,0.403921568627451,0.1803921568627451,0.5607843137254902,0.5803921568627451,0.407624633431085,0.6196078431372549,0.4330400782013685,1.504398827,0.5450980392156862,0.5689149560117303,1.0,2.142717498,0.4392156862745098,2.000977517,0.5803921568627451,0.4789833822091887,2.853372434,0.6275659824046921,2.791788856,0.0,3.090909091,0.4901960784313725,0.4862745098039215,0.5058823529411764,0.5294117647058824,0.2313725490196078,0.9980449657869012,0.4,0.001955034,1.0,2.098729228,0.5137254901960784,0.5882352941176471,0.4156862745098039,0.0823529411764705,0.611764705882353,0.4359726295210166,0.4173998044965787,0.4392156862745098
0.4516129032258064,0.2039215686274509,0.4235294117647059,0.5294117647058824,2.308895406,0.4901960784313725,2.383186706,0.388235294117647,0.4995112414467253,0.4995112414467253,0.6666666666666666,0.4470588235294118,0.3294117647058823,0.5803921568627451,0.7390029325513197,0.6,0.0666666666666666,0.5098039215686274,0.397849462,0.5004887585532747,0.611764705882353,0.5004887585532747,0.4078431372549019,0.2078431372549019,0.5568627450980392,0.5764705882352941,0.4164222873900293,0.6196078431372549,0.4340175953079179,1.492668622,0.5450980392156862,0.5679374389051809,1.0,2.135874878,0.4470588235294118,2.000977517,0.5686274509803921,0.4789833822091887,2.838709677,0.6285434995112414,2.824046921,0.0,3.085043988,0.4901960784313725,0.4862745098039215,0.5058823529411764,0.5254901960784314,0.2470588235294117,0.9990224828934506,0.4509803921568627,0.000977517,1.0,2.102639296,0.5137254901960784,0.5843137254901961,0.4117647058823529,0.1058823529411764,0.611764705882353,0.4389051808406647,0.4164222873900293,0.4431372549019607
0.4496578690127077,0.2078431372549019,0.4235294117647059,0.5333333333333333,2.241446725,0.4941176470588235,2.409579668,0.388235294117647,0.4995112414467253,0.4995112414467253,0.6666666666666666,0.4431372549019607,0.3333333333333333,0.596078431372549,0.7390029325513197,0.596078431372549,0.0823529411764705,0.5019607843137255,0.434995112,0.5141739980449658,0.611764705882353,0.5004887585532747,0.4156862745098039,0.2352941176470588,0.5568627450980392,0.5725490196078431,0.4281524926686217,0.615686274509804,0.4349951124144672,1.480938416,0.5450980392156862,0.5679374389051809,1.0,2.130987292,0.4509803921568627,2.000977517,0.5607843137254902,0.4789833822091887,2.82111437,0.6285434995112414,2.854349951,0.0,3.075268817,0.4901960784313725,0.4901960784313725,0.5058823529411764,0.5215686274509804,0.2627450980392157,1.0,0.4666666666666667,0.0,1.0,2.105571848,0.5137254901960784,0.5803921568627451,0.4078431372549019,0.1254901960784313,0.611764705882353,0.4398826979472141,0.4144672531769306,0.4431372549019607
0.4486803519061583,0.2196078431372549,0.4235294117647059,0.5333333333333333,2.179863148,0.4941176470588235,2.438905181,0.388235294117647,0.4995112414467253,0.4995112414467253,0.6627450980392157,0.4431372549019607,0.3333333333333333,0.611764705882353,0.7390029325513197,0.5843137254901961,0.0980392156862745,0.4941176470588235,0.479960899,0.5249266862170088,0.611764705882353,0.5004887585532747,0.4235294117647059,0.2549019607843137,0.5529411764705883,0.5725490196078431,0.4408602150537634,0.615686274509804,0.4359726295210166,1.469208211,0.5450980392156862,0.5679374389051809,1.0,2.126099707,0.4549019607843137,2.000977517,0.5490196078431373,0.4789833822091887,2.801564027,0.6295210166177908,2.88172043,0.0,3.061583578,0.4901960784313725,0.4901960784313725,0.5058823529411764,0.5215686274509804,0.2784313725490196,0.9912023460410556,0.4862745098039215,0.0,0.9002932551319648,2.107526882,0.5137254901960784,0.5764705882352941,0.4078431372549019,0.1529411764705882,0.6078431372549019,0.4398826979472141,0.4134897360703812,0.4470588235294118
0.4486803519061583,0.2392156862745098,0.4235294117647059,0.5333333333333333,2.117302053,0.4980392156862745,2.453567937,0.388235294117647,0.4995112414467253,0.4995112414467253,0.6627450980392157,0.4431372549019607,0.3372549019607843,0.6235294117647059,0.7390029325513197,0.5725490196078431,0.1137254901960784,0.4901960784313725,0.529814272,0.5327468230694037,0.611764705882353,0.5004887585532747,0.4313725490196078,0.2784313725490196,0.5529411764705883,0.5686274509803921,0.4555229716520039,0.611764705882353,0.4349951124144672,1.457478006,0.5450980392156862,0.5669599217986315,1.0,2.123167155,0.4588235294117647,2.000977517,0.5411764705882353,0.4789833822091887,2.780058651,0.6295210166177908,2.906158358,0.0,3.04398827,0.4901960784313725,0.4901960784313725,0.5019607843137255,0.5137254901960784,0.3019607843137254,0.9657869012707724,0.5019607843137255,0.0,0.6001955034213099,2.108504399,0.5137254901960784,0.5725490196078431,0.4078431372549019,0.1764705882352941,0.6039215686274509,0.4389051808406647,0.4125122189638319,0.4509803921568627
0.447702834799609,0.2588235294117647,0.4352941176470588,0.5372549019607843,2.057673509,0.4980392156862745,2.461388074,0.392156862745098,0.4995112414467253,0.4995112414467253,0.6627450980392157,0.4431372549019607,0.3372549019607843,0.6313725490196078,0.7390029325513197,0.5607843137254902,0.1333333333333333,0.4862745098039215,0.586510264,0.5386119257086999,0.6078431372549019,0.5004887585532747,0.4392156862745098,0.2941176470588235,0.5490196078431373,0.5647058823529412,0.4701857282502444,0.611764705882353,0.4340175953079179,1.445747801,0.5450980392156862,0.5659824046920822,1.0,2.120234604,0.4627450980392157,2.000977517,0.5333333333333333,0.4789833822091887,2.758553275,0.6304985337243402,2.927663734,0.0,3.021505376,0.4901960784313725,0.4901960784313725,0.5019607843137255,0.5098039215686274,0.3254901960784314,0.9325513196480938,0.5176470588235295,0.0,0.3000977517106549,2.107526882,0.5137254901960784,0.5647058823529412,0.4078431372549019,0.2039215686274509,0.592156862745098,0.436950146627566,0.4105571847507331,0.4549019607843137
