0_61,11_50,10_74,11_34,1_22,10_15,0_41,11_15,11_47,11_37,11_71,11_35,10_43,11_16,11_51,1_29,0_36,11_58,0_29,12_16,11_29,0_35,1_62,1_98,0_62,10_69,10_49,10_79,10_51,1_2,11_52,10_88,11_17,0_44,10_65,10_46,11_25
0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0
0.3763440860215054,0.388235294117647,0.3803921568627451,0.3411764705882353,1.521994135,0.5450980392156862,0.5141739980449658,0.4431372549019607,0.4392156862745098,0.3294117647058823,0.1098039215686274,0.392156862745098,0.392156862745098,0.1333333333333333,0.0196078431372549,1.57086999,0.3626588465298143,0.3215686274509804,0.303030303030303,0.3490196078431372,0.7137254901960784,0.6764418377321603,1.282502444,1.287390029,0.4643206256109481,0.4862745098039215,0.4078431372549019,0.5098039215686274,0.5058823529411764,0.951124145,0.4117647058823529,0.5686274509803921,0.3176470588235294,0.2649071358748778,0.5647058823529412,0.3803921568627451,0.3803921568627451
0.3734115347018573,0.3843137254901961,0.3803921568627451,0.3411764705882353,1.431085044,0.5411764705882353,0.4975562072336266,0.4313725490196078,0.4352941176470588,0.3254901960784314,0.1215686274509803,0.3843137254901961,0.4,0.1372549019607843,0.0235294117647058,1.562072336,0.3587487781036168,0.3176470588235294,0.2961876832844575,0.3450980392156862,0.6745098039215687,0.6764418377321603,1.285434995,1.282502444,0.512218963831867,0.4862745098039215,0.4117647058823529,0.5058823529411764,0.5098039215686274,0.952101662,0.4117647058823529,0.5607843137254902,0.3137254901960784,0.2688172043010752,0.5647058823529412,0.388235294117647,0.396078431372549
0.3704789833822092,0.3803921568627451,0.3803921568627451,0.3333333333333333,1.299120235,0.5333333333333333,0.4828934506353861,0.4274509803921568,0.4313725490196078,0.3176470588235294,0.1254901960784313,0.3803921568627451,0.403921568627451,0.1411764705882353,0.0274509803921568,1.553274682,0.3548387096774194,0.3058823529411765,0.2903225806451613,0.3372549019607843,0.6431372549019608,0.6754643206256109,1.289345064,1.279569892,0.5542521994134897,0.4862745098039215,0.4117647058823529,0.5019607843137255,0.5137254901960784,0.954056696,0.4117647058823529,0.5529411764705883,0.3098039215686274,0.2766373411534701,0.5647058823529412,0.396078431372549,0.403921568627451
0.3675464320625611,0.3764705882352941,0.3803921568627451,0.3294117647058823,1.226783969,0.5254901960784314,0.4740957966764418,0.4196078431372549,0.4313725490196078,0.3176470588235294,0.1411764705882353,0.3764705882352941,0.4078431372549019,0.1450980392156863,0.0274509803921568,1.544477028,0.3519061583577713,0.3019607843137254,0.2834799608993157,0.3372549019607843,0.6196078431372549,0.6754643206256109,1.293255132,1.275659824,0.5913978494623656,0.4862745098039215,0.4117647058823529,0.4980392156862745,0.5137254901960784,0.953079179,0.4117647058823529,0.5450980392156862,0.3058823529411765,0.2864125122189638,0.5647058823529412,0.4117647058823529,0.4235294117647059
0.3655913978494624,0.3725490196078431,0.3803921568627451,0.3254901960784314,1.183773216,0.5215686274509804,0.4652981427174975,0.4117647058823529,0.4313725490196078,0.3176470588235294,0.1568627450980392,0.3686274509803922,0.4078431372549019,0.1490196078431372,0.0352941176470588,1.535679374,0.3479960899315738,0.2941176470588235,0.2776148582600195,0.3411764705882353,0.596078431372549,0.6744868035190615,1.296187683,1.270772239,0.6285434995112414,0.4823529411764706,0.4156862745098039,0.4941176470588235,0.5137254901960784,0.951124145,0.4117647058823529,0.5372549019607843,0.3019607843137254,0.2991202346041056,0.5647058823529412,0.4235294117647059,0.4392156862745098
0.3626588465298143,0.3686274509803922,0.3803921568627451,0.3176470588235294,1.15542522,0.5137254901960784,0.4565004887585532,0.4078431372549019,0.4274509803921568,0.3254901960784314,0.1764705882352941,0.3647058823529411,0.4117647058823529,0.1568627450980392,0.0392156862745098,1.525904203,0.3460410557184751,0.2901960784313726,0.273704789833822,0.3490196078431372,0.5882352941176471,0.6735092864125122,1.2971652,1.265884653,0.6637341153470185,0.4823529411764706,0.4196078431372549,0.4941176470588235,0.5137254901960784,0.948191593,0.4117647058823529,0.5254901960784314,0.2980392156862745,0.3128054740957967,0.5647058823529412,0.4352941176470588,0.4627450980392157
0.3587487781036168,0.3647058823529411,0.3843137254901961,0.3137254901960784,1.136852395,0.5098039215686274,0.4496578690127077,0.4,0.4274509803921568,0.3254901960784314,0.2039215686274509,0.3607843137254902,0.4117647058823529,0.1607843137254902,0.0470588235294117,1.515151515,0.3460410557184751,0.2862745098039215,0.270772238514174,0.3647058823529411,0.5843137254901961,0.6725317693059628,1.298142717,1.260997067,0.6950146627565983,0.4784313725490196,0.4235294117647059,0.4901960784313725,0.5098039215686274,0.945259042,0.4117647058823529,0.5176470588235295,0.2980392156862745,0.3274682306940371,0.5647058823529412,0.4509803921568627,0.4901960784313725
0.35386119257087,0.3607843137254902,0.388235294117647,0.3098039215686274,1.123167155,0.5058823529411764,0.4437927663734115,0.392156862745098,0.4235294117647059,0.3294117647058823,0.2274509803921568,0.3568627450980392,0.4156862745098039,0.1647058823529411,0.0549019607843137,1.508308895,0.3479960899315738,0.2823529411764706,0.2688172043010752,0.3843137254901961,0.592156862745098,0.6725317693059628,1.298142717,1.255131965,0.7204301075268817,0.4784313725490196,0.4274509803921568,0.4901960784313725,0.5137254901960784,0.942326491,0.4117647058823529,0.5137254901960784,0.2941176470588235,0.3421309872922776,0.5647058823529412,0.4627450980392157,0.5137254901960784
0.3499511241446725,0.3529411764705882,0.392156862745098,0.3019607843137254,1.113391984,0.5019607843137255,0.4379276637341153,0.3843137254901961,0.4235294117647059,0.3333333333333333,0.2549019607843137,0.3568627450980392,0.4156862745098039,0.1725490196078431,0.0666666666666666,1.50342131,0.3548387096774194,0.2745098039215686,0.2668621700879765,0.4117647058823529,0.6078431372549019,0.6715542521994134,1.298142717,1.247311828,0.739980449657869,0.4784313725490196,0.4313725490196078,0.4862745098039215,0.5137254901960784,0.938416422,0.4117647058823529,0.5058823529411764,0.2274509803921568,0.3548387096774194,0.5647058823529412,0.4705882352941176,0.5450980392156862
