10_48,0_10,11_46,0_69,0_7,10_55,0_64,12_1,10_33,1_17,12_6,0_25,11_22,1_16,0_14,0_91,1_11,1_26,11_73,11_4,1_14,1_3,1_57,1_12,11_41,0_65,10_31,1_5,1_15,11_40,0_26,10_23,1_36,1_41,0_96,1_30,0_2,1_32,1_9,0_47,1_73,1_68,1_93,10_32,0_90,1_7,1_96,11_84,10_72,12_3,10_50,12_4,1_87,10_2,0_6,10_21,11_13,0_67,11_62,10_27,11_77,0_99,1_10,0_28,1_67,0_39,11_66,0_45,11_11,1_45,10_3,11_44,1_35,10_4,10_12,11_60,0_46,0_77,11_42,10_17,1_46,11_63,10_16,1_78,0_9,0_78,11_5,1_71,10_1,11_57,0_95,0_84,12_24,10_73,1_50,0_89,10_5,11_95,10_29,11_69,0_72,10_71,0_27,1_13,0_97,11_7,11_94,11_72,10_52,0_4,10_87,0_38,0_76,1_77
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4196078431372549,0.4330400782013685,0.3450980392156862,0.2893450635386119,0.4046920821114369,0.4862745098039215,0.2834799608993157,0.5490196078431373,0.5254901960784314,2.742913001,0.3294117647058823,0.5073313782991202,0.3411764705882353,1.24340176,0.6881720430107527,0.2668621700879765,2.005865103,0.926686217,0.5607843137254902,0.7333333333333333,2.706744868,1.2971652,1.012707722,1.586510264,0.4705882352941176,0.6647116324535679,0.4509803921568627,1.214076246,2.04398827,0.5725490196078431,0.281524926686217,0.4627450980392157,0.955034213,2.140762463,0.2697947214076246,1.024437928,0.6842619745845552,1.948191593,0.911045943,0.2834799608993157,2.152492669,1.398826979,2.137829912,0.5607843137254902,0.3910068426197458,1.154447703,2.595307918,0.2235294117647059,0.3725490196078431,0.2823529411764706,0.4745098039215686,0.2549019607843137,2.001955034,0.5372549019607843,0.3186705767350928,0.3764705882352941,1.0,0.3431085043988269,0.7490196078431373,0.4784313725490196,0.788235294117647,0.696969696969697,3.08797654,0.3714565004887585,1.349951124,0.4731182795698925,0.5647058823529412,0.7360703812316716,0.4274509803921568,2.343108504,0.4117647058823529,0.5019607843137255,2.979472141,0.4078431372549019,0.4941176470588235,0.5019607843137255,0.3587487781036168,0.4252199413489736,0.5019607843137255,0.3725490196078431,1.215053763,0.7843137254901961,0.5568627450980392,0.998044966,0.3870967741935484,0.3587487781036168,0.796078431372549,1.908113392,0.4549019607843137,0.3137254901960784,0.35386119257087,0.4349951124144672,0.3058823529411765,0.3607843137254902,1.347018573,0.2697947214076246,0.4549019607843137,0.592156862745098,0.3764705882352941,0.5411764705882353,0.7517106549364614,0.4352941176470588,0.7663734115347018,1.183773216,0.6520039100684262,0.6901960784313725,0.592156862745098,0.6705882352941176,0.4392156862745098,0.6529814271749755,0.5294117647058824,0.2766373411534701,0.2531769305962854,1.765395894
0.4196078431372549,0.4760508308895406,0.3411764705882353,0.2844574780058651,0.4007820136852394,0.4823529411764706,0.2785923753665689,0.5568627450980392,0.5411764705882353,2.704789834,0.3294117647058823,0.501466275659824,0.3333333333333333,1.228739003,0.6813294232649071,0.270772238514174,1.998044966,0.970674487,0.592156862745098,0.7215686274509804,2.663734115,1.289345064,1.000977517,1.561094819,0.4666666666666667,0.6451612903225806,0.4509803921568627,1.197458456,2.03030303,0.5725490196078431,0.2785923753665689,0.4588235294117647,0.952101662,2.19257087,0.2658846529814271,1.042033236,0.6803519061583577,1.909090909,0.913978495,0.281524926686217,2.134897361,1.387096774,2.279569892,0.5490196078431373,0.3870967741935484,1.228739003,2.56402737,0.2196078431372549,0.3686274509803922,0.3137254901960784,0.4745098039215686,0.2509803921568627,2.001955034,0.5254901960784314,0.3577712609970674,0.3764705882352941,1.0,0.3831867057673509,0.7490196078431373,0.4745098039215686,0.7764705882352941,0.7194525904203324,3.078201369,0.3695014662756598,1.348973607,0.4623655913978494,0.596078431372549,0.718475073313783,0.4470588235294118,2.384164223,0.4274509803921568,0.4941176470588235,2.940371457,0.403921568627451,0.4941176470588235,0.5019607843137255,0.35386119257087,0.4525904203323558,0.5019607843137255,0.3725490196078431,1.19941349,0.7764705882352941,0.5686274509803921,1.005865103,0.3841642228739003,0.3577712609970674,0.796078431372549,1.87487781,0.4509803921568627,0.3098039215686274,0.3499511241446725,0.4340175953079179,0.3215686274509804,0.3607843137254902,1.316715543,0.2873900293255132,0.4509803921568627,0.5843137254901961,0.3764705882352941,0.5647058823529412,0.7409579667644184,0.4313725490196078,0.7663734115347018,1.232649071,0.6304985337243402,0.6862745098039216,0.5843137254901961,0.6705882352941176,0.4392156862745098,0.6666666666666666,0.5333333333333333,0.2942326490713587,0.252199413489736,1.746823069
0.4196078431372549,0.5171065493646139,0.3411764705882353,0.2795698924731182,0.396871945259042,0.4823529411764706,0.2727272727272727,0.5686274509803921,0.5490196078431373,2.659824047,0.3294117647058823,0.4965786901270772,0.3294117647058823,1.214076246,0.6705767350928641,0.2825024437927664,1.989247312,1.040078201,0.6235294117647059,0.7098039215686275,2.616813294,1.279569892,0.990224829,1.536656891,0.4666666666666667,0.6236559139784946,0.4509803921568627,1.181818182,2.012707722,0.5686274509803921,0.2756598240469208,0.4549019607843137,0.955034213,2.237536657,0.2639296187683284,1.075268817,0.6744868035190615,1.880742913,0.9257087,0.281524926686217,2.11827957,1.370478983,2.39198436,0.5411764705882353,0.3831867057673509,1.325513196,2.52688172,0.2117647058823529,0.3686274509803922,0.3529411764705882,0.4745098039215686,0.2509803921568627,2.001955034,0.5137254901960784,0.4007820136852394,0.3764705882352941,1.0,0.4281524926686217,0.7490196078431373,0.4705882352941176,0.7607843137254902,0.7370478983382209,3.06744868,0.3675464320625611,1.346041056,0.4525904203323558,0.6235294117647059,0.6979472140762464,0.4627450980392157,2.442815249,0.4392156862745098,0.4862745098039215,2.892473118,0.403921568627451,0.4941176470588235,0.5019607843137255,0.3479960899315738,0.4760508308895406,0.4941176470588235,0.3764705882352941,1.184750733,0.7686274509803922,0.5803921568627451,1.033235582,0.3802541544477028,0.3558162267839687,0.788235294117647,1.83773216,0.4509803921568627,0.3019607843137254,0.3450635386119257,0.4330400782013685,0.3333333333333333,0.3607843137254902,1.286412512,0.313782991202346,0.4509803921568627,0.5803921568627451,0.3764705882352941,0.5843137254901961,0.7272727272727273,0.4313725490196078,0.7634408602150538,1.292277615,0.6080156402737048,0.6823529411764706,0.5803921568627451,0.6705882352941176,0.4392156862745098,0.6754643206256109,0.5411764705882353,0.313782991202346,0.252199413489736,1.722385142
0.4196078431372549,0.5532746823069403,0.3411764705882353,0.273704789833822,0.3939393939393939,0.4784313725490196,0.2688172043010752,0.5843137254901961,0.5607843137254902,2.60801564,0.3294117647058823,0.4926686217008797,0.3294117647058823,1.19941349,0.656891495601173,0.3069403714565005,1.979472141,1.134897361,0.6509803921568628,0.6980392156862745,2.562072336,1.267839687,0.981427175,1.512218964,0.4627450980392157,0.6011730205278593,0.4470588235294118,1.166177908,1.99315738,0.5647058823529412,0.2717497556207233,0.4549019607843137,0.968719453,2.275659824,0.2639296187683284,1.129032258,0.6656891495601173,1.860215054,0.945259042,0.2854349951124145,2.102639296,1.352883675,2.483870968,0.5333333333333333,0.3792766373411534,1.442815249,2.482893451,0.2078431372549019,0.3647058823529411,0.396078431372549,0.4745098039215686,0.2470588235294117,2.001955034,0.5019607843137255,0.4447702834799609,0.3764705882352941,1.0,0.4770283479960899,0.7450980392156863,0.4705882352941176,0.7490196078431373,0.7497556207233627,3.054740958,0.3655913978494624,1.342130987,0.4447702834799609,0.6470588235294118,0.6754643206256109,0.4823529411764706,2.518084066,0.4549019607843137,0.4745098039215686,2.835777126,0.4,0.4941176470588235,0.4980392156862745,0.3431085043988269,0.4965786901270772,0.4901960784313725,0.3764705882352941,1.169110459,0.7607843137254902,0.5882352941176471,1.084066471,0.3763440860215054,0.3528836754643206,0.7843137254901961,1.794721408,0.4470588235294118,0.2980392156862745,0.3401759530791788,0.4320625610948191,0.3490196078431372,0.3607843137254902,1.263929619,0.3489736070381232,0.4470588235294118,0.5725490196078431,0.3764705882352941,0.6078431372549019,0.7116324535679375,0.4274509803921568,0.7556207233626588,1.369501466,0.5855327468230694,0.6745098039215687,0.5725490196078431,0.6666666666666666,0.4352941176470588,0.6793743890518084,0.5450980392156862,0.3382209188660801,0.252199413489736,1.694037146
0.4196078431372549,0.5835777126099707,0.3372549019607843,0.2688172043010752,0.3900293255131964,0.4745098039215686,0.2658846529814271,0.6039215686274509,0.5686274509803921,2.551319648,0.3333333333333333,0.4887585532746823,0.3254901960784314,1.18572825,0.6402737047898338,0.3323558162267839,1.96969697,1.253176931,0.6784313725490196,0.6862745098039216,2.501466276,1.256109482,0.973607038,1.492668622,0.4588235294117647,0.5777126099706745,0.4470588235294118,1.150537634,1.972629521,0.5647058823529412,0.2688172043010752,0.4509803921568627,0.996089932,2.306940371,0.2688172043010752,1.204301075,0.6549364613880743,1.840664712,0.978494624,0.2942326490713587,2.090909091,1.33431085,2.573802542,0.5215686274509804,0.375366568914956,1.576735093,2.437927664,0.2,0.3647058823529411,0.4431372549019607,0.4745098039215686,0.2431372549019607,2.001955034,0.4941176470588235,0.4828934506353861,0.3803921568627451,0.992156862745098,0.5249266862170088,0.7411764705882353,0.4666666666666667,0.7333333333333333,0.7585532746823069,3.040078201,0.364613880742913,1.337243402,0.436950146627566,0.6666666666666666,0.6529814271749755,0.5019607843137255,2.60801564,0.4705882352941176,0.4705882352941176,2.771260997,0.4,0.4941176470588235,0.4941176470588235,0.3382209188660801,0.5141739980449658,0.4862745098039215,0.3764705882352941,1.152492669,0.7490196078431373,0.596078431372549,1.158357771,0.3724340175953079,0.3489736070381232,0.7803921568627451,1.745845552,0.4470588235294118,0.2901960784313726,0.3362658846529814,0.4310850439882698,0.3647058823529411,0.3607843137254902,1.245356794,0.3910068426197458,0.4470588235294118,0.5647058823529412,0.3803921568627451,0.6313725490196078,0.6940371456500489,0.4235294117647059,0.7458455522971652,1.477028348,0.5640273704789834,0.6666666666666666,0.5647058823529412,0.6627450980392157,0.4313725490196078,0.6803519061583577,0.5490196078431373,0.3695014662756598,0.252199413489736,1.664711632
0.4235294117647059,0.6080156402737048,0.3372549019607843,0.2649071358748778,0.386119257086999,0.4705882352941176,0.2668621700879765,0.6274509803921569,0.5764705882352941,2.48973607,0.3372549019607843,0.4848484848484848,0.3176470588235294,1.173020528,0.6207233626588465,0.3558162267839687,1.958944282,1.388074291,0.7058823529411765,0.6745098039215687,2.439882698,1.24340176,0.967741935,1.475073314,0.4588235294117647,0.5532746823069403,0.4431372549019607,1.133919844,1.951124145,0.5647058823529412,0.2649071358748778,0.4470588235294118,1.042033236,2.332355816,0.2805474095796676,1.299120235,0.6412512218963832,1.822091887,1.03030303,0.3098729227761486,2.08113392,1.31769306,2.654936461,0.5176470588235295,0.3704789833822092,1.7028348,2.392961877,0.196078431372549,0.3607843137254902,0.4901960784313725,0.4784313725490196,0.2392156862745098,2.001955034,0.4823529411764706,0.5161290322580645,0.3843137254901961,0.976470588235294,0.5659824046920822,0.7333333333333333,0.4627450980392157,0.7215686274509804,0.7624633431085044,3.020527859,0.3626588465298143,1.330400782,0.4301075268817204,0.6862745098039216,0.6295210166177908,0.5215686274509804,2.710654936,0.4823529411764706,0.4588235294117647,2.701857283,0.396078431372549,0.4941176470588235,0.4941176470588235,0.3323558162267839,0.5278592375366569,0.4784313725490196,0.3764705882352941,1.136852395,0.7411764705882353,0.6,1.251221896,0.3675464320625611,0.3440860215053763,0.7725490196078432,1.690127077,0.4431372549019607,0.2823529411764706,0.3313782991202346,0.4291300097751711,0.3764705882352941,0.3607843137254902,1.224828935,0.4379276637341153,0.4431372549019607,0.5568627450980392,0.3843137254901961,0.6470588235294118,0.6764418377321603,0.4235294117647059,0.7321603128054741,1.609970674,0.5425219941348973,0.6588235294117647,0.5607843137254902,0.6549019607843137,0.4274509803921568,0.6764418377321603,0.5568627450980392,0.4066471163245357,0.252199413489736,1.633431085
0.4274509803921568,0.624633431085044,0.3372549019607843,0.262952101661779,0.3812316715542522,0.4666666666666667,0.2727272727272727,0.6509803921568628,0.5843137254901961,2.426197458,0.3490196078431372,0.4809384164222874,0.3176470588235294,1.163245357,0.6001955034213099,0.3910068426197458,1.947214076,1.531769306,0.7294117647058823,0.6666666666666666,2.380254154,1.231671554,0.965786901,1.453567937,0.4549019607843137,0.530791788856305,0.4431372549019607,1.116324536,1.927663734,0.5647058823529412,0.2619745845552297,0.4431372549019607,1.109481916,2.351906158,0.3000977517106549,1.396871945,0.624633431085044,1.803519062,1.103616813,0.3333333333333333,2.06744868,1.305962854,2.723362659,0.5098039215686274,0.3675464320625611,1.826979472,2.344086022,0.192156862745098,0.3607843137254902,0.5294117647058824,0.4784313725490196,0.2352941176470588,2.001955034,0.4745098039215686,0.5493646138807429,0.396078431372549,0.9647058823529412,0.6001955034213099,0.7294117647058823,0.4588235294117647,0.7058823529411765,0.7634408602150538,2.994134897,0.3607038123167155,1.324535679,0.4232649071358749,0.7019607843137254,0.6060606060606061,0.5450980392156862,2.824046921,0.4941176470588235,0.4509803921568627,2.629521017,0.396078431372549,0.4941176470588235,0.4901960784313725,0.3274682306940371,0.5376344086021505,0.4745098039215686,0.3764705882352941,1.121212121,0.7294117647058823,0.6078431372549019,1.360703812,0.3626588465298143,0.3411534701857282,0.7647058823529411,1.629521017,0.4392156862745098,0.2784313725490196,0.3274682306940371,0.4281524926686217,0.392156862745098,0.3607843137254902,1.204301075,0.4868035190615836,0.4392156862745098,0.5490196078431373,0.392156862745098,0.6666666666666666,0.6559139784946236,0.4196078431372549,0.7165200391006843,1.762463343,0.5249266862170088,0.6509803921568628,0.5529411764705883,0.6509803921568628,0.4235294117647059,0.6705767350928641,0.5607843137254902,0.4467253176930596,0.252199413489736,1.604105572
0.4352941176470588,0.6363636363636364,0.3294117647058823,0.2649071358748778,0.3763440860215054,0.4627450980392157,0.2864125122189638,0.6784313725490196,0.5882352941176471,2.368523949,0.3607843137254902,0.4780058651026393,0.3137254901960784,1.15542522,0.5767350928641252,0.4330400782013685,1.933528837,1.677419355,0.7490196078431373,0.6588235294117647,2.324535679,1.2228739,0.971652004,1.431085044,0.4549019607843137,0.5083088954056696,0.4392156862745098,1.099706745,1.900293255,0.5607843137254902,0.2590420332355816,0.4431372549019607,1.18572825,2.362658847,0.3294232649071358,1.501466276,0.6060606060606061,1.787878788,1.19941349,0.3587487781036168,2.05083089,1.294232649,2.7771261,0.5058823529411764,0.364613880742913,1.968719453,2.294232649,0.1843137254901961,0.3607843137254902,0.5647058823529412,0.4823529411764706,0.2392156862745098,2.001955034,0.4705882352941176,0.5796676441837733,0.403921568627451,0.9568627450980391,0.6334310850439883,0.7176470588235294,0.4549019607843137,0.6941176470588235,0.7605083088954057,2.960899316,0.3597262952101662,1.318670577,0.4173998044965787,0.7098039215686275,0.5835777126099707,0.5647058823529412,2.943304008,0.5058823529411764,0.4392156862745098,2.555229717,0.392156862745098,0.4941176470588235,0.4901960784313725,0.3225806451612903,0.5434995112414467,0.4705882352941176,0.3764705882352941,1.107526882,0.7215686274509804,0.615686274509804,1.481915934,0.3587487781036168,0.3382209188660801,0.7529411764705882,1.565004888,0.4392156862745098,0.2705882352941176,0.3235581622678397,0.4271749755620723,0.403921568627451,0.3568627450980392,1.184750733,0.5356793743890518,0.4392156862745098,0.5372549019607843,0.403921568627451,0.6862745098039216,0.6334310850439883,0.4156862745098039,0.696969696969697,1.926686217,0.509286412512219,0.6431372549019608,0.5450980392156862,0.6431372549019608,0.4196078431372549,0.6617790811339198,0.5647058823529412,0.4887585532746823,0.252199413489736,1.576735093
0.4431372549019607,0.6441837732160313,0.3294117647058823,0.2717497556207233,0.3704789833822092,0.4627450980392157,0.3079178885630498,0.7019607843137254,0.5882352941176471,2.315738025,0.3764705882352941,0.4750733137829912,0.3098039215686274,1.149560117,0.5532746823069403,0.4789833822091887,1.915933529,1.819159335,0.7686274509803922,0.6470588235294118,2.272727273,1.214076246,0.988269795,1.408602151,0.4509803921568627,0.4897360703812317,0.4352941176470588,1.086021505,1.870967742,0.5607843137254902,0.2570869990224829,0.4392156862745098,1.272727273,2.368523949,0.3607038123167155,1.627565982,0.5845552297165201,1.774193548,1.316715543,0.3870967741935484,2.032258065,1.279569892,2.817204301,0.4980392156862745,0.3607038123167155,2.114369501,2.245356794,0.1803921568627451,0.3607843137254902,0.596078431372549,0.4862745098039215,0.2431372549019607,2.001955034,0.4666666666666667,0.6050830889540567,0.4156862745098039,0.9490196078431372,0.6647116324535679,0.7098039215686275,0.4509803921568627,0.6784313725490196,0.7536656891495601,2.91886608,0.3577712609970674,1.307917889,0.4125122189638319,0.7176470588235294,0.5620723362658846,0.5882352941176471,3.063538612,0.5176470588235295,0.4313725490196078,2.482893451,0.388235294117647,0.4941176470588235,0.4862745098039215,0.3176930596285435,0.5454545454545454,0.4627450980392157,0.3764705882352941,1.098729228,0.7137254901960784,0.6196078431372549,1.590420332,0.3548387096774194,0.335288367546432,0.7450980392156863,1.508308895,0.4352941176470588,0.2666666666666666,0.3186705767350928,0.4252199413489736,0.4117647058823529,0.3568627450980392,1.166177908,0.5767350928641252,0.4352941176470588,0.5294117647058824,0.4156862745098039,0.7058823529411765,0.6099706744868035,0.4117647058823529,0.6754643206256109,2.095796676,0.4936461388074291,0.6313725490196078,0.5372549019607843,0.6392156862745098,0.4156862745098039,0.6490713587487781,0.5686274509803921,0.5288367546432062,0.252199413489736,1.552297165
