Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11
-0.6778123390439375,-0.611643459436709,-0.6289724485707978,0.3749538673002131,1.5201998378513435,0.5356110719530327,0.2876925942115615,-0.5680127503165487,-0.1042029080436856,0.6443166417253681,0.2000715702864651
-0.7157031311147544,-0.7871586989735825,-0.6764472768066854,0.3301054118777886,1.529233355182129,0.5063012618157748,0.2972655864729133,-0.5997477888278071,-0.1068190392096448,0.6277400433341069,0.1674167667667863
-0.7532113499614692,-0.9509727075599776,-0.7245920199213283,0.2802588051877997,1.5284079190202162,0.4763374958274289,0.3009700874206177,-0.6342464556797971,-0.1103945894785306,0.6090439647637153,0.1361384560196899
-0.7894768940198579,-1.1019120788586187,-0.7728792553278362,0.2267595493068012,1.519298846170661,0.4452985480713972,0.2983085186311811,-0.6707884076291201,-0.1153485546836,0.5888880298517837,0.1066005982773592
-0.8235438155101638,-1.2391177794314274,-0.8207141709649542,0.1709667482572706,1.503484490276611,0.41283783536843,0.2890060941323733,-0.7084923129686189,-0.1220359036684296,0.5678785046369397,0.0791115422608157
-0.8543794940912489,-1.3620529667075818,-0.8674396436380546,0.1142144003556933,1.4824959286434942,0.3786963481192784,0.2730213054111104,-0.7463315610121722,-0.1307398500694125,0.5465578158146294,0.0539213660842613
-0.8808986598877755,-1.4705003909047931,-0.9123452605074563,0.0577751998044965,1.4577733959334622,0.3427134994880204,0.2505503467448004,-0.7831548556046087,-0.1416644231693001,0.5253966745981796,0.0312206930773225
-0.9019918892269428,-1.5645494710355947,-0.9546804995202864,0.0028278141467133,1.430630424774428,0.3048356949461512,0.2220252968866599,-0.8177116339036964,-0.154927306618009,0.5047888403673662,0.0111408752123122
-0.9165579552450472,-1.644573595065239,-0.9936720679488666,-0.0495715601391183,1.4022262488994703,0.2651224276252216,0.1881059691008828,-0.8486820915842858,-0.1705530178048623,0.4850484825123441,-0.0062445883055312
-0.923539174789238,-1.7111986558113257,-1.0285451524707865,-0.0985127409003761,1.3735466443301212,0.223749709611232,0.149665442294563,-0.8747114141827053,-0.1884666152466708,0.4664100286947819,-0.0209175411739628
-0.921958664504438,-1.765264248414814,-1.058548074143549,-0.1432497652275575,1.3453930406899173,0.1810106585454203,0.1077693949329991,-0.8944476180097123,-0.2084882366706965,0.4490303250898779,-0.0329117109472663
-0.9109582149576284,-1.8077792801287813,-1.0829795825444335,-0.1832135039375068,1.3183794373933029,0.1373130760284467,0.0636494837283764,-0.906582199870228,-0.2303288760428687,0.4329928803796186,-0.0423084311457224
-0.8898353248797825,-1.8398739547346048,-1.101217780339106,-0.2180186127334679,1.2929364148203757,0.0931738821507181,0.0186711434364218,-0.9098925900697732,-0.2535878931171402,0.4183139213149403,-0.0492316581172505
-0.858077821091907,-1.8627501866588216,-1.1127494585040312,-0.2474649164488959,1.2693213427143657,0.0492103111137198,-0.0257036658660516,-0.9032852057495496,-0.2777528041375406,0.4049499544494805,-0.0538423795267826
-0.815394436413394,-1.8776324811839185,-1.1171984602774745,-0.2715334783297554,1.2476337586588877,0.0061278281096528,-0.0679580718423011,-0.8858377205802146,-0.3022019185360637,0.3928065071155129,-0.0563324987556195
-0.761739741121278,-1.8857212011645184,-1.1143515941998874,-0.2903777440533101,1.227834818085484,-0.0352952012997302,-0.1065653911810511,-0.8568390140790415,-0.3262103580240411,0.3817477115305545,-0.0569182739266738
-0.6973319371291714,-1.8881499443870904,-1.1041805945324206,-0.3043102659873012,1.2097697006558163,-0.0742259706957886,-0.140036656384085,-0.8158251553611566,-0.3489599190817746,0.3716063990082717,-0.0558333932135768
-0.6226622403522526,-1.885948496870175,-1.0868586867507632,-0.3137856032655289,1.1931918895058755,-0.1097985995187918,-0.1669693104031992,-0.7626097318822788,-0.3695531185644322,0.3621943855979023,-0.0533217794189701
-0.5384949012573256,-1.8800125232947664,-1.0627704580362138,-0.319380054938975,1.1777883096817223,-0.1411380678243673,-0.1860956233015643,-0.6973068743841062,-0.387031598716238,0.3533126543337336,-0.0496302348911329
-0.4458573373449636,-1.8710808226693896,-1.0325139556510938,-0.3217689161428553,1.163204407984103,-0.1673862503505808,-0.1963292201460156,-0.6203454723252351,-0.4003988682558417,0.3447611703918656,-0.0450010599517089
-0.3460203458605552,-1.8597206302257745,-0.996894234483272,-0.3217019526683267,1.1490683666742507,-0.1877294437967985,-0.1968079878298066,-0.5324733302425618,-0.4086471283693546,0.3363481013301163,-0.0396648008102847
-0.2404688872267305,-1.846321098845423,-0.956907939669198,-0.3199777712372298,1.135013759032952,-0.2014266429653591,-0.1869315720399424,-0.4347503852556208,-0.4107876866657005,0.32789825270695,-0.033833303141386
-0.1308644342667068,-1.8310947568984328,-0.9137189272515962,-0.317417725972753,1.120700069852539,-0.207837691374723,-0.1663917046305258,-0.328530576819367,-0.4058842107810282,0.3192605673849201,-0.0276932624048171
-0.0190003313815729,-1.8140864245973047,-0.8686253769208567,-0.3148399514479993,1.1058306153406023,-0.2064503204828306,-0.1351937331729545,-0.2154325051188512,-0.3930878300703029,0.3103145726544645,-0.0214004698199751
0.0932480286542519,-1.7951887868506742,-0.8230193136961875,-0.3130340550647763,1.0901675028465063,-0.1969050098755759,-0.0936679686941967,-0.0972995946196197,-0.3716728725501049,0.300975691229796,-0.0150749526829408
0.2039761489886532,-1.7741635750178533,-0.7783399038607098,-0.3127369422780788,1.073543370409077,-0.1790165601995747,-0.0424698250922561,0.0238489530693681,-0.3410718382393243,0.291199358910028,-0.0087971990278932
0.3113043043533863,-1.7506671098493105,-0.7360222947675101,-0.3146101928482508,1.0558697393215848,-0.1527912824070724,0.0174318171305805,0.1458746237870586,-0.3009080724248369,0.2809839127540856,-0.0026056394587403
0.4134301567221853,-1.7242788094518644,-0.697444096447549,-0.3192193593216917,1.0371419004581215,-0.1184387804572623,0.0847780533994575,0.2665812651696183,-0.2510245272264675,0.2703722294053916,0.0035044664647498
0.5086780342424105,-1.694531174995095,-0.663871825762281,-0.3270155231077827,1.017440338204681,-0.076377446091009,0.1580546538868349,0.3837794676296202,-0.1915070021908017,0.2594521049491648,0.009580625295798
0.5955430126820778,-1.660939738338125,-0.6364097290547518,-0.3383194195574451,0.9969287756957694,-0.0272329951501157,0.23553688312011,0.4953509907111796,-0.1227003486023193,0.2483553770522267,0.0157111132811809
0.6727282411941534,-1.6230314947810478,-0.6159533556771997,-0.3533084298623359,0.9758490025068371,0.0281703489210691,0.3153427548920193,0.5993105675192336,-0.0452163178505626,0.2372557987944914,0.0220213639522779
0.7391743264034261,-1.5803704554858249,-0.6031500733703526,-0.3720067308663697,0.9545127211626184,0.0888260877934426,0.395492564109477,0.6938625717035144,0.0400679654363104,0.2263656830188158,0.0286687707262894
0.7940800075093067,-1.5325791422995612,-0.5983684097677127,-0.3942788889154416,0.9332907212052672,0.153568792641114,0.4739721820642075,0.7774503310837585,0.132021526382543,0.2159313475453237,0.0358359973541706
0.8369137913792543,-1.4793551170078665,-0.6016776945473641,-0.4198271745795965,0.912599758104394,0.2211038755943499,0.5487973976444636,0.8487962932652918,0.2292812017603221,0.2062274065747265,0.0437229557582859
0.8674166400919877,-1.4204819913286184,-0.6128389930112786,-0.448192855294454,0.8928875780070886,0.2900427412716894,0.6180765533341163,0.9069317543164082,0.3302830558665083,0.1975499732677593,0.0525376800109852
0.8855961867043989,-1.3558348047685531,-0.631307796167836,-0.478761687622501,0.8746165873186829,0.3589419575563419,0.6800688625550935,0.9512154099100492,0.4333026277975332,0.1902088635131919,0.0624863936842507
0.8917132767956644,-1.2853801720553035,-0.6562483960065661,-0.5107737767419229,0.8582467171003442,0.4263448472396151,0.7332360877938593,0.9813405381252862,0.536502583863833,0.1845189211088225,0.0737631314576325
0.886261879648419,-1.2091721353930622,-0.6865593562018761,-0.5433378964326201,0.8442180742780669,0.4908237620862676,0.7762856769948276,0.9973311377802384,0.6379859195202636,0.1807906190857119,0.0865393296921739
0.8699435775794646,-1.1273450949278312,-0.7209090139674365,-0.5754502678079337,0.8329340020166474,0.5510212702424319,0.8082039598766887,0.9995277962896588,0.7358525296985228,0.179320129535165,0.1009538389316733
0.8436379260438855,-1.040105400336252,-0.7577795413996352,-0.606017679699205,0.824745187131356,0.6056885680001435,0.8282785533021009,0.9885644259969923,0.8282567629238022,0.1803790938023159,0.1171038282209504
0.8083699879507671,-0.9477231015293492,-0.7955177727755212,-0.6338846992648166,0.8199354494172281,0.6537196084361427,0.8361096740043275,0.9653372766922272,0.9134635049047124,0.184204364673908,0.135037041890031
0.7652762948534381,-0.8505250221808588,-0.8323907789199598,-0.657864570464712,0.8187098222104379,0.6941797039126731,0.8316105717203841,0.9309678026130046,0.9899004092838892,0.1909880298287193,0.1547458310006321
0.7155703896208293,-0.7488898486042297,-0.8666440435417859,-0.6767732339642635,0.8211854811986729,0.7263276816002467,0.8149977480764078,0.8867610400924282,1.0562041061171623,0.2008680581589352,0.176163313525309
0.6605089749640403,-0.6432454272107611,-0.8965600644979826,-0.6894657295110984,0.8273859956491376,0.74963102203376,0.7867719971469141,0.8341611481200556,1.1112585574621543,0.2139199339283664,0.1991619222747623
0.6013595440950334,-0.5340680095804997,-0.9205152550934718,-0.6948740671684434,0.8372392599669906,0.7637737617251379,0.7476915814634825,0.7747056931163225,1.1542241656171877,0.2301496541885484,0.2235544835636194
0.539370216107144,-0.4218828182894817,-0.9370331438840412,-0.6920454848319547,0.8505793130393519,0.7686572683813889,0.6987390390843586,0.709980137876329,1.184556736206552,0.2494884584843126,0.2490978406619731
0.4757423487704443,-0.3072650548996865,-0.9448320529237164,-0.6801798554072858,0.8671520710005908,0.7643942845324336,0.6410832069035302,0.6415738396014539,1.2020159162520423,0.2717896330837246,0.2754989026728787
0.4116063613499982,-0.1908403483070984,-0.9428656624252348,-0.6586648792128313,0.8866247935899946,0.7512968716358092,0.5760380522448237,0.5710386877775042,1.206663229525241,0.2968276820610671,0.3024228697212198
0.3480010724768271,-0.0732836507550433,-0.9303551352034326,-0.6271076103824076,0.9085988877894084,0.7298590659887121,0.5050198427527675,0.499851330251868,1.1988502862112993,0.3243000829701682,0.3295032675914001
0.2858567429899288,0.0446842766652749,-0.9068117706139832,-0.5853608381761416,0.9326254412293656,0.7007351782752906,0.4295040700191548,0.4293797519564035,1.1791981276574128,0.3538317454555603,0.3563533280558457
0.2259819093943984,0.1623034045550862,-0.8720494818808401,-0.5335428930540388,0.9582226900207595,0.6647147325448081,0.3509833921932204,0.3608547889435373,1.1485689656569325,0.3849821693784949,0.382578183179814
0.1690539986144277,0.2787842942485561,-0.8261867436540615,-0.4720495866757556,0.9848944791183902,0.6226950534780319,0.2709276904615025,0.2953469833919818,1.1080317842307732,0.4172551612940254,0.4077873083955095
0.1156136290834581,0.3933212027012945,-0.7696380431949476,-0.401557230439177,1.0121486840668366,0.5756524811934316,0.1907471568628004,0.2337490164774247,1.0588233919135717,0.4501108250934783,0.43160665211738
0.0660624282808224,0.5051079993054923,-0.7030952949541637,-0.3230160048289143,1.0395145435282669,0.5246131306733586,0.1117591573692235,0.1767637995554658,1.0023065505280002,0.482979407582551,0.4536899276444503
0.0206641335994628,0.6133561485178902,-0.6275001422489601,-0.2376333572870505,1.0665579095813311,0.4706240292187178,0.0351594524567346,0.1248981626200254,0.9399267722800442,0.515276465918504,0.4737286115861761
-0.0204513084081463,0.7173137842186068,-0.5440085400108127,-0.1468475650458072,1.0928935571809624,0.414725370917627,-0.0380017896616984,0.0784619526350701,0.8731692833655909,0.5464187422820459,0.4914602852530209
-0.0572809704744196,0.8162847773321602,-0.4539494154987156,-0.0522920795209765,1.118193895481678,0.3579245306501605,-0.1068388870177237,0.0375722420298913,0.8035175131671535,0.5758400895892983,0.5066750630612
-0.0899398569152965,0.9096466805043676,-0.3587794500527509,0.044248263068732,1.142193672043176,0.3011723866639046,-0.17064427312417,0.002162249225723,0.7324142973219956,0.6030067939069331,0.5192199659572292
-0.1186498737722711,0.9968665124095144,-0.2600360678483103,0.1408876535324942,1.1646905299680856,0.2453424110665642,-0.2288968144210948,-0.0280055099081774,0.6612267925006853,0.627431683479224,0.5290012090927007
-0.1437272351067659,1.077513500845236,-0.1592905829621564,0.2356944714965192,1.185541541745885,0.1912128995822749,-0.2812648909911852,-0.053322385652977,0.5912158999132332,0.6486864955945045,0.5359844733812769
-0.1655686742227292,1.151268115523825,-0.0581032116065617,0.3267490513307538,1.2046560818307188,0.1394526228128351,-0.327604432753769,-0.074313663416454,0.5235107895428135,0.6664120817395346,0.5401933142085807
-0.1846368061675037,1.2179269653074165,0.0420186353503029,0.4122017424661861,1.2219856001769565,0.0906100893699013,-0.3679522121384463,-0.0916161510111659,0.4590889117629791,0.6803261566195695,0.5417059241807408
-0.2014449547157925,1.2774033885238647,0.1396576637901034,0.4903289157181053,1.2375110147480324,0.0451065166945942,-0.4025147910212792,-0.1059538987625983,0.3987616807801329,0.690228425238437,0.5406505094006673
-0.2165417159670981,1.3297238085290055,0.2335187798276865,0.5595846585199656,1.2512285501399425,0.0032325097627684,-0.4316536011494241,-0.1181126502768773,0.3431658201518086,0.696003044415695,0.5371995609665746
-0.2304954845718558,1.375020142913047,0.3224553705595482,0.6186461153778005,1.263134912059951,-0.0348516460891447,-0.4558667006523602,-0.1289135906002426,0.2927601806718777,0.6976184847408866,0.5315633070865012
-0.2438791207016933,1.4135187329576302,0.405489436712276,0.6664507475082646,1.2732127050679494,-0.0691122607377561,-0.4757677923987886,-0.1391869172962305,0.2478276807461099,0.6951249527956196,0.5239826194634707
-0.2572548904698477,1.4455263961203713,0.4818254399109087,0.7022241829795253,1.2814169763769376,-0.0996353453489073,-0.492063111300848,-0.1497457132177339,0.2084818826456263,0.6886496097536567,0.5147216244092095
-0.2711597747826349,1.4714142985382204,0.5508579203648665,0.725497777934106,1.2876637051525064,-0.1266168776572116,-0.5055267866280999,-0.1613605525801577,0.1746776072330136,0.6783898803104876,0.5040602388605058
-0.2860912166582416,1.4916003981245844,0.6121731213279228,0.736115482810534,1.291820958892162,-0.1503506056291952,-0.5169752635764235,-0.1747352298607681,0.1462249076430269,0.6646051853065195,0.4922868182478018
-0.3024933688121843,1.5065312234849926,0.6655450233288702,0.7342300795982513,1.2937033109225724,-0.1712138012171179,-0.52724133016159,-0.1904839692159266,0.1228056720402828,0.6476074533973554,0.4796910704228194
-0.3207439139475633,1.5166637321520566,0.7109263400831283,0.7202893056821075,1.293069961157741,-0.1896513906143018,-0.5371482476021773,-0.2091104543130324,0.1039921092031312,0.6277507736462307,0.4665573600429065
-0.3411415598727605,1.522447937536489,0.7484351542995372,0.6950127884218806,1.2896268318440758,-0.2061588865782979,-0.5474844322178246,-0.2309890161460752,0.0892663883028883,0.6054205445349871,0.4531585024343041
-0.3638943583579733,1.5243109130871624,0.7783379702170281,0.6593610628868234,1.2830327274043465,-0.2212645358088801,-0.5589790915871297,-0.2563483280539727,0.0780407530614849,0.5810224580833325,0.4397501256782083
-0.3891090564667721,1.5226426811608842,0.8010300259132755,0.6144982096683892,1.2729094594239212,-0.2355110744055707,-0.5722791830541117,-0.2852579786078997,0.0696775054220061,0.5549716322007073,0.4265656643537963
-0.4167817559932223,1.5177843798426411,0.8170137384400238,0.5617498090281521,1.2588556510742952,-0.249437461209858,-0.5879280425614128,-0.3176183181373654,0.0635083487817987,0.5276821711481493,0.4138120371652907
-0.446790223201308,1.5100189794665773,0.8268761469228684,0.5025579558434567,1.2404637557391682,-0.2635609360220224,-0.6063460279791844,-0.3531539959293935,0.0588526892271774,0.4995573949432975,0.401666052250299
-0.478888248899615,1.499564697280583,0.8312661743770963,0.4384350321885849,1.2173396563305734,-0.2783597304577626,-0.6278135327656669,-0.3914116139551849,0.055034608301213,0.4709809372354125,0.3902715769771335
-0.5127024991367686,1.4865711393571894,0.8308724529198575,0.3709178184257147,1.18912405705689,-0.2942567459545884,-0.6524567489005098,-0.4317619101053776,0.0513983353457086,0.4423088714004271,0.3797375024450928
-0.5477323114711055,1.471118089929581,0.826402356355224,0.3015233654894921,1.1555147406036217,-0.3116045070421638,-0.6802365850791279,-0.4734068409308028,0.0473221538650899,0.4138629882283187,0.3701365259951532
-0.5833528753490864,1.4532167757682122,0.8185627667883023,0.2317078687619954,1.116288645487512,-0.3306716973188027,-0.7109411673544901,-0.5153918553431053,0.0422307677642519,0.3859253151759706,0.3615047673869067
-0.6188221851668458,1.4328133609318556,0.8080429760547405,0.1628295881418314,1.0713226285718798,-0.3516315875131731,-0.7441823551650901,-0.5566235353832171,0.0356062242514145,0.3587339353820821,0.3538422256790532
-0.6532920708872684,1.4097943765805558,0.7954999958364449,0.0961166555210736,1.020611726457578,-0.374552665310063,-0.7793966886756842,-0.5958926304288193,0.0269975370010697,0.3324801334398666,0.3471140742022097
-0.6858234948518517,1.3839937607742865,0.7815464288492834,0.0326404042067235,0.964283727529507,-0.3993917712139911,-0.8158511389567462,-0.6319023318175573,0.0160291739437991,0.3073068639252025,0.3412527804472068
-0.7154061572004552,1.355201172167943,0.766740942601203,-0.0267053502880757,0.902608924710705,-0.4259900304240313,-0.8526539582700399,-0.6633014320153812,0.0024085685252932,0.2833085080888692,0.336161026513753
-0.7409822802312355,1.323171246244379,0.7515812906543012,-0.0812188469807611,0.8360040484488207,-0.4540718448503449,-0.8887708229097956,-0.6887217935098245,-0.0140672172387219,0.2605318546447237,0.3317153943349205
-0.7614742499345882,1.2876334796848097,0.736499746314111,-0.1303986902316782,0.7650295911537428,-0.4832471695815497,-0.92304632658048,-0.7068193256987299,-0.0335056021703385,0.2389782133914217,0.3277707683898688
-0.7758155881782749,1.2483024541614096,0.7218607510514126,-0.1739460660244692,0.6903800382887613,-0.5130172425410912,-0.954230720493709,-0.7163174418252786,-0.0559133620428801,0.2186065469229112,0.3241653968612759
-0.7829845200535014,1.2048881424721114,0.7079605345101366,-0.2117611550842709,0.6128669253864073,-0.5427838642480434,-0.981011610843842,-0.7160517518472255,-0.0811923474210209,0.1993374871740123,0.3207265396501534
-0.7820391966166829,1.1571060758534475,0.6950284338212219,-0.243934175841829,0.5333951470561801,-0.5718622373011523,-1.0020501199911422,-0.7050145515791235,-0.1091362015090754,0.1810580907698671,0.3172766175913193
-0.7721534428075236,1.1046871905406368,0.6832296259419626,-0.2707316090235859,0.4529335377509256,-0.5994972740850398,-1.0160208006093412,-0.6823975055480521,-0.1394283133965885,0.1636271803430546,0.3136397608810859
-0.7526517340381474,1.047387212964044,0.672668986354838,-0.2925782473428971,0.3724813601443476,-0.624883168374907,-1.02165436889724,-0.6476308046888386,-0.1716413061606904,0.1468811179951733,0.3096486356217331
-0.7230419760165916,0.9849954841265832,0.6633957987541278,-0.3100357757158763,0.2930328442537534,-0.6471859042598822,-1.0177821007775414,-0.6004170267461316,-0.2052384060286027,0.1306398613692748,0.3051514054944618
-0.6830445870021995,0.9173431613377356,0.6554090611419783,-0.3237786192567297,0.2155421676646988,-0.6655682462980288,-1.003380522567958,-0.5407579556152138,-0.2395770653901512,0.1147131614435324,0.300018661638388
-0.632616377020035,0.8443107654667419,0.6486631620189705,-0.3345678001454825,0.1408911792547327,-0.6792166203295139,-0.9776148374856496,-0.4689727437400324,-0.2739152159756155,0.0989067729861979,0.2941501294144693
-0.5719677996150907,0.765835059871891,0.643073734362401,-0.3432235245015033,0.0698617943308763,-0.687369158219988,-0.939879378692076,-0.3857060419370019,-0.3074205056474632,0.0830285623184783,0.2874809381362171
-0.5015723287915436,0.6819152493303728,0.6385235331252537,-0.3505971820900503,0.0031144512590897,-0.6893440476181594,-0.8898332885399614,-0.2919250771107977,-0.3391828198926686,0.0668944111675392,0.2799872216769296
-0.4221669899526187,0.5926184711933092,0.6348682220437388,-0.3575433908873104,-0.0588265633934263,-0.684567208055406,-0.8274296126284598,-0.18890512124108,-0.3682303052203253,0.0503338284582499,0.2716908066764621
-0.3347434423196443,0.4980845164221841,0.6319419952825416,-0.3648926609266084,-0.1155806658088331,-0.672598218097258,-0.7529360842543421,-0.0782033415776821,-0.3935489959832074,0.0331951926555209,0.2626627430745483
-0.2405294534032413,0.3985296681778028,0.6295629963855511,-0.3734251927829657,-0.1669116263474474,-0.6531533567620671,-0.6669460731985521,0.038378384684113,-0.4141060003631561,0.0153505551141217,0.25302544069379
-0.1409610944142873,0.2942494878623564,0.6275385286932053,-0.3838462703220074,-0.2127219351911637,-0.626124608447862,-0.5703784884442966,0.1588405151773812,-0.4288760287080567,-0.0033000601329715,0.24295319701143
-0.0376464819973392,0.1856203254777577,0.6256700757739152,-0.3967636587592756,-0.253041788769929,-0.5915935259943129,-0.4644658529944592,0.2810410290907624,-0.4368708524601788,-0.0228249222135272,0.2326709360029381
0.0676776420567879,0.0730992974292793,0.6237581661411855,-0.4126673799430289,-0.2880138012286424,-0.5498389612847396,-0.350730293894447,0.402756592592829,-0.4371710703851338,-0.0432574864536068,0.2224510260683113
0.1731947984773106,-0.0427775281114414,0.6216071230249128,-0.4319122075162029,-0.3178746537186002,-0.5013378636410389,-0.2309477843571925,0.5217472189067688,-0.4289593392469124,-0.0645939772028725,0.212608105569294
0.2770611172296069,-0.161398965632163,0.6190297373348653,-0.4547032038387357,-0.3429349226262801,-0.4467586148639728,-0.1071016025584723,0.6358217576070816,-0.4115540105360596,-0.0867917249491557,0.2034919155719863
0.3774589327286254,-0.2820847270150637,0.6158518908036114,-0.4810846054864525,-0.3635582869539863,-0.3869467116586841,0.0186734072942906,0.7429015128112114,-0.3844419184277346,-0.1097683242391871,0.195478218703995
0.4726493453573832,-0.4040936813272442,0.6119171376279468,-0.5109323511651755,-0.3801412170421257,-0.3229030103391225,0.1441536183031067,0.8410794054779802,-0.3473089039728256,-0.1334016800393241,0.1889579679792926
0.5610215366511201,-0.5266343081284981,0.6070912281119448,-0.5439505307550949,-0.3930941040302916,-0.2557551965451741,0.2670938318622477,0.928672357390088,-0.3000665550347215,-0.1575310091617473,0.1843249770199218
0.6411368322288501,-0.6488771672287779,0.6012665286496528,-0.5796720119971069,-0.4028246139530247,-0.1867236036714721,0.3852959877051827,1.0042649661543983,-0.2428736094398172,-0.1819588588844437,0.1819624300123657
0.7117658311129197,-0.7699690863429387,0.5943662611247553,-0.617463466483694,-0.4097238537362546,-0.1170829276984911,0.4966763182547506,1.0667430300701612,-0.1761505275951647,-0.2064541955757371,0.1822286524946278
0.7719173319902232,-0.8890486643083759,0.5863484539668873,-0.656534963770586,-0.4141557296045129,-0.0481217042751698,0.5993279661798419,1.1153160282861454,-0.1005859036037957,-0.2307566007539105,0.1854426387833916
0.8208582500213327,-1.0052626132721754,0.5772094690703292,-0.6959542279271068,-0.4164496717173948,0.0188984377823295,0.6915763505753542,1.149528222031013,-0.0171336560456847,-0.2545815892492903,0.1918698937305633
0.8581241948408317,-1.1177824257163922,0.5669869455021658,-0.7346655536486674,-0.416896701330077,0.082781777698813,0.7720250006802233,1.1692585765938588,0.0729996840924271,-0.277627032519662,0.2017091896890555
0.883520837110324,-1.2258208506850512,0.5557619840850662,-0.7715132602645869,-0.4157486363608016,0.1424340002499666,0.8395901366631393,1.1747101778581983,0.1683778062851231,-0.29958062862903,0.2150808576324381
0.8971165987331224,-1.3286476882833278,0.543660388344368,-0.8052694237414345,-0.4132200748757949,0.1968927498687761,0.8935229168081041,1.1663902075537822,0.2673672640013318,-0.3201283092636802,0.2320172183180599
0.8992275394937613,-1.4256044480578254,0.5308527789826404,-0.834665471831986,-0.4094926696413525,0.2453521743332498,0.9334189391168498,1.145081834220956,0.3681790596038823,-0.3389634156765998,0.25245571085918
0.8903955677692278,-1.51611745496877,0.5175534128680627,-0.8584270595445301,-0.4047211153710652,0.2871807790007075,0.9592152351237708,1.1118095683687783,0.4689177516187566,-0.355796413386139,0.2762351904026895
0.8713612706613607,-1.5997090249634536,0.5040175647597257,-0.8753114664422197,-0.3990402170127339,0.3219322897340841,0.9711755834012568,1.0677997250730782,0.5676361722494365,-0.3703648543361595,0.3030957454829881
0.8430327421312204,-1.6760063754375465,0.4905373709679421,-0.8841465812672473,-0.3925723940517384,0.3493495701212077,0.96986546810393,1.014437646011646,0.6623934537571226,-0.3824432398858989,0.3326822344700294
