Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0866849606650238,0.307433950602213,0.1901685567951031,0.2144309136531752,0.2939839619125551,0.2331479862111918,0.2499550807808773,0.2280540696016373,0.0700658154122934,0.0657070084540581,-0.1102709978881608,0.1324282943395341,0.4676721706720295,-0.0237434131415603,-0.0965925647414557,-0.4170891078031091,-0.1082554860341099,-0.5201911797218878,0.0710315382084476,0.2914979016938295,0.0079917028679057,-0.1463784916872223,-0.2110742238520899,0.0419924750210405,-0.1740450224760211,0.0157655857722192,0.0187482570040518,0.0967436356067971,0.0709996296362708,-0.1191959912458466,-0.0206449264041528,-0.1596770734252747,0.2897640188401598,-0.1878607296521491,-0.0972240244532633,-0.1436052783199312,-0.108629046555269,0.0405675274587416,0.1658155777748184,0.0349042425897437,-0.0711419463696244,-0.0810407578931048,-0.0769741497201114,-0.0049590132873753,-0.0675379233284529
0.092721992705402,0.30037242758876,0.1818418687902691,0.2049787601295904,0.2923071532530579,0.2390168555905047,0.2477628357051801,0.21715989331038,0.0617953578680168,0.0587989369217691,-0.0977576753745895,0.1481963646143659,0.4655413745339212,-0.0301481012915363,-0.1033803006506024,-0.4122703043969045,-0.1159176930221002,-0.5132804471055986,0.0790466416853077,0.2874923908401405,0.0063273596216697,-0.1512316574311825,-0.2009218801210058,0.0388975840904608,-0.1596639431058603,0.0139654322707473,0.0167361155255629,0.100828171405211,0.0531697708030237,-0.1297543858108132,-0.0235253298966269,-0.1433289794885711,0.3056362698169934,-0.1954065652623117,-0.1023693791809277,-0.1431860560595585,-0.1138669285476927,0.0428016002628722,0.1720182226736141,0.0311487966073337,-0.0733087851883575,-0.085610597614253,-0.0847176361377114,-0.0124699428905502,-0.0689421555574587
0.098637700174023,0.2921644802395469,0.1736642266820228,0.1952287910995797,0.289366464662248,0.2430842974446784,0.2440380435451047,0.2059731017661344,0.0539092326569313,0.0516500460850582,-0.0840136403157376,0.1620291454718242,0.4633931300014561,-0.036488906533492,-0.1101544335039045,-0.4055805967375138,-0.1237539015121972,-0.504348305314733,0.0855697805680428,0.2818376149250085,0.0048097720209254,-0.1564304285955333,-0.1892022481464276,0.0362664039976154,-0.143301341130426,0.0121787989355729,0.0145729575842806,0.1033837996803397,0.0381217192646359,-0.1399131656544838,-0.0258016216990779,-0.1256254304018771,0.3212976645302151,-0.2027596940070299,-0.1074651691222563,-0.1420713537857769,-0.119144606443984,0.0444506832287255,0.1765858183482934,0.0276679108543104,-0.0755114724085262,-0.0903561731565723,-0.0923710864898799,-0.020056545785415,-0.0703396249421917
0.1042579696596264,0.2829641792691196,0.16570158402347,0.1853216353361619,0.2852913834487886,0.2454331807346342,0.2389468707518343,0.1946016858041114,0.0463732886567247,0.0442615515896404,-0.0691884766071938,0.1738473558760072,0.4611625385658022,-0.0427588705836237,-0.1169489285338068,-0.3970372588096818,-0.1316823309882431,-0.4934832165586569,0.0904787790009181,0.2747235572220137,0.0033481494724856,-0.1619888063142329,-0.1758922369984853,0.034190756370152,-0.1250052607789586,0.010375122946899,0.0121878931919801,0.1044699913622305,0.0261881531484742,-0.1495550569490596,-0.0274276082359926,-0.1067726207234402,0.3366230141200584,-0.2098757542735595,-0.1125383773878414,-0.1403808374563038,-0.1244381137533919,0.0455012875691653,0.1795936580585127,0.0244341758220342,-0.0777644371548972,-0.0952969485282292,-0.0999243348055192,-0.0276554384835425,-0.0717180214159412
0.1094176189564501,0.2729238875298166,0.1580003841677772,0.1753835160576994,0.280216643847459,0.2461670317031698,0.2326639935720253,0.1831432308007891,0.0391449264403314,0.0366435204088468,-0.0534531349706514,0.1835985544362819,0.4587782200499357,-0.0489559596034477,-0.1237950810598624,-0.386690455175984,-0.1396023524404464,-0.4808043573497452,0.0936953009832297,0.2663502843049891,0.0018551197633633,-0.1679094942930159,-0.1609940177679735,0.0327306802182817,-0.1048678835629382,0.0085281415371788,0.0095152272184404,0.1041612351514023,0.0176086732532269,-0.1585476656124836,-0.028360604809144,-0.0869962431969308,0.3514978924175109,-0.2166969059030205,-0.1176228370061914,-0.1382574787341439,-0.1297281604179538,0.0459574781875043,0.1811551033559613,0.0214126465719319,-0.0800795312242623,-0.1004415595552155,-0.1073738271333707,-0.0352028748495457,-0.0730593679851958
0.1139646070678093,0.2621915299108833,0.1505880464369342,0.1655244568685485,0.2742793221808188,0.2454070780116495,0.2253685168709825,0.1716843663430945,0.0321755102219538,0.0288139264405582,-0.0369956646816379,0.1912581488167355,0.4561650738267921,-0.055083425441152,-0.1307192351124227,-0.3746241626025439,-0.1473953374740996,-0.4664576734911077,0.0951869376529827,0.2569223769714058,0.0002492562876464,-0.1741812097175083,-0.1445377233832638,0.031913469683678,-0.0830265271466154,0.006616552675433,0.0064986045661618,0.1025440972806971,0.0125184412168216,-0.1667465134412152,-0.0285630309365841,-0.0665367849475755,0.3658183210538224,-0.2231508006557077,-0.1227572150587709,-0.1358620183116942,-0.1349985156718605,0.0458410171769468,0.1814184674610926,0.0185626823939048,-0.0824650520461667,-0.1057854424611211,-0.1147226677354185,-0.0426375757889971,-0.0743398302920222
0.117763681804214,0.2509081661715343,0.1434739767226619,0.1558369632448087,0.2676159855704995,0.2432890794421385,0.2172400168918337,0.1603003888032928,0.0254128279049598,0.0207973888531232,-0.0200165238715789,0.1968302132187677,0.4532468624173456,-0.0611498646523352,-0.1377404303083725,-0.3609563187508108,-0.1549263387572374,-0.4506114144960062,0.0949676251976053,0.2466436391041127,-0.001542657941989,-0.1807761354825996,-0.1265834065389798,0.0317339277441119,-0.0596631196890658,0.0046243389191573,0.0030946755442846,0.0997144198646477,0.0109407230951712,-0.1739987108299799,-0.0280039332839606,-0.0456445576894677,0.3794892736925641,-0.2291503265111859,-0.1279826174396746,-0.1333663150314765,-0.1402335924189469,0.0451908324422082,0.180562783961557,0.015839862652395,-0.0849248129274738,-0.1113087413785067,-0.1219802745050241,-0.0499034920768429,-0.075529760426365
0.1206993518176798,0.239205916919268,0.1366510584727372,0.1463952150271858,0.2603599560455727,0.2399600022097456,0.208454797040198,0.1490550572986806,0.0188035315138614,0.0126236738227067,-0.0027236561587965,0.2003480458851183,0.449948594507203,-0.06716894464971,-0.1448680505469596,-0.3458380556461773,-0.1620465959805737,-0.4334514123373314,0.0930964284797248,0.2357122193955132,-0.0035837032842232,-0.1876476586094347,-0.1072221402230495,0.0321558492331461,-0.0350021048220469,0.0025407490018324,-0.0007238961045574,0.0957747599414623,0.0127837584380299,-0.1801471634529671,-0.0266603391456949,-0.0245746461725365,0.3924221086518217,-0.234594200599763,-0.1333398978600865,-0.1309458510766436,-0.1454153947876421,0.0440618211064669,0.1787925662816111,0.0131979030530955,-0.0874572963812201,-0.1169745853161208,-0.1291616335268075,-0.0569523876981801,-0.0765939933360688
0.1226781052316907,0.227206280978589,0.1300975643085833,0.1372547892214891,0.2526387531267804,0.2355745933259415,0.1991824370916652,0.1380005693485726,0.0122954896051975,0.0043260453808816,0.0146724748112342,0.2018743836927295,0.4461987038471428,-0.0731587796377745,-0.1520995549406033,-0.3294518857934601,-0.1685968093724817,-0.4151763132934666,0.0896747845252053,0.2243162629917964,-0.005925298845129,-0.1947285400074122,-0.0865761804123708,0.0331146909880822,-0.0093068007300677,0.0003599526201327,-0.004966212542188,0.090832140537405,0.017842177520313,-0.1850351885570867,-0.0245183655656026,-0.0035819412899724,0.4045311089003189,-0.2393684462348948,-0.1388667704288229,-0.1287717206223671,-0.150520050734034,0.0425230232875444,0.1763316987358858,0.0105904981816457,-0.0900549266762982,-0.1227278182932088,-0.1362861587127951,-0.0637461297759458,-0.0774924040165179
