Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58,Segment 59,Segment 60,Segment 61,Segment 62,Segment 63,Segment 64,Segment 65,Segment 66,Segment 67,Segment 68,Segment 69,Segment 70,Segment 71,Segment 72,Segment 73,Segment 74,Segment 75,Segment 76,Segment 77,Segment 78,Segment 79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-124.64120056729865,-58.59835135178433,6.184355473757867,68.63066790991303,127.74467489856617,182.64264550030444,232.5799678833178,276.97202837043227,315.4083338158334,347.65961906785265,373.67796974569814,393.59018198494834,407.6847988059333,416.3935437690927,420.2681715909864,419.9539969824346,416.1614523111023,409.6369302330484,401.13401165342106,391.3861186157638,381.0816381615767,370.842468281993,361.2066947793056,352.61585512751003,345.4070752652423,339.81018942590026,335.9496588517766,333.85075186143536,333.44921090531335,334.60358043486957,337.109401053037,340.714504250442,345.13471270502225,350.0693866141192,355.2163410342166,360.28560505207344,365.01141095595716,369.1618777424533,372.54612224317015,375.01885326603417,376.48274037952444,376.88895195857503,376.2362105029257,374.56853346723597,371.97164432556,368.5680158264284,364.51064275730914,359.97576190138903,355.15473687802995,350.2452991739385,345.4424107534072,340.92914700151397,336.8680472829453,333.39330767864385,330.604097066058,328.5592311140373,327.2733899510466,326.71496804156766,326.8055579773069,327.42107072710866,328.39455086861267,329.52074737385726,330.5624111308661,331.25819318688,331.3319883154912,330.5035603263278,328.50021891606997,325.06921368085744,319.99042367605466,313.0888099061491,304.24590235474085,293.4093940419068,280.59990043769636,265.9141910844858,249.52456209887097,231.67427062146172,212.669034810838,192.8646515346656,172.6509929500997
-122.3180495582216,-64.71558407172971,-8.221318610416494,46.23963683394494,97.81062863772316,145.73028677679198,189.3554955895569,228.17950721583426,261.84456138151836,290.1487308624049,313.04693372857633,330.6461885965741,343.1953575457527,351.06986603662494,354.7521787195042,354.8090736445715,351.8668850851885,346.5858235523737,339.6343473708256,331.66452266883067,323.28935183186604,315.0630010820906,307.46465456158586,300.886491959371,295.62612289545285,291.883632082724,289.7630888326746,289.2780170600997,290.3600871539369,292.8702501590244,296.61158337558817,301.3431601781642,306.79433435259614,312.678963763033,318.70917465100194,324.60819647927406,330.12168784033565,335.0270208725402,339.1402385288829,342.32070780918457,344.47371777117354,345.5513667724411,345.5520400645011,344.5186115895676,342.53533017638136,339.7233302191395,336.23484455746825,332.24632220749294,327.9506535101592,323.54867074425823,319.24015914101557,315.2147511890935,311.6431396079831,308.6689832093227,306.4017923387823,304.9110423285006,304.2217292031186,304.3114979550628,305.1093918037207,306.49627234231656,308.30702106464514,310.33464231467235,312.3362986046942,314.04119895901533,315.1602090961767,315.397019765102,314.46062068391325,312.07870364314994,308.01151367686157,302.06554058271206,294.1062324827465,284.0687006437538,271.96536409137786,257.88974062010044,242.01598545713472,224.5940841895778,205.94074567123687,186.4261293345817,166.45676438181843
-120.47554013710341,-72.21464977269437,-24.89344925235856,20.72737586820225,63.94252353992613,104.12345787075024,140.7370892153912,173.3609244703238,201.69411483896417,225.5640910177884,244.9286223766345,259.8732085195516,270.60382512362287,277.43525262781947,280.77550010663884,281.10712960754,278.96645974880215,274.9216047541874,269.55019716232135,263.4176299384813,257.0567315962793,250.94978031733265,245.51359670647975,241.0882478803578,237.929741919246,236.20691533626382,236.00241666491124,237.3173327150481,240.07877121983958,244.14967883347592,249.3402330928513,255.42020126681308,262.1317413279611,269.20225334708806,276.35695945716856,283.33080528296847,289.87914289923583,295.7866729224781,300.8743432243498,305.0041894839894,308.08231133814604,310.0602631601741,310.9350992945499,310.74816188195433,309.58253856122434,307.5591011345747,304.8311759859535,301.57802650616617,297.9973294537279,294.29678878705727,290.685096064062,287.36259514249207,284.5120900378088,282.2901868520325,280.81947761719863,280.1818418744411,280.41312221985294,281.4993610204749,283.37470816539366,285.92110735805915,288.96992719198033,292.3057154705082,295.67216409923117,298.7802470895172,301.31841830694304,302.96469706316685,303.4003562922912,302.3247805254435,299.4709328468727,294.6207211632932,287.61932368812637,278.3873063946187,266.9293415307299,253.33861207464682,237.79642627703907,220.5669388095246,201.9870843854435,182.45196801015507,162.39619650999006
-112.7701798576296,-75.45569172770888,-38.88334033852428,-3.6240325639341266,29.791690954818318,60.88891187920426,89.26214213427417,114.58704751484544,136.62959076042924,155.25226409539488,170.41714997455523,182.1855559959923,190.71402769847487,196.24670715170745,199.10427154875322,199.6699919685236,198.37365827275678,195.67412621757998,192.04116084950883,187.93726587571007,183.80030742083875,180.02778375234823,176.96347363181786,174.88702323924397,174.00689948648213,174.4569759980726,176.29673026781342,179.51468159367894,184.03446973060827,189.72294275850086,196.39968966715696,203.84751561294888,211.82344264583114,220.0699459056741,228.32619128056587,236.33893314688464,243.8725672438414,250.71781570977717,256.6987079170402,261.67778114380025,265.5596122209811,268.292866686638,269.87102466321886,270.3318216483563,269.7553109681061,268.26045148719714,266.0002640339163,263.15572575822847,259.928567367931,256.53309169449676,253.18719462387728,250.10292802453415,247.47704338463964,245.48191866565514,244.25718901566586,243.90237176101294,244.4707680540267,245.9648697359257,248.3334299595235,251.4703525522184,255.2156131766282,259.358441122974,263.6429000599281,267.7758719845511,271.4373557209577,274.29291484578994,276.00798059669955,276.26355235641637,274.77269390077856,271.29705726513606,265.6624163803309,257.7719445045798,247.61592901507248,235.27689333215466,220.92956518112172,204.83556157698112,187.33293744583818,168.82093106370903,149.74049310379138
-104.44152285255784,-79.08357521118484,-54.2619458085797,-30.341981328526007,-7.664589488616309,13.462420064643554,32.77287882891103,50.05025354284847,65.1346784525745,77.92867860322865,88.4012247315664,96.58970007544659,102.59935852281275,106.59997123791297,108.81960137060697,109.5357581865493,109.06441622983671,107.74743014309674,105.93882574204606,103.9904976878252,102.23800788176807,100.98727606916684,100.50288614074515,100.99859629711047,102.63053344015893,105.4934090394969,109.61982250080821,114.98238151159285,121.49814545257188,129.03487018601098,137.41860377136638,146.44224706448938,155.87477256159644,165.47090802687333,174.98112730938286,184.16165870414432,192.78402771078393,200.64359918123336,207.56673824980098,213.41644349595964,218.096473143105,221.55405281887658,223.78124101676372,224.81494280144878,224.735465438722,223.66352182151783,221.75572623625595,219.1987472998425,216.2022733467602,212.99089316465364,209.79505559025966,206.84143846359112,204.34317088885095,202.49032415121985,201.44100265586377,201.31333585478183,202.17867484936733,204.05625870680842,206.90955266272337,210.6444542234743,215.1096179283946,220.09916620152214,225.3579625519944,230.58948064668434,235.466195753659,239.64233591269797,242.76869178621448,244.50901257139594,244.55736055260098,242.65561829794387,238.6100767046487,232.3057610282959,223.71708630716782,212.9136983809447,200.06084660273208,185.41412024919597,169.3087253232947,152.1437157849193,134.36186255784781
-90.64660379643888,-77.68097019078957,-65.03733851418771,-52.86809410622874,-41.31777482059841,-30.521230925688418,-20.600543076555848,-11.660919602687773,-3.785895082658428,2.9678114195882777,8.575325452963579,13.047952476125017,16.43617833870609,18.830763280972253,20.361571790332373,21.194090983804593,21.523845418805724,21.568991280236304,21.561354093357664,21.736260595269826,22.321728514774332,23.527734349805087,25.53626726547872,28.492784826425783,32.49960874495629,37.61168044913308,43.834847435921645,51.126530232541256,59.39840087545237,68.52067351069465,78.32767541294544,88.62442631374444,99.19402310977033,109.80572361383567,120.22363860763642,130.2157867110567,139.56304659745152,148.0674596273267,155.5594623164182,161.9038393143876,167.00433877400928,170.80695587429557,173.30189449873677,174.52416351135508,174.55269372227843,173.50788004353066,171.54758413970535,168.86174489274003,165.66572955229137,162.19250161913646,158.6837407283773,155.3802247335869,152.5119121676472,150.28814418889507,148.88830171799134,148.45322495460124,149.0777179274415,150.80444013001136,153.61943427628051,157.44953095367407,162.16192031120784,167.5661954806273,173.41907825538013,179.4318849086397,185.28066927753025,190.61888208293948,195.09224528506138,198.35536904266124,200.08948210053327,200.02046288246774,197.9360818337389,193.70107258866136,187.26855420587103,178.68657124012924,168.09901798052104,155.74074354913506,141.92703831640335,127.03798113535663,111.49840062813787
-72.22315718821363,-71.67872530148402,-71.24510866042048,-70.8655591506502,-70.49190700320712,-70.089390047614,-69.63892399400831,-69.13682840971373,-68.59223886299016,-68.0225702183353,-67.44757046234842,-66.88269745451659,-66.33266580921591,-65.78598727616772,-65.2111439571956,-64.55473080105338,-63.741634517380525,-62.6772152810192,-61.25144749006657,-59.3448559305282,-56.83582611681137,-53.60865596594729,-49.56167230328443,-44.61478279621614,-38.715876974959095,-31.84557801053835,-24.02006729168487,-15.29200446910737,-5.74977680932871,4.484656451156752,15.259121783664899,26.395639746308703,37.69578830397034,48.9470035389666,59.929796848184075,70.42569451470443,80.22546349705192,89.13707757428098,96.99297391527618,103.65633492028142,109.02626228457869,113.04176731918493,115.68451779317245,116.98025438425117,116.99874183429182,115.8521432303186,113.69182983387043,110.70374559776009,107.10243047871421,103.1237489874053,99.01642861777233,95.03269241245678,91.41840794902258,88.40316295867085,86.19059541626117,84.94928204484485,84.8045220732139,85.83135667239678,88.04912653797132,91.41786112020678,95.8368341145488,101.1456277562304,107.12794845506707,113.51827425829357,120.01128362659396,126.27391295260048,131.95975347765864,136.7253317800032,140.24766403741032,142.24229208051693,142.4807281853802,140.80592431185633,137.1442553395031,131.5127242232874,124.02059681589388,114.86523800136881,104.32237241144902,92.73130085335958,80.47586494367063
-49.856547645968206,-60.994394201840365,-72.04850754079979,-82.76688616108505,-92.92150294769793,-102.31938689035276,-110.80992266215694,-118.2881891660822,-124.69448001200035,-130.01037306956246,-134.251963658026,-137.46112939876534,-139.69586163688126,-141.02071785024145,-141.4982944865655,-141.18232549896362,-140.1127314759902,-138.3128209254799,-135.78880913037597,-132.531670181973,-128.52104051082506,-123.73063070957055,-118.13450800369904,-111.71361696857272,-104.4619160883313,-96.39156473340981,-87.53678532050678,-77.95630396871336,-67.73447532676914,-56.981229819317186,-45.83092309572595,-34.44012283780313,-22.984324299188774,-11.653523275880287,-0.6465944089778944,9.835388056042206,19.5964874250532,28.453363006288996,36.24237902547742,42.82605139745924,48.09863360829682,51.99069554432557,54.47257926477191,55.556614275901815,55.297945982679565,53.79385516630714,51.181560196299316,47.634592753354745,43.35782006015047,38.581124803676,33.55180561636947,28.525937808294625,23.75907466641746,19.496659840666034,15.964439764766771,13.359150155057185,11.839808543115153,11.519980817434673,12.461373226921749,14.669095085485312,18.08897129673392,22.607285043110817,28.05322563895744,34.204147374768546,40.793608514491424,47.522060837213004,54.06993580560612,60.11272038193193,65.33747109899598,69.46003997417995,72.24200591997541,73.50597893451932,73.1477854203835,71.1442270542875,67.55559194740549,62.522675892561196,56.258549678596765,49.03562366571861,41.16879037277752
-25.534166601452167,-47.48310251212288,-69.17774388182468,-90.18759295839321,-110.11993158163527,-128.63661514362548,-145.46601009463473,-160.40971888054065,-173.3441477012695,-184.21727175001837,-193.04126114438665,-199.8819375447379,-204.84624933217557,-208.06901963783844,-209.70010106905355,-209.8927912998295,-208.7940775314337,-206.53713628246865,-203.23645698628462,-198.98578355608353,-193.85873702312927,-187.91167447973396,-181.18819408729212,-173.7246571265936,-165.5560730673154,-156.72171766314005,-147.27001161596755,-137.26244220859923,-126.77650515451163,-115.90768172809491,-104.77041766764054,-93.49803662734479,-82.2414898122814,-71.166794455865,-60.45104453591441,-50.27707550908749,-40.82713967644907,-32.276105876444845,-24.78465621979913,-18.492816971771678,-13.51406305250753,-9.930189896246882,-7.787110674526955,-7.0917247890989294,-7.810024569777852,-9.866588993696913,-13.145511534958096,-17.492715788021613,-22.719628499538555,-28.60824119255357,-34.91754474285817,-41.391149055235026,-47.765760175886776,-53.780196958123184,-59.18471045261178,-63.75037439616047,-67.27823082127553,-69.60780337839728,-70.62458145214026,-70.26607687728018,-68.52602533364167,-65.45630916745782,-61.1662894713293,-55.81941138308851,-49.627086770872005,-42.83994950243919,-35.736684665455044,-28.610767719555707,-21.75558028570674,-15.448532535090829,-9.935096461812341,-5.413994582375723,-2.0249840815513536,0.15946565090635828,1.1377667950253876,0.9778253797329218,-0.18908835620479486,-2.178661832700656,-4.767319758069376
