0.82029	0.18032
0.70185	0.17015
0.60124	0.16761
0.52228	0.16888
0.45478	0.16507
0.37327	0.15617
0.31087	0.17651
0.23446	0.16252
0.16059	0.17015
0.10201	0.1727
0.033236	0.16125
-0.027894	0.17142
-0.072468	0.16252
-0.1094	0.17142
-0.13742	0.17397
-0.17053	0.17142
-0.1769	0.17015
-0.18454	0.18159
-0.18454	0.17651
-0.1769	0.16634
-0.1769	0.15617
-0.16162	0.18922
-0.15525	0.18414
-0.13615	0.18541
-0.067374	0.21974
0.086725	0.22736
0.34144	0.18414
0.65728	0.16634
0.98585	0.1638
1.2991	0.12057
1.5271	0.14345
1.7105	0.1282
1.8289	0.18287
1.8977	0.15617
1.9181	0.18922
1.9041	0.18032
1.8442	0.19304
1.7462	0.19049
1.6239	0.0481
1.4762	-0.028183
1.3399	-0.030726
1.196	0.015044
1.0737	0.051914
0.97566	0.08497
0.88524	0.14472
0.80883	0.11675
0.73624	0.07607
0.67765	0.018858
0.59869	-0.093023
0.52865	0.086241
0.46115	0.11294
0.37964	-0.024369
0.30195	-0.10319
0.23573	-0.084124
0.17205	-0.087938
0.11602	-0.087938
0.067622	-0.079038
0.033236	-0.056153
-0.0075173	-0.066324
-0.015159	0.081156
-0.038082	0.17524
-0.04445	0.16888
-0.057186	0.11675
-0.059733	0.23881
-0.072468	0.41553
-0.067374	0.40536
-0.026621	0.36976
0.080358	0.44096
0.28158	0.50961
0.55794	0.45494
0.88142	0.41934
1.1833	0.39392
1.4736	0.29348
1.6825	0.21211
1.8302	0.25788
1.9143	0.21719
1.9448	0.16125
1.9194	0.12311
1.8455	0.070985
1.7296	0.045557
1.5679	0.017587
1.3998	-0.02564
1.2253	-0.18583
1.061	-0.18838
0.92345	-0.0052981
0.79737	0.16888
0.72095	0.25279
0.64199	0.19558
0.58723	0.046828
0.52992	-0.10319
0.48662	-0.21253
0.42549	-0.13498
0.38092	-0.03454
0.32361	0.013773
0.26247	-0.093023
0.20262	-0.14769
0.1504	-0.21889
0.11729	-0.20745
0.076537	-0.10192
0.048519	-0.085395
0.037057	0.037929
0.0026711	0.20575
0.00012402	0.50961
0.0064918	0.59225
0.023048	0.40536
0.085452	0.45748
0.20771	0.44604
0.41785	0.21846
0.68784	0.16761
0.99094	0.15871
1.2673	0.24389
1.5156	0.34433
1.6939	0.25279
1.8098	0.17397
1.8684	0.24516
1.8773	0.33416
1.8404	0.49817
1.7627	0.49817
1.6417	0.33416
1.4991	0.26805
1.3335	0.19304
1.1807	0.060814
1.0355	-0.095566
0.91071	-0.30153
0.80373	-0.13244
0.71841	0.17651
0.64454	0.041743
0.58723	-0.22525
0.54011	-0.30661
0.48789	-0.29517
0.42931	-0.018012
0.38474	0.10658
0.33125	0.069713
0.28285	-0.0078408
0.20262	0.0036016
0.16441	-0.026912
0.11092	-0.068867
0.067622	-0.17058
0.019227	-0.094295
-0.026621	-0.010384
-0.052091	-0.10192
-0.085204	-0.16676
-0.072468	0.044286
-0.017706	0.20702
0.13003	0.35959
0.36054	0.45367
0.62671	0.57827
0.90052	0.37484
1.1591	0.27186
1.3781	0.17142
1.5297	0.19558
1.6392	0.22482
1.7029	0.16634
1.722	0.21592
1.6901	0.18922
1.6341	0.25915
1.5246	0.27313
1.3845	0.31763
1.2355	0.29856
1.1043	0.35959
0.97821	0.31
0.8534	0.26932
0.75024	0.29475
0.66746	0.37739
0.58341	0.49944
0.50318	0.41553
0.43058	0.20575
0.34271	0.025215
0.26757	0.074799
0.19116	0.022672
0.12621	0.17397
0.063801	0.21465
0.0026711	-0.16549
-0.045724	-0.24177
-0.08393	-0.12099
-0.1145	0.13074
-0.14506	0.18032
-0.1578	-0.30661
-0.16926	-0.4096
-0.16671	-0.24177
-0.12214	-0.11337
-0.012611	0.015044
0.16569	-0.20236
0.39365	-0.42994
0.64963	-0.4185
0.91708	-0.23287
1.1387	0.0392
1.3119	0.20829
1.4354	0.35959
1.5207	0.5236
1.5666	0.74354
1.5526	0.58589
1.5233	0.28458
1.4507	0.10023
1.3539	0.18668
1.2406	0.36086
1.1119	0.3367
0.99859	0.44223
0.90307	0.59352
0.80883	0.53631
0.72477	0.41553
0.64963	0.34433
0.56049	0.27186
0.48535	0.14854
0.41657	0.023944
0.34016	-0.10955
0.2663	-0.16931
0.19243	-0.27483
0.1313	-0.30789
0.062528	-0.4096
0.0064918	-0.27229
-0.048271	0.044286
-0.077562	0.21974
-0.1145	0.19049
-0.1285	-0.019283
-0.13233	-0.057425
-0.10558	-0.023097
-0.030441	-0.10447
0.093093	-0.13752
0.2854	-0.39307
0.49681	-0.37146
0.73624	-0.30661
0.95274	-0.25195
1.1234	-0.095566
1.2558	0.044286
1.3373	0.24389
1.373	0.45113
1.3896	0.84144
1.3717	0.70922
1.3208	0.24008
1.2418	0.1638
1.1374	0.27822
1.0368	0.50961
0.93746	0.59734
0.85722	0.60496
0.78336	0.50834
0.70822	0.39519
0.64072	0.19431
0.58341	0.15871
0.51591	-0.0078408
0.44714	-0.037083
0.36563	-0.082852
0.30195	-0.084124
0.23318	-0.13879
0.17205	-0.26339
0.1071	-0.31424
0.048519	-0.36764
0.00012402	-0.33586
-0.036809	-0.14261
-0.068648	-0.077767
-0.082657	-0.070138
-0.090298	-0.17439
-0.048271	-0.30661
0.039604	-0.33459
0.20644	-0.17439
0.40257	0.069713
0.62926	0.37993
0.83302	0.55157
1.0202	0.76516
1.1731	0.64438
1.2915	0.36722
1.3641	0.16252
1.4125	0.14091
1.4278	0.18795
1.4125	0.20702
1.3603	0.3545
1.2737	0.52614
1.1743	0.61895
1.0775	0.43841
0.97694	0.33162
0.88906	0.16125
0.79864	0.08497
0.74642	0.063356
0.67128	0.0481
0.60379	-0.087938
0.53756	-0.3206
0.47006	-0.37527
0.40639	-0.16676
0.35035	-0.14896
0.28667	-0.17185
0.2421	-0.012926
0.20007	-0.054882
0.16951	-0.068867
0.13894	-0.2761
0.11984	-0.51258
0.096914	-0.48461
0.07399	-0.33077
0.080358	-0.17439
0.099461	0.14091
0.14913	0.36467
0.27776	0.4791
0.45223	0.80711
0.64199	0.92917
0.85213	0.3367
1.0253	0.0074157
1.1641	0.044286
1.2864	0.27059
1.3654	0.31636
1.4176	0.26678
1.4329	0.20194
1.424	0.33925
1.3883	0.46638
1.3284	0.58716
1.2406	0.53122
1.1438	0.44096
1.0572	0.26551
0.96293	0.27059
0.89033	0.18922
0.8152	0.063356
0.74133	-0.12862
0.68911	-0.29644
0.61652	-0.49986
0.55412	-0.66769
0.49426	-0.36764
0.43695	-0.0065694
0.37455	0.17015
0.32488	0.091327
0.28285	-0.20109
0.24719	-0.49605
0.2179	-0.33459
0.18734	-0.47317
0.15168	-0.41595
0.14149	0.013773
0.11984	0.32526
0.1071	0.40409
0.09564	0.76643
0.11347	1.1682
0.1746	0.53885
0.28922	0.092598
0.44459	0.15617
0.62162	0.29729
0.8152	0.3901
0.97439	0.48673
1.1208	0.57318
1.2087	0.58716
1.2864	0.38629
1.331	0.10531
1.3323	0.01123
1.3246	-0.058696
1.2788	-0.20236
1.2138	-0.09938
1.1196	-0.073953
1.0355	-0.16931
0.94892	-0.15913
0.86996	-0.049796
0.81265	-0.17439
0.74642	-0.17693
0.70058	-0.16676
0.64072	-0.25576
0.61525	-0.38798
0.57195	-0.38163
0.52865	-0.30153
0.49426	-0.15786
0.45733	-0.049796
0.41785	0.22864
0.3911	0.52614
0.35035	0.90755
0.31851	0.96349
0.30323	0.45621
0.27521	0.17651
0.25229	0.14854
0.24337	0.24516
0.23318	0.23245
0.25101	0.29348
0.29813	0.38502
0.39238	0.56809
0.52865	0.57445
0.69676	0.31636
0.8534	0.20575
1.0075	0.10023
1.1221	0.11294
1.196	0.092598
1.2469	-0.035811
1.2737	-0.21635
1.2928	-0.38163
1.2749	-0.35493
1.2431	-0.22779
1.1833	-0.16803
1.1068	-0.070138
1.0368	-0.12862
0.96929	-0.16168
0.91326	-0.33204
0.85977	-0.47444
0.81265	-0.35366
0.76425	-0.40833
0.71713	-0.24305
0.6611	0.045557
0.60761	0.21211
0.55921	0.42189
0.50572	0.81728
0.44587	1.0983
0.41403	0.57318
0.36945	0.063356
0.32997	0.0481
0.28667	0.29729
0.25993	0.28458
0.23318	0.22991
0.20771	0.35069
0.18351	0.36849
0.17205	0.57954
0.18097	0.62531
0.22682	0.57572
0.32615	0.36849
0.47898	0.18287
0.65091	0.0023302
0.82666	0.016315
0.98585	-0.042168
1.1094	-0.22779
1.2215	-0.31933
1.2813	-0.39307
1.3272	-0.41977
1.3514	-0.22779
1.3488	0.0010588
1.317	-0.063782
1.2673	-0.37654
1.1998	-0.55708
1.1298	-0.48207
1.0457	-0.26593
0.98203	-0.080309
0.9209	0.31636
0.85085	1.0296
0.80755	1.1936
0.75406	0.50961
0.7044	0.14091
0.64072	0.1282
0.57067	0.24262
0.51082	0.21084
0.44841	0.31
0.39747	0.48673
0.33889	0.52741
0.28285	0.51215
0.24847	0.38756
0.20517	0.29602
0.17842	0.17397
0.14658	0.09387
0.12493	0.11675
0.10328	-0.019283
0.098187	-0.17566
0.09182	-0.34476
0.15168	-0.39434
0.25101	-0.25449
0.38219	-0.082852
0.56431	0.025215
0.7426	0.097684
0.90944	-0.03454
1.0521	-0.17439
1.1591	-0.40324
1.2367	-0.49478
1.2864	-0.42485
1.3106	-0.39434
1.3017	-0.13752
1.2851	0.14981
1.2316	0.3634
1.154	0.72066
1.0737	1.0665
0.99222	0.81474
0.9209	0.29602
0.84703	0.035386
0.78463	0.13455
0.71713	0.32399
0.6751	0.36722
0.62416	0.54521
0.5694	0.61386
0.51846	0.51724
0.46879	0.34942
0.40893	0.24008
0.35417	0.10404
0.30705	0.044286
0.26502	-0.038354
0.22172	-0.16931
0.1937	-0.23669
0.17078	-0.33586
0.14658	-0.25576
0.12875	-0.22016
0.13512	-0.09938
0.14021	0.025215
0.17587	-0.0078408
0.27521	-0.037083
0.43186	-0.11209
0.60633	-0.3117
0.79864	-0.32441
0.99094	-0.2494
1.145	-0.29009
1.2673	-0.15913
1.3539	-0.0014839
1.4125	0.33543
1.4494	0.78169
1.452	0.96476
1.4189	0.70667
1.3692	0.27186
1.28	0.18668
1.1947	0.24898
1.1017	0.31382
1.0202	0.56428
0.94382	0.72066
0.86486	0.58844
0.80119	0.33543
0.73878	0.1727
0.68275	0.092598
0.61525	0.068442
0.55284	-0.16422
0.48917	-0.33713
0.42804	-0.42867
0.35926	-0.39815
0.28922	-0.52783
0.25229	-0.48207
0.21281	-0.32696
0.16059	-0.16041
0.1313	-0.096837
0.11729	-0.31551
0.096914	-0.28754
0.084178	0.068442
0.09564	0.32399
0.12621	0.67108
0.22172	1.0716
0.36436	0.75117
0.55794	0.26423
0.75534	-0.0065694
0.95019	0.19049
1.1259	0.31255
1.2648	0.44096
1.3603	0.54521
1.4252	0.7054
1.4647	0.50198
1.4673	0.34052
1.4303	0.087513
1.3692	-0.01674
1.2864	-0.10828
1.1807	-0.20236
1.0877	-0.27737
0.99477	-0.34094
0.8967	-0.3473
0.83685	-0.32823
0.77317	-0.14769
0.71841	-0.11845
0.6611	-0.3028
0.61143	-0.26593
0.56303	-0.2672
0.50954	-0.30789
0.46497	-0.28373
0.42422	-0.037083
0.37327	0.18541
0.33125	0.32907
0.29686	0.61005
0.26375	0.81601
0.22936	0.69905
0.20134	0.3189
0.17715	0.16888
0.15804	0.27822
0.13639	0.3456
0.11984	0.3545
0.12366	0.57572
0.20644	0.59352
0.31851	0.51851
0.50063	0.30746
0.69293	0.18795
0.88015	0.09387
1.0572	-0.018012
1.1998	-0.15532
1.3119	-0.35874
1.3832	-0.48461
1.4087	-0.33204
1.4303	-0.14261
1.4099	-0.14006
1.3692	-0.25576
1.2839	-0.3384
1.1947	-0.35238
1.0979	-0.42231
1.0088	-0.29899
0.92727	-0.086666
0.86232	0.1638
0.78972	0.50198
0.72987	0.92917
0.65855	0.95332
0.60888	0.62658
0.54902	0.26551
0.4777	0.1104
0.42294	0.26932
0.35544	0.36467
0.29813	0.52741
0.23828	0.69015
0.19752	0.56937
0.15804	0.39264
0.11602	0.17651
0.089272	0.050643
0.061254	0.018858
0.044698	-0.17693
0.03833	-0.30534
0.037057	-0.4096
0.059981	-0.44647
0.14149	-0.47571
0.26757	-0.32823
0.44205	-0.17566
0.65091	-0.17566
0.8534	-0.25576
1.0368	-0.3117
1.1756	-0.25957
1.294	-0.033268
1.359	0.28076
1.3908	0.37357
1.3896	0.49435
1.3666	0.84144
1.3093	0.67743
1.2062	0.46003
1.117	0.24135
1.0215	0.16761
0.92599	0.30619
0.84831	0.41044
0.77954	0.48927
0.71586	0.63929
0.66492	0.46384
0.60124	0.24644
0.55794	0.088784
0.49936	-0.026912
0.43695	-0.14134
0.39238	-0.23415
0.33252	-0.31679
0.28413	-0.44774
0.24592	-0.50876
0.21153	-0.39434
0.16314	-0.26974
0.1504	-0.18202
0.13639	-0.20745
0.12493	-0.29009
0.12621	-0.37654
0.1313	-0.035811
0.15932	0.41044
0.25865	0.741
0.40129	0.741
0.5936	0.56809
0.80755	0.53758
1.0139	0.34433
1.1718	0.21846
1.3144	0.19685
1.3896	0.20448
1.4189	0.32145
1.4392	0.4702
1.4163	0.52105
1.3552	0.5325
1.2597	0.44986
1.1438	0.47147
1.0317	0.18795
0.91326	-0.0052981
0.81392	-0.070138
0.71586	-0.29263
0.65345	-0.63336
0.59869	-0.77575
0.54138	-0.59268
0.49936	-0.25703
0.45733	-0.21253
0.41148	-0.22652
0.37582	-0.51766
0.33379	-0.41468
0.29941	0.054457
0.2612	0.50834
0.23191	1.2165
0.19498	0.98511
0.17205	0.43079
