population_std,sample_std,skewness,kurtosis,permutation_entropy,Shannon entropy,first_derivative_std,zero_crossing_rate,interquartile_range,mean_absolute_power,mean,rms,rmssd,std_psd,dominant_freq,spectral_entropy,fourier_kurtosis
0.6038644443184337,0.6041061351203136,0.4401849940103151,-0.8875816338692557,4.440441306545352,3.186108960021248,0.03994327207112364,0.016012810248198558,0.94794464125,0.3646606600471094,0.0028970562816000053,0.603871393632046,0.25909071770327863,0.03529805523343004,0.9765625,2.147161156672779,176.40773638558775
0.6477978520614862,0.6480571267775156,0.3345894684094308,-1.0912225797023514,4.686109791728841,3.2572286516142785,0.044412365288925365,0.016813450760608487,1.0946720140000001,0.4200142383161337,-0.019291997839999995,0.6480850548470731,0.010583005244258372,0.04424994038881757,0.9765625,2.045149678346715,156.18320831943018
0.6284653549923197,0.6287168920666266,0.20233444063099393,-1.098154870495602,4.694208539053577,3.266327587483256,0.043275433207974556,0.017614091273018415,1.077239144,0.3955379073868234,0.0238580167072,0.6289180450478611,0.017074997966487558,0.04141519815179511,0.9765625,1.9976292363385313,163.29494582295243
0.6099990434694301,0.6102431895842566,0.2994406199237225,-1.0664855775616486,4.73081906403944,3.267379227305414,0.042623339832560975,0.017614091273018415,1.016683054,0.3721750276499619,-0.00872895276320001,0.610061494974041,0.019595917942265426,0.04037065295575395,0.9765625,1.9656312237542504,358.4411264522257
0.6469225855181691,0.647181509917377,0.2481972292574421,-1.162295993923759,4.677530449649756,3.262756498514042,0.043699438782406175,0.016813450760608487,1.12736665875,0.41898670439335184,0.0218603005432,0.6472918232090931,0.024294489544384762,0.043211117580877575,0.9765625,2.002576948785529,207.57071230129907
0.6472804838581808,0.6475395515026776,0.24328201183090573,-1.1315275604700827,4.678958907177438,3.271614104038495,0.04283804381055658,0.016813450760608487,1.1089649865,0.41903815545111484,0.008132076452800008,0.6473315653134141,0.026229754097207954,0.04502309042941911,0.9765625,1.9004128734894536,158.4736329664272
0.6227741921585088,0.623023451400892,0.32562392438341664,-1.0506775026807131,4.651942164005002,3.2522367253011306,0.04155436361529378,0.016813450760608487,1.02467992025,0.3881365204514764,-0.016994882547199996,0.6230060356461055,0.025139610179953042,0.03997569967722609,0.9765625,1.9981545440198578,147.48246109880824
0.66788558888764,0.668152903522673,0.3090312967240832,-1.1068501537591229,4.682740912380044,3.2705482912825077,0.04485968577247327,0.016813450760608487,1.13521874425,0.4462831320850174,-0.014559266507200002,0.6680442590764607,0.01866666666666666,0.04987924227420292,0.9765625,2.013880961551743,165.2024047712391
0.6356095145932396,0.6358639110471291,0.2506539655926602,-1.1624830552891776,4.650980380537967,3.2467597154473573,0.04274157790890351,0.016813450760608487,1.11199023075,0.40501456518167717,0.0318607931512,0.6364075464524892,0.025716402029314543,0.041566242292291194,0.9765625,1.9447436863222942,143.11090569226522
0.6005238698826165,0.6007642236524495,0.3267831581436084,-1.04538252363317,4.672227630018141,3.264861585093997,0.04108135991052009,0.016813450760608487,0.9944532605,0.3606304771807807,-0.0012485519559999971,0.6005251678162878,0.017888543819998336,0.03765638163887043,0.9765625,1.9312766038012643,152.74136133019948
