population_std,sample_std,skewness,kurtosis,permutation_entropy,Shannon entropy,first_derivative_std,zero_crossing_rate,interquartile_range,mean_absolute_power,mean,rms,rmssd,std_psd,dominant_freq,spectral_entropy,fourier_kurtosis
0.13327656698356677,0.13332990961807548,0.6066951578356893,-0.665910011283787,4.637377857224833,3.0757094166352,0.012974751800998136,0.025620496397117692,0.19857675075,0.01776273126686974,-0.0002965804183999992,0.133276896973443,0.007686151382644189,0.0018359439792535817,1.46484375,2.204980514146252,282.99853483915115
0.14044219175703251,0.14049840236234784,0.6342636091895946,-0.7110298049357895,4.717879868870332,3.115704400732725,0.013471158022415296,0.024819855884707767,0.21328619599999998,0.01973653307661517,0.0035389053528,0.14048677189192998,0.0060474315681476425,0.0018328522694502384,1.46484375,2.1105977168876637,278.8459104349609
0.1410260859104641,0.14108253021366887,0.5834674705797513,-0.7631557227548171,4.719789313855269,3.100307937764166,0.013611104538408372,0.025620496397117692,0.21830161874999998,0.019902077956473967,-0.003704193467999999,0.14107472472584862,0.0060474315681476425,0.0018927479058728426,1.46484375,2.115082970273414,239.90054496948866
0.14236696820257497,0.14242394918072304,0.558729599732563,-0.7710367823183573,4.701631026324232,3.12008065631921,0.013398592743451995,0.024819855884707767,0.22327137725,0.02026835703943088,5.834584720000251e-05,0.14236698015843027,0.005656854249492386,0.0019690967411845413,1.46484375,2.1426650440965425,236.61346039251293
0.14496094162564016,0.14501896081612642,0.5686016156251251,-0.7241763130609957,4.733014978905508,3.1409547122216046,0.013661788626855574,0.025620496397117692,0.22589874524999998,0.021017470835660232,0.001948393868800001,0.14497403503958986,0.00770899289327546,0.001994267441008241,1.46484375,2.1084748457565285,248.57350882998014
0.14484800639863077,0.14490598038790367,0.596081747537841,-0.7562553692384864,4.6974139719342185,3.1056584314901117,0.013805314793950063,0.025620496397117692,0.22642832425,0.020982275065185258,-0.001153302877600003,0.14485259771638637,0.006047431568147641,0.002067285403241425,1.46484375,2.125285154269357,293.59858083487825
0.14326999102610838,0.14332733343025594,0.5597703957400647,-0.8482220298359198,4.692667788440221,3.101171090829853,0.013637835596627526,0.024819855884707767,0.2302874585,0.02054740100880687,0.004594636023199999,0.14334364655891405,0.015417985786550919,0.001983537244661949,1.46484375,2.1159734839323376,314.56034263797494
0.13572168026430115,0.1357760015313408,0.549340284099248,-0.8819355442104602,4.694819050143747,3.0971827502115183,0.013296049471466304,0.025620496397117692,0.2121844265,0.018440742460953025,-0.0045130884312,0.13579669532412425,0.01541798578655092,0.0018006241189405315,1.46484375,2.1402476678177114,350.31452065028543
0.14260699051687678,0.14266406756159436,0.5727798323757324,-0.8282168925276276,4.735964091884881,3.1300071070158815,0.013767481057144053,0.025620496397117692,0.22666020925000002,0.020369961613041526,0.0057626268976,0.1427233744452587,0.0070912420834233535,0.0019407279836344278,1.46484375,2.0864448393601878,351.1910483250194
0.14189090072877505,0.1419476911656012,0.6004429709423618,-0.7697351935105345,4.658929139299847,3.093647969112752,0.013563643597482031,0.024819855884707767,0.2222236535,0.02016104432859474,-0.005293072734399999,0.14198959232491212,0.00770899289327546,0.001977344524233251,1.46484375,2.1032141213151387,352.7854838913241
