9_97_beat1,9_97_beat2,9_97_beat3,9_23_beat4,9_23_beat5,9_23_beat6,9_53_beat7,9_53_beat8,9_53_beat9,9_76_beat10,9_76_beat11,9_76_beat12,9_47_beat13,9_47_beat14,9_18_beat15,9_18_beat16,9_75_beat17,9_15_beat18,9_15_beat19,9_15_beat20,9_15_beat21,9_55_beat22,9_4_beat1,9_2_beat2,9_2_beat3,9_2_beat4,9_54_beat5,9_87_beat6,9_87_beat7
-0.0051458991966299,0.0243830798125406,-0.0986054061703226,0.0314398784149532,-0.1814461571874006,0.0454739562393783,-0.1186264513284518,-0.1532184566657205,-0.1776661667711313,-0.0278560938813317,0.0861891761241321,-0.0037595278872401,0.0314430810726228,-0.0517068446136005,-0.0714787083375605,-0.0965668695365855,-0.0453209012144505,-0.1033422885032277,-0.1202163339417293,-0.0280207769772848,-0.1239360262912694,0.1764767261240414,,,,,,,
-0.0002434259118816,0.0250770033500524,-0.1022949520391664,0.0428623106023985,-0.1866307085442827,0.0412847885511637,-0.1113105510777907,-0.1425420142673615,-0.1712578126121518,-0.0027298511924796,0.0855387944118111,-0.0054958048668486,0.0501338001053192,-0.0500936695907293,-0.0548153695496537,-0.0937987174285296,-0.0400098555075292,-0.0783712084629986,-0.1108707146932103,-0.0234122560734267,-0.1325785305759733,0.185389220893105,,,,,,,
0.0049696487489656,0.0264084817516732,-0.1046624539600875,0.0542755093325554,-0.1899136595960955,0.0380804333822981,-0.1022920848000539,-0.129837049878162,-0.1628240754918432,0.0226857602115086,0.085936536899203,-0.0060708347704158,0.0699173122861551,-0.048127627271379,-0.0381447860674644,-0.0900225463994416,-0.0340050900022912,-0.0517481790377662,-0.0990399868878516,-0.0170961404549889,-0.1390352645458658,0.1948611730962884,,,,,,,
0.01043408224971,0.0284073635713333,-0.105606529647427,0.0656344362016042,-0.1911757723565023,0.036002807486736,-0.091586653586235,-0.1152924774621834,-0.1523500131821779,0.0482789681850315,0.0873933385941481,-0.0054535121443837,0.0904832981858652,-0.0458223675394612,-0.0215172565779255,-0.0852141496495581,-0.0272794470643335,-0.0238385616868109,-0.0848650371879441,-0.0090040131055732,-0.1432264105573498,0.20487505107026,,,,,,,
0.0160821343069587,0.0310928316679614,-0.1050439827866424,0.0768887320055538,-0.1903552619974554,0.0351777332460929,-0.0792541740592624,-0.099152691236171,-0.1398635558533006,0.0739025247987799,0.0899040763668038,-0.0036293240463883,0.1114885749313744,-0.0432003334788839,-0.0049910969153144,-0.0793762463364102,-0.0198219537143419,0.0049522984202023,-0.0685474867234437,0.0009032452687196,-0.1451039604399772,0.2153850939010255,,,,,,,
0.0218391010907444,0.0344702192954871,-0.1029160878953838,0.087980740665135,-0.1874529648663954,0.0357084979112077,-0.0654020729622412,-0.0817133633841347,-0.1254407649392858,0.0993752340536851,0.0934451797750135,-0.0006032647931044,0.1325662739809505,-0.0402926995775663,0.0113650646037711,-0.0725405908737606,-0.0116396669842897,0.0341871720818333,-0.0503486833533668,0.0126305213629529,-0.1446578189787609,0.2263194318757094,,,,,,,
0.0276253201545597,0.0385281568687542,-0.0991949178237854,0.098844230442863,-0.1825346886398816,0.0376698741033967,-0.050186496856053,-0.0633147402808172,-0.1092093753524439,0.1244856236352045,0.0979725705109956,0.0035975661940457,0.1533363416309601,-0.0371389562957054,0.0274706374376054,-0.0647691324534697,-0.0027587819674113,0.063406926028959,-0.0305861037622575,0.0261438221528075,-0.1419215022049084,0.2375830340693852,,,,,,,
0.0333585415906372,0.0432362621779534,-0.0938893847785558,0.1094039541258468,-0.1757305849359532,0.0411029002053712,-0.0338113081725091,-0.0443326463092679,-0.0913502708147874,0.148997566345122,0.1034201411793209,0.0089218979667086,0.1734169101869055,-0.0337861333994368,0.0432322576834052,-0.0561540975983381,0.0067750429484914,0.0921419902845811,-0.0096271657478308,0.0413662991033606,-0.1369769778349633,0.2490613671279268,,,,,,,
0.0389565331650088,0.0485435675494089,-0.0870506407114982,0.1195761119071537,-0.1672315612962927,0.0460107064252812,-0.0165247560871013,-0.0251675594148608,-0.0720966426844677,0.172657539563476,0.1096989668659772,0.0152929563357462,0.1924360289169329,-0.0302876758449682,0.0585439599539182,-0.0468169076601195,0.0168971398188207,0.1199248036832154,0.0121193903439855,0.0581753300733722,-0.1299581925151304,0.2606246188200177,,,,,,,
0.0443397697996666,0.0543778428837413,-0.0787764740693385,0.1292696999868248,-0.1572829204046192,0.0523556436341455,0.0013861524234251,-0.0062322585467784,-0.0517307096453694,0.1952031139137267,0.1166974081914497,0.022608042665034,0.2100432144746884,-0.0267020082770078,0.0732884128281605,-0.0369058929425442,0.0275250106999242,0.1463026483436094,0.0342142354860946,0.0764010183167562,-0.1210528610011312,0.2721323149280408,,,,,,,
0.0494340520103281,0.0606459247634249,-0.0692143499332027,0.1383886527509062,-0.1461755687650407,0.0600579263409428,0.0196034094121185,0.0120613536668934,-0.0305780212229497,0.216372193133025,0.1242822130953331,0.0307391550538873,0.2259202845345013,-0.0230908451952985,0.0873392231901994,-0.0265928239184487,0.0385601344115366,0.1708502478296631,0.0561998449636867,0.0958264093512856,-0.1105021609398029,0.2834381405284689,,,,,,,
0.0541729036794998,0.0672351013682358,-0.0585627714145587,0.1468346240591969,-0.1342352648554141,0.0689959385805428,0.0377875753389566,0.0293155900354189,-0.0089995208754209,0.2359124919055908,0.1323006596294118,0.0395347251422302,0.2397909784344532,-0.0195173214748941,0.1005642334938718,-0.0160683448334144,0.0498902641377449,0.1931815139990413,0.0776139827407806,0.1161896374599537,-0.0985980870733198,0.294394768025844,,,,,,,
0.0584996155014947,0.0740155346765853,-0.0470706927075038,0.1545102088239449,-0.1218104705759493,0.0790082740497945,0.0555887193630494,0.0451598066654449,0.0126183093301051,0.2535907392226179,0.1405837090447795,0.0488224742542414,0.2514289423795732,-0.01604403070809,0.1128296557428471,-0.0055364613689873,0.0613920532176133,0.2129598815365351,0.0980036372026008,0.1371880995393369,-0.0856783693782807,0.304858495514573,,,,,,,
0.0623688243447509,0.080843630776902,-0.0350347881201276,0.1613223819641722,-0.1092594259577267,0.0898974932620617,0.072658192622814,0.0592620859110833,0.0338747740384116,0.2692011296628585,0.1489500645311625,0.058413318059343,0.2606637557539107,-0.0127310659382875,0.1240048149254889,0.004791703753378,0.0729338345952288,0.2299067601666364,0.1169387412538866,0.1584846240894338,-0.0721190387416231,0.3146935109668793,,,,,,,
0.065747548065478,0.0875662025463713,-0.0227944749484278,0.1671859273628688,-0.0969370853850145,0.1014354860901925,0.0886606393836216,0.071339223346988,0.0543672151397884,0.2825726086417451,0.1572109635755986,0.068106176500243,0.2673847874599453,-0.0096341583521852,0.1339672205485191,0.0147046215558592,0.0843783832440151,0.2438077527700989,0.1340250284413575,0.1797154687305096,-0.0583249042256987,0.3237756204587819,,,,,,,
0.0686156275768903,0.0940252130286834,-0.0107246975195755,0.1720266419428693,-0.0851825358203318,0.1133702345998792,0.1032856364117466,0.0811645828602348,0.073703582741454,0.2935746630353795,0.1651754778214202,0.0776934826605639,0.2715427860360034,-0.0068030042362144,0.1426076534932032,0.023997232629709,0.0955855098124908,0.2545164216333838,0.1489154363309502,0.2004998520052551,-0.0447183544434259,0.3319953110454499,,,,,,,
0.0709655611832004,0.1000628480211601,0.0007734007332823,0.1757841258757512,-0.0743074665127714,0.1254336863591083,0.1162583775042403,0.0885735196737165,0.0915147019158332,0.3021213876745274,0.1726560586990323,0.0869671366085327,0.2731492168483642,-0.0042798592745085,0.1498349495035283,0.0324776711781602,0.1064143653299655,0.2619555235131087,0.1613195603129587,0.2204506143616895,-0.031726990773987,0.3392600587445105,,,,,,,
