24_67_beat1,24_67_beat2,24_8_beat3,24_90_beat4,24_60_beat5,24_60_beat6,24_22_beat7,24_22_beat8,24_22_beat9,24_36_beat10,24_36_beat11,24_16_beat12,24_16_beat13,24_4_beat14,24_4_beat15,24_87_beat1
0.0183297266252149,0.0287771812032568,0.0428161965167601,0.1106929322480265,0.034493611632877,0.0238320328540125,0.0571351736914096,0.0329300310876722,0.0117483860428123,0.0727914087843586,0.0121854782211452,0.0274667805603827,0.0128658645368675,0.0132720100959644,0.0091922307970466,
0.0177902992219002,0.0279507338747183,0.0412620281268117,0.1140851021485548,0.034341165952401,0.0228137696131102,0.0566805446869599,0.0320718469218881,0.0114687366574178,0.0719360148228244,0.0102737836533372,0.0270278583512121,0.0129734015915553,0.0125228251806544,0.0088146901457897,
0.0174172894697131,0.0268641617369153,0.0396993261680743,0.1171945526567436,0.0339181143412881,0.0218676002533642,0.0560723828673191,0.0312306785302611,0.0112812204744469,0.0712646606709542,0.008268536181281,0.0264101888380627,0.0128111054234427,0.0116692594200565,0.0085155890057103,
0.0172188260323176,0.0255758577093342,0.0381818665384998,0.1199936632387381,0.0332694874900857,0.0210138983049965,0.0553466282377088,0.0304328145039994,0.0111939111077066,0.0707893768185299,0.0062284075763225,0.0256461848796509,0.0124045149752897,0.0107532791456758,0.0083186374967025,
0.0171963165289709,0.0241461382982369,0.0367583869899624,0.1224549848954655,0.0324419381198781,0.0202676340896622,0.0545395328746239,0.0297004008504413,0.0112104915236024,0.0705142324557814,0.004210377582481,0.0247700223832936,0.0117849370689284,0.0098155080780534,0.0082428176560777,
0.0173447284335162,0.0226353922588984,0.0354712695489076,0.1245528616573368,0.0314822771580988,0.0196382352054235,0.0536865126666621,0.0290509721826241,0.0113303838634058,0.0704355495687886,0.0022681668238181,0.023816609529755,0.0109883473568481,0.0088940188778387,0.0083019865371671,
0.0176530394273163,0.0211022844159607,0.03435543886052,0.1262649523473904,0.0304360913507713,0.0191296202998011,0.0528210806377351,0.0284971445253775,0.0115489951986585,0.0705423463178299,0.0004508155906071,0.0228205711742768,0.0100541604312238,0.0080232505036839,0.008504655427051,
0.0181048337237916,0.0196020709428765,0.0334375053996003,0.1275735576520135,0.0293464827740439,0.0187403990026002,0.0519738926245944,0.0280464735852542,0.0118580647331124,0.0708169890547181,-0.0011985545599762,0.0218152777077602,0.0090239121970816,0.0072330841876077,0.0088539450644809,
0.0186790183207333,0.0181850771648906,0.0327351732656311,0.1284666741638239,0.0282529643799333,0.0184642256339976,0.0511719309403283,0.0277014773292424,0.012246095999149,0.0712360250680202,-0.0026437660868092,0.0208319453428292,0.0079399006201846,0.006548104635157,0.0093477103720617,
0.0193506318457148,0.0168953819932715,0.0322569225559025,0.1289387180269001,0.027190538607955,0.0182902894402857,0.0504378460053937,0.0274598166556191,0.0126988563803803,0.0717711622304666,-0.0038563745861533,0.0198988317637497,0.0068438323346585,0.0059870658583012,0.0099788223127553,
0.0200917185042294,0.0157697447380444,0.0320019666164627,0.1289908842799326,0.0261889784490249,0.0182039198965613,0.0497894699467987,0.0273146229685512,0.0131999257805766,0.0723903573986933,-0.0048162063661792,0.0190405474338679,0.005775522185242,0.0055625731168788,0.0107355893088415,
0.0208722404112301,0.0148368006529705,0.031960475325066,0.1286311320503085,0.0252723223952513,0.0181872822891638,0.0492395100301946,0.0272549567740274,0.0137312763675194,0.073058972817726,-0.0055116369284664,0.0182774986989854,0.0047716905030774,0.0052809841062252,0.0116022964522045,
0.0216610030350956,0.0141165415438935,0.0321140474248474,0.1278738086196201,0.0244585866948371,0.0182201365405246,0.0487954236706687,0.0272663772123764,0.0142738659362745,0.0737409589458151,-0.005939610606149,0.0176254742966588,0.0038648987860632,0.0051425241580606,0.0125598376594212,
0.0224265703522544,0.0136200875334912,0.0324364081652974,0.1267389455570535,0.0237596905167241,0.018280631185592,0.0484594708336989,0.0273315989539845,0.0148082284343574,0.0744000229808131,-0.0061054091509089,0.0170953821406829,0.0030826586007673,0.0051416022145027,0.0135864140809381,
0.0231381483692963,0.013349746022753,0.0328943033530081,0.1252512764932654,0.0231815822877437,0.0183461045870277,0.0482289340506572,0.027431210317107,0.0153150464496885,0.0750007448006979,-0.0060221841581785,0.0166931384720104,0.0024467411864015,0.0052673070798843,0.0146582714786655,
0.0237664177386675,0.0132993443932989,0.0334485574572471,0.1234390380219618,0.0227245488698054,0.0183938668298063,0.0480964911879033,0.0275444249867107,0.0157756918790088,0.0755096058321563,-0.0057102747001194,0.0164197068286307,0.0019727067721247,0.0055040573045653,0.0157504498822811,
0.0242842981679334,0.0134548143845515,0.0340552615936395,0.1213326224388798,0.0223836836565749,0.0184019381246724,0.0480507216661635,0.0276498394236932,0.0161727224990706,0.0758959012962064,-0.0051963372483617,0.0162712799522922,0.0016696634454012,0.0058323732970325,0.0168375204960135,
0.0246676291753239,0.0137949986329038,0.0346670568264967,0.1189631536963061,0.0221494853157096,0.0183497227682127,0.0480767231491795,0.0277261689756512,0.0164903237224952,0.0761325120895416,-0.0045123197841547,0.0162395938597085,0.001540256004637,0.0062297370925449,0.0178942873758559,
0.0248957535240575,0.0142926437906898,0.0352344789862903,0.116361056496798,0.0220085559547455,0.018218601506984,0.0481568129047486,0.0277529377656493,0.0167146864376469,0.0761965189763186,-0.0036943158065499,0.0163123599647437,0.0015808760768904,0.0066715037177695,0.0188964346176723,
0.0249519914783039,0.0149155400965111,0.0357073327326546,0.1135546835259425,0.021944366038245,0.0179924292704219,0.0482712861591605,0.0277111004916105,0.0168343135369423,0.0760696485187287,-0.0027813366755658,0.0164737984086569,0.0017820763357078,0.0071318282595882,0.019821103459843,
0.0248239959962558,0.0156277643219365,0.0360360645306215,0.1105690582432361,0.021938053431574,0.0176579294200589,0.0483992028642434,0.0275835780956771,0.016840249572106,0.0757385469996775,-0.0018140423035785,0.0167052536581747,0.0021291643032393,0.0075845744503215,0.0206473875837484,
0.0245039812403694,0.0163909816836002,0.0361731062068097,0.10742478132793,0.0219692253998994,0.0172049796956671,0.0485191743920779,0.0273556935976715,0.0167262299727741,0.0751948852236541,-0.0008334705924093,0.016985871950736,0.0026029452589895,0.0080041736170433,0.0213567387825758,
0.0239888194426862,0.0171657625338632,0.0360741625470238,0.1041371387711241,0.022016735069749,0.0166267887615301,0.0486101227473962,0.0270154989533434,0.0164887484368006,0.0744353032629381,0.0001201948117994,0.0172933192630485,0.0031805793959869,0.008366406946353,0.0219332788812979,
0.0232800042666053,0.0179128713231335,0.0356994178299712,0.1007154396239263,0.0220594075132445,0.0159199655686904,0.0486519868838387,0.0265539883338066,0.0161270434189014,0.0734612096970706,0.0010087808987438,0.017604518101938,0.0038365156563942,0.0086490888910108,0.0223640171799693,
0.0223834823432565,0.0185944883151031,0.0350146372313923,0.0971626022716728,0.022076694944703,0.0150844866101361,0.0486263535322806,0.0259651975038537,0.0156430070370697,0.0722784544478398,0.0017971714458624,0.0178963815160651,0.0045434636465219,0.0088326348874503,0.0226389756509021,
0.0213093585436624,0.0191753286534411,0.033992139770218,0.0934750001943461,0.0220492452154817,0.0141235685602191,0.0485169934697332,0.0252461928403399,0.0150410220702426,0.0708968977499475,0.0024542128474718,0.0181465232693402,0.0052733656029471,0.0089005020775705,0.0227512265835493,
0.0200714846163063,0.0196236284248327,0.0326116201027892,0.0896425714935796,0.0219593725641189,0.0130434557911586,0.0483102882224702,0.0243969568855909,0.0143277348921099,0.0693298999789786,0.0029534547701047,0.0183339240929339,0.005998332422701,0.0088394971842562,0.0226968493173472,
0.0186869448538567,0.0199119731272606,0.0308607972821535,0.085649190691491,0.0217914241768427,0.0118531338918301,0.0479955366370443,0.0234201801508356,0.0135117740188119,0.0675937579064805,0.0032737068533256,0.0184395353595962,0.0066915111029961,0.0086399508726127,0.0224748141493135,
0.0171754561988104,0.020017950220367,0.0287358699086838,0.0814732959308526,0.0215320403504358,0.0105639816110735,0.0475651353923618,0.0223209711994185,0.0126034252996559,0.0657071124661305,0.0033993993853244,0.0184468034330217,0.0073278553524041,0.0082957626800305,0.0220868024990449,
0.0155587033948643,0.0199246139969458,0.0262417592261792,0.0770887592029227,0.021170309806749,0.0091893746189784,0.0470146321949231,0.0211064989091689,0.0116142755462666,0.0636903513800168,0.0033207430048061,0.0183421003639661,0.0078847764106403,0.0078043248048617,0.0215369730306438,
0.0138596321972846,0.0196207576671761,0.0233921249402086,0.0724659811818275,0.0206978249381162,0.0077442551038069,0.046342654942811,0.0197855823093439,0.010556836532769,0.0615650271809353,0.003033689749821,0.0181150495392654,0.0083426570136435,0.0071663366309865,0.0208316837513821,
0.0121017250739159,0.019100994090161,0.0202091430456844,0.0675731854493202,0.020108644481833,0.0062446814517773,0.0455507244312543,0.018368244573163,0.0094441608331825,0.0593533075202179,0.0025397048972094,0.0177587383072253,0.0086852177257243,0.0063855247887811,0.0199791802135036,
0.0103082841268832,0.0183656528235506,0.0167230408283236,0.0623778794240505,0.0193991733947156,0.0047073720314649,0.0446429621025081,0.016865248658018,0.0082894599868942,0.0570774704677735,0.0018453657090228,0.0172698134197873,0.0088997312892634,0.0054682857881215,0.0189892599158852,
0.0085017450930673,0.0174205068996007,0.012971391398894,0.0568484415035163,0.0185679716163393,0.0031492563703461,0.0436257078415453,0.0152876327167276,0.0071057341539325,0.0547594531152967,0.0009618091284299,0.0166484592095183,0.0089770869703531,0.0044232697973707,0.0178729229038905,
0.0067030442793424,0.0162763477933331,0.0089981784437071,0.0509557862968943,0.0176155050616031,0.0015870457422713,0.0425070658313953,0.0136462637048386,0.0059054209357889,0.0524204575105975,-9.59446210143757e-05,0.015898262569674,0.0089117128652055,0.0032609249869176,0.0166420184495339,
0.0049310572883322,0.0149484312592571,0.0048526510139702,0.0446750529395678,0.016543853634937,3.683340271925628e-05,0.0412963989614177,0.0119514274942999,0.0047000696067231,0.0500806140831833,-0.0013097619026309,0.0150259728080134,0.0087013695523099,0.0019930220218344,0.0153088975857461,
0.0032021246058493,0.0134558199311514,0.0005879977001232,0.0379872558775646,0.0153563923345368,-0.0014862675061277,0.040003794182333,0.0102124731646162,0.0035000458204569,0.0477586995219739,-0.0026592260833785,0.0140411680699208,0.0083468331329378,0.0006321778062747,0.0138860811631766,
0.0015296748272314,0.0118206506851046,-0.0037401210749771,0.0308808336947146,0.0140574625908525,-0.0029684428654932,0.0386395224698349,0.0084375278673337,0.0023142710767679,0.0454719037175851,-0.0041224947590164,0.0129558430599675,0.0078514894392628,-0.0008086034966366,0.012385952960974,
-7.604819284640044e-05,0.0100673556767123,-0.0080751352370455,0.0233530300111116,0.0126520517807677,-0.0043974503968537,0.0372135176275239,0.0066332966536296,0.0011500009287621,0.0432356389816631,-0.0056771506696466,0.0117839350615015,0.0072208638917844,-0.0023163557481933,0.010820487155407,
-0.0016081523537617,0.0082218656460431,-0.0123611669528877,0.0154110416932862,0.0111454992481633,-0.0057628459550765,0.0357348979531003,0.004804958860372,1.264607488017508e-05,0.0410633843137849,-0.0073010151515152,0.0105408066533841,0.0064621130942013,-0.0038785280338142,0.0092010190555532,
-0.003063160520222,0.0063108225672427,-0.0165446120218312,0.0070728740469603,0.0095432469760843,-0.007056164979401,0.034211553734086,0.0029561690655655,-0.0010943589862501,0.0389665579284237,-0.0089728960867821,0.0092427040208071,0.0055835047565042,-0.0054833017558704,0.0075380673677925,
-0.004440975236487,0.0043608261017388,-0.0205756375386296,-0.0016321493553641,0.0078506521132981,-0.0082710623167022,0.0326498215711462,0.0010891663159626,-0.0021696343243785,0.0369544124351622,-0.0106732463268139,0.0079062094014463,0.0045939119768133,-0.0071198381869058,0.0058412152660421,
-0.005744752660481,0.0023977347652338,-0.0244095324466253,-0.0106632630141037,0.0060728766861289,-0.009403414429866,0.0310542636159543,-0.0007950095637577,-0.0032138738410038,0.0350339487869802,-0.0123847131820823,0.0065477051191045,0.0035023463677138,-0.0087784497724694,0.0041190561512559,
-0.0069806948980387,0.0004460384749627,-0.0280078505919724,-0.0199685481758388,0.0042148668892545,-0.0104513879934638,0.0294275659629521,-0.0026962010436757,-0.0042297988573179,0.0332098471451284,-0.0140925644870017,0.0051828650105976,0.0023175520860911,-0.0104506912431245,0.0023792081334189,
-0.0081577704401692,-0.0014716855086075,-0.0313392921421222,-0.0294856432560932,0.0022814302776973,-0.0114154780762894,0.0277705657084764,-0.0046147271981151,-0.0052220395418516,0.0314844149152996,-0.0157849816749699,0.0038261870562388,0.0010476796322622,-0.0121293693464285,0.0006283989441572,
-0.0092873720928644,-0.0033352259766938,-0.034380278666085,-0.039142867872001,0.0002774140035515,-0.0122985176262431,0.0260824107059546,-0.0065509063198795,-0.0061969385245476,0.0298575541587889,-0.0174532150019451,0.0024905788907905,-0.0002999455544317,-0.0138084726947195,-0.0011273797928667,
-0.0103829208305486,-0.0051270977510172,-0.0371151895048919,-0.0488607353770121,-0.0017920189024699,-0.0131056580043875,0.0243608499836639,-0.0085045286306223,-0.0071622727726772,0.0283267521757415,-0.019091600373729,0.0011870057846893,-0.0017189490374866,-0.0154830258212704,-0.0028826531815443,
-0.0114594226582625,-0.0068328094776782,-0.0395362417988274,-0.058553813659528,-0.0039210250494437,-0.0138443181247546,0.0226026463889391,-0.0104743048116557,-0.0081268924903943,0.026887100148233,-0.020697441082603,-7.579121993186536e-05,-0.0032039219555699,-0.0171488740464529,-0.0046321862717545,
-0.0125329841321453,-0.0084410436610603,-0.0416430130092826,-0.0681328815946416,-0.0061026450170427,-0.0145240976420338,0.0208040965623589,-0.0124573189543404,-0.0091002794092359,0.0255313452352862,-0.0222707611412186,-0.0012915009846803,-0.0047503233481697,-0.0188024081883213,-0.0063706611806696,
-0.0136202909716762,-0.0099437555814932,-0.0434416221496065,-0.0775073193562397,-0.0083283205238618,-0.0151566478877136,0.0189616371423091,-0.0144485161310868,-0.0100920312237123,0.0242499814133927,-0.0238139398791415,-0.0024563671185993,-0.006354274524766,-0.0204402405138746,-0.008092322959474,
-0.0147380534875104,-0.0113361988919244,-0.0449436032827096,-0.0865876646977233,-0.0105873947692689,-0.0157554931523052,0.0170725104826626,-0.016440254968452,-0.0111112838640256,0.0230313837013088,-0.0253312401490759,-0.003569228534945,-0.0080122549290073,-0.0220588456030688,-0.0097906123087881,
-0.0159024225773286,-0.0126168857839067,-0.046164521164387,-0.0952882637628168,-0.012866631323799,-0.016335794654164,0.0151354584537445,-0.0184219542887739,-0.0121660884791718,0.0218619892981729,-0.0268282450037726,-0.0046314733616063,-0.0097207139462049,-0.0236541819408514,-0.011457805988583,
-0.0171283809576242,-0.0137874887654934,-0.0471223932423166,-0.1035299432838945,-0.0151497901706726,-0.0169140502510086,0.0131514093818315,-0.0203798600792935,-0.0132627650645768,0.0207265277420816,-0.0283112201693484,-0.005646904993428,-0.0114756177604036,-0.0252213119764606,-0.0130846877467393,
-0.0184291161493432,-0.0148526895105995,-0.0478359936844735,-0.1112426305009639,-0.0174173004610128,-0.0175077246746956,0.011124121118001,-0.0222969548247109,-0.0144052592144713,0.0196083006276951,-0.0297864221375066,-0.0066215204275636,-0.0132719544983161,-0.0267540399647049,-0.0146602735699777,
-0.01981538445641,-0.0158199782029029,-0.0483231229820628,-0.118367847281787,-0.0196460679134957,-0.0181348077526426,0.0090607428151623,-0.0241530257429264,-0.0155945321129086,0.018489509871812,-0.0312593742490831,-0.0075632027164725,-0.0151032243054902,-0.0282445879668885,-0.0161716148363237,
-0.0212948785920166,-0.0166994046348979,-0.0485989304284943,-0.1248610053911741,-0.0218094504152724,-0.0188133015964176,0.006972259370647,-0.0259249018923584,-0.0168280162285923,0.0173516321254163,-0.0327341356879487,-0.0084813315017228,-0.0169609434890741,-0.0296833307571519,-0.0176037013625643,
-0.0228716154384733,-0.0175032803728568,-0.0486743761347821,-0.1306934304014467,-0.0238774283196216,-0.0195606419067783,0.0048737857227328,-0.0275868627194259,-0.0180991699339827,0.0161758357903969,-0.0342125907054068,-0.0093863181915993,-0.0188341932458951,-0.0310586098715669,-0.0189394833031965,
-0.0245453643127297,-0.0182458298766133,-0.0485549141767244,-0.1358540421777073,-0.0258169864589488,-0.0203930631386201,0.0027846832508425,-0.0291112126768767,-0.0193971631944084,0.0149434362341599,-0.0356937874294467,-0.0102890753836663,-0.020709243611873,-0.0323566454911066,-0.0201600263629267,
-0.0263111396422987,-0.0189427878313983,-0.048239469206053,-0.1403506201346782,-0.0275927134812119,-0.0213249220348042,0.0007284773105447,-0.0304690083947916,-0.020706723430475,0.013636384160922,-0.0371733570001102,-0.0112004335041433,-0.0225692819931183,-0.0335615621480385,-0.0212448089249989,
-0.0281587847083099,-0.0196109402929735,-0.0477197658563705,-0.144210581741012,-0.0291676114379932,-0.0223679987066661,-0.0012674367669103,-0.0316309168819064,-0.0220081656213901,0.0122377815871031,-0.0386430442000201,-0.0121305211655198,-0.0243942728935863,-0.0346555403400519,-0.0221721626728205,
-0.0300726746717663,-0.0202676086600249,-0.0469800541989161,-0.1474812037339683,-0.0305040954051743,-0.0235307987388662,-0.0031723023643925,-0.0325681757520153,-0.0232776237894172,0.0107324193250869,-0.0400903799053835,-0.013088129202362,-0.0261609712222817,-0.0356191010696335,-0.0229198504022621,
-0.0320315671047568,-0.020930077960953,-0.0459972561746576,-0.1502292184882718,-0.0315651501819935,-0.0248178834567562,-0.0049527177736296,-0.0332536198989953,-0.0244874924236869,0.0091073291256247,-0.0414985232893734,-0.0140800814628544,-0.0278431058968359,-0.0364315242418537,-0.0234657663964971,
-0.0340086264254353,-0.0216149743650523,-0.0447415382702849,-0.1525397246732182,-0.0323155996793599,-0.0262292582531371,-0.0065735420339142,-0.0336627337757505,-0.0256070765340601,0.0073523424925876,-0.0428462975621038,-0.0151106379213611,-0.0294117434867477,-0.0370713949992047,-0.023788736455658,
-0.0359716448228095,-0.0223376009952399,-0.0431772956836188,-0.1545143635074208,-0.0327234352994965,-0.0277598504805203,-0.0079989620915583,-0.0337746848376451,-0.0266034383577303,0.0054606465362277,-0.0441084370355029,-0.0161809572532999,-0.0308358335663695,-0.0375172647903351,-0.0238693869853106,
-0.037883476426478,-0.0231112457488357,-0.041264513801445,-0.1562687310116166,-0.0327611431218874,-0.0293991086501683,-0.0091936833021602,-0.0335732921101371,-0.0274424178504411,0.0034293250198014,-0.0452560555006731,-0.0172886464303418,-0.032082928569038,-0.0377484066805866,-0.0236910460123749,
-0.0397026937448556,-0.0239464795902138,-0.0389604549007754,-0.1579290234119713,-0.0324069665520379,-0.0311307533502441,-0.0101241970476679,-0.0330478844702453,-0.0280897936215329,0.0012598700252622,-0.0462573364948859,-0.0184274239612401,-0.033120061631799,-0.0377456375853705,-0.0232406341448379,
-0.0413844660313626,-0.0248504683041543,-0.036221602397329,-0.1596279470540744,-0.0316460415366905,-0.0329327072631933,-0.0107600729537319,-0.0321940062128144,-0.0285125415833917,-0.0010413534255313,-0.0470784353670809,-0.0195869210059012,-0.0339147566566601,-0.0374921742256262,-0.0225095007715967,
