27_86_beat1,27_86_beat2,27_86_beat3,27_27_beat4,27_75_beat5,27_63_beat6,27_82_beat7,27_82_beat8,27_82_beat9,27_79_beat10,27_79_beat11,27_79_beat12,27_90_beat13,27_90_beat14,27_90_beat15,27_80_beat16,27_13_beat17,27_13_beat18,27_23_beat19,27_23_beat20,27_23_beat21,27_83_beat22,27_83_beat23,27_83_beat24,27_83_beat25,27_19_beat1
-0.0173971189865452,0.0267878606520965,0.0544551192664204,0.0018626289725887,0.0326951164466005,-0.0657865264661937,0.0229693495202769,0.0251163569117779,0.0370106544095696,0.0254433774272705,0.0197690924098836,0.0379362639724734,0.1042585568405034,0.0044115299855295,0.0304282224957115,3.194192132046679e-05,0.057954768479582,0.0990561405344723,0.044800066569478,0.0082562370866974,0.0047619372985489,0.1698530935808173,0.1003112516479526,0.0188678471228906,0.2010332088462095,
-0.0167234643235573,0.0265697414066234,0.0533490380125259,0.0014619209208003,0.0323245064523751,-0.0671223971422476,0.0226606277241527,0.0246797459038102,0.0363718267310199,0.0258478274976474,0.0194306701846396,0.0367363558815354,0.1010431991792787,0.0050426257031678,0.0302145971854996,0.0006319736046997,0.0527139311199152,0.0996081207778079,0.042234903720412,0.0075161733594169,0.0039327385607587,0.166117821902248,0.0963569682950257,0.0147249072923529,0.1886074721647418,
-0.0161655891925675,0.0265167903040292,0.0525033120409069,0.0010712874493038,0.0321643711033437,-0.0685031627589705,0.0222007803274191,0.0242692360588855,0.0359169955206843,0.0262019763139087,0.019199269126569,0.0358106513169908,0.0976332759131103,0.0057224395875944,0.0300681590577022,0.0014402998518611,0.0479509230956023,0.1005054088543075,0.0398563777323422,0.006920534015495,0.0030401921904746,0.1628228926548424,0.0928025887052242,0.0108854060913002,0.1752520345348061,
-0.015787866105047,0.0265701601523764,0.0518795618556857,0.0006567849707634,0.0321540651674567,-0.0700142125110369,0.0215159266713659,0.0238136793730587,0.035587429385957,0.0264177913199065,0.0189863220919561,0.0350974727932203,0.0940154773137147,0.0063841569090972,0.0299688633260568,0.002376816793696,0.0436943198565632,0.1016696868153624,0.0376658534900071,0.0064487472079407,0.0020443972205631,0.159980665484273,0.0896716983192886,0.0073821207379627,0.1610615892773445,
-0.015652240352536,0.0266658518699478,0.0514309221526255,0.0001834089273344,0.0322294266943568,-0.0717414270792347,0.0205355548489947,0.023241197618309,0.0353184370386574,0.0264100319309978,0.0187026112751501,0.0345277456630311,0.0901765290465613,0.006962194748983,0.0298983519954984,0.0033584166173142,0.0399478196650313,0.103007982231871,0.0356546532649001,0.0060723566703426,0.0009061381983487,0.1575865970583349,0.08696723357815,0.0042274420772824,0.1461337179643594,
-0.0158168233096532,0.0267367914706223,0.0511040197575958,-0.0003835882454493,0.0323249462970811,-0.0737677082260089,0.0191942909444578,0.022480961769625,0.0350415018402334,0.0260985468071873,0.0182607672006069,0.0340273493874904,0.086103148138946,0.0073940248565125,0.0298393266228835,0.0043014407345024,0.0366911687746517,0.1044165333159594,0.0338050846022233,0.0057563344482198,-0.0004114836071723,0.1556204566000555,0.0846723506349098,0.0014138057549008,0.1305704556552861,
-0.0163346885674473,0.0267148038839944,0.0508409250353484,-0.0010774029322054,0.032375744877434,-0.0761697877208808,0.0174335324424093,0.0214648305246277,0.0346863155250104,0.0254103473971492,0.0175775471580412,0.0335194012749412,0.0817820517352491,0.0076216926250056,0.0297746308235148,0.0051239245012111,0.0338817938573983,0.1057851255289875,0.0320916532300878,0.005460560984859,-0.0019414788804334,0.1540478429275688,0.082751864800264,-0.0010852732064099,0.1144793730582956,
-0.0172528627710894,0.0265324488696165,0.0505810121691038,-0.0019284362325693,0.0323193083053214,-0.0790154408363134,0.0152029475899614,0.0201288455534344,0.0341826641274831,0.0242814441023096,0.0165758669829302,0.0329264171524907,0.0772000567465227,0.0075930053236336,0.0296861328005482,0.005747596229512,0.0314570965866767,0.1070017179782129,0.0304824065441426,0.0051414234855315,-0.0037114938531022,0.1528219288075444,0.0811541734501425,-0.0033136215806489,0.097974014809257,
-0.0186114923345989,0.0261247000500959,0.0502626791552327,-0.002963123776155,0.0320969431902071,-0.0823612022376313,0.0124618446790876,0.0184145911309467,0.0334621346552327,0.0226584419993957,0.0151865768614116,0.0321723084622947,0.0723443055148873,0.0072623793656802,0.0295535132550988,0.0060996123468835,0.0293373538711335,0.1079571652863637,0.0289403581739754,0.0047534855929448,-0.0057424616321152,0.1518853611135461,0.0798135657619862,-0.0053303558383389,0.0811735976885845,
-0.020443159038497,0.025430462417521,0.0498248952232547,-0.0042028615322898,0.031654933700911,-0.0862506499285426,0.0091804144620922,0.0162704329693376,0.0324596265485062,0.0204999005011887,0.0133499861144141,0.0311841907642512,0.0672026472732657,0.0065913521883927,0.0293530733095453,0.0061140285143482,0.02742915590952,0.1085498353313286,0.0274249507583045,0.0042511845224332,-0.0080474124292467,0.1511722513734803,0.0786528189026242,-0.0072074359788429,0.0642019423324666,
-0.0227723123967056,0.0243939355039848,0.0492085604675155,-0.0056630486144713,0.0309453948569846,-0.0907132878918335,0.0053408454522169,0.0136526549183789,0.0311146665284136,0.0177774653678539,0.0110171527861125,0.0298939935564347,0.0617641973242662,0.0055487788944396,0.0290566800386618,0.0057330221786659,0.0256293025451238,0.1086899254527563,0.0258935215082371,0.0035905153312259,-0.0106304726432618,0.150610200102412,0.0775859818808178,-0.0090269092487867,0.0471856806518023,
-0.0256147849752572,0.0229658379340874,0.0483576785643932,-0.0073522675432862,0.0299268323768665,-0.0957640222926481,0.0009383061396639,0.01052651251441,0.0293725382181833,0.0144767821539868,0.0081509607117538,0.0282398747162908,0.0560200854653184,0.0041107468777765,0.0286309636143902,0.0049078944178409,0.0238290660712069,0.1083032895019906,0.0243027426284963,0.002730665416132,-0.0134860816841334,0.150122309015774,0.0765212545438159,-0.0108779292483542,0.0302518430277803,
-0.0289773587489358,0.0211045137762283,0.0472203574456689,-0.0092716221718899,0.0285644326313256,-0.1014031918114727,-0.0040182192077548,0.0068672191747168,0.0271852482040981,0.0105981978234354,0.0047270092807243,0.0261674538433061,0.0499643924236194,0.0022602529864653,0.0280368699626097,0.0035998872728203,0.0219187156749827,0.1073346054746716,0.0226100155057173,0.0016355652662033,-0.0165984541485978,0.1496291468817575,0.0753638791726734,-0.0128536346900975,0.0135249796790032,
