2_84_beat1,2_62_beat2,2_13_beat3,2_13_beat4,2_13_beat5,2_61_beat6,2_61_beat7,2_61_beat8,2_23_beat9,2_87_beat10,2_12_beat11,2_71_beat12,2_71_beat13,2_71_beat14,2_9_beat15,2_91_beat1,2_91_beat2,2_89_beat3,2_89_beat4,2_85_beat5,2_95_beat6,2_95_beat7,2_95_beat8
0.146396589058135,0.2410974002858522,0.1440936776524423,0.1413365275444626,0.2948513788361105,0.2075688607441042,0.02769084580134,0.244384013596573,0.3985982933778247,-0.0931154218754217,0.2950281968656306,0.1521186344270945,0.1163091756400103,0.2631706519256211,0.2507775213876463,,,,,,,,
0.1234350554122872,0.2376090244131034,0.1327443469183625,0.1304322926004259,0.2692250448216534,0.2033586309005789,0.0249734013507352,0.2385278948431467,0.3888266483684802,-0.0972739706788228,0.2910441350425058,0.1388023095217244,0.1016859139629361,0.2526182456447217,0.229951926959664,,,,,,,,
0.0994739339589967,0.233102642019412,0.120177835777122,0.1186115021904617,0.2429784942386412,0.1972267140584594,0.0204700261749402,0.2305501079159095,0.3769739601123764,-0.1019204560833292,0.2843660472051407,0.1239579311035557,0.0848584960528988,0.2397666987339122,0.20724692790586,,,,,,,,
0.0749917256304477,0.2276793508064385,0.1066754780206505,0.1061585874047871,0.2166016507982019,0.1893461652755783,0.0143011770178499,0.2207135175057956,0.3633185569320137,-0.1069056993888844,0.2750869982861843,0.1079373722216114,0.0662457011288336,0.2249253612374737,0.1828209571542045,,,,,,,,
0.0504681741326367,0.2214542032870551,0.0925179399309504,0.0933499006784219,0.1905480489877757,0.1799239842751311,0.0066190205443308,0.2093098355095258,0.3481603208673175,-0.1120851966202219,0.2633522271557693,0.0910900475787609,0.0462765091588265,0.2084344424324733,0.1568363964591378,,,,,,,,
0.0263712976256726,0.214552868434132,0.0779788425417084,0.0804473143599612,0.1652219262884654,0.1691928403150292,-0.0023978588902984,0.1966499397803562,0.3318128639972834,-0.1173228225962904,0.249354978838423,0.0737546905418737,0.0253783456552614,0.190654357258661,0.1294610680351749,,,,,,,,
0.0031449475706776,0.2071081579804143,0.0633188718228464,0.0676925809379358,0.1409675659161238,0.1574024650893998,-0.0125501554643177,0.1830542143826682,0.3145958029267387,-0.1224941479946341,0.2333310671223185,0.0562519213395076,0.0039661987861172,0.171955091046277,0.1008698788273824,,,,,,,,
-0.0188026784314542,0.19925651378818,0.0487804812093157,0.0553025469545567,0.1180612512174776,0.1448110719610307,-0.0236237381485662,0.1688432138076357,0.2968272715058426,-0.1274893047749677,0.2155523666002075,0.0388777279685753,-0.0175671497394483,0.1527058891975204,0.0712463731442477,,,,,,,,
-0.0391091870968342,0.1911345496410788,0.0345832751365312,0.0434652847950973,0.0967060534994108,0.1316771258322029,-0.0353955622795642,0.1543289151476927,0.2788168001227565,-0.1322153454538846,0.1963194559190039,0.0218979536338035,-0.0388595964913887,0.1332655402218822,0.0407839647043557,,,,,,,,
-0.0574664799669613,0.1828757357244615,0.0209201453282915,0.0323371793680523,0.0770295323238418,0.1182517415108563,-0.0476394358714546,0.1398067789961393,0.2608586812693838,-0.1365980534162743,0.1759536494056301,0.0055438578706556,-0.0595867631618861,0.1139734800659916,0.0096866445096652,,,,,,,,
-0.0736273333778548,0.1746073067849975,0.0079542132184601,0.0220409805159004,0.0590842926549996,0.1047719336538809,-0.0601315065599471,0.1255487938918942,0.243225933891892,-0.1405831743577389,0.1547886627987912,-0.0099912075017065,-0.0794675427424483,0.0951419051854345,-0.0218310047654141,,,,,,,,
-0.0874098998855439,0.1664474655010545,-0.0041833877344451,0.0126648073263768,0.0428512250141779,0.0914548823388477,-0.0726553616974089,0.1117976324178366,0.2261649713249581,-0.1441370525479348,0.133162160774878,-0.0245539922017746,-0.0982681166664631,0.0770490421514222,-0.0535446139948916,,,,,,,,
-0.0987000512250044,0.1585029413219532,-0.0153948763835288,0.0042620679209427,0.0282451578044528,0.078493318785295,-0.0850066591306077,0.0987620014558137,0.2098910676258621,-0.1472466693048705,0.1114074293053561,-0.0380324217587829,-0.1158044572858101,0.0599336827684742,-0.0852217261686384,,,,,,,,
-0.1074515713859185,0.1508669526082964,-0.0256163415752582,-0.0031477616444976,0.0151225771662314,0.0660520790795561,-0.0969972281048899,0.0866132263254479,0.1945847037163519,-0.1499190943293365,0.0898454045655643,-0.0503555896016492,-0.1319433686127834,0.043991055544965,-0.1166244014807163,,,,,,,,
-0.113684292276667,0.1436176069610529,-0.0348174388560107,-0.0095775724585559,0.0032910191594317,0.0542658228484782,-0.1084585975589478,0.0754830699113657,0.1803888573827258,-0.1521803729259806,0.0687772721798987,-0.0614927311026906,-0.1466021527100194,0.0293700669896897,-0.1475126766506743,,,,,,,,
-0.1174803392451204,0.1368167615675124,-0.0430003085682695,-0.0150703578933482,-0.0074802893181247,0.0432378708159925,-0.1192449227572034,0.0654627540699384,0.1674072799501721,-0.1540738833963457,0.0484778263661984,-0.0714512691360216,-0.1597470189529836,0.0161719099519026,-0.1776487607086184,,,,,,,,
-0.1189787159343762,0.1305093524922716,-0.0501977710213682,-0.0196963437123203,-0.0174489723986174,0.0330400810641683,-0.1292352917173355,0.0566031216454736,0.155703778060004,-0.1556582091085597,0.0291897489877109,-0.0802740427847095,-0.1713903777802501,0.0044500016666257,-0.2068017891774762,,,,,,,,
-0.1183685052870618,0.1247231894181429,-0.0564708637277873,-0.0235496125083533,-0.0268876511260445,0.0237136584307997,-0.1383354016204636,0.0489158531317408,0.1453024928064534,-0.1570045793132263,0.0111189354319037,-0.088035847596377,-0.1815871786694125,-0.0057888178362606,-0.2347529081976391,,,,,,,,
-0.1158809949652015,0.1194692007723469,-0.0619057910708275,-0.0267443220065248,-0.0360720887386043,0.0152707738909843,-0.1464786034620901,0.0423756323005835,0.136189142296329,-0.1581939421846961,-0.0055690402368368,-0.0948394258384286,-0.1904304633790855,-0.0145819246943442,-0.2613004236875093,,,,,,,,
-0.1117810512150749,0.1147421038161431,-0.0666103590381714,-0.0294106131192266,-0.0452696924920099,0.0076968599044121,-0.1536263212106033,0.0369231400521931,0.128313169260502,-0.1593137431805697,-0.0207512627295634,-0.1008110479294615,-0.1980463096986056,-0.0220075089673792,-0.2862647314058454,,,,,,,,
-0.1063580664244189,0.1105214654098938,-0.0707099680890877,-0.0316902969918355,-0.0547286821471985,0.0009534426674241,-0.1597678598899592,0.0324687454555204,0.1215907141941993,-0.1604544916650215,-0.0343485911361244,-0.1060958217035423,-0.2045883379242588,-0.028180270578545,-0.309492744275351,,,,,,,,
-0.0999167940500284,0.1067731119658128,-0.0743432371717905,-0.0337324017551676,-0.0646681835468129,-0.0050186276395211,-0.1649196252524723,0.0288967575421911,0.1159083177553803,-0.1617062084596072,-0.0463255611474289,-0.110852854939174,-0.2102319420798509,-0.0332463643224256,-0.3308615550531684,,,,,,,,
-0.092768362319862,0.1034508416585845,-0.0776573325597688,-0.035688650664209,-0.0752694536199421,-0.0102956826543263,-0.1691237858059498,0.0260701008453796,0.1111272444167932,-0.1631548557949208,-0.0566891141265218,-0.1152503795757768,-0.2151683910244608,-0.037377749576922,-0.3502811153333536,,,,,,,,
-0.0852217273830501,0.1004983883371936,-0.0808030774439164,-0.0377089351964961,-0.0866683947276702,-0.014967602690635,-0.1724464154753703,0.0238352816257758,0.1070883126937771,-0.1648788579716016,-0.0654862229564379,-0.1194609246922312,-0.2195989224006169,-0.0407660990203705,-0.367695773514444,,,,,,,,
-0.0775757896975333,0.0978515847991952,-0.0839299226740164,-0.0399368408627149,-0.0989494747393079,-0.0191341571580308,-0.1749751615787314,0.0220275195815457,0.1036171152210541,-0.166945824723535,-0.0728005111458488,-0.1236566017368363,-0.2237289271398155,-0.043616414717978,-0.3830845896864932,,,,,,,,
-0.0701123566523703,0.0954406730574014,-0.0871808658565736,-0.0425052810102903,-0.1121411365536291,-0.0229014159170804,-0.1768164875184311,0.020475930736296,0.1005295137400696,-0.1694095887141258,-0.0787479841678178,-0.128004542309517,-0.2277622967071277,-0.0461404912674325,-0.3964604271764783,,,,,,,,
-0.0630900917987634,0.0931927106192019,-0.0906874149014624,-0.0455322953438503,-0.1262127571774014,-0.0263783118680864,-0.1780925421485665,0.0190086601280438,0.0976372985863596,-0.1723076629313132,-0.083472009881128,-0.1326625087860215,-0.2318959821292211,-0.048550355979052,-0.4078679004050924,,,,,,,,
-0.0567395484368673,0.0910340240566826,-0.094564702339601,-0.0491170751440361,-0.1410732002605128,-0.0296734166392247,-0.1789377080028377,0.0174578767511522,0.0947539081457041,-0.175659212508644,-0.0871376979460619,-0.1377746837087909,-0.2363147954489216,-0.0510518066195995,-0.4173803287338999,,,,,,,,
-0.0512593441603578,0.0888926636198894,-0.0989068671868027,-0.0533362854217433,-0.1565709938558597,-0.0328919721977769,-0.1794948788918167,0.0156645566917595,0.0917001094714558,-0.1794636187555817,-0.0899258364668511,-0.1434676369523097,-0.2411864724177658,-0.0538381590337729,-0.4250959000981273,,,,,,,,
-0.0468134943746668,0.0867008147127974,-0.1037828303678548,-0.0582407640912349,-0.1724961530881096,-0.036133202724231,-0.1799115149101079,0.0134829923042422,0.0883095455211376,-0.1836996916284652,-0.0920265478575655,-0.1498464711854338,-0.2466570111642235,-0.0570843106312846,-0.4311332833886417,,,,,,,,
-0.0435298874591313,0.0843971232189329,-0.1092325961744149,-0.0638526879408079,-0.1885836517481224,-0.039487914631225,-0.1803355211198047,0.0107849745397998,0.0844340564715856,-0.1883255618136982,-0.0936328253875501,-0.1569911562690017,-0.2528463056792679,-0.0609412215827887,-0.4356269444412349,,,,,,,,
-0.0414998525158147,0.081928891681694,-0.1152642145356757,-0.0701633029124566,-0.2045185250705818,-0.0430363796066977,-0.180910996489936,0.0074636014370919,0.0799486821321503,-0.193279256769721,-0.094934107458306,-0.164953081310632,-0.2598441048364152,-0.0655309134483355,-0.4387224185700007,,,,,,,,
-0.0407787426936388,0.0792541022720905,-0.1218515360726127,-0.0771313202931032,-0.2199425568021429,-0.0468464870807611,-0.1817739029869631,0.0034366680411177,0.0747562500415059,-0.1984799384368212,-0.0961100392293387,-0.1737518776522462,-0.2677063460155136,-0.0709420842024734,-0.4405717752713988,,,,,,,,
-0.041387432877616,0.0763432206347432,-0.1289328833799067,-0.0846820794882544,-0.234462466901017,-0.0509721490703932,-0.1830477113052326,-0.0013504081667982,0.0687914503518258,-0.2038297557891032,-0.09732456195872,-0.18337259465478,-0.2764519349114428,-0.0772264380575077,-0.4413294809071081,,,,,,,,
-0.0433146100183937,0.0731807325850661,-0.136410747310681,-0.0927075711531141,-0.2476594726902924,-0.055451941875306,-0.1848390893353285,-0.006922176199503,0.0620242952720556,-0.2092162446124353,-0.0987204605989944,-0.1937633394579616,-0.2860600664679415,-0.0843958266992741,-0.4411488258739431,,,,,,,,
-0.0465197176401194,0.0697663638675958,-0.1441525959962994,-0.101067401166687,-0.2591000480345001,-0.0603079750394629,-0.1872337115235626,-0.0132713103667061,0.0544628588075998,-0.2145151909996923,-0.1004144906493064,-0.2048335181247485,-0.2964682023493825,-0.0924202943119451,-0.440179036994599,,,,,,,,
-0.050936403521445,0.0661159325412073,-0.1519928570548636,-0.109590756337904,-0.268347655156382,-0.0655449874673808,-0.1902922810072255,-0.0203574003753288,0.0461551927061994,-0.2195938645504456,-0.1024931963284111,-0.216452835116998,-0.3075708347912725,-0.1012271113514322,-0.4385631465050841,,,,,,,,
-0.0564763118979338,0.0622617848539547,-0.1597361005451503,-0.1180794074095269,-0.2749751757381259,-0.071149682409468,-0.1940468707188239,-0.0281064387457054,0.0371903175889044,-0.2243145218582905,-0.1050095236727059,-0.2284512180668238,-0.3192191731296823,-0.1107008711202656,-0.4364366387725906,,,,,,,,
-0.0630330595808071,0.0582527694235075,-0.167161412736775,-0.1263117548499653,-0.2785777258070512,-0.0770903256905855,-0.1984977030187282,-0.0364110732387136,0.027698194841275,-0.228538079555999,-0.1079803237211267,-0.2406198333994413,-0.331221886941023,-0.1206847086702569,-0.4339268471966643,,,,,,,,
-0.0704862397958009,0.0541537116066527,-0.1740279099355835,-0.1340478892059964,-0.2787855061073278,-0.0833166432223445,-0.2036104981398236,-0.0451316893614024,0.0178485956920928,-0.2321278576098568,-0.1113848317917353,-0.2527133443207426,-0.3433470281288902,-0.1309826833426786,-0.4311530287798797,,,,,,,,
-0.0787053086753419,0.0500443603001526,-0.1800812985985671,-0.1410356013317817,-0.2752763188945014,-0.0897600626728198,-0.2093145283543515,-0.0540983800876217,0.0078487998785817,-0.2349532965449388,-0.1151641980249858,-0.2644535353150822,-0.3553252332052737,-0.1413633443340363,-0.428227004440909,,,,,,,,
-0.0875532271056512,0.0460177930275109,-0.1850613436767464,-0.1470172391212335,-0.2677873748449857,-0.0963343488191244,-0.2155015162662293,-0.0631138461372757,-0.0020599217559175,-0.2368935561412813,-0.1192221307392998,-0.275534386473349,-0.366854276414632,-0.1515644730949625,-0.425254220795463,,,,,,,,
-0.0968897543962937,0.0421782818189758,-0.1887100622785186,-0.15173726679154,-0.256126020297598,-0.102936681991865,-0.2220255112038427,-0.0719572502846437,-0.0116070578837746,-0.2378409074812518,-0.123426696505014,-0.2856286273401193,-0.3776050047345545,-0.1612989672239559,-0.4223350650283733,,,,,,,,
-0.1065743186367081,0.0386386416818747,-0.1907804154969458,-0.1549503409996168,-0.2401790346084635,-0.109449224146337,-0.2287038666003666,-0.080389023215623,-0.0204988225312174,-0.2377038347485994,-0.1276132981240434,-0.294395735187667,-0.3872286382100799,-0.1702617979429007,-0.4195662494671903,,,,,,,,
-0.1164684194997582,0.0355171047818561,-0.1910452295925259,-0.1564296766148062,-0.2199201785377245,-0.1157412077342545,-0.2353194228269629,-0.0881565866324065,-0.0284252766858016,-0.2364097676577951,-0.1315888233216653,-0.3014912693018038,-0.395365364942246,-0.1781379374326704,-0.4170420770545512,,,,,,,,
-0.1264375501516509,0.032933786023832,-0.1893060414564791,-0.1559754361561663,-0.1954157152661597,-0.1216715689953411,-0.2416239737209895,-0.0950009221216205,-0.0350684991625903,-0.2339073698598016,-0.135136923029088,-0.3065773541337805,-0.4016541007547278,-0.184611113503284,-0.4148554032845669,,,,,,,,
,,,,,,,,,,,,,,,0.3353589456059321,-0.1042777532612734,-0.2073771169770043,-0.3872839680463559,0.0165805595885281,-0.1217003682711655,-0.1792806404693398,-0.1308898986425627
,,,,,,,,,,,,,,,0.3031758427249005,-0.1037558054838374,-0.2120807712703691,-0.3778598520741992,0.0204645911964947,-0.1045631211602689,-0.1680856886499292,-0.1250505864960168
,,,,,,,,,,,,,,,0.2794309802042488,-0.10310379589565,-0.214699711165356,-0.3655020855326425,0.0246717523669332,-0.0857820029643083,-0.1547948891787728,-0.1172378949909247
,,,,,,,,,,,,,,,0.2647163843521301,-0.1023028364302603,-0.2149434987065231,-0.3502695496631524,0.0291738592674355,-0.0656560524522036,-0.1395511655575378,-0.1074711370929166
,,,,,,,,,,,,,,,0.2593616756455101,-0.1013381251978622,-0.2125543913323551,-0.3322774507313432,0.0339299820863284,-0.0445272899493392,-0.12255207559382,-0.095820946277902
,,,,,,,,,,,,,,,0.2634131069312322,-0.1001999949993033,-0.2073187902446166,-0.3116987789022685,0.0388875323474655,-0.0227715779827839,-0.1040463803759396,-0.0824100673749304
,,,,,,,,,,,,,,,0.2766250930229124,-0.0988847913623215,-0.1990781233777445,-0.2887645761549967,0.043983826840937,-0.0007879877161091,-0.0843285946961139,-0.0674122984810335
,,,,,,,,,,,,,,,0.2984649478820427,-0.0973955250313954,-0.1877386596754615,-0.2637629020880455,0.0491480608241264,0.0210128927012274,-0.0637316600779689,-0.0510494919502389
,,,,,,,,,,,,,,,0.3281307149453504,-0.0957422502017418,-0.1732797497170947,-0.2370363973569584,0.0543036044711036,0.0422212044730993,-0.0426179894371388,-0.0335866177776572
,,,,,,,,,,,,,,,0.3645811267526653,-0.0939421299343417,-0.1557600125546284,-0.208978355987063,0.0593705232053181,0.0624400813269462,-0.0213692284508351,-0.0153249972669014
,,,,,,,,,,,,,,,0.4065759090501928,-0.0920191644976777,-0.1353210421209762,-0.1800272375032136,0.064268214786296,0.0812973931513518,-0.0003751541781277,0.0034060796643638
,,,,,,,,,,,,,,,0.452723947424666,-0.0900035767780625,-0.1121882892400487,-0.1506595852146751,0.068918053803131,0.0984564705387848,0.0199778203018824,0.0222590429921159
,,,,,,,,,,,,,,,0.5015363849367618,-0.0879308705585316,-0.086668885539793,-0.1213813724514031,0.0732459374860219,0.1136253783568587,0.0393180488194961,0.0408786456853775
,,,,,,,,,,,,,,,0.5514815993832002,-0.0858406006622567,-0.0591463095253152,-0.0927178736684538,0.0771846352394723,0.1265643974837519,0.0572994885672309,0.0589130318260038
,,,,,,,,,,,,,,,0.601039203827408,-0.0837749161785532,-0.0300719462474634,-0.065202246797145,0.0806758573725501,0.1370914790099876,0.0736115348052933,0.0760247873697483
,,,,,,,,,,,,,,,0.648750628250764,-0.0817769563417599,4.624850634451306e-05,-0.0393631079116742,0.0836719750493015,0.1450855456414748,0.08798747893977,0.0919014856560772
,,,,,,,,,,,,,,,0.6932643598483148,-0.0798891904509625,0.0306576114374844,-0.0157114682128524,0.086137342124905,0.1504876232348503,0.100211292380224,0.1062652625170424
,,,,,,,,,,,,,,,0.7333744582255801,-0.078151796714347,0.0611846506945781,0.0052725242706103,0.088049188843855,0.1532998851861078,0.1101225278604196,0.1188810063300863
,,,,,,,,,,,,,,,0.7680514680762918,-0.0766011696324744,0.0910403089108233,0.0231525487895648,0.0893980760811224,0.1535827786373269,0.1176192254351384,0.1295628236523542
,,,,,,,,,,,,,,,0.7964652990133754,-0.0752686325233701,0.1196458903001197,0.0375482761413265,0.0901879159172923,0.1514504702276835,0.1226588057425873,0.1381785356623589
,,,,,,,,,,,,,,,0.8180000179695397,-0.0741794132407256,0.1464488807304104,0.0481462439436163,0.0904355791980206,0.1470648980867269,0.1252570221350022,0.1446520671948256
,,,,,,,,,,,,,,,0.8322608008071442,-0.0733519198105822,0.1709398806121896,0.0547090010078624,0.0901701229682732,0.1406287454635123,0.1254851207447916,0.1489637005297144
,,,,,,,,,,,,,,,0.8390735191396843,-0.0727973312522666,0.1926679076786941,0.0570821519447843,0.0894316801407698,0.1323776609676068,0.1234654197923145,0.1511482722905183
