23_80_beat1,23_99_beat2,23_66_beat3,23_66_beat4,23_53_beat5,23_55_beat6,23_55_beat7,23_8_beat8,23_47_beat9,23_54_beat10,23_92_beat11,23_70_beat12,23_70_beat13,23_28_beat14,23_81_beat15,23_81_beat16,23_81_beat17,23_46_beat18,23_22_beat19,23_62_beat20,23_32_beat21,23_32_beat22,23_68_beat23,23_25_beat24,23_59_beat25,23_59_beat26,23_89_beat27,23_79_beat28,23_44_beat29,23_76_beat30,23_76_beat31,23_87_beat32,23_65_beat33,23_2_beat34,23_86_beat35,23_86_beat36,23_86_beat37
0.0268269268549221,-0.0100612620665711,0.005266182184904,0.0022811075081478,0.0160560610526973,-0.0154771750819931,0.0206690820765867,0.0027124311612876,0.0685750079242365,0.0010390761604495,0.0114356850064266,-0.0025519744688048,0.0064432796381844,-0.0034348406093124,0.0183826039946263,0.0100281932241877,0.000597075889631,0.0037778282320368,0.0135081533725167,0.0012652237554472,0.0148004458839051,0.0077552326053313,0.003303063402433,0.0070001773905417,-0.0023661631495452,-0.0017826073618991,-0.0269263453298743,-0.0108672351737077,0.074214519976771,0.0152336609068698,0.0206949950234459,0.0070687964082875,0.0310288855680222,0.0092693484543422,0.0526767514385403,0.0200019504223339,-0.0095833900309748
0.0298027588344455,-0.0076831072891602,0.0058958696124027,0.0036673238276856,0.0168421431211562,-0.0134703624246641,0.0217260002642982,0.0039897851522407,0.0770022709808466,0.004117261899793,0.0131746681670548,-0.0005633238476068,0.0084604438055678,-0.0010136878404766,0.0204675718342129,0.0109522661167922,0.0018251156641685,0.0054290863663994,0.0170484626766713,0.0066770663612962,0.0189950149131813,0.0112837433401813,0.0048209175882119,0.0238283092191167,-0.0006756256330112,-0.0003739204016395,-0.0187948136584099,-0.0075404513915631,0.0797289516056086,0.0158276165715997,0.0225241582569672,0.0081799626722207,0.0320151042713119,0.0122835148399159,0.0557742781262897,0.0210762484262109,-0.0081886099899633
0.032455430865558,-0.0054572133483978,0.006483377664862,0.0049643532703089,0.017481589063252,-0.0115367117845717,0.0226430617312092,0.0050321795060997,0.084317788119962,0.0071729341862687,0.014670690150162,0.0012463842063724,0.0102945839248995,0.0012945202537411,0.0224974401514099,0.0117412786833255,0.0029589041553109,0.0069381817036903,0.0202881193633981,0.0121760346697408,0.0229107398392415,0.0147272215393849,0.0062285713504571,0.0396097913092871,0.0009413649207787,0.0010004367092457,-0.0110740666908438,-0.0044161208692121,0.0849634364798704,0.0163207358905495,0.0241801581544278,0.009155878660731,0.0327924989578682,0.0150572581618077,0.0587556363429751,0.0219823378763303,-0.0068653817201778
0.034773189090083,-0.0033834509581494,0.0070327750390402,0.0061615189970535,0.0179825895747546,-0.0096787604458086,0.0234283953549014,0.0058443406011098,0.0903867283154917,0.0101557392185063,0.015916464620445,0.0028748782631208,0.0119401156618291,0.0034645053990416,0.0244466050295473,0.0123984737804069,0.0040066278393219,0.0082965104596198,0.023202430691496,0.0176829237873337,0.0265386151871972,0.0180546631361273,0.0075221298148157,0.0541812201069586,0.0024696849276718,0.0023240479533152,-0.0038130011667074,-0.0015105482960083,0.089882856772535,0.0167242341599427,0.0256566172687683,0.0099985522094236,0.0333739779152711,0.0175741962209734,0.0615967077017967,0.0227266998445097,-0.0056134498864362
0.0367504637914716,-0.0014601001399956,0.00754817417677,0.0072508957185038,0.0183551509643136,-0.0078991915386649,0.0240916685945966,0.0064358551891198,0.0951090389073193,0.0130176131656607,0.0169102116326588,0.0043236665258827,0.0133956556460753,0.00547532457033,0.0262927697452522,0.0129294344168517,0.0049778500084129,0.0094991694768196,0.0257742419028814,0.0231171053111615,0.0298746727469663,0.0212381691058663,0.0086999984442963,0.0674076174308968,0.0038969417579922,0.0035823576099584,0.0029455995083467,0.0011646609309849,0.0944578889944072,0.0170492153028412,0.0269507285604042,0.0107123399178598,0.0337745424387037,0.0198243229165615,0.0642769568726261,0.0233184208181023,-0.0044318095014856
0.0383876228218612,0.0003160038047871,0.0080336542342429,0.0082273021867812,0.0186106783474953,-0.006200867151978,0.0246437130785464,0.0068206119076107,0.0984232977141256,0.0157140780071929,0.0176554633026933,0.005597621840615,0.0146637102895527,0.007310661103672,0.0280172896579531,0.0133417488636911,0.0058830140328722,0.0105448323894964,0.0279939038016693,0.0283983097761072,0.0329195250526358,0.0242532872375527,0.009762674541403,0.0791848607146489,0.0052135925725077,0.0047629590834424,0.0091655276063607,0.0036025393043891,0.098665049104204,0.0173064332168111,0.0280630262342947,0.0113036831545051,0.0340108464791578,0.0218037858533071,0.066779635152123,0.0237687442418413,-0.0033189094773993
0.0396906061773577,0.0019492958072169,0.0084931863103154,0.0090882195328349,0.0187615576008161,-0.0045868172831247,0.0250961550967504,0.0070161492811111,0.1003092287665777,0.0182053824084547,0.0181607356743252,0.0067045076986409,0.0157502726080273,0.0089589573092547,0.0296053793062178,0.013644655112821,0.0067329571398458,0.0114355269457905,0.0298590408167471,0.0334484810134353,0.0356778210656844,0.0270792309086398,0.0107125013188013,0.0894410431910671,0.0064129670821104,0.0058557909922916,0.0148175380791553,0.0058005774624648,0.1024865990892025,0.0175060692722685,0.0289970826491641,0.0117808121742167,0.0341007583513752,0.0235144968300906,0.0690918531764114,0.0240906055155787,-0.0022728369127095
0.0406704551091402,0.0034452852101393,0.0089305596648529,0.0098336451587317,0.0188207479250476,-0.0030601899705429,0.02546105893817,0.0070429344355285,0.1007887743082388,0.0204574490988277,0.0184390834595488,0.007654465668624,0.0166643462811297,0.0104133943184495,0.0310461901880887,0.013848676413418,0.0075384504056839,0.0121763270372632,0.031374140367765,0.0381936426156948,0.0381576386463558,0.0296989810282824,0.0115533960399518,0.0981367537010797,0.0074912018521364,0.0068532391301375,0.0198796483266344,0.0077604431927788,0.1059103360594613,0.0176575334490452,0.0297591503460972,0.0121534279058221,0.0340629321745204,0.0249636011283101,0.0712045376824655,0.0242981648701691,-0.00129147639196
0.0413427507495316,0.0048103461656665,0.0093493084463848,0.0104658929259127,0.0188013953600743,-0.0016241697107258,0.0257505899668365,0.0069235973183372,0.0999256704353524,0.0224426008850044,0.0185075567167082,0.0084594836860039,0.0174174169607272,0.0116717301068136,0.0323327713337912,0.0139652583043002,0.008309778442211,0.0127749749179828,0.032549988354134,0.0425657117179018,0.0403698384243984,0.0320992812513612,0.0122905633780952,0.1052643202365964,0.0084470965743552,0.0077501477343449,0.0243373390112535,0.0094876172262707,0.1089292863524636,0.0177692964384661,0.0303577682042142,0.0124323707890369,0.033916395688538,0.0261628342986732,0.073112289510128,0.0244063506032748,-0.0003726409045611
0.0417269786859062,0.0060515017941851,0.0097526393042332,0.0109893507607024,0.0187164759897382,-0.0002818724572198,0.0259767033177496,0.0066821451004922,0.0978235299226638,0.0241400488262249,0.0183865800897554,0.0091328630986405,0.0180228909117506,0.0127360109355771,0.0334619271799477,0.0140064161047316,0.0090563698533171,0.013241450363133,0.0334029783154337,0.0465041932747695,0.0423274027910402,0.0342705394928911,0.0129302044353436,0.1108461080493811,0.0092819047201096,0.0085437476797162,0.028183645139095,0.010990963909455,0.1115413272246062,0.0178487592349116,0.0308033497769251,0.0126292856787742,0.0336801601324493,0.0271277965635707,0.0748131610723231,0.0244304230967125,0.0004858267584819
0.041845837174282,0.0071762093160999,0.0101433610973247,0.0114102066317981,0.0185784759297648,0.0009637739215116,0.0261508631242934,0.0063431806908442,0.0946224914698852,0.025536137484173,0.0180992760267904,0.0096887004642833,0.0184955205349526,0.013612174782212,0.0344339885242056,0.0139844003243075,0.0097864870321957,0.0135875041370076,0.0339543233291997,0.0499576892875382,0.044044782069306,0.0362066506800849,0.0134792308702726,0.1149319997829514,0.0099990721852136,0.0092335125389559,0.031419128319425,0.0122822542137178,0.1137487575748517,0.0179021653005502,0.0311077701780348,0.0127562913021803,0.0333728569862818,0.0278771751182868,0.0763083714679561,0.0243855679980735,0.001285981236765
0.041724507657136,0.0081921527640067,0.010523818649107,0.011736153266796,0.0183991135491,0.0021101548922536,0.0262837962689681,0.0059311479746694,0.0904945479723374,0.026624352874744,0.0176707535035738,0.0101413979421205,0.0188508352662322,0.0143095676750493,0.0352525126523043,0.0139113859862102,0.0105069813258604,0.0138261731420672,0.0342292001152036,0.0528851621479425,0.0455372676323475,0.0379047566221502,0.0139449923671489,0.1175962106278872,0.0106039380020023,0.0098209557955423,0.0340517235160982,0.0133756574602503,0.115557837039438,0.0179345583896908,0.0312839656715528,0.0128256620571815,0.0330124055639542,0.0284319436669057,0.0776019764710014,0.0242865250431779,0.0020297278652915
0.0413899068306216,0.0091070490659575,0.0108958330664973,0.0119760810976354,0.018189107770037,0.0031550920055544,0.02638528377675,0.0054696245466467,0.0856377157627321,0.027405108247567,0.0171273832805035,0.0105052138169301,0.0191045948533214,0.0148403952369208,0.0359239283036185,0.0137991904901332,0.0112231170614781,0.0139712940424273,0.034255854227099,0.0552568993262729,0.0468204089855027,0.0393649589572515,0.0143350243056716,0.1189336060313708,0.0111034110142463,0.0103093838217194,0.0360964566487485,0.0142872167942866,0.1169783100002982,0.0179497867121666,0.0313455575693093,0.0128495290892306,0.0326157147009867,0.0288145666256634,0.0787005090225283,0.0241472573012007,0.0027187980884613
0.0408699395975026,0.0099284723163643,0.0112606514893544,0.0121397678822017,0.0179579947532934,0.0040969560448663,0.0264639921388159,0.00498068039878,0.080269250508224,0.0278853307038602,0.0164960797019523,0.0107938623202939,0.0192722801515097,0.0152191322345313,0.036457140205797,0.0136590234141242,0.0119384654496218,0.0140370310433203,0.0340646937736816,0.0570551377099157,0.0479094887597367,0.0405900004849243,0.014656821019293,0.1190556938322304,0.0115056356882998,0.0107036195868868,0.0375750329920408,0.0150343219729811,0.1180229278721773,0.017950551498246,0.0313065093369345,0.0128396065887824,0.0321984211122483,0.029048232735778,0.0796126038065636,0.0239806641856026,0.0033547423190558
0.0401927717736265,0.0106636999738362,0.0116189092344074,0.0122375723486686,0.0177139938225134,0.0049347649477843,0.026527346054484,0.0044843183054867,0.0746181521252708,0.0280778776921539,0.0158036075834167,0.011020169535294,0.0193686344230803,0.0154619125956278,0.0368631066790214,0.0135012705909101,0.0126548669940257,0.0140374319214015,0.0336873969740543,0.0582743194613432,0.048819066326382,0.0415849289608519,0.0149176385262586,0.1180864583024322,0.0118196590749282,0.0110097115464184,0.0385153003242942,0.015635191528433,0.1187069797766412,0.0179384954325367,0.0311808231063035,0.0128069481389685,0.0317746664060272,0.0291561395224167,0.0803486172209899,0.0237983404027623,0.0039389351981269
0.0393861403577144,0.0113195835970574,0.0119706071336286,0.0122801381356546,0.0174639221360414,0.0056682625382628,0.0265814433005378,0.0039980085919793,0.0689172293795997,0.0280008165036784,0.015075930898207,0.0111957898485165,0.0194072657344753,0.0155859212769661,0.0371544024646919,0.013335313898144,0.013372458794589,0.0139860244140497,0.033156056167473,0.0589209665996349,0.049562597470622,0.0423567557751953,0.0151243291443051,0.1161581923819499,0.0120551094440115,0.0112346409296841,0.0389505950213228,0.0161083748788112,0.119047838645382,0.017914324089372,0.0309822792170234,0.0127617367462218,0.0313569142338813,0.0291608462909094,0.0809202517525012,0.0236103820890028,0.0044725883317884
0.0384767175433563,0.011902445602688,0.0123151064530101,0.012278113314669,0.0172131563871936,0.0062979758042278,0.0266310116684086,0.0035363276610665,0.0633950136164365,0.0276766020663921,0.0143376178410498,0.0113309852033149,0.0194003184869498,0.0156088076327083,0.0373447776026561,0.0131693874627582,0.0140897610900686,0.013895462780659,0.032502377820988,0.0590131777841881,0.0501521343780071,0.0429141200079325,0.0152832090183986,0.1134074684381048,0.012221895384979,0.011386038875091,0.0389189835742348,0.0164722835017789,0.1190645271379552,0.0178779516453302,0.030724220058128,0.0127131109520357,0.0309558086267273,0.0290837093398069,0.0813401915897368,0.0234252406762009,0.0049567661075993
