23_80_beat1,23_99_beat2,23_66_beat3,23_66_beat4,23_53_beat5,23_55_beat6,23_55_beat7,23_8_beat8,23_47_beat9,23_54_beat10,23_92_beat11,23_70_beat12,23_70_beat13,23_28_beat14,23_81_beat15,23_81_beat16,23_81_beat17,23_46_beat18,23_22_beat19,23_62_beat20,23_32_beat21,23_32_beat22,23_68_beat23,23_25_beat24,23_59_beat25,23_59_beat26,23_89_beat27,23_79_beat28,23_44_beat29,23_76_beat30,23_76_beat31,23_87_beat32,23_65_beat33,23_2_beat34,23_86_beat35,23_86_beat36,23_86_beat37
0.0374895425122683,0.0124180024556003,0.012651143145386,0.0122418899153923,0.0169656387209277,0.0068252500166801,0.0266794071396373,0.0031107061819741,0.0582678193688468,0.0271311887561698,0.0136113144786422,0.0114344673672235,0.0193582194629506,0.0155481376429054,0.0374487219440195,0.0130104703754219,0.014803815618552,0.0137772318506723,0.0317569547517998,0.0585797670955973,0.0505981072046873,0.0432669662967087,0.0153999583542785,0.109971368964567,0.0123299322883673,0.0114719227312232,0.0384624161098061,0.0167447588521308,0.1187773056619749,0.0178286609400486,0.0304193774238056,0.0126690282038436,0.0305800742018039,0.0289444089644426,0.0816217543852026,0.0232496244730213,0.0053924010457378
0.0364475325040572,0.012871313732701,0.0129768623877676,0.0121813671389372,0.0167239231060637,0.0072522622791477,0.0267286516887682,0.0027292893158829,0.0537322467394475,0.0263931108283836,0.012917296664771,0.0115133016063525,0.0192895011015698,0.0154208996202445,0.0374810437744471,0.0128642155121366,0.015510366950731,0.0136414132859555,0.0309486233419039,0.0576590800639147,0.0509091858114509,0.0434262428907537,0.0154795531004695,0.1059840781374274,0.0123889011823812,0.0115004585298198,0.0376258121825295,0.0169426832907319,0.1182072833264655,0.0177652675161868,0.0300797408783012,0.0126361655111152,0.0302364585956471,0.0287605737891057,0.0817785624905386,0.0230884474929291,0.0057803062171073
0.0353710818433449,0.0132667556835571,0.0132898734360443,0.0121057413287654,0.0164892576073753,0.0075820150273477,0.0267795083050281,0.0023969078740067,0.049958406109791,0.0254925636911711,0.0122731072695743,0.0115728686041419,0.0192007021174386,0.0152430749343896,0.0374564700303048,0.0127349136313837,0.0162040769415867,0.0134965162264815,0.030103915090577,0.0562975359400681,0.0510922179191792,0.0434036243056628,0.0155262259847329,0.1015739139617895,0.0124080429738924,0.0114797542930383,0.0364561021676145,0.0170816388902275,0.1173760518498775,0.0176862776314839,0.0297164632676317,0.0126198563805631,0.0299297171473458,0.0285475041533623,0.0818242357885446,0.0229448246409111,0.0061211834477147
0.0342777546651805,0.0136080172813067,0.0135873238584765,0.0120233252468779,0.0162616973688063,0.0078183115272485,0.0268315900119821,0.0021151559813022,0.0470841200016248,0.0244605148793061,0.0116932831200462,0.0116168802008264,0.0190963431346601,0.0150292820018831,0.0373892746881503,0.0126254915210515,0.016878761903573,0.0133493720718544,0.0292466085292861,0.0545479565035825,0.0511522380439387,0.0432112612236171,0.0155434541984147,0.0968608592970784,0.0123959893144914,0.0114176865941252,0.0350012498115207,0.0171756176016875,0.1163053422270557,0.0175900313619875,0.0293397985246844,0.0126240621552513,0.0296626394799507,0.0283179928227815,0.0817721074399267,0.0228201119329098,0.0064156272081246
0.0331820741538628,0.0138981163398847,0.0138659912461944,0.0119413987380095,0.0160402426544812,0.0079657155595328,0.0268834988492755,0.0018825677517535,0.0452103204031447,0.0233278695266448,0.0111891734433802,0.0116474435751694,0.0189789728030132,0.0147924984207393,0.0372929410577954,0.0125375425778851,0.0175276420571512,0.0132050909784885,0.0283973844011312,0.0524677499663111,0.051092540125598,0.0428615587631145,0.0155339706287304,0.0919546284501356,0.012360629654234,0.0113217607493568,0.0333092827247919,0.0172367849270601,0.115016704225844,0.0174748236958234,0.0289590662829666,0.0126513752059929,0.029436117161826,0.0280822383061916,0.0816349634315372,0.0227139899204045,0.0066641251474674
0.0320954083181891,0.0141394330755387,0.0141223896041005,0.0118660924181475,0.0158229960028993,0.0080294972947933,0.0269329899835963,0.0016948827574996,0.044397813749244,0.0221247106379918,0.010768849115441,0.0116651678328702,0.0188492779700067,0.0145438628236864,0.0371798628720169,0.0124713877899786,0.0181435932588112,0.0130670758049508,0.0275735841530567,0.0501170233717985,0.0509148057805702,0.0423669830076547,0.0154997953453523,0.0869532843566144,0.0123090126284414,0.0111990032544689,0.0314273577177969,0.0172752979812103,0.1135312093901702,0.0173389987815536,0.0285826375283384,0.0127030509515753,0.0292492510373121,0.0278478436196756,0.0814248067070338,0.0226245878967601,0.0068670570797882
0.0310259497565312,0.0143337584988202,0.014352886852746,0.0118023055607101,0.0156073324338756,0.0080155669612554,0.0269771553673702,0.0015453877660031,0.0446655317452973,0.0208796297635287,0.0104370997075207,0.0116693065774529,0.0187062499557788,0.0142925549234533,0.0370610882124702,0.0124261646464049,0.0187193919020462,0.0129370877723676,0.0267890692540794,0.0475566981101552,0.0506192795663755,0.0417398947469589,0.01544228402183,0.0819423999503964,0.0122472788063325,0.011055883641333,0.0294008868333784,0.0172991776909323,0.1118691790116481,0.0171810150317347,0.0282179355575644,0.0127790654107721,0.029099496076097,0.0276198914851241,0.0811526468089025,0.0225486457578654,0.0070246947979361
0.0299787845708513,0.0144823552020132,0.014553829264048,0.0117536588464045,0.0153900767059963,0.0079303974125308,0.0270126207023064,0.0014253203802127,0.0459903266148484,0.0196191589869931,0.010195513251258,0.011657929872724,0.0185473978528185,0.0140457494598384,0.0369461094257526,0.0123999410143214,0.019247945155666,0.012815357050221,0.0260541766667806,0.0448467007828621,0.0502049824972539,0.0409924087398926,0.015362190072545,0.0769947367606826,0.012180621058284,0.0108982618519895,0.0272727477393027,0.0173142339156822,0.1100499393364048,0.0169994813578777,0.0278714468523681,0.0128781948911756,0.0289828407040862,0.0274010856940361,0.0808283162748519,0.0224817095809268,0.0071372053368823
0.028956043588839,0.014586028399283,0.01472166824253,0.0117224820729404,0.0151676818480279,0.0077809362462847,0.0270357489367401,0.0013243188797829,0.0483083068270671,0.0183673106288273,0.0100426318491737,0.0116281190029765,0.0183689990573116,0.0138086374443919,0.0368427012652184,0.0123898505111722,0.019722500237343,0.0127007308269399,0.0253757639749232,0.0420442958755017,0.0496699552280478,0.04013627643096,0.015259737465257,0.0721703948923291,0.0121132683929327,0.0107313565247491,0.0250825988956698,0.0173240415277665,0.1080916069550199,0.0167931671990482,0.027548737086864,0.0129981144615117,0.0288940165722516,0.0271919476758293,0.080460315415783,0.0224183560939512,0.0072046602244907
0.0279571273420237,0.014645205410466,0.0148530846690041,0.0117098362819023,0.014936403567142,0.0075745078171645,0.0270428431806031,0.0012309017420085,0.0515176468896075,0.01714522688416,0.0099741747798364,0.0115761775369649,0.0181663769148778,0.0135845063168766,0.0367568085544722,0.0123922453789016,0.0201368280894058,0.0125908511465337,0.0247573362049385,0.0392026179274679,0.0490115227431606,0.0391827899043015,0.015134701382832,0.0675173722203086,0.0120484890722571,0.0105597292666156,0.0228663157624771,0.017329964983636,0.106010907766737,0.0165609910010402,0.0272544683266109,0.0131355119905046,0.0288267336472035,0.0269910571237146,0.0800556874613362,0.0223524402734301,0.0072270528634174
0.0269789948064282,0.0146600220767715,0.0149451060540347,0.0117155690584061,0.0146924656486553,0.0073187054053422,0.0270303418078725,0.0011329600188627,0.055482745427197,0.0159709378816635,0.0099833196024259,0.0114978523488291,0.0179341953885816,0.0133748694228184,0.0366924837249191,0.0124028623708643,0.0204853784945519,0.0124823548299285,0.0241992452568523,0.036369449680053,0.0482265729545194,0.0381427048950042,0.0149864941184289,0.063072457691505,0.0119886091010612,0.0103872800415748,0.020655559471071,0.0173312286535219,0.1038230330363204,0.0163019932484593,0.0269924145020667,0.0132862147202641,0.0287739344444999,0.0267953257649244,0.0796199263042067,0.0222773593819691,0.0072043255304541
0.0260165047208131,0.0146304147853268,0.0149952120019009,0.0117384010123023,0.0144322120795919,0.0070212739766981,0.0269949986737097,0.0010182459487981,0.0600395524242546,0.0148592234557163,0.0100610309614452,0.0113885584017083,0.0176667609726674,0.0131796345975708,0.0366518736498243,0.0124169967305043,0.0207634052171397,0.0123710880793355,0.0236989520523298,0.0335862797098334,0.0473118422328467,0.0370261808498354,0.0148142537710279,0.0588623747424403,0.0119350427489695,0.0102172492151968,0.0184774841034017,0.0173250301251802,0.101541535834398,0.0160153009461508,0.0267654733905658,0.0134453255349751,0.0287280602658676,0.0266002939140659,0.0791569191307547,0.0221863259042715,0.007136406628266
0.0250627973428822,0.0145562168020949,0.015001423949168,0.0117760406830408,0.0141522423227531,0.0066899843858854,0.0269340418293152,0.0008748418669968,0.0650018417681295,0.0138215713359151,0.0101964263204897,0.0112436012364822,0.017358322613593,0.0129973015644751,0.0366352542952407,0.0124296790171787,0.0209670610800302,0.0122523288057128,0.0232513409763389,0.0308876590600721,0.0462642014846481,0.0358427362924391,0.014616933451285,0.0549050864490714,0.0118883325162699,0.0100522225259144,0.0163545832845011,0.0173066938006827,0.0991782705695717,0.015700090551136,0.0265756745506532,0.0136073662563941,0.0286813215440257,0.0264004402118078,0.0786689260361474,0.0220726411291782,0.0070232578619833
0.0241097037877079,0.0144372574358062,0.0149623757922993,0.0118253243529263,0.0138495269097803,0.0063325004712862,0.0268453048820675,0.0006915946162756,0.0701681711424066,0.0128662225090271,0.0103771676950086,0.0110583912326536,0.0170033610915619,0.012825178253442,0.0366411108440367,0.0124358493608131,0.021093463920263,0.0121210102456918,0.0228490758922469,0.0283008621452228,0.0450809368751102,0.0346012180583137,0.0143933888140472,0.0512111743243197,0.0118481968007315,0.0098941362472006,0.0143046714841096,0.0172698622803146,0.0967433774167221,0.0153555557996085,0.0264241838422316,0.0137664254295259,0.0286259639377592,0.0261894958256136,0.0781565982542946,0.0219299606313737,0.0068649300283178
0.0231481696360892,0.0142734621768912,0.0148773628232545,0.0118823765351113,0.0135215012829052,0.0059562411821978,0.0267273262117375,0.0004585022170192,0.0753292492855375,0.0119982932002925,0.0105898685814818,0.0108286438490463,0.0165968600994258,0.0126596069253701,0.036666260129392,0.0124305237397412,0.0211407350819368,0.0119719399803921,0.0224829869059638,0.025845843480383,0.0437600196421871,0.0333097832826643,0.0141424618188773,0.0477852076504004,0.0118135843552136,0.0097442809880013,0.0123409905187564,0.0172067231768542,0.0942453122817378,0.0149808857443281,0.0263113062501675,0.0139163081524601,0.0285545217319763,0.0259607552898972,0.077619035880374,0.0217525427012131,0.0066616251855365
0.0221686793427105,0.0140649514078176,0.0147463673091806,0.0119427862521988,0.0131661365718862,0.0055682405579172,0.026579412582206,0.0001670414862272,0.0802754213221553,0.0112199622217596,0.0108205056633631,0.0105505602553305,0.0161345520855187,0.0124961920353171,0.0367060114416416,0.0124089471013475,0.0211080125148306,0.011800008990495,0.0221424771071545,0.0235354692720987,0.0423003596387323,0.0319758933152111,0.0138630587079927,0.0446270296520036,0.0117827353452817,0.009603303857814,0.0104724274929451,0.0171082690252104,0.0916909215981838,0.0145752567534121,0.0262364896217379,0.0140506855645586,0.0284600504314029,0.0257073770263614,0.0770538849492945,0.0215354709179597,0.0064137621984355
0.0211616681645801,0.0138121346318986,0.0145700600334996,0.0120017936664369,0.012781986728303,0.0051750089406563,0.0264016652250731,-0.0001895724458806,0.0848039862400861,0.0105307122801918,0.011054825477264,0.0102209830874876,0.0156131327769694,0.0123300229686433,0.03675436104926,0.0123667285962499,0.0209954407011699,0.0116003858609728,0.0218159386998812,0.0213759921882911,0.0407020372998782,0.0306063189728228,0.013554220310694,0.0417329002334748,0.0117532493387271,0.0094712099896942,0.0087038270222865,0.0169645877547342,0.089085559815516,0.0141378403929916,0.0261983325513011,0.014163241657014,0.0283363312049414,0.0254226673734003,0.0764574725068914,0.0212748426065565,0.0061220420885639
0.020117908918538,0.0135157965119868,0.0143497781083923,0.0120544811896428,0.0123682121450324,0.0047823991621605,0.0261949681393551,-0.0006162012466971,0.0887260759069265,0.0099276141293318,0.0112787370071903,0.0098375225566091,0.0150304391658047,0.0121558860350868,0.0368042151058672,0.0122999548728545,0.0208041396043955,0.0113686916905814,0.0214911682398027,0.0193677291569257,0.0389665087137591,0.0292071567024667,0.0132151829621205,0.0390964516739078,0.0117221608269824,0.0093473655538222,0.0070363781929788,0.0167651807069706,0.0864332460004736,0.0136678272106484,0.02619459993717,0.0142478151325558,0.0281780410133545,0.0251003426551823,0.0758249769460339,0.0209679158837968,0.0057875093117481
0.0190288619000482,0.0131771704607061,0.0140874803202476,0.0120959629156307,0.0119245805615311,0.0043954815422455,0.0259609400587461,-0.0011156769217122,0.0918728510195993,0.0094056430680486,0.0114786820989579,0.0093986488548991,0.0143855866358022,0.0119684613217427,0.0368476350120346,0.0122052782642361,0.0205361547087352,0.0111011516921989,0.0211557711212635,0.0175058961224231,0.0370967784489418,0.0277838552984553,0.0128454285832918,0.0367094324882883,0.011686022865742,0.0092305052924092,0.0054680554175092,0.0164993043805076,0.0837368546138028,0.0131644646390102,0.0262222496577612,0.0142985341378173,0.0279808837706185,0.024734764449802,0.0751506294700167,0.0206132093815576,0.0054116050556387
0.017886977769626,0.0127979951936648,0.0137856821306583,0.0121215661047888,0.011451446695814,0.004018431361076,0.0257018531871655,-0.0016887747555589,0.09410080436083,0.0089580180894491,0.0116419766090658,0.008903747757926,0.0136790618600164,0.0117625011284937,0.0368760987838639,0.0120799777615069,0.0201943900802923,0.0107947199326369,0.0207975460174606,0.0157815504453399,0.0350975348480975,0.0263412527909928,0.0124447228202063,0.0345622341606041,0.0116409991371384,0.0091187481625087,0.0039940921649443,0.0161563309839873,0.0809983343096807,0.0126271057144127,0.0262774733574675,0.0143099418369845,0.0277416796524077,0.0243211438039334,0.0744279411947716,0.0202105504961312,0.0049962089004989
0.0166859451228283,0.0123805496455901,0.0134473731818236,0.0121269985333153,0.0109497126515026,0.0036544320422068,0.0254205232982831,-0.0023342637866256,0.0952960037266591,0.0085765548384606,0.0117571162799473,0.0083531375124045,0.0129127691364206,0.0115329877060211,0.0368807715776925,0.0119219918601598,0.0197825262974705,0.0104471742044325,0.0204048406911627,0.0141825910288607,0.0329752427230708,0.0248836229968211,0.012013140581824,0.0326442139644386,0.0115829642206854,0.0090096248101745,0.0026074674299007,0.0157261215447507,0.0782189475847114,0.0120552641847235,0.0263557535211416,0.0142771109930876,0.0274584115550821,0.0238557107323401,0.0736499492163692,0.0197610700836861,0.0045436656970079
0.0154208767519868,0.0119276620274555,0.0130759207101699,0.0121084958197442,0.0104207717177706,0.0033055966733852,0.0251201770474505,-0.0030490302158714,0.0953771537839297,0.00825202431305,0.0118140424250776,0.0077480464884197,0.0120900289738028,0.0112752688784721,0.0368527782633715,0.0117299236297477,0.0193049251149676,0.0100571786935112,0.0199668714858612,0.0126947681095173,0.0307381888604843,0.0234147310048258,0.0115510788367861,0.030943842939358,0.0115076111846072,0.0089001202774245,0.0012993866517297,0.0151994038658668,0.0753995233109502,0.0114486709495454,0.0264519379080686,0.0141957459664861,0.0271302295953129,0.0233358459811499,0.0728094740509922,0.0192671438009473,0.0040567952466591
0.0140884311908978,0.0114426896026303,0.0126749626303543,0.0120629433747609,0.0098664386971082,0.0029729097874964,0.024804303281297,-0.0038282666406202,0.0942974057951635,0.0079745098517073,0.0118043635743757,0.0070905526003525,0.0112155289978824,0.0109851708705919,0.0367834708584398,0.0115030196269151,0.0187665228570858,0.0096243129368595,0.0194739998964513,0.0113026586484132,0.0283964765263302,0.021937896576154,0.0110592570997072,0.0294487198661694,0.0114105648607789,0.008786734567096,5.9741447359289576e-05,0.0145681461950748,0.0725407136444936,0.0108073266715196,0.0265603311017629,0.0140622708117661,0.0267574162955343,0.0227601727653545,0.0718993802848644,0.0187322826505069,0.0035388832682333
0.0126868688816125,0.0109294669679149,0.0122482942035629,0.0119879683944698,0.0092888703357432,0.0026561906314459,0.0244764956970917,-0.0046657178308659,0.0920448945598009,0.0077337553330175,0.0117215302399543,0.0063834870758222,0.0102952286041943,0.0106590882946039,0.036664683759228,0.0112411254773535,0.0181727147703987,0.0091490665620458,0.0189179609106709,0.0099905689964626,0.0259619662680074,0.0204560640952464,0.010538706619946,0.028145498853601,0.0112874984397156,0.0086655625104346,-0.0011224642185615,0.0138259162298935,0.0696432465217948,0.0101315458047837,0.0266748015235543,0.0138739024315666,0.0263413166097509,0.0221286070420038,0.0709128321105061,0.0181609775893611,0.0029936531306297
0.0112160450656519,0.0103922221783603,0.0117997521559398,0.0118819983279831,0.0086904797605573,0.0023540785686678,0.0241402943704985,-0.0055539720297109,0.0886420311394252,0.0075194976694607,0.0115609608900889,0.0056303066781199,0.0093362202029006,0.010294051809762,0.0364889700516738,0.0109446220223807,0.0175292328666289,0.008632800447083,0.0182920392948938,0.0087433335129469,0.023448161742159,0.018971877347938,0.009990749830527,0.0270197796529938,0.0111342504064036,0.0085323928913402,-0.0022587301543784,0.0129682141948647,0.0667081649513888,0.0094219881440575,0.0267889008798569,0.0136287080045301,0.0258842381196393,0.0214423658616823,0.0698435357007232,0.0175585051511084,0.0024252188548083
0.0096773441191915,0.0098354618459922,0.0113330998870713,0.0117442834772444,0.0080738490049913,0.0020640408744949,0.0237990334325697,-0.0064847855370665,0.0841436261877239,0.0073217766589205,0.0113201180513514,0.0048349398660539,0.0083465513230595,0.009887774466291,0.0362498127614396,0.0106143467918246,0.0168420201011682,0.0080776761881513,0.0175911916355076,0.0075469855936859,0.0208700410001656,0.0174877570616981,0.009416972071714,0.0260560064595362,0.0109469384068285,0.0083828251089523,-0.0033607232770026,0.0119927683256342,0.0637370445902574,0.0086796752049902,0.0268959917893134,0.0133256461233316,0.0253893275164842,0.0207039344425141,0.0686859610748251,0.0169307027795158,0.0018380208625975
0.0080735623632975,0.0092638282317698,0.0108519170393884,0.0115748827901167,0.0074416436940738,0.0017824030419169,0.0234557015570762,-0.0074494276693096,0.0786339603896242,0.0071312151641593,0.0109985341937274,0.0040016135182286,0.0073350131945768,0.009438678193369,0.0359418057011755,0.0102515061663409,0.016117104001227,0.0074865570419502,0.0168121136829851,0.0063892856239747,0.0182438355621728,0.016005978857313,0.0088191879254524,0.0252374136307455,0.010722066437022,0.0082123999618116,-0.0044399893587913,0.0108997812737164,0.0607321816718956,0.0079059901761174,0.0269893783795055,0.0129645912436095,0.0248604298594028,0.0199169938022568,0.0674355371978704,0.0162837238584479,0.0012367468103411
0.0064087482422839,0.008681933179591,0.0103594962320103,0.0113746134256079,0.006796533719619,0.0015044018234598,0.0231128209635553,-0.0084390330814633,0.0722229542066963,0.0069392625580507,0.0105977877033517,0.0031346676885197,0.0063109026208849,0.0089459022816512,0.0355607995671214,0.0098575838827047,0.0153604730230536,0.0068628847278971,0.01595325430507,0.0052600982617751,0.0155867616009438,0.0145287490641117,0.0081994046447802,0.0245460466227304,0.0104566217990232,0.0080167395779535,-0.0055077109514984,0.0096921167450621,0.0576967442340909,0.0071026616939218,0.027062434044667,0.0125463411524432,0.0243019370782477,0.0190863120132792,0.0660888154443101,0.0156237831679271,0.0006262405345269
0.0046880100627692,0.0080941753535952,0.0098587492485659,0.0111449662239864,0.0061411232486692,0.0012242615518179,0.0227723494153434,-0.0094449488572274,0.0650416176089829,0.0067383945524287,0.0101214298375536,0.0022383663537769,0.005283764912161,0.008409296024692,0.0351040100865443,0.0094342514862957,0.0145779589343464,0.0062105375333436,0.0150147790514964,0.004151618791053,0.0129167095177434,0.013058275768985,0.0075597851117046,0.0239628747936658,0.0101481585583901,0.00779169025397,-0.0065745063145996,0.0083754170877865,0.0546348807781072,0.0062717331426716,0.0271087203767813,0.0120726072252081,0.0237186318155291,0.0182176033433136,0.0646435981458518,0.014956903656652,1.1402613655570623e-05
0.0029173021532724,0.0075045484970261,0.0093521244607662,0.0108879907156158,0.0054778926712459,0.000935294724709,0.0224356082758293,-0.0104590646435968,0.0572369807642249,0.0065222630677812,0.0095748641228278,0.0013167122519995,0.004263126298432,0.007829397892397,0.034570086267151,0.0089832859375704,0.0137751283578551,0.0055336759665174,0.013998487873826,0.0030584547567889,0.0102518999986801,0.0115968325189626,0.0069026125024458,0.0234680008113053,0.0097948647267143,0.0075334611347434,-0.0076502618919803,0.0069581444798114,0.0515517819647025,0.0054155204381042,0.0271220915487028,0.011545987273443,0.0231155320455174,0.0173173606329269,0.063099030605581,0.014288675000707,-0.0006029137071282
0.0011032003191009,0.0069164492295045,0.0088415368158684,0.0106061546591704,0.0048091541345969,0.0006300282945076,0.0221032381706219,-0.011474115328921,0.0489667180537319,0.0062857908183933,0.0089651802386937,0.0003732737087129,0.003258224537084,0.0072074036857593,0.0339591380859301,0.0085064988476884,0.012957186268246,0.0048365826680059,0.0129076928437602,0.0019775744870622,0.0076105161752832,0.0101468122804792,0.0062302583961031,0.0230409603296969,0.0093956110223618,0.0072387513566732,-0.0087439893786234,0.0054515407241031,0.0484536926854492,0.0045365622083201,0.0270967791295014,0.0109699208241744,0.0224977410570059,0.0163926671596738,0.0614556565664588,0.0136240334641431,-0.0012120074774277
-0.0007473231395531,0.006332493183042,0.0083283113544978,0.0103021842260465,0.004137021185584,0.0003003574395633,0.0217751822831391,-0.0124839472154042,0.0403936799282293,0.0060252068516215,0.0083009450675862,-0.0005889691440259,0.0022777463506798,0.006545126046243,0.0332727242120654,0.0080056807903219,0.0121288937215206,0.0041235033722446,0.011747062701621,0.0009081383040832,0.0050103226818557,0.0087107695650128,0.0055451554673738,0.0226610962368264,0.0089499797674192,0.0069048585337279,-0.009863697779833,0.0038695032998933,0.0453478737863045,0.0036375668569361,0.0270274534041757,0.0103486267482842,0.0218703064342305,0.0154509948797556,0.0597154385500732,0.0129670711768557,-0.0018114323522256
-0.0026271157285446,0.0057543480394675,0.0078131409797378,0.0099788917703756,0.0034633918309454,-6.227132140668382e-05,0.0214506958800681,-0.0134837401931995,0.0316805400401372,0.0057380213930961,0.0075919543117496,-0.0015677520767129,0.0013295798890093,0.0058449474591935,0.0325138015263023,0.0074825628734544,0.0112945014503161,0.0033984953925651,0.0105224416988548,-0.0001487688036112,0.002468283138422,0.0072914490390245,0.0048497752084486,0.0223079847568014,0.008458273195073,0.0065297622769883,-0.0110162711217127,0.002228378097073,0.0422425147849714,0.002721361140309,0.0269092586766651,0.0096870233073489,0.0212380907136013,0.0144999962694588,0.0578817456297303,0.0123208812161706,-0.0023970931104437
-0.0045290448358221,0.0051825913165836,0.007296059077373,0.0096389985932233,0.0027899431274992,-0.00046664609686,0.0211283794084968,-0.0144701799665414,0.0229847492625147,0.005422940940771,0.0068489488951601,-0.0025616226104955,0.0004205896436279,0.0051097685091853,0.0316866392278822,0.0069387963398027,0.0104577002319952,0.0026652894133947,0.0092406504582857,-0.0011904824798338,1.8786224053688145e-07,0.0058917994161222,0.0041466103945386,0.0219618864357463,0.0079215011182976,0.0061121777421215,-0.0122073436019034,0.0005466720418047,0.039146601010845,0.0017908446093794,0.0267378216579899,0.0089906309452576,0.0206056555190582,0.0135472969827437,0.0559593120009466,0.0116874429557499,-0.0029653337642158
-0.0064461758866892,0.0046165996445071,0.0067764275832616,0.0092849602057314,0.0021181343447986,-0.0009215438425165,0.0208062315039857,-0.0154415758189679,0.014453964557529,0.0050797274784019,0.0060833012727311,-0.0035699992070792,-0.0004435797805777,0.0043429526455999,0.0307967011734874,0.0063759494979668,0.0096215881922344,0.0019271693748322,0.0079092764752323,-0.0022131609643759,-0.0023796965684625,0.0045149719455115,0.003438161312535,0.0216041937045894,0.0073413485162398,0.0056515758883296,-0.0134411659003212,-0.0011553085088231,0.0360697405843543,0.000848953591294,0.0265092337676749,0.008265458532819,0.019977160256302,0.0126002961960137,0.0539541701303334,0.0110675501684289,-0.0035130152348485
-0.0083719248394596,0.0040544748969213,0.0062529411853155,0.0089188013324076,0.0014492149180428,-0.0014354532531863,0.0204817175587555,-0.0163979206750787,0.0062220905562628,0.0047090087428716,0.0053066777277174,-0.0045931900448644,-0.0012586658286889,0.0035482681461623,0.0298505007485091,0.0057955198797615,0.0087886545081634,0.0011868740226317,0.0065364614579656,-0.003212222572054,-0.0046589448642287,0.0031643033255611,0.0027269241817341,0.0212178481349864,0.0067201241207886,0.0051481690665348,-0.0147204589762012,-0.0028558852503729,0.0330219584112489,-0.0001013626179146,0.0262200098883541,0.0075178742848276,0.0193562759242879,0.0116659808506771,0.0518735623092849,0.0104607824699647,-0.004037581172923
-0.0103001831829442,0.003493011029905,0.0057236485005122,0.0085419673159279,0.0007842329351563,-0.0020162684880069,0.0201518491638053,-0.0173408913021693,-0.0015939630951698,0.0043120494391028,0.0045306836974943,-0.0056323686835629,-0.0020219121589607,0.0027298273852689,0.0288554330223833,0.0051989582848545,0.007960778376899,0.0004465223865227,0.0051306920121796,-0.0041827983986224,-0.006827247581922,0.0018432833498255,0.002015379768094,0.0207877042291921,0.0060606915467499,0.0046028625760571,-0.0160462547887777,-0.0045324907162543,0.0300134657723572,-0.0010571519204919,0.025867027694705,0.0067544631945861,0.0187461143055579,0.0107507590779694,0.0497258341595096,0.0098655189798202,-0.0045371110524893
-0.0122254152880066,0.0029277039663483,0.0051859912372047,0.0081551977560309,0.0001240398600309,-0.0026709580629605,0.0198132697801532,-0.0182737874209542,-0.0088967430532543,0.0038904958943345,0.0037665000596064,-0.0066895049824084,-0.0027321521242983,0.0018920229897517,0.0278195891942607,0.0045877004142821,0.0071392416575787,-0.0002924358332535,0.0037005992762028,-0.0051201813347074,-0.0088766337648396,0.0005555080074289,0.0013059799719861,0.0203008219283268,0.0053663849358163,0.0040171747797083,-0.0174177267855661,-0.0061621938511129,0.0270544150362969,-0.0020154558891739,0.0254474530221764,0.0059818735357208,0.0181491727243907,0.0098603169689032,0.0475203131145556,0.0092789916335305,-0.0050103601254979
-0.0141427293208764,0.0023528054599336,0.0046368624873659,0.0077584272198098,-0.0005307123711388,-0.0034052157296608,0.0194623424106687,-0.0192014093229487,-0.0156099046794252,0.0034461086347572,0.0030245190601729,-0.0077672507161263,-0.0033898500370291,0.0010394600624316,0.0267515584124701,0.0039632011915915,0.0063247532991722,-0.0010292451269297,0.002254772079416,-0.0060202541635535,-0.0108016340807986,-0.0006953809064605,0.0006011301768766,0.0197466761723137,0.0046409115149901,0.0033931301045294,-0.0188320164699416,-0.0077222542356601,0.0241546494407552,-0.0029732938828339,0.0249586577590154,0.0052066557135114,0.0175672946866758,0.0089995016195927,0.0452671742393308,0.008697374452173,-0.005456786152867
-0.0160479238583493,0.0017614206605068,0.0040726853368296,0.0073507167864893,-0.0011795848306501,-0.0042231027941053,0.0190952358054511,-0.0201298744130176,-0.0216790642845305,0.0029804985441341,0.0023139891054962,-0.0088687804568329,-0.0039970996548646,0.000176883427882,0.0256602219792644,0.0033269666772254,0.005517483533985,-0.0017638453258696,0.0008015870908932,-0.006879881382233,-0.012599378293859,-0.0019057683646735,-9.683461615648989e-05,0.019117277977743,0.00388824393722,0.002733130664149,-0.0202840656392012,-0.0091906895432536,0.0213234577505083,-0.0039276374438737,0.0243981373712495,0.004435097444468,0.0170016469862031,0.0081722321289022,0.0429772950619712,0.008115904264076,-0.0058765630256912
-0.0179375128115163,0.0011456481236505,0.0034895128811581,0.0069302191185411,-0.0018223772628157,-0.0051266939141206,0.0187080067809349,-0.0210663740125037,-0.0270718926684737,0.0024948824787648,0.0016426779106548,-0.0099975894972353,-0.0045575800857677,-0.000690901158482,0.0245545447643042,0.0026805787155339,0.0047171058302967,-0.002496850652298,-0.0006509416932696,-0.0076972513040762,-0.0142696223476973,-0.0030721493856714,-0.0007856813962907,0.0184072069483148,0.0031125057932077,0.0020398132386469,-0.0217664667230895,-0.0105468399017728,0.0185693429308291,-0.004875378718726,0.0237634353664465,0.0036730598350055,0.0164527142064214,0.0073814390390372,0.040662100488566,0.0075290278562702,-0.0062705814684462
