14_23_beat1,14_23_beat2,14_88_beat3,14_88_beat4,14_88_beat5,14_78_beat6,14_78_beat7,14_78_beat8,14_56_beat9,14_56_beat10,14_56_beat11,14_56_beat12,14_21_beat13,14_21_beat14,14_21_beat15,14_57_beat16,14_57_beat17,14_34_beat18,14_34_beat19,14_34_beat20,14_34_beat21,14_43_beat22,14_43_beat23,14_86_beat24,14_86_beat25,14_86_beat26,14_38_beat27,14_38_beat28,14_38_beat29,14_38_beat30,14_40_beat31,14_40_beat32,14_40_beat33,14_33_beat34,14_36_beat35,14_36_beat36,14_99_beat1,14_99_beat2,14_41_beat3,14_41_beat4,14_41_beat5,14_41_beat6,14_24_beat7,14_24_beat8,14_67_beat9,14_67_beat10
-0.089309841820396,-0.0420412831484201,0.0440538193271194,0.0284013763145905,-0.0167581082889877,0.016668526515937,0.0227658017093525,-0.0827306574880852,0.1653955481448554,-0.1428937307065077,0.0986552861025457,0.0325313781421755,-0.1611545223641852,0.0278102921487496,-0.0399360580582793,0.2022625017056921,0.1793833333242982,0.0124163438490219,0.0880207614902167,0.0633462928218257,0.0718945809351729,-0.1917886630617268,0.0033498961288582,0.004597089809025,-0.0655148382861474,-0.06112269647938,0.2659288104228653,-0.0158375442965793,-0.0304886177279606,-0.1091997996705103,-0.183953262796346,-0.1344668529354978,-0.1191952072467759,0.043062853586163,0.0075054727113546,-0.0403983137426547,,,,,,,,,,
-0.0643226940182153,-0.0222398880919618,0.0489488106493518,0.0314767059726285,-0.0142390084864774,0.0315626386787556,0.0255918397156596,-0.0686180797709253,0.1793129496761248,-0.1201906972570704,0.1152631495552435,0.0491612678368652,-0.1460151364013237,0.0437717312075192,-0.0218489896889858,0.2067425798480473,0.1817799858142149,0.0144975461008438,0.1022980854591136,0.0790858040676752,0.0885200438064074,-0.1720757823089428,0.0153696985187988,0.0174828700102307,-0.0538128462939233,-0.0514423927298462,0.2898109488869542,-0.0076419390621642,-0.0149852011442684,-0.0934010606737521,-0.1735518031953486,-0.1190224380052635,-0.1097651617606018,0.0603995861679464,0.0135070640438558,-0.0349738843815284,,,,,,,,,,
-0.0385374487001327,-0.0011129820800751,0.0545690766408039,0.0344635532605585,-0.0114618353097187,0.0456154336826218,0.0283881553105692,-0.0540291808786162,0.1924826901144867,-0.0967570476729064,0.1305437789898791,0.0663874007043546,-0.1306100637107737,0.0592193414503854,-0.003042640208715,0.2110668292031217,0.1845152906950172,0.0167642863864501,0.1155260043574217,0.0946495786108265,0.105812226561653,-0.1532767702610699,0.0280171157922165,0.0303610345646138,-0.0410151270742825,-0.0414159495634849,0.312941797372912,0.0002819628760714,0.0010655701223844,-0.0759067159036877,-0.1622203066391921,-0.1033933905079284,-0.0995454067414715,0.0771767853910982,0.0191488637407525,-0.029490524161887,,,,,,,,,,
-0.0124110367822408,0.0210067397190324,0.0608423005122748,0.037310569057168,-0.0084812622301799,0.0585050527019283,0.0311098648846597,-0.0392232117385749,0.2047480466861227,-0.0730471731394367,0.1442568769193013,0.0839036213120364,-0.1152031770297189,0.0738477957129839,0.0161468194423631,0.2151521613946738,0.1875509912235826,0.0191745403994012,0.1274892943660816,0.1097664966120185,0.1234748486066451,-0.1357039522727431,0.0410826348354446,0.0429679997420815,-0.0273299275715988,-0.0312429508986713,0.3349350282973129,0.0077824499529016,0.0173683025415044,-0.057001349331181,-0.150147452188857,-0.0878538168494659,-0.0887207158957859,0.0930860705429771,0.0243330823913422,-0.0240423109615251,,,,,,,,,,
0.0135898290928748,0.0437573649094119,0.0676802506978635,0.0399706617551202,-0.0053571429463226,0.0699450268390174,0.0337141019032309,-0.0244678514508234,0.2159552037503382,-0.0495247381485213,0.1562046076767585,0.1013925530214573,-0.1000584382270587,0.0873750159841745,0.0353703444699811,0.2189221337750429,0.1908399255791453,0.021679271477819,0.138007058485385,0.12417798903845,0.141197693626379,-0.1196338772507106,0.0543436756178771,0.0550478757180188,-0.0129925234081573,-0.0211288635399524,0.3554413476060072,0.0147206047675131,0.0336149428831164,-0.0370090314889195,-0.1375447371209818,-0.0726687250087128,-0.0774938609481177,0.1078434120965409,0.0289747353213182,-0.0187234882504357,,,,,,,,,,
0.0390015566646725,0.0667566995650816,0.0749790735363576,0.0424021244403281,-0.002153218983429,0.0796932752564877,0.0361612963641738,-0.010030821494714,0.2259594595748472,-0.0266478962378924,0.1662357079188041,0.1185355676663576,-0.0854330784683933,0.099550405694289,0.0542758132225419,0.2223093413765932,0.1943271217395885,0.0242243564383015,0.1469362635645894,0.1376446894162685,0.1586651478574447,-0.1053015529433561,0.0675709894313639,0.0663601444604178,0.0017410949402534,-0.0112786819461428,0.3741574405544382,0.0209739397276303,0.0494941559885906,-0.0162850995022781,-0.1246414437787586,-0.0580877631920917,-0.0660801252124691,0.1211964285169569,0.0330031919493575,-0.0136257310680626,,,,,,,,,,
0.0633763178243953,0.089612179150024,0.0826200227689849,0.0445694581845754,0.0010643684547243,0.0875593693371605,0.0384163153189228,0.003828425928215,0.2346309818070647,-0.0048547632537745,0.174247726049274,0.1350228217162544,-0.0715711566181371,0.1101615739579654,0.0725179703529796,0.2252574097914164,0.1979511968893595,0.0267526778920193,0.1541737229841447,0.1499522489319151,0.1755650348277556,-0.0928964885641283,0.0805353095269495,0.0766866082837905,0.0166014965684313,-0.0018905483765232,0.390832922833811,0.0264392293180252,0.0647008746333678,0.0047934308316328,-0.1116788010015579,-0.0443395242128619,-0.0547011991707204,0.1329303680522127,0.0363631394468062,-0.00883551558734,,,,,,,,,,
0.0862939403941865,0.1119313158858425,0.0904706933584915,0.0464438622798011,0.0042287176874013,0.0934097785342325,0.0404494176781545,0.0168665663869127,0.2418597864902021,0.0154501420368422,0.1801873784867417,0.1505628518147363,-0.0586977530046307,0.1190392889858797,0.089768105099674,0.2277225076208429,0.201646001757557,0.0292062809768228,0.1596565113641086,0.1609161078672567,0.1915973595493747,-0.0825606031955485,0.093013930210899,0.0858373096691821,0.0313137125598864,0.006850341598886,0.4052750839951473,0.0310344440969187,0.0789455602890995,0.0258384141008238,-0.0989035256953094,-0.0316266462695495,-0.0435787437028311,0.1428725887601397,0.0390149501321286,-0.0044317180902341,,,,,,,,,,
0.1073726035953204,0.1333322240892246,0.0983868066747172,0.0480033846307739,0.0072738990486588,0.0971709135011452,0.0422369858770899,0.028863471173262,0.2475596802552895,0.0339078494703928,0.1840491013018846,0.1648912608262587,-0.0470140088228416,0.1260604990984256,0.1057230667383813,0.2296743248639428,0.205342440346178,0.0315284913083249,0.1633608785246125,0.1703850752295088,0.2064825847201316,-0.074387956562579,0.1047969063393829,0.0936551886184962,0.0456054021310527,0.0147772556879563,0.4173513322952677,0.0346997457419808,0.0919627359140314,0.0464616258243883,-0.086560975022697,-0.0201218991332334,-0.0329279295694472,0.1508954168252776,0.0409344758248374,-0.0004835527071364,,,,,,,,,,
0.1262779607329339,0.1534537742940833,0.1062145672465656,0.0492327486931853,0.0101367115456149,0.0988298868640622,0.0437620078690153,0.0396282067527677,0.2516709821452511,0.0502147470324244,0.1858719571513075,0.1777780933186239,-0.036693166962558,0.1311493670301914,0.1201132495501216,0.2310964919934493,0.2089703891187325,0.033665896042186,0.1652998057878933,0.1782436310263267,0.2199690923645674,-0.0684261663232052,0.1156926006334956,0.1000193190851575,0.0592149103816898,0.0217466071326745,0.426989368265793,0.0373975553383946,0.1035183991127116,0.0662858270930273,-0.0748881730055976,-0.0099653920371145,-0.0229512624837404,0.1569173309096073,0.0421123239539971,0.0029510660150872,,,,,,,,,,
0.142730394784375,0.1719649608767235,0.1137935795040967,0.0501228956423498,0.0127583863484786,0.0984330167708521,0.045014294840847,0.0490037581095272,0.2541619244351948,0.0641298474228035,0.1857351262157763,0.1890335893868429,-0.0278777116500866,0.1342763710327733,0.1327092273924823,0.2319864422062801,0.2124606371917062,0.0355701009030877,0.1655194135500389,0.1844129281079085,0.2318395329559263,-0.0646792984985284,0.1255323574080399,0.1048466457763194,0.0718988593682792,0.0276415977223452,0.4341752218104071,0.0391117554807474,0.1134159930141019,0.0849553548301682,-0.0641069941220977,-0.0012629795814309,-0.0138329817066084,0.1609024895538537,0.0425526974557603,0.0058266772449987,,,,,,,,,,
0.1565102048904295,0.1885731208342569,0.1209602781831782,0.0506702998570905,0.0150861562400213,0.0960821986054109,0.0459904323921262,0.056870342541706,0.2550287151937188,0.0754792602561086,0.1837522636057544,0.1985121105329605,-0.020677644724457,0.1354556289477832,0.1433267829403361,0.2323547454270191,0.215746770677273,0.0371991919681625,0.1640944798826292,0.1888505300178544,0.241915826168756,-0.0631119586552353,0.1341741429650128,0.1080922221060316,0.0834389465937098,0.0323746795286473,0.4389493796274404,0.0398461282564205,0.1215006992368144,0.1021457757556035,-0.0544177897832312,0.0059141208810813,-0.0057342790837833,0.1628586876452728,0.0422719015417597,0.0081109155293163,,,,,,,,,,
0.1674606199234107,0.2030307074611831,0.1275517904551138,0.0508761302285128,0.0170746125212404,0.0919293616281501,0.046693475074628,0.0631472524454455,0.2542943244553022,0.084157775659258,0.180065042772006,0.2061141441093065,-0.0151698775956387,0.1347406928060531,0.1518301572475865,0.2322239661045677,0.2187669299009972,0.0385188505247486,0.1611233620345333,0.1915489759106736,0.2500626487015963,-0.0636542725650316,0.1415050592554995,0.1097480249063212,0.09364767280393,0.0358887628737547,0.4414013029527526,0.03962216418742,0.1276619168685536,0.1175721954935811,-0.0459937317404672,0.0115285481975588,0.0012104705950937,0.1628338932463931,0.0412966338491136,0.0097846395819941,,,,,,,,,,
0.1754886346991924,0.2151403965172071,0.1334101134990521,0.0507453375380314,0.0186867796546364,0.0861693055611812,0.0471324056081044,0.0677932316158656,0.2520061269615977,0.0901276213706383,0.1748362238694001,0.2117864065489124,-0.0113986618786198,0.1322191353273494,0.1581334376837349,0.2316271167417304,0.2214653770563199,0.0395030908298346,0.1567226247425846,0.1925333117825135,0.2561893209836622,-0.0662074261152211,0.1474427031452398,0.1098404875358624,0.1023727810984724,0.0381571690089024,0.4416626878825966,0.038476400863717,0.1318338964301738,0.1309958912942777,-0.0389761203516551,0.0155749563107176,0.0068963422256409,0.1609115738971449,0.0396621794350543,0.0108415742716191,,,,,,,,,,
0.180563760211247,0.2247583798975751,0.1383864603512468,0.0502857482121867,0.0198948527220794,0.0790312733823925,0.0473213903423589,0.0708054478892703,0.2482325944122633,0.0934146024708094,0.1682425876435932,0.2155201723803838,-0.009376931019145,0.1280063004421553,0.1622001004723277,0.2306057946639379,0.2237938229473187,0.0401346124670929,0.1510216721819258,0.1918577674247484,0.2602500820667049,-0.070649433704807,0.1519354045153566,0.1084269466593763,0.1095002582605337,0.0391823929819958,0.4398998510169667,0.036457464050315,0.1339946006768719,0.1422290323111812,-0.0334708661640131,0.0180772638777261,0.0112492984994125,0.1572050685568497,0.037410628398604,0.0112875147677271,,,,,,,,,,
0.1827148671023793,0.2317957803886504,0.142345601730962,0.0495072372179701,0.0206805622919623,0.0707696576771248,0.0472788712863257,0.0722171751894364,0.2430592765530148,0.0941019620082447,0.1604680602020392,0.217348047693708,-0.0090883834473655,0.1222386141473988,0.1640408205434123,0.2292081002216248,0.2257124738334741,0.040404779780885,0.144157656587773,0.1896017887862178,0.2622428165997161,-0.0768408200043561,0.1549614293175895,0.105591236812534,0.1149558229025996,0.0389938005027169,0.4363056326828229,0.0336229886723765,0.1341629577900871,0.1511373585145669,-0.0295463016538782,0.0190851816853337,0.0142264415892206,0.1518512951142127,0.0345892222287869,0.0111391602611386,,,,,,,,,,
0.1820253777973272,0.2362181997921454,0.1451700143099678,0.0484210389023145,0.0210351535581831,0.0616542569998033,0.0470265418984097,0.0720943404357526,0.2365843413554143,0.0923224042481297,0.1516973239626861,0.2173394762027926,-0.0104901085485884,0.1150668489816475,0.1637097488591963,0.2274864401672732,0.2271907723134613,0.04031325934385,0.1362708993092634,0.1858656540680615,0.2622063656302362,-0.0846299294762611,0.1565272763132899,0.1014386902245567,0.1187048995071459,0.0376444290505369,0.4310912009104285,0.0300365927587909,0.1323947515671533,0.1576408004124529,-0.0272324180566021,0.0186702288847637,0.0158151451793129,0.1450041024073203,0.0312489166336375,0.0104226583027778,,,,,,,,,,
0.1786271242153246,0.2380434905727107,0.1467636382303181,0.0470392362243743,0.0209589894695659,0.0519604958624416,0.0465882584119837,0.0705311255598461,0.2289139588859642,0.0882487940563797,0.1421101677741207,0.2155953088107884,-0.0135155426507919,0.1066497073182484,0.1612995298727878,0.2254953203898658,0.2282078192386999,0.039867361675575,0.1275010131802298,0.1807659079370801,0.2602166107694897,-0.0938576193354346,0.1566652273077788,0.0960908081984004,0.1207511490761338,0.0352070966942118,0.4244781147155316,0.0257650648946933,0.1287774540763,0.1617121289246064,-0.0265215528907745,0.0169214601034672,0.0160311826688945,0.1368275798277697,0.0274432254371011,0.0091719495518248,,,,,,,,,,
0.1726932320464406,0.2373379160879568,0.1470550495754442,0.0453744484300032,0.0204608092390815,0.0419599993302669,0.0459889404506091,0.0676448419008109,0.2201578109967783,0.0820840825881618,0.131876777607341,0.2122417825765081,-0.0180775442286136,0.0971480398879244,0.1569353852969749,0.2232892277786,0.2287524764526668,0.0390811449494466,0.1179838626123053,0.1744308420230941,0.2563815664301239,-0.1043611426548587,0.1554303300895804,0.0896798667316072,0.1211336926200527,0.0317700424449885,0.4166909678995503,0.0208759059845014,0.1234243471705202,0.163373820868367,-0.0273704809662496,0.0139411239733958,0.0149160057341362,0.1274896278920677,0.023227384192447,0.0074270067232029,,,,,,,,,,
0.1644304169296343,0.2342109328586231,0.1459998673281185,0.0434397170541619,0.0195566929193736,0.0319118745613155,0.0452535139702064,0.0635703127753136,0.210424990543947,0.0740510106423723,0.1211541114176141,0.207424244707393,-0.0240713948003274,0.0867199522082131,0.1507686224735013,0.2209206920994674,0.2288231621635067,0.0379743459926547,0.1078494431204274,0.1669962326649428,0.2508357454135527,-0.1159770868405263,0.1528970017205615,0.0823437053783553,0.1199232201308173,0.0274323307028371,0.4079508865704568,0.0154353403824078,0.1164682998409734,0.1626934049579781,-0.0297037900726155,0.0098404606888488,0.0125333551542694,0.1171560713000156,0.0186578453734697,0.0052320610624772,,,,,,,,,,
0.1540710809850388,0.2288088859988859,0.1435822391607449,0.0412485721859572,0.0182687988785754,0.0220550011901388,0.0444059461902222,0.058454009041406,0.1998205213847138,0.0643821096013861,0.1100834409382141,0.2013009270179071,-0.0313775622726907,0.0755169792043784,0.142969935254751,0.2184386059431975,0.2284273613588882,0.0365712074466007,0.0972207073540384,0.1586015204072618,0.2437340777060627,-0.1285432960610206,0.1491554384839929,0.0742209264381227,0.1172172223362715,0.0222992508591167,0.3984700963211298,0.0095068811933723,0.108055568858018,0.1597776123744665,-0.033418357046448,0.0047358235306887,0.008965403533993,0.1059855636096845,0.0137920909538491,0.0026339051541567,,,,,,,,,,
0.1418655796779371,0.2213079519187955,0.1398152863955725,0.0388152467105779,0.0166239534587325,0.0126015737295314,0.0434684162761442,0.0524481813570582,0.1884426866922477,0.0533104612720336,0.0987890823731454,0.1940370330442858,-0.0398641034758454,0.0636814331993565,0.1337228526699906,0.2158868648459679,0.2275808824934918,0.0348992695663996,0.0862133113838477,0.1493865817315037,0.235245660600879,-0.1418997714743777,0.144308008960859,0.0654467024032585,0.1131346133617435,0.0164779324300058,0.3884477097910612,0.0031505015478811,0.0983399707421931,0.1547656932255026,-0.0383886849689471,-0.0012547211785163,0.0043086380689569,0.0941254912075025,0.0086887241670794,-0.0003196473146298,,,,,,,,,,
0.128074990166056,0.2119066878579922,0.1347404361491948,0.0361549967041935,0.0146521803238172,0.0037320749384142,0.0424606573896208,0.0457052218736239,0.17638130137301,0.0410615993580481,0.087378279954971,0.1857993503444341,-0.049388628596348,0.0513449574487464,0.1232176574911741,0.2133033716247844,0.2263068987378992,0.0329881910736955,0.0749362038475109,0.1394892035408741,0.2255476014195612,-0.155888607245586,0.1384657896306671,0.0561493537310702,0.1078100283129521,0.0100733767191722,0.3780668140632727,-0.0035775702176797,0.0874777341494268,0.1478222757358308,-0.0444728215420862,-0.0080141974500696,-0.0013303085848368,0.0817090350597954,0.0034077813718434,-0.0035810757704989,,,,,,,,,,
0.1129646560831525,0.2008185542508441,0.1284256283944313,0.0332844816168393,0.0123852601949702,-0.0044082079599548,0.0413994957904367,0.0383724686834215,0.1637170078288214,0.0278468444940927,0.0759421536200583,0.1767515495266718,-0.0597997985317419,0.0386282497548657,0.1116460464744875,0.21071942987663,0.2246348175576387,0.0308686563212775,0.0634929328444775,0.1290433266076638,0.214819184987104,-0.1703530803601326,0.131745379415811,0.0464478169353337,0.101388080674951,0.0031850780304842,0.3674928629847893,-0.0106244466525414,0.075623284419201,0.1391301403690668,-0.0515185548758259,-0.0154288480698973,-0.0078386796690866,0.0688534929374891,-0.0019888118561131,-0.0071041866005981,,,,,,,,,,
0.0967987146904176,0.1882647633138762,0.1209624561687169,0.030222157979654,0.0098554087117426,-0.0117110797936235,0.0402986015528143,0.0305876405316025,0.1505216159232162,0.0138582690969999,0.0645575770275835,0.1670502824277036,-0.070938373623134,0.0256418601964223,0.0991967410907654,0.2081595324041378,0.2225990263411539,0.0285714165681173,0.0519835033214088,0.1181780771988492,0.2032365604723731,-0.1851360650381129,0.1242661021721235,0.0364500753924168,0.0940178509560574,-0.0040956289276628,0.3568733061821013,-0.0179396149343269,0.0629261392877621,0.1288832589365246,-0.0593695772454403,-0.0233895515965569,-0.0151012848262078,0.0556599034540649,-0.0074367283721047,-0.0108448298227927,,,,,,,,,,
0.0798357362128343,0.1744677767194398,0.1124623727351588,0.026988644214718,0.0070941502277612,-0.0181057687119594,0.0391684538107147,0.0224750590969542,0.1368594502940494,-0.0007346060064914,0.0532898167461745,0.1568421463926915,-0.082637875988219,0.0124879145415052,0.0860521870612218,0.2056415317870308,0.2202375640769975,0.0261265021630391,0.0405065839954799,0.107017558263501,0.1909681002120599,-0.2000779853137784,0.116147675843493,0.0262525732653726,0.0858478513797061,-0.0116874025186699,0.3463383190898407,-0.0254734832478783,0.0495290116933271,0.1172804123404025,-0.0678713194893693,-0.0317925330665699,-0.0230037011805921,0.0422139477169476,-0.0128687657592017,-0.0147612814825279,,,,,,,,,,
0.0623255281359735,0.1596457286177963,0.1030521682862704,0.0236070205769087,0.0041314486615716,-0.0235577792127676,0.0380165120058092,0.0141427828419639,0.1227896132859155,-0.0157863693337342,0.0421957384122431,0.1462615408743388,-0.0947249653524232,-0.0007374288565372,0.072386408033777,0.2031771629788147,0.2175907695372377,0.0235626305358774,0.0291618405905741,0.0956813250826209,0.1781705400736888,-0.2150145499642605,0.1075083955398155,0.0159405787440667,0.0770216735259968,-0.0195198643164327,0.3360024414273817,-0.0331755404249029,0.0355671287879608,0.1045196530567273,-0.0768761867438056,-0.0405394133612928,-0.0314348582043463,0.0285880368839646,-0.0182145076773479,-0.018814295507165,,,,,,,,,,
0.0445070847926782,0.1440079896275067,0.0928689665937238,0.0201030362703844,0.000995134537911,-0.0280664162205025,0.0368475741737302,0.0056807405473364,0.1083690217935967,-0.0311755958618659,0.0313273704827355,0.1354294072799084,-0.1070196576967108,-0.0139410150179876,0.058364007921624,0.2007728722005184,0.2146999550322917,0.0209068226950286,0.018052163535359,0.0842854278059015,0.1649859693359312,-0.2297745312776934,0.0984638469622428,0.0055894097945933,0.0676744793321001,-0.0275337119800099,0.3259668890926341,-0.0409922519677666,0.0211686926227375,0.0907938221702937,-0.0862479671471431,-0.0495366784660433,-0.0402889174392991,0.0148444277847859,-0.0234002124751351,-0.0229668494109967,,,,,,,,,,
