11_33_beat1,11_46_beat2,11_37_beat3,11_29_beat4,11_71_beat1,11_48_beat2
-0.0124674162921838,0.1544914089956403,-0.0129769232388095,-0.0232398911689734,,
-0.0146373698532942,0.1488084325505253,-0.0127231103741788,-0.023766317217761,,
-0.0165596445341807,0.1430911142058009,-0.0134365948800953,-0.0242816566402358,,
-0.0183173408963853,0.1373413718099528,-0.0151318927021157,-0.0247918704206361,,
-0.0199837539916824,0.1315631220258129,-0.0177866250080045,-0.0253042359136467,,
-0.0216208981465254,0.1257614369526179,-0.021344050937108,-0.0258270223883889,,
-0.023278501996777,0.1199417264414473,-0.0257170341922773,-0.0263690888657328,,
-0.0249934734763398,0.1141089755232298,-0.030793243695172,-0.0269394163553915,,
-0.026789815857069,0.1082670622901948,-0.0364413284760528,-0.0275465908252049,,
-0.0286789621129698,0.1024181779531569,-0.0425177599283215,-0.0281982569376481,,
-0.0306604857896098,0.0965623671403415,-0.0488740025457382,-0.028900565120188,,
-0.0327231412846196,0.0906972024966915,-0.0553636587194338,-0.0296576356414266,,
-0.0348461838028897,0.0848176035580796,-0.0618492348426373,-0.0304710631300133,,
-0.0370009181084445,0.0789158060095867,-0.0682081950414121,-0.0313394838813929,,
-0.0391524247925844,0.0729814836372416,-0.074338004933452,-0.0322582270565135,,
-0.0412614127834967,0.0670020214255973,-0.0801599193963997,-0.033219069797195,,
-0.043286146938414,0.0609629348407706,-0.0856213326471559,-0.0342101148867427,,
-0.0451843993447116,0.0548484282134973,-0.0906965826857887,-0.0352158070085824,,
-0.0469153722083089,0.0486420847218215,-0.0953861817720495,-0.0362170992866299,,
-0.0484415392519378,0.0423276812922649,-0.099714525894282,-0.0371917754764867,,
-0.0497303519561517,0.0358901225398949,-0.1037262144582484,-0.0381149253184964,,
-0.0507557571754434,0.0293164873721397,-0.1074811823082846,-0.0389595623704872,,
-0.0514994739694191,0.0225971794730203,-0.1110489064224777,-0.0396973668043409,,
-0.0519519803039646,0.0157271684261484,-0.1145019971269495,-0.0402995311077032,,
-0.052113165008444,0.0087073015923283,-0.1179095172694187,-0.0407376837566803,,
-0.0519926074220312,0.0015456581501548,-0.1213303914744,-0.0409848633348013,,
-0.0516094569516527,-0.0057410932525371,-0.12480726987122,-0.0410165124078978,,
,,,,-0.1130481217552384,-0.1639544367388982
,,,,-0.1087718150302912,-0.1669171711952773
,,,,-0.1024009834900918,-0.168842024905118
,,,,-0.0937707547913369,-0.1695551333690896
,,,,-0.0827420808448694,-0.1688835441901237
,,,,-0.069211191055059,-0.1666601221975377
,,,,-0.0531183961269979,-0.1627288914030211
,,,,-0.0344557306940718,-0.1569506322785374
,,,,-0.0132729587299212,-0.1492085195006145
,,,,0.0103184687914597,-0.1394135607089566
,,,,0.0361438225592373,-0.1275095836216508
,,,,0.0639660752956082,-0.1134775193684104
,,,,0.0934895312301498,-0.0973387452870797
,,,,0.1243660463712518,-0.0791572803590976
,,,,0.1562036451794941,-0.0590406695532738
,,,,0.188577210133163,-0.0371394473041459
,,,,0.221040805707978,-0.0136451318326835
,,,,0.2531411041166525,0.0112132329340421
,,,,0.2844313124195147,0.0371739062841679
,,,,0.3144849637890004,0.0639485078306196
,,,,0.3429089333715988,0.0912291061381684
,,,,0.3693550741972387,0.1186960983379635
,,,,0.3935299423121112,0.1460266085071537
,,,,0.415202191302192,0.1729031134852748
,,,,0.4342073588542577,0.1990219976440457
,,,,0.4504499301696536,0.2241017421304946
,,,,0.4639027270508603,0.2478904685019136
,,,,0.4746038180754464,0.2701725804547283
,,,,0.4826512610018662,0.2907742793344249
,,,,0.4881960688521068,0.3095677681445969
,,,,0.4914338376579763,0.3264740034621002
,,,,0.4925954907109548,0.3414639031234695
,,,,0.4919375859381108,0.3545579677567602
,,,,0.4897326044554471,0.3658243246059937
,,,,0.4862595940862568,0.3753752515515842
,,,,0.4817954861454909,0.3833622869238038
,,,,0.4766073412464638,0.3899700758088373
,,,,0.4709457140521973,0.3954091451435947
,,,,0.4650392610757188,0.3999078369180912
,,,,0.4590906526294998,0.403703659975467
,,,,0.453273792101793,0.4070343447474142
,,,,0.4477322946324549,0.4101289004022953
,,,,0.4425791341915153,0.4131989795925017
,,,,0.4378973337623448,0.4164308524523859
,,,,0.4337415480857317,0.4199782791936678
,,,,0.4301403721270814,0.4239565495902502
,,,,0.4270992006473716,0.4284379275719075
,,,,0.4246034642773346,0.4334487001966658
,,,,0.4226220743907399,0.4389679830501736
,,,,0.4211109217739655,0.4449283791163808
,,,,0.4200162914307403,0.4512185256554285
,,,,0.4192780766398526,0.4576874943461886
,,,,0.418832698405245,0.4641509354212002
,,,,0.4186156605573253,0.4703987786050786
,,,,0.418563694919879,0.4762042242366362
,,,,0.4186164741971085,0.4813336788820358
,,,,0.4187178917382571,0.4855572133574591
,,,,0.4188169264242921,0.4886590534373038
,,,,0.4188681270637945,0.4904475696421789
,,,,0.4188317635074432,0.490764233078404
,,,,0.4186737009660221,0.4894910597464849
,,,,0.4183650596630676,0.4865561654501422
,,,,0.4178817240220265,0.4819371752046474
,,,,0.4172037642542897,0.4756623568215059
,,,,0.4163148287644029,0.4678094687483847
,,,,0.4152015586046654,0.4585024226573685
,,,,0.413853065758439,0.4479059587709578
,,,,0.4122605058434603,0.4362186142710593
,,,,0.4104167634912475,0.4236643304692236
,,,,0.4083162558048032,0.4104830912657767
,,,,0.405954846579714,0.3969210132563378
,,,,0.4033298520628456,0.3832203172436744
,,,,0.4004401085886336,0.3696096029471345
,,,,0.397286064134557,0.3562948242557677
,,,,0.3938698503100999,0.343451322514557
,,,,0.3901952891368245,0.331217222122503
,,,,0.3862677907427914,0.3196884291384783
,,,,0.3820941042748126,0.3089154026180437
,,,,0.3776818953487902,0.2989017924216436
,,,,0.3730391395527339,0.289604958471648
,,,,0.368173343111893,0.2809383077716359
,,,,0.3630906286667721,0.272775310505094
,,,,0.3577947547769385,0.2649549888789112
,,,,0.3522861681449477,0.2572886154919704
,,,,0.3465612106629409,0.24956731497543
,,,,0.3406116120453733,0.2415702359346114
,,,,0.3344243896122373,0.233072951191622
,,,,0.3279822512816073,0.2238557530329854
,,,,0.321264560426751,0.213711535541881
,,,,0.3142488769476823,0.2024529961357356
,,,,0.3069130423771454,0.1899189400625888
,,,,0.2992377319339224,0.1759795308111036
,,,,0.2912093559496315,0.160540391812272
,,,,0.2828231593807387,0.1435455262051236
,,,,0.2740863436608338,0.1249790776944031
,,,,0.2650210219396753,0.1048660029609344
,,,,0.2556668171052001,0.0832717619862801
,,,,0.2460829206145796,0.0603011555392735
,,,,0.2363494476557822,0.0360964484678321
,,,,0.2265679497480612,0.0108349136713141
,,,,0.2168609787450887,-0.0152740839467746
,,,,0.2073706348734573,-0.0419923688861592
,,,,0.1982560742943865,-0.0690565368717003
,,,,0.1896899974327084,-0.0961818024032631
,,,,0.1818541867889571,-0.1230661037982931
,,,,0.174934210501587,-0.1493944762730472
,,,,0.1691134534071046,-0.1748437116197387
