39_78_beat1,39_78_beat2,39_1_beat3,39_1_beat4,39_49_beat5,39_49_beat6,39_3_beat7,39_3_beat8,39_42_beat9
0.1044262531482887,0.1996578577533737,0.1362391625755443,0.1009934390142371,-0.2017978403711934,0.1182501563506281,-0.0352772283508833,0.1574440227078554,0.1193366887457318
0.1220433454577481,0.2224640039603442,0.1602095107272991,0.1215607425595658,-0.1800569928640319,0.1429253312269286,-0.0308535767493492,0.167859516638563,0.1385242229428707
0.1410003761091558,0.2444455471812708,0.18344955311508,0.1401394835044503,-0.1571397894929116,0.1666097079132677,-0.026670363612803,0.1784006096928367,0.1591172273725237
0.1609862977866285,0.2652477174618215,0.205572626912353,0.1564247442902751,-0.133390154430101,0.1889767550289602,-0.022748359499236,0.1889515253550575,0.1807638006522792
0.1816580852302689,0.2845352991976996,0.2262115733591738,0.1701619914855565,-0.1091725958257852,0.209725316421496,-0.0191039887138153,0.1993888738320165,0.2030778730701765
0.2026496621267821,0.3020009711365968,0.2450280310081575,0.1811532380234805,-0.0848633920489278,0.2285871629531588,-0.0157492868218133,0.2095853445965662,0.2256492877631029
0.2235816213700031,0.3173726713285955,0.2617207363784382,0.1892613640082597,-0.0608415227242091,0.2453333889460979,-0.0126919837442859,0.2194133998355107,0.2480547331808528
0.244071403503476,0.3304197657105768,0.2760325821958309,0.1944125100551717,-0.0374796302303257,0.259779466560822,-0.0099357007779772,0.2287488429900794,0.2698691546172729
0.263743575365237,0.3409578618126304,0.2877562438698754,0.1965965311577589,-0.0151352841866009,0.2717888353485129,-0.0074802455985149,0.2374741490846296,0.2906772451705368
0.2822398473855598,0.3488521741163709,0.2967382467823042,0.195865567408576,0.0058572006114468,0.2812749681160761,-0.0053219857792852,0.2454814596580915,0.3100846088596825
0.2992284831890999,0.3540194102093008,0.3028814082388235,0.1923308493910135,0.0251941704947689,0.2882019146530196,-0.0034542790363253,0.2526751638562167,0.3277282017649003
0.3144127866382625,0.3564282031964325,0.306145646906915,0.1861579098075583,0.0426090737010318,0.2925833798129834,-0.0018679376679908,0.2589740074644161,0.3432856908075885
0.3275383953872826,0.3560981634598955,0.3065472075287296,0.177560417980141,0.0578777819543679,0.2944804407932394,-0.0005517055652386,0.2643126923369623,0.3564834215726029
0.338399162638669,0.3530976610481754,0.3041563979270472,0.166792889322422,0.0708226779133974,0.2939980492036483,0.0005072715587105,0.2686429490295876,0.367102751673203
0.3468414673062946,0.3475404790903296,0.2990939773359704,0.1541425469400086,0.081315433798675,0.2912804956239774,0.0013229988757047,0.2719340847231214,0.3749845796462008
0.3527668549720868,0.3395814994227832,0.2915263688939081,0.1399206266223573,0.0892784469728758,0.2865060370880205,0.0019102205190745,0.2741730258207517,0.3800319769508355
0.356132975471025,0.3294115948618001,0.2816598942640422,0.1244534195689059,0.0946849377875772,0.2798809011808214,0.0022840515388629,0.275363889046934,0.3822109079511966
0.3569528448768773,0.3172519090361052,0.2697342448541354,0.1080733398670233,0.0975577526672627,0.2716328846483654,0.0024596584914444,0.2755271261196059,0.3815490954068503
0.3552925172966515,0.303347705322267,0.256015412596252,0.0911102874237173,0.097966950321014,0.2620047604664999,0.0024519902127326,0.2746982953940322,0.3781331536182223
0.3512673028810504,0.2879619622896093,0.2407883047256017,0.0738835535482536,0.0960262803505604,0.2512476963970421,0.0022755579128422,0.2729265198250876,0.3721041659548474
0.3450367112456248,0.2713688852920918,0.2243492625415265,0.0566944871054918,0.0918886906063695,0.2396148716904636,0.0019442621272731,0.2702726945368368,0.3636519269035845
0.3367983332405499,0.2538474934170029,0.206998694572751,0.0398201047231873,0.0857410218441525,0.2273554584505047,0.0014712631004268,0.2668075093999752,0.3530081004037938
0.3267808984564448,0.2356754287523633,0.1890340203937184,0.0235077891736653,0.077798065283489,0.2147091117383588,0.0008688906597596,0.2626093524503705,0.3404385659979407
0.315236761269995,0.2171231217030866,0.170743102797235,0.007971176424629,0.0682961705697117,0.201901088772119,0.0001485894186895,0.2577621588699469,0.3262352327774235
0.3024340752813463,0.1984484325268735,0.1523983233318067,-0.0066127145388017,0.0574865983894193,0.1891380930620897,-0.0006791048532642,0.2523532676264092,0.3107075994831189
0.2886489154362608,0.1798918754244515,0.1342514297601633,-0.020105102094468,0.0456288134145937,0.1766049140849985,-0.0016045616887577,0.2464713437116168,0.2941743290697463
0.274157599512819,0.1616725167744455,0.1165292544545208,-0.0324058511249833,0.032983909127264,0.1644619070156755,-0.0026190289530849,0.2402044182986778,0.2769550890367176
0.2592294462511455,0.1439846225653196,0.0994303709362781,-0.0434527516106487,0.0198083463278202,0.152843330132042,-0.0037145859538503,0.2336380922704931,0.2593628857650344
0.2441201862525619,0.1269951111066829,0.0831227225978244,-0.0532197842796787,0.0063481718454375,0.1418565302329773,-0.0048840800210098,0.2268539407827707,0.241697092485242
0.2290662137894644,0.1108418456064345,0.0677422241912718,-0.0617145209627642,-0.0071661366174187,0.1315819396447777,-0.0061210500397048,0.219928148177824,0.224237336953732
0.2142798328002407,0.0956327776577943,0.0533923043049974,-0.068974828945427,-0.0205240789883776,0.1220738233118522,-0.0074196407182346,0.2129303939869752,0.2072383774360254
0.1999456086862837,0.0814459279019255,0.0401443273804311,-0.0750650607749722,-0.0335387035357281,0.1133616923183834,-0.0087745117834635,0.2059230021713195,0.1909260555253408
0.1862178894436686,0.0683301649785071,0.0280388083556649,-0.0800719133466847,-0.0460492806272965,0.1054522821757604,-0.0101807466936151,0.1989603572764701,0.1754943732111936
0.1732195063396152,0.0563067192247364,0.0170873127549807,-0.0841001332543929,-0.0579230531346716,0.0983319814470872,-0.0116337657330515,0.1920885829119691,0.1611037010586687
0.1610416089868856,0.0453713445304835,0.0072749204091045,-0.0872682306786416,-0.0690560686492219,0.0919695895297085,-0.013129248399906,0.1853454700573429,0.1478800858575337
0.1497445382696826,0.0354970217398057,-0.001436877810913,-0.0897043433142103,-0.079373127568893,0.0863192816817785,-0.0146630697645579,0.1787606353751561,0.135915591018817
0.1393596002774802,0.0266370815158454,-0.0091069836881595,-0.0915423670084332,-0.088826906655954,0.0813236638190743,-0.0162312549825979,0.1723558832471414,0.1252695726554429
0.129891579695012,0.0187286147567487,-0.0158113261418927,-0.092918442769457,-0.0973963397774587,0.0769168079836757,-0.0178299553784388,0.1661457398730862,0.1159707697971483
0.1213218214907016,0.0116960348890673,-0.0216394483036052,-0.0939678621149141,-0.1050843562744173,0.0730271705483548,-0.0194554483713521,0.1601381236721879,0.1080200690611019
0.1136117112965369,0.0054546584891009,-0.0266911557466704,-0.0948224254687572,-0.1119150926402414,0.0695803082396869,-0.0211041619040343,0.1543351136239275,0.1013937920526515
0.1067063932443224,-8.582187670323367e-05,-0.0310733175522497,-0.0956082623647677,-0.117930704562441,0.0665013211569436,-0.0227727220244175,0.1487337763371141,0.0960473470576161
0.1005385761459456,-0.0050180866570274,-0.0348968926655441,-0.0964440984440094,-0.1231879134241751,0.0637169665496742,-0.0244580200511871,0.1433270137328769,0.0919190844787984
0.0950322930916188,-0.0094342582918699,-0.0382742336361887,-0.097439933429549,-0.1277544237442282,0.0611574019691735,-0.0261572934709343,0.1381043962865732,0.0889341975855447
0.0901064950766746,-0.0134233691609018,-0.0413166992066312,-0.0986960769335804,-0.131705345691496,0.0587575316836344,-0.0278682125125734,0.1330529515844251,0.0870085164795832
0.0856783758445623,-0.0170692860060468,-0.0441325868956843,-0.1003024753376777,-0.1351197497823248,0.0564579462633207,-0.0295889625227984,0.1281578841294846,0.0860520538941679
0.0816663424065826,-0.0204491254445329,-0.0468253774393784,-0.102338253348489,-0.1380774691124942,0.0542054621908154,-0.0313183112292646,0.123403209438433,0.0859721766921659
0.0779925633149783,-0.0236321720570285,-0.0494922657813075,-0.1048713886615715,-0.1406562480532128,0.0519532860959407,-0.0330556499640508,0.1187722930293231,0.0866762967923141
0.0745850446206076,-0.0266792882525254,-0.0522229394696424,-0.1079584380462391,-0.1429293158725051,0.0496608461462999,-0.0348009988715917,0.1142482923469432,0.0880739996191098
0.0713792016727438,-0.0296427845041491,-0.055098555752213,-0.1116442384404706,-0.1449634405923228,0.0472933500623721,-0.0365549678356733,0.1098145064163039,0.0900785565667877
0.0683189135841583,-0.0325667001842541,-0.0581908637793976,-0.1159615172621356,-0.1468174943357444,0.0448211435575109,-0.0383186671616567,0.1054546435738528,0.0926077994906131
0.065357066054059,-0.0354874295673677,-0.0615614180968556,-0.1209303617415542,-0.1485415381084814,0.0422189530970741,-0.0400935648508276,0.1011530217049583,0.0955843686292135
0.0624556067820895,-0.0384346149940749,-0.0652608337833524,-0.126557517132917,-0.15017641257556,0.039465101515124,-0.0418812905042149,0.0968947179522726,0.0989353790981022
0.0595851552145979,-0.0414322199240907,-0.0693280417964248,-0.1328355074312397,-0.1517538025942575,0.0365407836308407,-0.0436833893037774,0.0926656860441689,0.1025915835059291
0.0567242240982713,-0.0444996888427971,-0.0737895148102487,-0.1397415985988671,-0.1532967272757833,0.0334294815727175,-0.0455010328823815,0.088452859563045,0.1064861376660931
0.0538581236370466,-0.0476530990541475,-0.0786584483694517,-0.1472366516905279,-0.1548203941558095,0.0301165866075235,-0.0473346970068899,0.0842442589129831,0.1105531012396619
0.0509776295096763,-0.0509062116982059,-0.0839338986416866,-0.1552639396065641,-0.1563333456188347,0.0265892770561576,-0.049183818755156,0.0800291185807849,0.1147258239755933
0.0480775033099923,-0.0542713360769285,-0.0895998952540221,-0.1637480243231896,-0.1578388180469276,0.0228366820739518,-0.0510464481644058,0.0757980495271492,0.1189353796844829
0.0451549578502978,-0.0577599323770742,-0.0956245643394382,-0.1725938095826948,-0.1593362291382875,0.0188503405915281,-0.0529189110180903,0.0715432491502458,0.1231092131481781
0.0422081599429778,-0.0613828926310994,-0.1019593120201798,-0.181685896130047,-0.160822706102977,0.0146249452516564,-0.054795500423037,0.0672587681198943,0.127170159088723
0.0392348595938636,-0.0651504575731474,-0.1085381316927786,-0.190888372091054,-0.1622945665840014,0.0101593439141703,-0.0566682151329572,0.0629408393422792,0.1310359766161925
0.0362312271926867,-0.0690717471719892,-0.1152771094776589,-0.2000451694674367,-0.1637486651703758,0.0054577566889114,-0.0585265622703255,0.0585882693234419,0.1346195172121558
0.0331909698994046,-0.0731539042462043,-0.122074210666131,-0.2089811083355415,-0.1651835218576685,0.0005311542379082,-0.0603574411836034,0.0542028863278737,0.1378296100644056
0.0301047858689233,-0.0774008728794091,-0.1288094352506913,-0.2175037326370503,-0.1666001556194489,-0.0046012673614993,-0.0621451235698247,0.0497900331224408,0.1405727071526373
0.0269602009392144,-0.0818118556206315,-0.1353454318935161,-0.2254060152192289,-0.1680025569459059,-0.0099105890828328,-0.0638713426300458,0.045359085010264,0.1427552842618814
0.0237418172339265,-0.0863795150163195,-0.1415286562673932,-0.23246997524539,-0.1693977477859427,-0.0153567306398137,-0.0655155008870858,0.0409239668015807,0.1442869458481069
0.0204319867990394,-0.0910880052114345,-0.1471911508820382,-0.2384712090926838,-0.170795395363059,-0.0208871597769747,-0.0670550023338723,0.0365036360933255,0.1450841343920621
0.0170119058452857,-0.0959109374271203,-0.1521530085236527,-0.2431842879254512,-0.1722069672748626,-0.0264358418290294,-0.0684657097065103,0.0321224955046636,0.1450743013690048
0.0134631064757807,-0.1008093982055429,-0.156225559598261,-0.2463889233041778,-0.1736444386221576,-0.0319225234604005,-0.0697225218872231,0.0278106938838743,0.1442003594697621
0.0097693032390815,-0.1057301504584022,-0.1592152946217201,-0.2478767486588471,-0.1751185870257847,-0.0372524418962883,-0.0708000599822091,0.0236042762132256,0.1424252058646879
0.0059185320062105,-0.1106041535935963,-0.1609284971652466,-0.2474585116994908,-0.1766369372791328,-0.0423165438774421,-0.0716734439772341,0.0195451440359362,0.1397360853553127
0.0019054992635835,-0.1153455394223981,-0.1611765210321314,-0.2449714241157879,-0.178201442595798,-0.0469922864707235,-0.0723191356198334,0.0156807926754138,0.1361485511960502
-0.0022659581935819,-0.1198511744113813,-0.1597816004741148,-0.2402863744094851,-0.179806012274682,-0.0511450743539288,-0.072715817789901,0.0120637982996611,0.1317097808741645
-0.0065804189750606,-0.1240009255394581,-0.1565830365557691,-0.2333146818720446,-0.1814340146070569,-0.0546303653323631,-0.0728452764177961,0.0087510370216001,0.1265010144827768
-0.0110085563011165,-0.1276587261313227,-0.1514435594010045,-0.2240140584295168,-0.1830558978125009,-0.0572964483534119,-0.0726932481974302,0.0058026296149493,0.1206389043085358
-0.0155050863293462,-0.130674509508365,-0.144255628390128,-0.2123934530343684,-0.1846270797829688,-0.0589878673240675,-0.0722501961358324,0.0032806186822254,0.1142755952929371
-0.020007123105063,-0.1328870427027431,-0.1349474038953671,-0.1985164817432757,-0.186086258659003,-0.0595494308599276,-0.0715119756585096,0.0012473996141702,0.1075973963085658
-0.0244330732969321,-0.1341276511063227,-0.1234881080159751,-0.1825031951142547,-0.1873542901716738,-0.0588307139756876,-0.0704803567860552,-0.0002360582775775,0.1008219507720215
-0.0286821931084592,-0.1342247795452772,-0.1098924905492133,-0.1645300007875465,-0.1883337639761356,-0.0566909241881513,-0.0691633728395892,-0.001112149215133,0.0941938708623158
-0.0326349125668527,-0.1330092878832746,-0.0942241318212349,-0.144827639205589,-0.1889093900227105,-0.0530039735128539,-0.0675754729977983,-0.0013286619105189,0.0879788612035723
-0.0361540090029863,-0.1303203320876143,-0.0765973466592842,-0.1236771995269163,-0.1889492779595632,-0.0476635717130944,-0.0657374644197593,-0.0008408271677346,0.0824564238002253
-0.0390866823648949,-0.126011637280874,-0.0571775032115697,-0.1014042557489143,-0.1883071585366041,-0.0405881372525613,-0.063676239052288,0.000386703132154,0.0779113044716401
