31_49_beat1,31_9_beat2,31_9_beat3,31_24_beat4,31_24_beat5,31_58_beat6,31_19_beat7,31_26_beat8,31_23_beat9,31_23_beat10,31_68_beat11,31_35_beat12,31_35_beat13,31_20_beat14,31_20_beat15,31_12_beat16,31_44_beat17,31_6_beat18,31_6_beat19,31_60_beat20,31_60_beat21,31_42_beat22,31_42_beat23,31_48_beat24,31_16_beat25,31_37_beat1,31_37_beat2,31_91_beat3,31_18_beat4,31_18_beat5,31_81_beat6,31_98_beat7,31_63_beat8
0.0046162478057108,0.0049043604140034,0.0073994585638875,0.0116484153282857,-0.0049275414494078,0.0027647244824738,-0.0011651773400079,0.0145063395384274,0.0019853145488261,0.0098766575651785,0.0030903167433662,0.0265111281261298,0.0127517911613746,0.0056741246313018,0.0205234576680637,0.0114725416351941,0.0153798397794046,0.001817178464249,-0.0002348063552976,0.0281982447912306,0.0067552920741902,0.0168089455013094,0.0070010388256864,0.0030905353831889,0.0010561749226396,,,,,,,,
0.0041829127621394,0.0045386364816465,0.0068877024564186,0.0113188060758709,-0.0051749103675702,0.0024303539791858,-0.001536223947481,0.0141466300187193,0.0018249274477861,0.0099112619696111,0.0030112515450018,0.0257865494892904,0.0115228632320276,0.0048466036232967,0.0198995826024621,0.0113554381360254,0.0157835750198251,0.0014590559776207,-0.0005146484811049,0.025617149647894,0.006152955245931,0.0163873911805452,0.0065694891141546,0.0027788617219519,0.0004118154025846,,,,,,,,
0.0037692131827904,0.0041007386965064,0.0063304942850031,0.0109413038869004,-0.0054295982178857,0.0021044716589476,-0.0019185690845799,0.013766634733009,0.0016532989284505,0.009888631127611,0.0029314986612801,0.0250566661331793,0.010269503032953,0.0041029272944774,0.0192303346576153,0.0112460328257974,0.0159375972150508,0.0010817817855617,-0.0007975570994308,0.0229842909186367,0.0055205752605096,0.0159395041635583,0.0061483144245187,0.0024582201030782,-0.0002531850714519,,,,,,,,
0.0033743216007059,0.0035901123061563,0.0057318626960884,0.0105135651863766,-0.005698784107719,0.0017855704498481,-0.0023105379699863,0.0133569496375726,0.0014716376445123,0.0098077940734025,0.0028507941214351,0.0243237236558215,0.0090014385975037,0.0034468379967796,0.0185233580598071,0.0111406017443858,0.0158102619642081,0.000687133558704,-0.0010852405835738,0.0203123303562197,0.0048546014277712,0.015465128914896,0.0057391805795183,0.0021316428228383,-0.0009435420821914,,,,,,,,
0.0029966794264329,0.0030081933003923,0.0050968370925983,0.0100339419473244,-0.0059893918425308,0.0014719886266946,-0.0027103923137513,0.0129090367942246,0.0012813539524326,0.0096689103423255,0.0027687986825822,0.0235894465462808,0.0077280278212278,0.002879840453789,0.0177864895534394,0.0110342863973731,0.0153743175311271,0.0002771043330437,-0.0013794394297876,0.0176130163580971,0.0041507451693631,0.0149639156360878,0.0053429017859041,0.0018021270528648,-0.0016630707350751,,,,,,,,
0.0026340566463945,0.0023584328816798,0.0044312753943504,0.0095015451893721,-0.0063078662770197,0.0011619557192793,-0.0031164358465808,0.0124154634062549,0.001084018069682,0.0094731890785305,0.0026850014409034,0.0228549087403563,0.0064579533500128,0.0024012197760289,0.017027346733776,0.0109211717724004,0.0146079031455576,-0.000146089589033,-0.0016818535669471,0.0148971241882023,0.0034042786051042,0.0144353776736863,0.0049594103784807,0.0014725069687431,-0.0024145489054942,,,,,,,,
0.0022836282796181,0.0016462404954493,0.0037416607382056,0.0089162727034272,-0.006659974618475,0.000853629397786,-0.0035271262210656,0.0118701177563353,0.0008813127743027,0.0092227718862941,0.0025986253662171,0.0221204059640805,0.0051989403838684,0.0020081191149441,0.0162529233358359,0.010794385668462,0.0134954698457736,-0.0005800077500664,-0.0019940733575141,0.0121744436737217,0.0026103898880439,0.0138789834728023,0.0045877482065002,0.0011453258788323,-0.0031996294695211,,,,,,,,
0.0019420646184312,0.0008788474126655,0.0030348750590934,0.0082788022805565,-0.0070506415510055,0.0005451223952403,-0.0039411898098971,0.0112683976787557,0.0006749809541086,0.008920585244367,0.0025085396224339,0.0213853362461247,0.0039575139157157,0.0016956732939683,0.0154692130830053,0.0106462208344531,0.0120285922983495,-0.0010219933452709,-0.0023175164162976,0.0094538173843481,0.0017645825887737,0.0132942816560255,0.0042260794064939,0.0008227144055692,-0.0040188022073994,,,,,,,,
0.0016056319599202,6.509640666587292e-05,0.0023179588548482,0.0075905531513537,-0.0074838251922381,0.0002345196575503,-0.0043577353368311,0.0106073670571963,0.0004667681128726,0.0085701697174322,0.0024131833132861,0.0206480962343132,0.0027388095386217,0.001457192307108,0.0146808821704871,0.0104682818782974,0.0102066393727114,-0.0014691912760052,-0.0026533724661946,0.0067432296133537,0.0008631030043508,0.0126810551744234,0.0038717241107867,0.0005062806900954,-0.0048714038023615,,,,,,,,
0.0012703005097371,-0.0007848336120069,0.0015978675244152,0.0068536195555999,-0.0079624385328633,-8.011288667570077e-05,-0.0047763616447584,0.0098858757171835,0.0002583599375681,0.0081754943337019,0.0023105050381668,0.0199060018209854,0.0015464487427723,0.0012843864838676,0.0138910079187326,0.0102516591152565,0.0080372717591232,-0.0019185777022037,-0.0030025584075549,0.004049943476949,-9.662368221149476e-05,0.0120394978631323,0.0035212125280769,0.0001970181295565,-0.0057556723074448,,,,,,,,
0.0009318564179209,-0.0016597562279091,0.0008812353734949,0.0060706813388867,-0.0084883183036229,-0.000400725380668,-0.0051972542955729,0.0091046380426556,5.131524629071146e-05,0.0077407652946705,0.0021979223391778,0.0191552419076047,0.0003824858343835,0.0011676235426592,0.0131008977467212,0.0099871313629651,0.0055367368470598,-0.0023670018995348,-0.0033656855774889,0.0013806803431514,-0.0011155697248643,0.0113704043365797,0.0031703587779331,-0.0001047646539073,-0.0066688407392998,,,,,,,,
0.000586015456846,-0.0025478452959152,0.0001741586007722,0.0052448972052889,-0.0090622403517689,-0.0007292833526621,-0.0056212651934418,0.0082662657673769,-0.0001530049347259,0.0072702385980333,0.0020723047351957,0.0183908738064398,-0.0007525704859636,0.0010962068192876,0.0123099985964043,0.0096653990785819,0.0027299346383333,-0.0028112406516593,-0.0037430408038649,-0.0012581671749331,-0.0021927163135876,0.0106753621697775,0.0028143538382062,-0.0003994880029458,-0.0076072631564784,,,,,,,,
0.0002285366032285,-0.0034370260605113,-0.0005179917751096,0.0043797867435535,-0.0096839777892563,-0.0010677649802983,-0.0060499691217227,0.0073752507624314,-0.000353510805669,0.0067680461562126,0.0019299835333099,0.0176068677318692,-0.00185966197755,0.0010586637428704,0.0115159025274611,0.0092773481246469,-0.0003497661966842,-0.003248064736672,-0.0041345823121372,-0.0038603000445805,-0.003324723219854,0.0099569339032748,0.0024478769442677,-0.0006883172336264,-0.0085665657167181,,,,,,,,
-0.0001446653644589,-0.0043153728928411,-0.0011907170674504,0.0034791075923729,-0.0103523955943085,-0.0014181516267708,-0.006485691077202,0.0064378943483644,-0.0005494576415446,0.0062380445623814,0.0017667909493061,0.0167962060897349,-0.0029410171496771,0.0010430341604368,0.0107144496437789,0.0088143428439939,-0.0036609758476593,-0.0036743163364185,-0.0045399508311232,-0.0064192688977815,-0.0045056786040702,0.0092188157163812,0.002065224731496,-0.0009731494582145,-0.0095418147625843,,,,,,,,
-0.0005374083203362,-0.0051714967684157,-0.0018404897894909,0.0025467341236284,-0.0110655731855824,-0.0017824070404938,-0.0069314986533355,0.0054621807774207,-0.0007405171651004,0.005683694790521,0.0015781302400157,0.0159510409110511,-0.0039999274638938,0.0010371493375528,0.0098999250483157,0.0082685450718989,-0.0071549992836276,-0.0040869954474964,-0.0049584953923548,-0.0089282361548372,-0.0057269487277887,0.0084659597290021,0.0016604573056786,-0.0012565715048958,-0.0105276939007309,,,,,,,,
-0.0009531317053173,-0.0059949062203642,-0.0024647980929921,0.0015865438084955,-0.0118209448931706,-0.0021624411594937,-0.0073911545231875,0.0044575940995521,-0.0009268427969823,0.0051079798299278,0.0013590775552425,0.015062909934705,-0.0050404747813819,0.0010288942702116,0.0090653423644594,0.007633253323654,-0.0107768149144486,-0.0044833526441682,-0.0053893123679972,-0.0113797594943914,-0.0069771437169075,0.0077046478616508,0.0012275602264091,-0.0015417903603642,-0.0115186822407303,,,,,,,,
-0.0013947849394244,-0.0067763268246643,-0.0030621323598949,0.0006023169998712,-0.0126154473326635,-0.0025600554817497,-0.0078690253263046,0.003434879644573,-0.0011091245019028,0.0045133655780484,0.001104515078944,0.0141230087053142,-0.0060672235018637,0.0010064481572911,0.0082028026861186,0.0069032538291145,-0.0144662987604853,-0.0048609848767459,-0.0058312952996139,-0.0137656116542478,-0.0082422106927649,0.006942506998417,0.0007606210646236,-0.001832538491685,-0.0125092263670281,,,,,,,,
-0.0018647143891299,-0.0075079662207518,-0.0036319136285668,-0.0004023447717721,-0.0134456625105837,-0.0029768684040425,-0.0083699449543888,0.0024057537721056,-0.001288628526796,0.0039018082949784,0.0008092937863166,0.0131225128290212,-0.0070848921338981,0.0009585002866863,0.0073039147594016,0.0060751725443731,-0.0181596647606428,-0.005217930423902,-0.0062831921033644,-0.016076650395279,-0.0095056597188798,0.0061884577951021,0.0002540187240739,-0.0021329570885103,-0.0134938991679045,,,,,,,,
-0.0023645484067212,-0.0081837141371141,-0.0041743668200356,-0.0014240777175774,-0.0143079460638517,-0.003414220704413,-0.0088990322976784,0.0013825682585523,-0.0014672171934107,0.0032748096227924,0.0004684228415676,0.01205294144591,-0.0080980194881583,0.0008744409487459,0.0063602598437759,0.0051478149797408,-0.0217910798970653,-0.0055527586921673,-0.0067436653783743,-0.0183027505456853,-0.0107489213912603,0.0054525927339201,-0.0002973769123096,-0.0024474607104875,-0.0144675392981517,,,,,,,,
-0.0028950808558912,-0.0087992697577057,-0.0046903449797898,-0.0024597886482895,-0.0151985313228,-0.003873063319155,-0.0094614658587951,0.0003779385510822,-0.0016473441256186,0.0026335176780673,7.728134799545555e-05,0.0109065502518108,-0.0091106403284411,0.0007445290817027,0.0053638830892361,0.0041224788718057,-0.0252944018884305,-0.0058646503061341,-0.0072113508824262,-0.0204328074598874,-0.0119518279008935,0.0047459827755431,-0.0008979982317324,-0.0027805870676326,-0.0154253657961491,,,,,,,,
-0.0034561548090955,-0.0093521919066498,-0.0051811137387505,-0.0035066596362911,-0.016113601800759,-0.004353831589318,-0.0100622201370765,-0.0005956520791212,-0.0018320208977873,0.0019788701429586,-0.0003681531186795,0.0096767402311399,-0.0101259842334548,0.0005600399765175,0.0043077923904138,0.0030032236079125,-0.0286049781835987,-0.0061534628883802,-0.0076849088595353,-0.0224548180827145,-0.0130932024482003,0.0040804159862057,-0.0015513701684623,-0.0031368357674312,-0.0163630632281143,,,,,,,,
-0.0040465496311706,-0.0098418708201455,-0.005648107708904,-0.0045621236067376,-0.0170493271325387,-0.004856312057846,-0.0107057711909847,-0.0015262579406639,-0.0020247520894763,0.0013117727346402,-0.000871065972296,0.0083584668042685,-0.0111462097393181,0.0003133973690653,0.0031864454942948,0.0017970800577351,-0.0316614387109799,-0.0064197781096109,-0.0081630628852098,-0.0243560422168628,-0.0141515354469191,0.0034680755796727,-0.0022599026353803,-0.0035204999026508,-0.0172768337313326,,,,,,,,
-0.0046638762898211,-0.0102694235903474,-0.0060926723847192,-0.0056238113271747,-0.0180018602636591,-0.0053795095237189,-0.0113957811500647,-0.0024028693594528,-0.0022294370933042,0.0006333040646378,-0.0014335649548163,0.006948633452033,-0.0121721836996789,-1.7054671042652972e-06,0.001996206579135,0.0005141851948838,-0.0344074120080662,-0.006664926006517,-0.0086446212970345,-0.0261232426685417,-0.0151057204617475,0.0029211686517012,-0.0030246912443664,-0.0039354943922114,-0.0181634135207108,,,,,,,,
-0.0053044872665143,-0.0106375185815691,-0.0065158061885102,-0.0066894716526314,-0.018967296666618,-0.0059215232543401,-0.0121347735275709,-0.0032157864053889,-0.0024502386838139,-5.5064145017016e-05,-0.002056446192712,0.0054464540944902,-0.0132033133875176,-0.000390191463958,0.0007357545118993,-0.0008321723509001,-0.0367930954443731,-0.0068909832143371,-0.0091284771292883,-0.0277429988252729,-0.0159358186696775,0.0024515202380214,-0.0038453333777705,-0.0043851850717832,-0.0190200528441672,,,,,,,,
-0.0059634086786573,-0.0109501371134782,-0.0069179175010595,-0.007756868265754,-0.019941599347739,-0.0064794418968865,-0.0129238128524928,-0.0039569498908992,-0.0026914202236747,-0.0007512441001888,-0.0027389765893796,0.0038537695369547,-0.0142374363472454,-0.0008554893029967,-0.0005935735494194,-0.0022256069082633,-0.0387766154328754,-0.0071007426259134,-0.0096135837570348,-0.0292020840529397,-0.0166238181223471,0.0020701499550622,-0.0047197674220029,-0.0048722226864784,-0.0198444600271659,,,,,,,,
-0.0066343029707497,-0.0112122833652855,-0.0072986108446216,-0.0088236574764763,-0.0209204962163475,-0.0070492666253436,-0.0137622032897736,-0.0046202124309438,-0.0029571553471893,-0.0014523198243338,-0.0034787027165802,0.0021753050505175,-0.0152707705554527,-0.001399425408457,-0.0019875176885498,-0.0036467979732153,-0.0403251226314264,-0.0072976530366352,-0.0100989051199667,-0.0304878932635548,-0.0171543534081282,0.0017868501859969,-0.0056441434447437,-0.0053983861622929,-0.0206347120989228,,,,,,,,
-0.0073094706218044,-0.0114296556746921,-0.0076565148808826,-0.0098872528586845,-0.0218993588268955,-0.0076258713703648,-0.0146472214688061,-0.0052015342959166,-0.0032513158976022,-0.0021543597899915,-0.0042712966190239,0.0004188584654336,-0.0162979252033542,-0.0020221191039472,-0.0034387221905927,-0.0050737630303589,-0.0414155796534091,-0.0074857285188362,-0.0105833413431019,-0.0315889033089834,-0.0175153525348432,0.0016097854144046,-0.0066127336983031,-0.0059644397927055,-0.0213891364625272,,,,,,,,
-0.0079798986327171,-0.0116082940903106,-0.0079891626530385,-0.0109446835469527,-0.022873073397015,-0.0082030076099356,-0.0155738986359441,-0.0056990918335321,-0.0035772456823266,-0.0028522677242065,-0.0051104488305711,-0.0014045891772541,-0.0173119704715866,-0.0027218838903925,-0.0049366637388508,-0.0064822390819043,-0.0420352139132261,-0.0076694285348133,-0.0110656326716102,-0.0324951457381012,-0.0176985809126074,0.001545131820991,-0.0076178909873291,-0.0065700092140902,-0.0221061700390781,,,,,,,,
-0.0086353620563396,-0.0117542201029432,-0.0082929316858822,-0.0119924538382767,-0.0238359161962779,-0.008773359202981,-0.0165348664538104,-0.0061132902616261,-0.003937529134735,-0.0035396837947518,-0.0059878183386722,-0.0032808455664349,-0.0183045630786593,-0.0034951400011759,-0.0064676879085288,-0.0078461658173935,-0.04218162486621,-0.0078535110862394,-0.0115442467362564,-0.0331986691726691,-0.0177000570192714,0.0015967746651969,-0.0086500620972658,-0.0072134811866927,-0.0227842041329341,,,,,,,,
-0.0092645825548268,-0.0118730848647235,-0.0085630483420768,-0.0130264122871069,-0.0247814457724896,-0.0093286502237446,-0.0175202792777674,-0.0064466774322468,-0.0043337651316018,-0.0042089464266084,-0.0068930481489527,-0.0051925640755545,-0.0192661231500549,-0.0043363453146864,-0.0080151580116463,-0.0091382582496013,-0.0418625518672296,-0.0080428624517275,-0.0120172560962183,-0.0336939673609454,-0.0175203203716007,0.0017660783731404,-0.0096978621197012,-0.0078919321735464,-0.0234214247682879,,,,,,,,
-0.0098554450357257,-0.0119698418690232,-0.0087936574186323,-0.0140416386991955,-0.0257024239651581,-0.0098598058420953,-0.0185178235561988,-0.0067037604539284,-0.0047663569298455,-0.0048511223907243,-0.0078138534329247,-0.0071193856808246,-0.020186057033637,-0.0052379531417005,-0.0095597170982275,-0.0103306518904734,-0.0410953249560461,-0.0082423082302572,-0.0124822146022033,-0.0339783490707172,-0.0171645394061958,0.0020517408160249,-0.0107482136457763,-0.0086010904535073,-0.0240156592785914,,,,,,,,
-0.0103952700215972,-0.0120484590060539,-0.0089779545625523,-0.0150323572855409,-0.026590776242957,-0.0103571631680545,-0.019512822152411,-0.0068907324946361,-0.0052343293971132,-0.0054561096715832,-0.0087361869587522,-0.0090381637097623,-0.0210530200015223,-0.006190406177345,-0.0110796604415598,-0.0113955994346663,-0.0399060349760143,-0.0084564114405021,-0.0129360422374617,-0.0340522275279131,-0.0166424543413732,0.0024497392143106,-0.0117865524787668,-0.0093353359702396,-0.0245642403557406,,,,,,,,
-0.0108711357903035,-0.0121116831626077,-0.0091083758879755,-0.0159918837115696,-0.0274375996566952,-0.0108107258362254,-0.0204884379215401,-0.007015122308741,-0.0057351843850864,-0.0060128141086892,-0.0096444836255573,-0.0109232676598809,-0.0218552122322066,-0.0071821758879849,-0.012551412162491,-0.0123061947177214,-0.0383284706554106,-0.0086892642892708,-0.013374928609494,-0.033919310133764,-0.0159681575763969,0.0029533707068161,-0.0127970988273828,-0.0100877412841576,-0.0250638984906686,,,,,,,,
-0.0112702407594102,-0.0121608681655867,-0.0091768363684742,-0.0169126128626232,-0.0282332237534516,-0.0112104531606744,-0.0214259768794041,-0.0070853836791578,-0.006264804221679,-0.0065093970928908,-0.0105219825224013,-0.0127469611519622,-0.022580700963795,-0.0081998557240621,-0.0139500958390847,-0.0130370976345912,-0.0364028780297037,-0.0089442808893321,-0.0137942651028766,-0.03358667361555,-0.0151597212472668,0.0035533861629874,-0.0137631900016169,-0.0108501558617778,-0.025510692718152,,,,,,,,
-0.011580293363797,-0.0121958739746391,-0.0091750063072776,-0.0177860528509942,-0.0289673263460805,-0.0115465721590793,-0.0223052868999677,-0.0071104457139482,-0.0068174118887288,-0.0069335878664091,-0.0113511211513851,-0.014479848284746,-0.0232177611759056,-0.0092283148058526,-0.0152501850975369,-0.0135652328938821,-0.0341746015965608,-0.0092239986558489,-0.0141886148340538,-0.0330647153603775,-0.0142386878224776,0.004238211567128,-0.0146676675898519,-0.0116133345321294,-0.0258999878326311,,,,,,,,
-0.0117899140609622,-0.0122150417353171,-0.009094613565876,-0.0186029091279914,-0.0296291023225047,-0.0118098988271726,-0.0231052432518073,-0.0070992475146126,-0.0073855945363499,-0.0072730504115377,-0.0121139924839493,-0.0160913821070598,-0.0237552265587864,-0.0102509161831236,-0.016426216420414,-0.0138704360226357,-0.0316926669488513,-0.0095298963223822,-0.0145517279943148,-0.0323669781010406,-0.0132294447995994,0.0049942475107798,-0.0154933091138304,-0.0123671093081219,-0.0262264838454462,,,,,,,,
-0.0118890323240465,-0.0122152457634137,-0.0089277583221947,-0.0193532205626903,-0.030207479992424,-0.011992153905047,-0.023804307657662,-0.0070602819487045,-0.007960394615125,-0.0075157916953591,-0.0127928515999654,-0.0175504284534761,-0.0241828418748983,-0.0112498005537616,-0.0174535429109854,-0.0139360219230649,-0.0290083616979833,-0.0098622364759133,-0.0148766079989074,-0.0315098519239874,-0.0121585084662052,0.0058062341887059,-0.0162232914088516,-0.0131006019745029,-0.0264843005388739,,,,,,,,
-0.0118692607182295,-0.0121920199181503,-0.008667226947877,-0.0200265470486822,-0.0306913760956446,-0.0120862581276451,-0.0243811432015714,-0.0070011730156028,-0.0085314701524258,-0.0076505953317101,-0.0133706550605058,-0.0188258778285841,-0.0244916071686224,-0.0122062326371793,-0.0183091047251597,-0.0137492544280404,-0.026173865880736,-0.010219940201703,-0.0151556311936148,-0.0305121642505291,-0.0110537442307458,0.0066576669382746,-0.0168416706301538,-0.0138024729588875,-0.0266671167163142,,,,,,,,
-0.011724228495991,-0.0121397523255094,-0.0083067921065985,-0.0206122056678677,-0.0310699778078747,-0.0120865926426417,-0.024815263609,-0.0069283095968177,-0.0090873226481707,-0.0076674626771695,-0.0138316131660807,-0.0198872972224243,-0.0246741037286828,-0.0131010034862102,-0.0189721895547763,-0.0133016995370826,-0.0232409754725686,-0.0106005008383111,-0.0153807198561348,-0.0293946744963279,-0.0099435522210153,0.007531245859453,-0.0173338620016175,-0.0144612001129669,-0.0267683603619427,,,,,,,,
-0.011449858598477,-0.0120519392244235,-0.007841487306852,-0.0210995497746246,-0.0313330381026538,-0.0119892118916047,-0.0250876924852428,-0.0068465553350581,-0.0096155878321326,-0.0075580421252636,-0.0141617331142183,-0.0207056125866662,-0.0247247913703504,-0.01391487817478,-0.0194251551475438,-0.0125894501021896,-0.0202599538802933,-0.010999942952934,-0.0155435650433523,-0.0281794950864974,-0.008856046783123,0.0084093424087386,-0.0176871013372551,-0.0150653792290481,-0.0267814426348291,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0028915118991856,-0.0032898895975881,0.0204032220143312,-0.0426489194891125,0.0007216439020864,-0.0315334063188999,-0.0259645061008058,-0.0069064608820717
,,,,,,,,,,,,,,,,,,,,,,,,,0.0034661532999152,-0.0041914120086842,0.0186364215877363,-0.040350298937862,0.0022306557832712,-0.0320522891036791,-0.0243816750287117,-0.0062869514400682
,,,,,,,,,,,,,,,,,,,,,,,,,0.0040527871300624,-0.005075103722597,0.0167904208199445,-0.037989212598144,0.0038533534585268,-0.0323739987018868,-0.0226332109367259,-0.0055909117107849
,,,,,,,,,,,,,,,,,,,,,,,,,0.0046628804804281,-0.0059186481368609,0.0149371041858969,-0.0355911464630654,0.0055689404731657,-0.0325054858356699,-0.0207464687295573,-0.004825785191767
,,,,,,,,,,,,,,,,,,,,,,,,,0.0053066946925572,-0.0066993853368789,0.0131495763055105,-0.0331812095019821,0.0073552486594556,-0.0324546328769285,-0.0187509770467725,-0.0040003715637665
,,,,,,,,,,,,,,,,,,,,,,,,,0.0059927705085657,-0.0073949988510184,0.0115003419868686,-0.0307835319735287,0.0091893684700426,-0.0322301347874846,-0.0166776402213593,-0.003124665044457
,,,,,,,,,,,,,,,,,,,,,,,,,0.0067275015294745,-0.0079842185463548,0.0100595429936503,-0.0284207322691738,0.0110482823853461,-0.0318414010929654,-0.0145579151726596,-0.0022096537079048
,,,,,,,,,,,,,,,,,,,,,,,,,0.0075148159285786,-0.0084475148892795,0.0088932939292297,-0.0261134628037013,0.012909477703329,-0.0312984783795192,-0.0124229905132559,-0.0012670861192552
,,,,,,,,,,,,,,,,,,,,,,,,,0.008355979794101,-0.0087677592375217,0.0080621541949483,-0.0238800415182504,0.014751517482369,-0.0306119914962745,-0.0103029935701537,-0.0003092132539517
,,,,,,,,,,,,,,,,,,,,,,,,,0.0092495284372456,-0.0089308253239596,0.0076197671012395,-0.0217361718811558,0.0165545517147034,-0.0297931004966419,-0.0082262485821364,0.0006514851741391
,,,,,,,,,,,,,,,,,,,,,,,,,0.0101913249775709,-0.0089261086547508,0.0076116910701317,-0.0196947510460176,0.0183007546611356,-0.0288534693622241,-0.0062186062883201,0.0016025802310592
,,,,,,,,,,,,,,,,,,,,,,,,,0.0111747389340219,-0.0087469431386124,0.0080744416591424,-0.0177657631753967,0.0199746783731349,-0.0278052417371486,-0.0043028617155893,0.0025319693188925
,,,,,,,,,,,,,,,,,,,,,,,,,0.0121909317627911,-0.0083908978011498,0.0090347570654232,-0.0159562529120087,0.0215635164825453,-0.0266610182857642,-0.0024982734235775,0.0034281384266662
,,,,,,,,,,,,,,,,,,,,,,,,,0.0132292315635396,-0.0078599407781856,0.0105090940399277,-0.0142703725591187,0.0230572761116439,-0.0254338299169769,-0.0008201939462994,0.0042804026595679
,,,,,,,,,,,,,,,,,,,,,,,,,0.0142775757028614,-0.0071604627403586,0.012503355933122,-0.0127094956433002,0.024448859069138,-0.0241371010497696,0.0007201822054989,0.0050791179188018
,,,,,,,,,,,,,,,,,,,,,,,,,0.0153229979671615,-0.0063031572569049,0.0150128500315653,-0.0112723890625813,0.0257340562449984,-0.0227845973826308,0.0021159497876415,0.0058158581420081
,,,,,,,,,,,,,,,,,,,,,,,,,0.0163521360617068,-0.005302761113938,0.0180224674774238,-0.0099554358415588,0.0269114612626315,-0.0213903533168507,0.0033645030712962,0.0064835541869071
,,,,,,,,,,,,,,,,,,,,,,,,,0.0173517357490729,-0.0041776630048065,0.0215070758507346,-0.0087529004982309,0.0279823110127689,-0.0199685752864431,0.0044674276175372,0.0070765921447887
,,,,,,,,,,,,,,,,,,,,,,,,,0.0183091295345859,-0.002949394053366,0.0254321118121083,-0.0076572290743249,0.0289502617462906,-0.0185335187488736,0.0054302787098997,0.0075908705185306
,,,,,,,,,,,,,,,,,,,,,,,,,0.0192126703743153,-0.0016420180800433,0.0297543588655429,-0.00665937592471,0.02982111004177,-0.0170993384361432,0.0062622540858272,0.0080238172256184
,,,,,,,,,,,,,,,,,,,,,,,,,0.0200521041864787,-0.0002814431750632,0.0344228931021542,-0.0057491493718624,0.0306024683041528,-0.0156799135607449,0.0069757710430047,0.0083743687436802
,,,,,,,,,,,,,,,,,,,,,,,,,0.0208188687604538,0.0011053211481743,0.0393801775535824,-0.0049155683119152,0.0313034046099369,-0.0142886518831818,0.0075859603609813,0.0086429148718528
,,,,,,,,,,,,,,,,,,,,,,,,,0.0215063107510597,0.0024909352767891,0.0445632834276384,-0.0041472218387293,0.0319340567904306,-0.0129382787142917,0.0081100917416921,0.0088312135113684
,,,,,,,,,,,,,,,,,,,,,,,,,0.0221098166029672,0.0038485027570023,0.0499052140414824,-0.0034326239738992,0.0325052307076776,-0.0116406188681903,0.00856694756639,0.0089422805546933
,,,,,,,,,,,,,,,,,,,,,,,,,0.0226268572744466,0.0051523193902811,0.0553363048529789,-0.0027605556963164,0.0330279927628175,-0.0104063811255758,0.0089761635862491,0.008980260403074
,,,,,,,,,,,,,,,,,,,,,,,,,0.0230569503520508,0.0063785734841365,0.0607856708594085,-0.0021203866889891,0.0335132667860604,-0.0092449557597438,0.0093575565768502,0.0089502828021746
,,,,,,,,,,,,,,,,,,,,,,,,,0.023401546431679,0.0075059748468197,0.0661826710731957,-0.001502369585088,0.0339714455620967,-0.0081642360017647,0.0097304598480556,0.0088583115919652
,,,,,,,,,,,,,,,,,,,,,,,,,0.0236638493842469,0.0085162931068476,0.0714583590704407,-0.000897900009144,0.0344120272864012,-0.0071704739054067,0.0101130876725094,0.0087109906092749
,,,,,,,,,,,,,,,,,,,,,,,,,0.0238485822571115,0.0093947894953943,0.0765468889326841,-0.0002997363725926,0.0348432871429183,-0.006268179899678,0.0105219490672871,0.0085154913661459
,,,,,,,,,,,,,,,,,,,,,,,,,0.0239617120495621,0.0101305301941476,0.081386847321511,0.0002978258102408,0.0352719938433353,-0.0054600734316413,0.0109713298687733,0.008279366278017
,,,,,,,,,,,,,,,,,,,,,,,,,0.0240101474366235,0.0107165735737072,0.0859224848267117,0.0008988293747332,0.0357031802751089,-0.0047470896107245,0.0114728596749326,0.0080104101804327
,,,,,,,,,,,,,,,,,,,,,,,,,0.0240014237196855,0.0111500279933631,0.0901048228346691,0.001505583936049,0.0361399762904152,-0.0041284438291608,0.0120351770534095,0.007716531723533
,,,,,,,,,,,,,,,,,,,,,,,,,0.0239433888933786,0.0114319811795608,0.0938926155752989,0.0021186492908668,0.0365835100835296,-0.0036017531532003,0.0126637025590017,0.00740563506211
,,,,,,,,,,,,,,,,,,,,,,,,,0.0238439037885949,0.0115673064292836,0.0972531502750277,0.0027368744359902,0.0370328825429775,-0.0031632100810888,0.0133605247637494,0.0070855111697359
,,,,,,,,,,,,,,,,,,,,,,,,,0.0237105678474708,0.0115643548776892,0.1001628710631456,0.0033574913682639,0.0374852164678366,-0.0028078012762714,0.0141243999195793,0.006763737204706
,,,,,,,,,,,,,,,,,,,,,,,,,0.0235504802838234,0.0114345467101684,0.1026078141767803,0.0039762612252791,0.0379357796957623,-0.0025295613261097,0.014950861316921,0.0064475817397708
,,,,,,,,,,,,,,,,,,,,,,,,,0.0233700442642072,0.011191877377195,0.1045838430244129,0.0045876686195155,0.038378178141667,-0.0023218496379884,0.0158324301465909,0.0061439134114617
,,,,,,,,,,,,,,,,,,,,,,,,,0.0231748193957413,0.010852357483905,0.1060966719918714,0.0051851582569237,0.0388046116665735,-0.0021776374103,0.0167589159699059,0.005859110690106
