19_22_beat1,19_22_beat2,19_30_beat3,19_81_beat4,19_70_beat5,19_42_beat6,19_16_beat7,19_58_beat8,19_58_beat9,19_46_beat10,19_46_beat11,19_56_beat12,19_56_beat13,19_53_beat14,19_36_beat15,19_9_beat16,19_61_beat17,19_61_beat18,19_26_beat1,19_34_beat2,19_93_beat3,19_20_beat4
-0.0484642628267922,-0.0630225649475025,-0.0535644540594301,-0.0310993472592617,0.0195466961789741,-0.0724301683895937,0.0015218211619474,-0.00112146590882,-0.0309471142974587,-0.0938216569662701,-0.0685553715467102,0.1043185301026814,-0.079361614248894,-0.0828297751151273,-0.0480397157842458,-0.0217318299787196,0.0245267301038751,0.04401746804739,,,,
-0.0415182094222876,-0.0555835837523262,-0.0476277924891746,-0.0277554045747264,0.0250634331822459,-0.0656336169913214,0.012294112627816,0.0029856558439007,-0.0237506848496441,-0.0830150495364476,-0.0589862738818706,0.1131326424796971,-0.0749131411593111,-0.0755738828878609,-0.0466583516281195,-0.0132363069106475,0.0288480738075851,0.0546107157898938,,,,
-0.034248031385588,-0.0477872054250978,-0.0415173299300892,-0.0236868280294775,0.0300642884814275,-0.0582542506939816,0.0225772842007733,0.0067071993995188,-0.0164148369403898,-0.0717152336707528,-0.0488988410706777,0.1219999469047533,-0.0695282219869842,-0.0676027034511862,-0.0445436378097451,-0.0049423037205652,0.0332388995348822,0.0654201823175151,,,,
-0.02677085003995,-0.0397283564221203,-0.0353169141129646,-0.0189146881728845,0.0345270334880336,-0.050396683706958,0.0322521325685836,0.0100189290385644,-0.0090338758682438,-0.0600788579988767,-0.0384435539740286,0.1307924009145054,-0.0632707214975108,-0.0590176705327663,-0.0416744536289327,0.003038399675077,0.0376459803520831,0.0763482087566788,,,,
-0.0192085241853273,-0.0315066303097466,-0.0291109379767129,-0.0134762834763537,0.0384417268255754,-0.0421770636593476,0.0412166298116723,0.0129075354318813,-0.0017027285550398,-0.048266729769555,-0.0277767034748376,0.1393822367991148,-0.0562243083362484,-0.0499343072234626,-0.0380467314274968,0.0106035325738711,0.0420171337939429,0.0872973019456146,,,,
-0.0116845365427163,-0.0232236977035588,-0.0229821974516535,-0.0074247493584206,0.0418101688894197,-0.0337198862688043,0.0493875365290406,0.0153701198836039,0.005485365506233,-0.0364396256503135,-0.0170560989019734,0.1476460131884019,-0.0484903918546634,-0.0404792282923548,-0.0336742807197123,0.0176626060499481,0.046302975007536,0.0981718104373493,,,,
-0.004320847898573,-0.014980700795557,-0.0170098514271518,-0.0008281454397316,0.0446450123410293,-0.0251545496400372,0.0567013689925461,0.0174133898708716,0.0124410625203022,-0.0247542529029813,-0.0064368427511894,0.1554683079587873,-0.0401854582383767,-0.030786802344121,-0.0285890286438608,0.0241387578558019,0.0504584386218486,0.1088794701812201,,,,
0.0027651657429744,-0.0068757284037199,-0.0112675518712002,0.0062319456633776,0.0469685811863427,-0.0166117831006848,0.0631147338930379,0.0190526251464075,0.0190809546967591,-0.013359501606319,0.0039326708337125,0.1627449378621037,-0.0314379142676918,-0.0209956034034616,-0.022840656048422,0.0299701286538273,0.0544440251668131,0.1193328094275208,,,,
0.0094635852108566,0.0009985399199687,-0.0058218018663032,0.0136622553062693,0.0488114599944709,-0.0082200870494335,0.0686040675994411,0.0203104779017332,0.0253293849427055,-0.0023931078544434,0.0139143931888211,0.1693856191193065,-0.0223845672120358,-0.0112447862529107,-0.0164956356732608,0.0351107481121492,0.058226743698865,0.1294504129761556,,,,
0.0156745339174567,0.0085569433360288,-0.0007305871860175,0.0213600326027879,0.0502109204486082,-0.0001023151573744,0.073164836333353,0.0212156710272898,0.0311199892076199,0.0080211770729512,0.0233837758369257,0.1753160129433893,-0.0131668823297921,-0.001670517910142,-0.0096357055790188,0.0395309282977888,0.0617807376239338,0.1391580540339229,,,,
0.0213103978089374,0.015723639369468,0.0039576862371298,0.0292155336817274,0.0512092547059087,0.007627480869214,0.0768102687863381,0.0218016557027422,0.0363969314807224,0.0177758439528747,0.0322323515153642,0.1804791290575499,-0.0039271647625681,0.0075974104360745,-0.0023558355655399,0.0432171792789224,0.0650875949115765,0.1483897070234945,,,,
0.0262976185544497,0.0224335463919728,0.0082049302281971,0.0371147068815196,0.0518520840896099,0.0148668398673343,0.0795697032740715,0.0221052839109306,0.0411158084686364,0.0267812697999124,0.0403696795273924,0.1848360875019391,0.0051951896331922,0.0164386800137064,0.0052382346400981,0.0461716773049679,0.0681363565062636,0.1570884563398345,,,,
0.0305780188804851,0.0286333985021579,0.0119837822209176,0.0449419804955096,0.052186707732579,0.0215272288989968,0.0814866375723577,0.0221655436005647,0.0452442128561871,0.0349667368962273,0.0477246235112192,0.1883662633889591,0.0140672391999858,0.0247451559685455,0.0130327902659364,0.0484113289435716,0.0709232474615938,0.1652073142127072,,,,
0.0341096390180626,0.034282399369871,0.0152776899236795,0.0525830599752408,0.0522605493703409,0.027535868080298,0.0826165713572477,0.0220223947921097,0.0487619554054458,0.0422808399338748,0.0542459591098445,0.191066860055256,0.0225657170328408,0.0324231404230551,0.0209091632703462,0.049966484860375,0.0734511639816614,0.1727099557464264,,,,
0.0368670824955767,0.039352477849409,0.0180806906119867,0.0599276455424269,0.0521197520829236,0.0328370039884205,0.0830247290765233,0.021715734613451,0.0516609566771323,0.0486913168662917,0.0599023363657281,0.1929519728037993,0.0305798269763819,0.0393951155619839,0.0287468694357627,0.0508793644244488,0.0757289560873739,0.1795713714020174,,,,
0.0388413871770373,0.0438281629635549,0.0203969120795441,0.0668719883823312,0.0518079610061475,0.0373926163449831,0.0827837456345239,0.0212845087358616,0.0539448286215846,0.0541843576914415,0.0646816458376856,0.1940512178984262,0.0380135380196951,0.0456009474009161,0.0364267492656475,0.0512022570326362,0.0777705500498732,0.1857784274567344,,,,
0.0400394529188343,0.0477061086847704,0.0222398296139875,0.0733212133242803,0.051365323481731,0.0411825647630337,0.0819713890848509,0.0207659765779683,0.0556281744868931,0.0587634598999717,0.0685898575689591,0.1944080096382265,0.0447873249376224,0.0509985423782571,0.0438340061605708,0.0509955680993268,0.079593957123586,0.1913303143274146,,,,
0.0404830701060403,0.0509943094205672,0.0236313187502758,0.0791913474558697,0.0508277253657471,0.0442042023978806,0.0806683842612562,0.0201951285030665,0.0567356422715026,0.0624479095604063,0.0716494175072084,0.194077572351255,0.050839328236694,0.0555639688122892,0.0508610444877452,0.0503257772655275,0.0812202155895471,0.1962388522259763,,,,
0.0402076034232946,0.0537110550302097,0.0246005470252777,0.0844110067815597,0.0502262717712792,0.046471500718464,0.0789563896312489,0.0196042455060988,0.0573007721877729,0.0652709730305683,0.07389729643286,0.1931247743105849,0.0561259307163746,0.0592910729084963,0.0574100225103306,0.0492633738107531,0.0826723118449571,0.2005286146337542,,,,
0.0392603924609968,0.0558836794817078,0.0251827496082733,0.088922706201618,0.0495870107929656,0.0480137438842795,0.0769161673266724,0.0190225859138222,0.0573646822227433,0.0672778862967764,0.0753827917927016,0.1916218673237157,0.0606217701931748,0.0621906339203472,0.0633950497366375,0.0478808298081601,0.0839741234380363,0.2042368237043423,,,,
0.0376989352193889,0.0575471599444656,0.0254179336581719,0.0926837712250899,0.0489308900488598,0.0488738621296644,0.0746259739605094,0.0184761796253856,0.0569746378492277,0.0685237272942676,0.0761651832053276,0.189646209615165,0.0643192273418235,0.0642891149811358,0.0687439741710346,0.0462506655754947,0.0851494227650312,0.2074129689607761,,,,
0.0355889224005081,0.0587426233499792,0.0253495547344279,0.095666842520639,0.0482739283700318,0.0491064810409379,0.0721601880924158,0.017987708488189,0.056182552273079,0.0690712516944903,0.0763113381741848,0.1872780412233727,0.0672274436196942,0.065627074920314,0.073399721411689,0.0444436547842317,0.0862209748586378,0.210118102334082,,,,
0.0330021897783374,0.0595158154720891,0.0250232057590368,0.0978599763388467,0.0476275787637159,0.0487757677128636,0.0695881795837987,0.01757645148476,0.0550434623800744,0.0689887650705124,0.0758933562867084,0.1845983711241463,0.0693709365317038,0.0662573120732967,0.077321163922096,0.0425272085460308,0.0872097565622755,0.2124237691684144,,,,
0.0300146531597313,0.0599155836775623,0.0244853550985741,0.0992663547891517,0.0469992538833296,0.04795315564402,0.0669734169995355,0.0172582753124084,0.0536140229131019,0.0683480946373381,0.0749863286424039,0.1816870243449745,0.0707878879500166,0.0662428138124799,0.0804835146432544,0.0405639692464549,0.0881343176705247,0.214410546384388,,,,
0.0267042857760024,0.0599924190233131,0.0237821655270626,0.0999036297771689,0.0463929816088823,0.0467150281140358,0.0643728019446564,0.0170456543531426,0.0519510575753594,0.0672227125123219,0.0736662753182269,0.1786208860977329,0.0715281858948329,0.0656545854740886,0.0828782540854986,0.0386106361758271,0.0890102975894325,0.2161661752248902,,,,
0.0231491916918417,0.0597970967056223,0.0229584203747578,0.0998029330086273,0.0458101558852568,0.0451404349865264,0.0618362138995348,0.0169477085352205,0.0501102009791478,0.0656860502742771,0.0720083083045792,0.1754723690237598,0.07165130132577,0.064569429799111,0.0845126139097295,0.0367170364298485,0.0898501039883056,0.2177832961734632,,,,
0.0194258213282347,0.05937944639216,0.0220565773089071,0.0990075917834542,0.0452503465773522,0.0433089107672769,0.0594062457176716,0.0169702526849823,0.0481446599395013,0.0638100321408094,0.0700850515075436,0.1723081195147683,0.0712240794193231,0.0630677432682955,0.0854086525895062,0.0349254464017147,0.0906627530194594,0.2193568166289083,,,,
0.0156073668384287,0.0587872760825676,0.0211159641817184,0.0975715962959254,0.0447121316764815,0.0412984527383888,0.0571181083213419,0.0171158561299721,0.0461041168582384,0.0616638419317374,0.06796533404678,0.169187970125591,0.0703185199346,0.0612313891572055,0.0856019698554314,0.0332701617070308,0.0914538641985413,0.2209809663367833,,,,
0.011762366236694,0.0580654652252856,0.0201721254692419,0.0955578687911145,0.0441939156462532,0.039183707552129,0.0549996830038169,0.0173839160225134,0.0440337921576861,0.0593129276921786,0.0657131590117318,0.1661641375730686,0.0690096140780729,0.059141699169875,0.0851401160549512,0.0317773067673215,0.0922257971675472,0.2227461198141196,,,,
0.0079535362462211,0.0572552352125322,0.0192563222518838,0.0930363881724489,0.0436946989704755,0.0370344033037673,0.0530717007720392,0.0177707516395388,0.0419736771721942,0.0568182378834517,0.0633869377400543,0.1632806598202477,0.0673732962936654,0.0568776465565222,0.0840807600753707,0.0304648696631407,0.0929779124824312,0.2247354873666952,,,,
0.004236845175758,0.0563935983789172,0.0183951836659682,0.0900822254793218,0.043214766032966,0.0349140523292545,0.0513480299461409,0.018269729405983,0.0399579438071309,0.054235674781356,0.0610389700239773,0.1605730612443353,0.065484559178798,0.0545142241242244,0.0824896848189302,0.0293429433243846,0.0937069344302178,0.2270217951322647,,,,
0.0006608290885988,0.0555129804776199,0.0176105034579524,0.086773546034326,0.0427562613201614,0.0328789383075141,0.0498360553748104,0.0188714293410179,0.0380145327833323,0.0516157443956375,0.0587151436894858,0.1580682317359777,0.0634157688198483,0.0521210509518444,0.0804386821443409,0.0284141506572085,0.0944073908187965,0.2296640883863239,,,,
-0.0027338526311367,0.0546410064674664,0.0169191718163952,0.0831896329928266,0.042323627613544,0.0309773901799782,0.0485371347672466,0.0195638629467313,0.0361649184803994,0.0490033779540692,0.0564548227676057,0.1557845035458498,0.0612352067991659,0.049761222343657,0.0780034195138094,0.0276742287555041,0.0950721028066845,0.2327047998774028,,,,
-0.0059146322831137,0.0538004354090071,0.016333230096844,0.0794089845402526,0.0419238843599692,0.0292493353732692,0.047447119491629,0.0203327503148697,0.0344240452771632,0.0464378977546611,0.0542908918202711,0.1537319084969359,0.0590058544622274,0.0474904089747749,0.0752613482205995,0.0271127458016879,0.0956926972325316,0.2361672253178885,,,,
-0.0088570342782271,0.0530092273616925,0.0158600343806213,0.0755075331414841,0.0415667297954291,0.0277261161893651,0.0465569285478289,0.0211618606372905,0.0328004277912351,0.0439530998235968,0.0522499245586367,0.1519125975136162,0.0567844252000411,0.045356203596977,0.0722897180625166,0.0267139234855336,0.09626011460805,0.2400535408466238,,,,
-0.0115444795312058,0.0522807233549569,0.0155025129455083,0.0715570301630394,0.0412644566462548,0.0264305462761331,0.0458531651937001,0.0220334157166132,0.0312964054126566,0.0415774270545184,0.0503524472419172,0.1503214039985979,0.0546206418683117,0.0433977072933221,0.0691637558643042,0.0264575376062135,0.0967650879429537,0.2443434822398204,,,,
-0.0139679149471582,0.0516239186733583,0.0152595025461086,0.067623633017427,0.0410316782908996,0.0253771789597142,0.0453187658974649,0.0229285509264389,0.0299085398434531,0.0393342089917669,0.0486132709467139,0.1489465321861318,0.0525567492997908,0.0416453421948276,0.0659550556826293,0.0263198698213629,0.0971985707992499,0.2489937832646303,,,,
-0.0161252907800093,0.0510438097071444,0.0151261487385103,0.0637667249143215,0.0408848700224519,0.0245727559377773,0.0449336710003159,0.0238278228576571,0.0286281428180436,0.0372419477509744,0.0470418711140622,0.1477703510594492,0.0506272463243553,0.0401208737941796,0.0627302173351049,0.0262746841403138,0.0975520972720584,0.2539384416712851,,,,
-0.018020909571139,0.0505417953078254,0.0150943561559661,0.0600379895701864,0.0408417383167271,0.0240168033099869,0.044675505867146,0.0247117481036466,0.0274419196267311,0.0353146333267303,0.0456427973111793,0.1467702736701435,0.0488588178279038,0.0388376234024816,0.0595497576700217,0.0262942026394174,0.0978180617350209,0.2590898471387664,,,,
-0.0196646708250409,0.0501161147795878,0.0151532754737241,0.0564807550706445,0.0409204395076501,0.0237023419648991,0.0445202605824543,0.0255613537318754,0.0263327123742081,0.0335620753246131,0.0444161004557517,0.145919700749791,0.047270445075277,0.0378008497108952,0.0564673063876331,0.0263500559704644,0.0979899118690193,0.2643407676158467,,,,
-0.0210712357648002,0.0497623061642879,0.0152898146419467,0.0531296127484699,0.0411386776414232,0.02361668067487,0.0444429556270336,0.0263587173243206,0.0252803250166047,0.031990241637724,0.0433577685109994,0.1451890064484957,0.0458736716110897,0.0370082776069282,0.0535290858978111,0.0264141855568761,0.0980622543538654,0.2695671508108807,,,,
-0.0222591366026336,0.0494736701913148,0.0154891627079349,0.0500103086788113,0.0415127190907213,0.0237422625462672,0.0444182806474822,0.0270874732878266,0.024262410147974,0.0306015975147641,0.0424601646544295,0.1445465430205489,0.0446730022735554,0.0364507521053536,0.0507736632722105,0.0264596759888763,0.098030878248243,0.2746316581536558,,,,
-0.0232498548532186,0.0492417270449888,0.0157353151368607,0.0471398974314811,0.0420563682707872,0.0240575383906333,0.0444211935649102,0.0277332625457332,0.0232553953436725,0.0293954406865646,0.0417124640570218,0.1439596404904071,0.0436664138973163,0.0361129952514712,0.0482319523559667,0.0264614981284976,0.097892706114275,0.279387811544235,,,,
-0.0240668933125677,0.0490566548716152,0.0160115899730728,0.0445271402664373,0.042779953994341,0.0245378438029423,0.044427467965588,0.028284104691865,0.0222354247830775,0.0283682296848494,0.0411010866985403,0.1433955769705817,0.042845957809123,0.0359744439503644,0.0459274359594628,0.0263971459155725,0.09764568699634,0.2836846007500284,,,,
-0.0247348663322151,0.0489077006666104,0.0163011245112659,0.0421731231982515,0.043689379129463,0.025156259984386,0.0444141780126668,0.0287306750554758,0.0211792900981735,0.0275139032559518,0.0406101241966242,0.1428224955505053,0.0421984359139529,0.0360101467504871,0.0438765720299526,0.0262471529075721,0.097288648150485,0.287371373388757,,,,
-0.0252786327686575,0.048783555844225,0.0165873424568395,0.0400720644510644,0.0447852868446185,0.0258844414266843,0.0443601119844072,0.0290664736220289,0.0200653231947519,0.026824188984525,0.0402217586174662,0.1422102446783205,0.0417061337508136,0.036191697626052,0.0420893439347394,0.0259954782282384,0.0968211237579482,0.2903028117295167,,,,
-0.0257224952634173,0.0486726904176545,0.016854381958822,0.0382122759207481,0.0460623945070535,0.0266933963577894,0.0442461078887475,0.0292878780356746,0.0188742234388353,0.0262888990987019,0.0399166708804461,0.1415311208072341,0.0413475951578627,0.0364881848041169,0.0405699134609078,0.0256297558189247,0.0962431786871019,0.2923437923318364,,,,
-0.0260894880799066,0.0485636413394386,0.0170874755121517,0.0365772394840512,0.0475090410634803,0.0275542082859934,0.0440553072862079,0.0293940785917883,0.0175897923278554,0.0258962111550404,0.0396744358976118,0.1407604948015878,0.0410984240019521,0.0368671327810808,0.0393173357143267,0.0251414055838772,0.0955552437702923,0.2933739265759466,,,,
-0.026400773388335,0.0484452522078942,0.0172732736495859,0.0351467564607524,0.0491069854796204,0.0284386890877258,0.043773326301878,0.0293868988257146,0.0161995507420804,0.0256329311179097,0.0394739012152126,0.1398773071554596,0.040932098767197,0.0372954160275467,0.038326297540883,0.0245256100196575,0.0947579762417076,0.293291592567438,,,,
-0.0266751625181754,0.0483068632615648,0.0174001056461203,0.0338981273447247,0.05083148276745,0.0293199559306331,0.0433883456397894,0.0292705106608828,0.0146952171719538,0.025484736437234,0.039293545819201,0.1388644213644703,0.0408207857198387,0.037740123665095,0.0375878450751276,0.0237811649721705,0.0938521552520218,0.2920172912383122,,,,
-0.0269287742637161,0.0481384523637428,0.0174581721647281,0.0328073191520907,0.052651650733922,0.030172926005731,0.0428911240534077,0.0290510577980187,0.0130730299068208,0.0254363972146383,0.039111816036248,0.1377088296473324,0.0407361360093194,0.0381693557733647,0.0370900711764206,0.0229102179735422,0.0928386181185948,0.289496190597018,,,,
-0.0271748369329212,0.0479307294952484,0.0174396668540486,0.0318500794347257,0.0545311255089306,0.0309747246684958,0.0422749420216861,0.0287362048876739,0.0113339018975433,0.0254719744771333,0.0389074361375037,0.1364017104279807,0.0406500516201956,0.0385529340659082,0.0368187394517139,0.0219179118545332,0.0917182385979707,0.2856997603130225,,,,
-0.0274236347028076,0.0476751890653024,0.0173388262886645,0.0310029591721856,0.0564289880061395,0.03170500425526,0.0415354842155483,0.028334632897454,0.0094834036024594,0.0255749959101031,0.0386596922884647,0.1349383423209008,0.0405354047759881,0.0388630125038836,0.0367578279056287,0.0208119546978608,0.0904919443761236,0.2806264419976093,,,,
-0.0276825923298846,0.0473641260280434,0.0171519102012466,0.0302442113180431,0.0583009277264628,0.0323461726139872,0.04067067064598,0.0278555029126704,0.0075315762290016,0.0257286110184254,0.0383486897704868,0.1333178845572728,0.0403666954341296,0.0390745769573263,0.0368899816491646,0.0196021394319413,0.0891607675023516,0.274301346175807,,,,
-0.0279564857923351,0.0469906232453004,0.0168771165441507,0.0295545375958551,0.060100595786393,0.0328835322907824,0.0396804471439142,0.0273079114141041,0.0054925849636008,0.0259157294037201,0.0379555847609294,0.1315430385973498,0.0401206320950289,0.0391658271441899,0.0371968702295902,0.0182998372784556,0.087725918900449,0.2667750123933785,,,,
-0.0282477604861529,0.0465485186439152,0.0165144383722159,0.0289176629940525,0.0617810867821357,0.0333053333248969,0.0385665460634621,0.0267003599307109,0.0033842285880892,0.026119147444966,0.0374627932035436,0.1296196098629652,0.0397766224221891,0.0391184385675357,0.0376594507618614,0.0169174887775707,0.0861888765268162,0.2581213115561309,,,,
-0.0285569336255494,0.0460323613608215,0.0160654716963555,0.0283207250010951,0.0632964800200932,0.0336027446673221,0.0373322278922641,0.0260402609734541,0.0012273278773631,0.0263216699167523,0.0368541802299121,0.1275559918922695,0.0393171622085177,0.0389177067633857,0.0382581429512355,0.0154681142544014,0.0845514762509889,0.2484346070560037,,,,
-0.0288830539085109,0.0454373661513457,0.0155331851756176,0.0277544725945459,0.0646033654984145,0.0337697512639885,0.0359820138896867,0.0253335004395992,-0.000954980016946,0.0265062337641012,0.0361152340331879,0.1253625976080278,0.0387281140198169,0.0385525805685991,0.0389729261624822,0.0139648625095402,0.0828159950505869,0.23782632147253,,,,
-0.0292241895895429,0.0447593747882947,0.0149216636835319,0.0272132779551223,0.0656622792948473,0.0338029857273588,0.034521419059575,0.0245840743549849,-0.0031380106556503,0.0266560412164315,0.0352332279246132,0.123051263692109,0.037998870312426,0.0380155950232035,0.0397833718373819,0.0124206124695097,0.0809852174998782,0.2264210771263444,,,,
-0.0295779159984689,0.0439948319809542,0.0142358383346718,0.0266949714158581,0.0664389768707461,0.0337015051459245,0.0329566938001097,0.0237938150026645,-0.0052963326418176,0.0267547085792908,0.0341973734690927,0.1206346542154517,0.0371223997974918,0.0373027176693513,0.0406686267681628,0.010847637852436,0.0790624785923246,0.2143525905730683,,,,
-0.0299417752441277,0.0431407815320907,0.0134812154669051,0.0262005168977012,0.0669054810660978,0.0334665248431946,0.0312945815443421,0.0229622182591644,-0.0074045669582607,0.0267864353886709,0.0329989661264993,0.1181256886799492,0.0360951800891853,0.0364131241936663,0.0416073640244132,0.0092573399670406,0.0770516784435688,0.2017595029661884,,,,
-0.0303136841769375,0.0421948861271859,0.0126636163665867,0.0257335507024272,0.0670408537239892,0.0331011217102598,0.0295420986706289,0.0220863803963628,-0.0094381546911413,0.0267361962360263,0.0316315228295827,0.1155370175332446,0.0349170239690319,0.0353489204583612,0.0425777187607445,0.0076600489533765,0.0749572671331056,0.1887813204239099,,,,
-0.0306922713511779,0.0411554714698246,0.0117889382623763,0.0252998107914264,0.0668316551329175,0.0326099200427767,0.0277063419486628,0.0211610487685154,-0.0113740655568042,0.0265899546450763,0.0300909085904551,0.1128805651180402,0.0335908106513196,0.0341148279525342,0.0435572257780594,0.0060648894471965,0.0727842006300883,0.1755546220304707,,,,
-0.0310771293241397,0.0400215926418827,0.0108629453962947,0.0249064864362253,0.0662720727689762,0.0319987725916492,0.0257943277858543,0.0201787867490004,-0.01319142384873,0.026334895147608,0.0283754467873682,0.1101671560622134,0.0321221369873272,0.0327178486396615,0.0445227746616657,0.0044797031014838,0.0705378712051243,0.1622096693083974,,,,
-0.0314689747004282,0.0387931178071762,0.0098910969277386,0.0245615193533329,0.0653637189768794,0.0312744487972493,0.0238128665140343,0.0191302490765025,-0.0148720334638641,0.0259596664552726,0.0264860055177303,0.1074062364964412,0.0305189063765698,0.0311669232409903,0.045450596672767,0.002911017837177,0.0682240177826635,0.1488675217143041,,,,
-0.0318697144173504,0.0374708219307375,0.0088784161671144,0.0242728872062945,0.0641151150353831,0.0304443409604841,0.0217684738549167,0.0180045594994073,-0.0164007892109824,0.0254546256661103,0.0244260505908731,0.1046056964307299,0.0287908750903945,0.0294725944100056,0.0463162954301532,0.0013640522264125,0.0658486232025119,0.1356377299751517,,,,
