12_42_beat1,12_42_beat2,12_69_beat3,12_69_beat4,12_39_beat5,12_39_beat6,12_60_beat7,12_85_beat8,12_85_beat9,12_29_beat10,12_29_beat11,12_10_beat12,12_10_beat13,12_59_beat14,12_59_beat15,12_68_beat16,12_32_beat17,12_32_beat18,12_32_beat19,12_64_beat1,12_9_beat2
0.0745325335223585,-0.0516735422130604,-0.0808641273915435,-0.2115819779212788,0.1076510535465976,0.0559918786623594,-0.0698048695953967,-0.0671089290632705,-0.0824750569777008,-0.2004319085278516,-0.2122032738193582,0.0089433067483985,-0.2033251710253041,-0.0269763576580896,-0.202516185637802,0.0843949768317078,-0.0051981701092571,0.0142415939778535,-0.0919990501030696,,
0.0845990497823825,-0.0553127141216848,-0.0787140024831035,-0.2210341183227798,0.1143246332959281,0.0594358177214297,-0.0572891719387851,-0.0654682254560098,-0.073971247552808,-0.1988591177513009,-0.194521320349753,0.0076793179121318,-0.1869053276511937,-0.0211381010526979,-0.1907795535276183,0.1033372157320608,-0.0029742079434606,0.0153503490957043,-0.0877612910391143,,
0.0948664230775702,-0.0575631479156716,-0.0752474282198057,-0.2279495425184585,0.1215002283908166,0.0628838989110776,-0.0440407890746362,-0.0626723488356803,-0.0640277959398632,-0.19481539743778,-0.1747868547887225,0.006667020622993,-0.1686077123174772,-0.0148007238651201,-0.1773315811926326,0.1230079721513629,-0.0005997464488381,0.0173249551455329,-0.0822964413076435,,
0.1054730908910137,-0.0582988218136982,-0.070444813676698,-0.2320368476660095,0.1291727086084915,0.0663102597547329,-0.030178635508032,-0.0589352927330203,-0.0526043768967386,-0.1882101011404001,-0.1532287438076434,0.0059702906422226,-0.1485305642961649,-0.0080641236726619,-0.1623107609174169,0.1432248924738307,0.0020556737193205,0.0202341160734649,-0.0755172817358846,,
0.1165387414310411,-0.0574158786272204,-0.0643184329539182,-0.2330656892269647,0.1373162548976709,0.0696903778347892,-0.0158287371239023,-0.0544568439513888,-0.039689820334411,-0.1789997078266972,-0.1301238618641445,0.0056496333126587,-0.1268197984286461,-0.0010378175387834,-0.1458954317159382,0.163803256071459,0.005110245617659,0.0241316511436401,-0.0673604515911402,,
0.1281561792493357,-0.0548375145346171,-0.0569140039786513,-0.2308759006191258,0.1458842483844818,0.0730017336147488,-0.0011226805616626,-0.0494152607290148,-0.0253056751892264,-0.1671922935329173,-0.1057912253948797,0.0057598632870502,-0.10366663295008,0.0061620411284376,-0.1283001094276152,0.1845567977595476,0.0086643593582524,0.0290538873734909,-0.0577905149657938,,
0.1403845810820363,-0.0505184550717758,-0.0483111957233359,-0.2253847749802983,0.154810003280451,0.0762243224451769,0.0138040251057951,-0.0439615386952342,-0.0095088022905243,-0.1528505091962883,-0.0805844821718361,0.0063478161561439,-0.079303737165831,0.0134158261782326,-0.1097705267326411,0.2052990550829156,0.0127959023084282,0.0350174270799958,-0.0468035065456588,,
0.1532445011020756,-0.0444487876709648,-0.0386229596563544,-0.2165921715137936,0.1640083140526358,0.0793410091479529,0.0288137073677195,-0.0382154981975383,0.0076071881607527,-0.1360928419798276,-0.0548830235798216,0.0074501865039193,-0.0540000099261353,0.0206036585026857,-0.0905775624780948,0.2258453035431862,0.0175566129363773,0.0420173948412268,-0.0344297754502762,,
0.1667148790652349,-0.0366569230509913,-0.0279936344410188,-0.2045831494899993,0.1733777506872776,0.0823377288626616,0.0437684164972058,-0.0322638162741005,0.0259117849878614,-0.1170930113212388,-0.0290820566723713,0.0090915889567474,-0.0280541489192596,0.0276085604616245,-0.0710102949628995,0.2460150747217637,0.0229696461098865,0.0500262580645629,-0.0207359586426846,,
0.180732184997433,-0.0272114748488927,-0.0165958351471822,-0.1895278957571252,0.1828036025260004,0.0852035456987309,0.0585319165500299,-0.0261600183225638,0.0452387768143127,-0.0960774398368253,-0.0035820233276801,0.0112829366648459,-0.0017872142352515,0.0343194327882488,-0.0513684563008005,0.2656351831189332,0.0290284407602229,0.0589932999191326,-0.0058259401695124,,
0.195191708530317,-0.0162218790048429,-0.0046262061593216,-0.1716787993761315,0.1921613426559281,0.0879305860240115,0.0729717326797732,-0.0199263442644304,0.0653888023599047,-0.0733208376078177,0.0212222182245711,0.0140202249460415,0.0244655732250535,0.0406337558918922,-0.031954590826742,0.2845431250041805,0.0356969106911346,0.0688448025198605,0.0101593115564181,,
0.2099508783282276,-0.0038376212722822,0.0076998145964906,-0.1513646387577114,0.2013204626736925,0.0905138660302555,0.0869611871200813,-0.013557315739639,0.0861331780066921,-0.0491400391115937,0.0449520308208324,0.0172837960666004,0.050363528113993,0.0464599345898576,-0.0130662267999605,0.3025906628555084,0.0429109109370313,0.0794849721982568,0.0270430910753855,,
0.2248343856692184,0.0097539987502821,0.0201540102916071,-0.1289819773323522,0.2101485134172357,0.0929510339306159,0.1003813458137368,-0.0070247570594271,0.1072188661506237,-0.0238863268415391,0.0672550565953633,0.0210381441466822,0.0755694007324642,0.0517192245337546,0.0050116431477496,0.3196473766532678,0.0505808700423089,0.090797608234649,0.0446154989529624,,
0.2396407939374949,0.0243315681338305,0.0325019196153647,-0.1049840060487812,0.2185151822938941,0.0952420465885589,0.1131227968473907,-0.0002839646712367,0.1283743930591123,0.0020634439309522,0.0878143393372054,0.0252322972236219,0.0997581803307798,0.0563471991952641,0.022013508967506,0.3356039514386023,0.0585954262745542,0.1026484826588337,0.0626371372341841,,
0.2541502486259807,0.0396446495231444,0.0445096002064179,-0.079867216640559,0.226296242311601,0.0973887995764898,0.1250871903985125,0.0067193217419782,0.1493164827014311,0.0283165458657653,0.1063562117264992,0.0298007871554856,0.1226255039092826,0.0602947370693645,0.0376994987508796,0.3503749799745857,0.0668258649770856,0.1148883631607501,0.0808438602039722,,
0.2681328638428212,0.0554201035626092,0.0559503187692463,-0.0541564273049861,0.2333772207514671,0.0993947292891662,0.1361884864900001,0.0140415188613216,0.1697571454052063,0.0544744995065746,0.122656716008191,0.0346651883370433,0.1438953877698585,0.0635285283400708,0.051860577356087,0.3639010877295537,0.0751311261897927,0.1273565760609655,0.0989524349780159,,
0.2813573519599199,0.0713694162368244,0.0666108756374458,-0.0283887959720508,0.2396566548748659,0.1012644057066959,0.1463538787325639,0.0217337521633639,0.1894109483791657,0.0801432011963481,0.13654639928134,0.0397361752334163,0.1633270253919276,0.0660311176199614,0.0643226788261755,0.3761502292554088,0.0833631373044052,0.1398849747359612,0.1166669280827127,,
0.2935994812640654,0.0871967407378824,0.0762973033441112,-0.0030975282857919,0.2450488261817986,0.1030031341759681,0.1555243856130539,0.0298347381254201,0.208002198783457,0.1049426692141059,0.1479133969242422,0.0449160197342387,0.1807204323476688,0.0678005140472449,0.0749497179161099,0.3871180533096743,0.0913722250687763,0.1523021541025275,0.1336856094913607,,
0.3046499883783129,0.1026073197587359,0.0848397291918419,0.0212039937380961,0.2494858914807385,0.104616583840852,0.1636551220833039,0.0383643537477218,0.2252717867120527,0.1285160625290908,0.1567047851784482,0.0501014255756263,0.1959207663548964,0.0688494117993778,0.0836454752066472,0.3968272825650942,0.0990123735134149,0.1644377361856559,0.1497081554012886,,
0.3143216319990016,0.1173159323995271,0.092096254437943,0.0440369725836298,0.2529193566825036,0.1061104590076036,0.1707152808792291,0.0473182180447757,0.240983461332001,0.1505376869296342,0.1629262427252891,0.0551865807400203,0.208821206537007,0.0692040728884478,0.0903543912650021,0.4053260987195912,0.1061461172583991,0.1761265466556165,0.1644429329404327,,
0.3224551453376607,0.131055011515493,0.097955769635148,0.0649702408764817,0.2553208668682257,0.1074902274387899,0.1766878642176384,0.0566635642019722,0.2549293448713032,0.1707197723712162,0.166640108579341,0.060066300676459,0.2193643372690573,0.0689029299725794,0.0950613364261772,0.4126855642628524,0.1126488911695059,0.1872125078665847,0.1776141597605745,,
0.3289239199529496,0.1435821012136383,0.1023396897967195,0.0836311100485226,0.2566823134007841,0.1087609158198363,0.1815692118970115,0.0663366224212528,0.2669345240408829,0.1888178764330677,0.1679619591097021,0.0646391353387547,0.2275420443007296,0.0679949699283511,0.0977904433660731,0.4189961492520637,0.1184126956129214,0.1975520901270144,0.1889687449807091,,
0.3336373277258713,0.1546863668311628,0.1052026493189227,0.0997136879848862,0.2570152850135139,0.1099269773613315,0.1853683711863695,0.0762416630098826,0.27686059623635,0.2046348368025813,0.1670558520054627,0.0688103206493181,0.2333939896979094,0.0665379593192811,0.0986031002990094,0.4243634670878405,0.1233489791355911,0.2070171885906639,0.1982826320553381,,
0.3365426560117568,0.1641939260030859,0.1065322418977713,0.1129844898416222,0.2563499137720083,0.1109922303514918,0.1881063478045911,0.0862517690502361,0.2846080883285583,0.2180232573404018,0.1641284025678191,0.0724944685639395,0.2370047836811273,0.0645965711446876,0.0975952053920777,0.4289033581130841,0.1273906839817642,0.2154973261419553,0.2053664770062342,,
0.3376256901001006,0.1719718341412032,0.1063479231055636,0.1232853210567127,0.2547331873611028,0.1119598605154922,0.189815267612108,0.0962113212885547,0.2901177080475979,0.2288865652605691,0.1594218710729872,0.0756179076219608,0.2385000126092489,0.0622404688309404,0.0948937808374675,0.432736492458558,0.1304934411997664,0.2229011203833567,0.2100705069188095,,
0.3369100250128577,0.1779306262994895,0.1046992118295659,0.1305335505922331,0.2522268155525804,0.1128324749835266,0.1905374680146949,0.1059400889843669,0.2933704300126208,0.2371787199458741,0.1532064514385714,0.0781206062192465,0.2380413108954461,0.0595423986540699,0.0906530407854757,0.4359826912822711,0.132635938797278,0.2291569929555152,0.2122884153953493,,
0.3344552248685771,0.1820253857887548,0.1016633317595173,0.1347200061383646,0.2489047507559708,0.113612191593059,0.1903245288060884,0.1152387347604528,0.2943864583974311,0.2429026862706534,0.1457719621762627,0.0799576326691664,0.2358206793546711,0.0565763361457209,0.085050003142127,0.4387551858221388,0.1338195168606916,0.2342131395734594,0.2119601668627363,,
0.3303539732810707,0.1842553737537695,0.0973424274789062,0.1359048057365272,0.2448504703021027,0.1143007441789241,0.189236245338413,0.1238954655672638,0.2932231444940915,0.2461078071471053,0.1374191509442867,0.081100127993186,0.2320542536823062,0.0534157263062003,0.0782797328574205,0.4411550447508375,0.1340670667374754,0.2380368165699743,0.2090736037432922,,
0.3247283740723366,0.1846623095033487,0.0918604746334826,0.1342114902282838,0.2401541314240446,0.1148995829180606,0.1873395426862444,0.1316935026115811,0.2899719687626766,0.246886222615427,0.1284508338314862,0.0815357874567884,0.2269757164769742,0.0501318522476229,0.0705503053205312,0.4432660014986315,0.1334213270687472,0.2406130316651817,0.2036647822499763,,
0.3177255698064056,0.1833274364152052,0.0853599837691474,0.1298198398520346,0.2349097083795851,0.1154099492867336,0.184707327979481,0.1384190058670734,0.2847547221896033,0.245368488434389,0.1191630992308772,0.0812688635927184,0.2208295280843762,0.0467923623036479,0.0620775835746195,0.4451499047389533,0.1319426783933747,0.2419427513607781,0.1958170045899704,,
0.3095128481428088,0.1803675420611857,0.0779985759672543,0.1229577510179927,0.229212214728612,0.1158329080633183,0.1814172796394679,0.1438690760502618,0.2777190399124442,0.2417185481655482,0.1098368124477484,0.0803197163976526,0.2138641303575572,0.0434599812494213,0.0530799116949763,0.446842997880397,0.1297065416231845,0.2420407542280118,0.1856585653257529,,
0.300272404500478,0.1759301240785858,0.0699454876293926,0.1138925223294992,0.2231551031223149,0.1161693241958532,0.1775505769963279,0.1478594680885245,0.2690334504358779,0.2361282109104485,0.1007296590089733,0.0787239460369017,0.2063252582161223,0.0401914263795623,0.0437728371038713,0.448353208087129,0.1268004855424769,0.2409332684270415,0.173359282773001,,
0.2901959254438882,0.17018790582563,0.0613780433180416,0.1029218588888079,0.2168279211935296,0.1164197801402973,0.1731905812662195,0.1502316820257452,0.2588821065916886,0.2288112832538101,0.0920689595401876,0.0765311502760138,0.1984494806392722,0.0370365432829806,0.0343639846245004,0.4496585929587344,0.1233211462209248,0.2386555331835565,0.1591259369623048,,
0.2794791513571896,0.1633329088387417,0.0524781209862153,0.0903648568761269,0.2103142864162022,0.1165844387260643,0.1684214879650606,0.1508591453329276,0.2474593610645391,0.2199974994422863,0.084045474361565,0.0738033533201092,0.1904580875046583,0.0340376693964954,0.0250482127333367,0.4507070544313203,0.1193710581770064,0.2352494182807931,0.1431967788766079,,
0.268316569629437,0.1555702839069755,0.0434286245923798,0.0765531819422796,0.2036902261960407,0.1166628663404945,0.1633269796462234,0.1496522593892037,0.234964341743385,0.2099263892906948,0.0768083892897188,0.0706131553739909,0.182551441235064,0.0312292264949559,0.0160031860094304,0.4514173856287927,0.1150554939314255,0.230761224216817,0.1258353079753875,,
0.2568963809160308,0.1471120913207216,0.0344099755825452,0.061822610032132,0.1970229127082395,0.1166538397176619,0.1579889141523155,0.1465621471003718,0.221595672189915,0.1988412195303928,0.0704616343322019,0.0670416538168037,0.1749039200114429,0.0286375365693944,0.0073854953224552,0.4516816682729888,0.1104794049455765,0.2252397697115937,0.1073235348764372,,
0.2453958711128908,0.1381712062197537,0.0255966364793715,0.0465050613703615,0.1903698054714941,0.1165551657239969,0.1524860856193441,0.1415830030671516,0.2075464715515878,0.1869831413062045,0.0650616341593952,0.0631761878659774,0.167659588084249,0.0262808487910376,-0.0006725529232836,0.4513689869325741,0.1057445519570572,0.2187348530729098,0.0879549537035424,,
0.2339773097952233,0.1289555092004251,0.017153685637801,0.0309212293072842,0.1837781987125922,0.1163635467027262,0.1468930927745397,0.1347530077002666,0.1929997568271154,0.1745856732517592,0.060616525386249,0.0591079591379511,0.1609287335805599,0.0241695582850318,-0.0080653761359912,0.450330373074395,0.1009469055659083,0.211296149541422,0.0680274457257256,,
0.2227844804906721,0.1196625063182258,0.0092334710643596,0.0153738858586269,0.1772851559053086,0.1160745240843356,0.1412793424558742,0.1261538185205737,0.1781243580281313,0.1618696445585472,0.0570868065296116,0.0549295808466942,0.1547854107823769,0.0223065909909316,-0.0147157085879111,0.448404837976596,0.0961743880147744,0.2029725787227203,0.0478363252628959,,
0.2119399278102466,0.1104745060474804,0.0019723821406984,0.0001419339193889,0.1709178011610889,0.1156825301917339,0.1357082072484041,0.1159086936797145,0.1630714426634027,0.1490387144585498,0.0543873227143343,0.0507326088146525,0.1492661087737531,0.020687924246899,-0.0205753076857727,0.4454263006767633,0.0915050140529359,0.1938121460278632,0.0276677232161861,,
0.2015429810020946,0.1015544630168037,-0.004512210368707,-0.014524730267259,0.1646939267783735,0.1151810725032271,0.1302363462674929,0.1041793347423884,0.1479717296099572,0.1362755724878424,0.0523904408512869,0.0466051079472459,0.1443696397080597,0.0193032105343849,-0.0256247714514957,0.4412311670935171,0.0870054726378107,0.183862231523153,0.0077924845867087,,
0.1916685843206312,0.0930425788389197,-0.0101247853816479,-0.0284094849412529,0.1586228684456595,0.1145630659743568,0.1249131889152734,0.0911615600529863,0.1329334535701875,0.1237389067434849,0.0509302486621158,0.0426293078938736,0.1400582981474752,0.018136471659928,-0.0298725040467107,0.4356662713422796,0.0827301727516304,0.1731702704629619,-0.0115392659366928,,
0.1823669336947565,0.0850537285115526,-0.0147942050996099,-0.041332326347673,0.1527065946823421,0.1138213174448787,0.1197805740845158,0.0770799398064067,0.1180411198101641,0.1115612045320908,0.0498076102890215,0.0388794008989645,0.1362602910859661,0.0171668319273771,-0.0333529016377184,0.4285968523565036,0.0787207568356399,0.161784743694156,-0.0301027623227476,,
0.173663888318487,0.0776757563894683,-0.0184758773551612,-0.0531522413501736,0.1469409551732525,0.1129491524227022,0.1148725324111423,0.0621815431198249,0.1033550649785659,0.0998474218679426,0.048795924466803,0.0354195332139778,0.1328733812900032,0.0163692615367835,-0.0361238599338788,0.4199142107165496,0.0750060651614802,0.1497563749852262,-0.0477023415514065,,
0.1655620967769309,0.0709686589077514,-0.0211534707979476,-0.0637685756463489,0.1413170330710993,0.1119411598597445,0.1102151968788219,0.0467289699532542,0.0889118143476183,0.0886745268624998,0.0476474503897572,0.0323020387949076,0.1297696298292117,0.0157153058659034,-0.0382637253773898,0.4095426747313728,0.071602514844282,0.1371394182603505,-0.0641742296191142,,
