4_87_beat1,4_87_beat2,4_48_beat3,4_94_beat4,4_94_beat5,4_21_beat6,4_91_beat7,4_91_beat8,4_8_beat9,4_55_beat10,4_85_beat11,4_85_beat12,4_95_beat13,4_78_beat14,4_78_beat15,4_59_beat16,4_59_beat17,4_35_beat18,4_35_beat19,4_44_beat20,4_15_beat21,4_80_beat22,4_80_beat23,4_80_beat24,4_20_beat25,4_20_beat26,4_77_beat27,4_77_beat28,4_77_beat29,4_77_beat30,4_1_beat31,4_82_beat32,4_54_beat33,4_32_beat34,4_60_beat35,4_11_beat36,4_11_beat37,4_11_beat38,4_74_beat39,4_74_beat40,4_74_beat41,4_41_beat42,4_16_beat43
0.0351474772980698,0.2140018193797117,0.2064250288819068,0.0186952495444119,0.0708976042126422,-0.0502594178771755,0.2372532727230337,-0.0320129043789425,0.13570175528407,0.0179253274922622,-0.0508918576316215,0.0352783803520895,0.2345428224374451,0.2086927852164531,0.1124172622172948,0.0539368312476036,0.1546870576890011,0.1455588015555054,0.0590967301278615,-0.0428059277738567,0.2913086317951224,0.0169013416230548,0.1201175724253516,0.2063426177190117,0.0281342183601091,0.1388786008349382,0.1536050925820023,0.017541329456864,0.0454220559164871,0.2121608847305739,-0.0230725271036745,0.1471558074768454,0.171296154215344,0.0749691239497257,0.1988281746185059,0.2528570807207411,0.087168702935601,0.2209386800561278,-0.1226604884677416,0.0466357662066448,0.1375614016536526,0.2230783423909169,0.0964177486085144
0.0424997355960041,0.2197734421570285,0.2099031370567497,0.0329118150520016,0.0828242871640647,-0.0403124155085603,0.2538478648279627,-0.0222368757138137,0.145013300039053,0.0272869232630334,-0.0395749696935604,0.0417876821830983,0.2574209135658408,0.2267517361891565,0.1236661434471928,0.077269897196274,0.1715657743692628,0.16726739515228,0.0829945040361746,-0.023439235859368,0.2966109940377592,0.0341122556300438,0.1329492303619541,0.2135029706994347,0.0346331384130983,0.1450498572560485,0.20082341075661,0.0326642716311953,0.0537718907024357,0.2216631271972043,-0.0198203849247954,0.149837410994477,0.1832601367805335,0.0804063008569864,0.2160684644903657,0.2743874788797734,0.1058492515311715,0.233589394523961,-0.1068608938123488,0.058541798523255,0.1559122227280687,0.2333301386008974,0.1075934732255957
0.0496984452794552,0.2252185119629926,0.2120731803499846,0.0447233062621558,0.09219265038316,-0.0309272900659707,0.2690677641840815,-0.0146449260065087,0.1529625586702844,0.0359064409540369,-0.0292613742787357,0.0473528220283311,0.2793668763206446,0.2439782921990014,0.1322073008189041,0.0996088919234646,0.1857204730568917,0.1878782619771805,0.1054528796829621,-0.0047771608667745,0.3018305420105553,0.0509714080502902,0.1444721965375379,0.2176114365863094,0.0405161811410437,0.1488475320735386,0.2470103647244897,0.046900139795559,0.0602282377290923,0.2290287197323387,-0.0173234929891163,0.1515375946467604,0.1933097105528795,0.0842680047793451,0.2316180094857377,0.2950334596336125,0.1222689899363096,0.2435550179610107,-0.0913401371343664,0.0692417344275686,0.172313431976163,0.2421701292991899,0.1170452654553167
0.056589484029032,0.2302492865300664,0.2129355465629838,0.053930932284094,0.0989091333819829,-0.0222720796819568,0.2826560563911486,-0.0093762979756036,0.1593827600007389,0.0436578332648381,-0.0201219874380459,0.0518955325808132,0.2999773676808981,0.2600264866787389,0.1380380141381756,0.1206384714513767,0.197062024065263,0.2070158134125734,0.1260704199472155,0.0128305854585862,0.306966785883442,0.0671796088532301,0.1545141636254712,0.2187256690331833,0.0456949368966102,0.1503103448658004,0.2913477882841236,0.0600086169276455,0.0647134888752193,0.234173289284241,-0.0155543187006488,0.1522809665060112,0.2012858411538057,0.0866041955541871,0.2451674915989238,0.3144011572638965,0.1361398194064235,0.2507445215699247,-0.0764166319523111,0.0785838500729583,0.1864961408720166,0.2495589021105107,0.1246335589504879
0.063017282698535,0.2347785108688539,0.2125190360083497,0.0603915975039855,0.1029376656359213,-0.014500256555499,0.2943942385680117,-0.0065142069535176,0.1641528715069671,0.0504357401374208,-0.0122996473849045,0.0553522722835364,0.3188903345264076,0.2745770593869247,0.1412175788301363,0.1400783321464807,0.2055660568631055,0.2243354790640156,0.1444846210186947,0.0290582488869449,0.3119998256095546,0.0824531930253957,0.1629362316657025,0.2169702876491019,0.0500970163660782,0.1495263570876743,0.3330508949867021,0.0717780628334244,0.0671949878015811,0.2370597114211622,-0.0144701624654869,0.1521095941321177,0.2070778702007919,0.087489006064735,0.2564551802629196,0.332129621724146,0.1472384371966124,0.2551271463056995,-0.0623964710355414,0.0864487104763117,0.1982374703614216,0.2554727802288532,0.1302581537209637
0.0688295840011004,0.2387242615755637,0.2108798751804839,0.0640193946015243,0.1042983198074637,-0.007746388208515,0.3041070975796475,-0.0060846700347109,0.167200060299033,0.0561574135781795,-0.0059053128868374,0.0576745771822431,0.3357931141532719,0.2873461172184975,0.1418619920694297,0.1576890164471186,0.2112703537004446,0.2395327905633686,0.1603804571320714,0.043614262387565,0.3168920706396247,0.0965317755790026,0.1696350777534965,0.2125296930469786,0.0536674259691199,0.146628038839886,0.3713913312334799,0.0820306099429204,0.0676840803992547,0.2376987205611094,-0.0140166085948547,0.1510807784043794,0.2106251211090146,0.0870188914619386,0.2652738879849445,0.3478993284656573,0.1554111026634163,0.2567301122039687,-0.0495649542166196,0.0927518716083167,0.2073648492414057,0.259904635167664,0.1338593762992631
0.073882406872233,0.2420142455709967,0.2080997526927619,0.064785559832646,0.1030647286781747,-0.0021225381634535,0.3116659172058103,-0.0080570016357346,0.1685003641454072,0.0607638634067695,-0.0010153969250025,0.0588293892911445,0.3504285314048668,0.2980923322189666,0.1401371153870582,0.1732759513396534,0.2142706166848961,0.2523507654427006,0.1734970448492629,0.05625005730153,0.3215906059616657,0.109184994749868,0.174543899657971,0.2056394971097057,0.0563693595566997,0.1417864420432261,0.4057179180113057,0.0906259192643109,0.0662340038074418,0.2361481163800851,-0.0141312529577469,0.149264630746792,0.2119170558349806,0.0853103314239941,0.2714759988543362,0.3614389780789456,0.160575961672522,0.2556348410798469,-0.0381790113583416,0.0974453557534285,0.2137591800346003,0.2628642639369016,0.1354181108463927
0.0780450336738438,0.2445893721115336,0.2042829800981802,0.0627170438140837,0.0993604505608542,0.0022845098854826,0.3169900053328541,-0.0123458573963459,0.1680776662720227,0.0642202516229942,0.0023297196882658,0.0587994204008365,0.3625989074380438,0.3066224957830049,0.1362506972620251,0.1866917087203731,0.21471488766415,0.2625853893858013,0.1836323061495099,0.0667671216654951,0.3260300912446525,0.1202180309941557,0.1776322059953794,0.1965770106384342,0.0581844304353047,0.1352047329779635,0.4354742619355021,0.0974635432872584,0.06293679450482,0.2325106021734415,-0.0147474869540344,0.1467415452348157,0.2109920700860167,0.0824971371475067,0.2749764609030223,0.3725304733704029,0.1627230039459944,0.2519719589313566,-0.0284607364180298,0.100517927900207,0.2173568277913719,0.2643783217482571,0.1349547944119603
0.0812048272550698,0.2464064772790958,0.1995529155048838,0.0578938786333129,0.0933544600702413,0.0054151579452924,0.3200466103919166,-0.0188146713742023,0.1660011284249052,0.0665155907208954,0.0041260010224148,0.0575835759532631,0.3721679909547155,0.3127953384869691,0.1304436493252602,0.1978365706104524,0.212796915658959,0.2700891064859096,0.1906456218083494,0.075022068138847,0.3301360554996334,0.1294757607937691,0.1789045699853794,0.1856512175561908,0.0591123870777819,0.1271113255277992,0.4602126038737741,0.1024839108486301,0.05791940554623,0.2269303455034993,-0.0157981266992939,0.1435996447252762,0.2079350515896411,0.0787274189696029,0.2757537245425144,0.3810120580122504,0.161911816410095,0.2459153574651275,-0.0205921888380298,0.1019942463389557,0.2181503929606496,0.2644898262600368,0.1325274973191658
0.0832716790389416,0.2474401437837329,0.1940478122443236,0.0504455345145583,0.0852559253238074,0.0072380183607613,0.3208493612872045,-0.027280306957127,0.1623812832924416,0.0676618220153952,0.004404946280776,0.0551974221257386,0.3790609082065311,0.3165236072750534,0.1229809600678852,0.2066575606659745,0.2087487654954921,0.2747723320399808,0.1944585658698991,0.080929576765539,0.3338284338358541,0.1368454768290442,0.1783984966067208,0.1731926321061914,0.059170369610261,0.1177528368236395,0.4796034870254542,0.1056680083257555,0.0513392206309443,0.2195883948748387,-0.0172186971667681,0.1399322662149405,0.2028738515680871,0.0741602729677753,0.2738486940188837,0.3867796846378968,0.1582673636664642,0.2376755911257651,-0.0147115582874074,0.1019329962952731,0.2161882387058666,0.2632572703790004,0.1282292270765608
0.0841818891357803,0.2476836194320159,0.187916269453952,0.0405464582438439,0.075308412519185,0.0077500775200145,0.3194554146304237,-0.0375187280367551,0.1573650195863569,0.067692363904174,0.003231746404403,0.0516736358443517,0.3832622995620312,0.3177744611174283,0.1141426036241763,0.2131461629472777,0.2028329468551361,0.276603094256349,0.1950538920997509,0.0844631810761792,0.337025187028308,0.1422581747821353,0.176181574039893,0.15954338790694,0.0583917725021938,0.1073870620462668,0.4934410497092903,0.1070358793492107,0.0433791410794363,0.2106971186489624,-0.018950211443037,0.1358355364701613,0.1959748346334349,0.0689622467026376,0.2693618333362802,0.3897867466931182,0.1519740742065579,0.2274928698568243,-0.0109107308799192,0.1004241410535236,0.2115727585294098,0.2607533963731062,0.1221846017228689
0.0839012869169479,0.2471488892800606,0.1813124677066074,0.0284109737058527,0.0637836378637525,0.0069760460377917,0.3159615264592088,-0.0492714916010031,0.1511297113656081,0.0666602272888781,0.0007025256394598,0.0470623402084591,0.3848128656523822,0.3165683009324271,0.1042147619450981,0.2173349876697779,0.1953343188269727,0.2756049855337101,0.1924730010256922,0.0856539646022494,0.3396458489854767,0.1456884676654503,0.1723480900409231,0.1450478504173427,0.0568247823802652,0.0962761375015697,0.5016439662729266,0.1066441002128656,0.034242404039196,0.2004938554023997,-0.0209413230675872,0.1314060757725091,0.1874376786543986,0.0633036463783603,0.2624486296571495,0.3900423555415682,0.1432685393799278,0.2156298820751197,-0.0092342419803762,0.0975854410381089,0.2044573928931153,0.2570636937782085,0.1145460371742582
