4_87_beat1,4_87_beat2,4_48_beat3,4_94_beat4,4_94_beat5,4_21_beat6,4_91_beat7,4_91_beat8,4_8_beat9,4_55_beat10,4_85_beat11,4_85_beat12,4_95_beat13,4_78_beat14,4_78_beat15,4_59_beat16,4_59_beat17,4_35_beat18,4_35_beat19,4_44_beat20,4_15_beat21,4_80_beat22,4_80_beat23,4_80_beat24,4_20_beat25,4_20_beat26,4_77_beat27,4_77_beat28,4_77_beat29,4_77_beat30,4_1_beat31,4_82_beat32,4_54_beat33,4_32_beat34,4_60_beat35,4_11_beat36,4_11_beat37,4_11_beat38,4_74_beat39,4_74_beat40,4_74_beat41,4_41_beat42,4_16_beat43
0.0824274176057205,0.2458659952882033,0.1743913719993968,0.0142877054856014,0.050974868236208,0.0049669648654625,0.3104992834250304,-0.0622528638825222,0.1438767486976418,0.0646357967184856,-0.0030591913577256,0.0414312054057018,0.3838045841512765,0.3129761901776476,0.0934816303185467,0.2192936613201746,0.1865519949448442,0.2718536582449118,0.1868121512530193,0.0845873240430413,0.3416148608949952,0.1471532381211069,0.1670152931744935,0.1300439822686871,0.0545306593327059,0.0846800330106288,0.5042522596769604,0.1045824101689373,0.0241472694507898,0.1892339803598273,-0.0231497722359208,0.1267388563462688,0.1774895956844727,0.0573547506671748,0.2533136639231135,0.3876083725847632,0.1324311438521484,0.2023646506238735,-0.009679554759477,0.0935583986496199,0.1950424332340181,0.2522846873491448,0.1054895845977255
0.079790648848763,0.2438817215418411,0.1673040774007363,-0.0015463369289455,0.0371900584466356,0.001798153470922,0.3032297323619239,-0.0761573675261898,0.1358247211659115,0.0617043720635022,-0.0079066319269003,0.0348651923064877,0.380374879437841,0.3071160511094967,0.0822180224683448,0.2191242160995043,0.1767914411026031,0.2654721336818243,0.1782176928262965,0.0813980311106067,0.3428645718420156,0.1467091760075186,0.1603194688243591,0.1148556284742619,0.05158182645448,0.0728504880346416,0.501420381369829,0.1009696856514352,0.0133216922233836,0.1771836021235506,-0.0255430917697564,0.1219252333432812,0.1663791396581549,0.0512820004652587,0.2422035692640732,0.3825954173773818,0.1197769442881958,0.1879835901287926,-0.0121985662959297,0.0885037865540701,0.1835696867350188,0.24652207990191,0.0952105401411262
0.0760540912726294,0.241257773397737,0.1601934600963049,-0.0187919009483727,0.0227448063445822,-0.002433402396303,0.2943376394017429,-0.0906675750223186,0.1272024910671885,0.0579635577628036,-0.0136743851178368,0.0274658310421816,0.3747000330026929,0.2991478401707539,0.0706829357234277,0.2169562334881399,0.1663569266191546,0.2566252070356586,0.1668805962223065,0.0762638843070651,0.3433378112637757,0.1444493725317901,0.152411982009758,0.0997858294445063,0.0480598267612902,0.0610254821535273,0.4934070909377752,0.0959494466940492,0.0019980767721993,0.1646121087929231,-0.0280985833029112,0.1170511604951746,0.1543697579958057,0.04524423876532,0.2293991723947065,0.3751580696236813,0.1056461004224038,0.1727749000337755,-0.0167002150161896,0.0825969110232515,0.1703161129766921,0.2398888095209995,0.0839189327817195
0.0713122774563653,0.2380685775529007,0.1531902790892302,-0.0371337674346616,0.007955207985743,-0.0076121194065381,0.2840255928011633,-0.1054619722901044,0.1182423715459015,0.0535205760938619,-0.0201833057665668,0.0193499545955663,0.3669881141954887,0.2892679151310401,0.0591141817764879,0.2129419623616369,0.1555444592856679,0.2455132282707443,0.1530305313642291,0.069398282390106,0.3429899658153302,0.1404991540894647,0.1434554148693184,0.0851112170004723,0.0440531999369558,0.0494243103386494,0.4805627653992516,0.0896850743474813,-0.0095918050607384,0.1517847831546912,-0.0308026152158619,0.1121955996698536,0.1417332340614754,0.039389080255625,0.2152071123320765,0.3654894686617544,0.0903941426266398,0.1570223958330986,-0.0230540445922568,0.0760227513267226,0.1555865813912962,0.2325030725298158,0.071834978760351
0.0656886019985523,0.2343988202135252,0.1464098520891788,-0.0562470887947605,-0.006869296812751,-0.0136072356232689,0.2725081398663118,-0.1202227246694595,0.1091735985117089,0.0484895687404404,-0.0272455550274639,0.0106478421929778,0.357471690917513,0.2777028067316291,0.0477241366106846,0.2072515879339215,0.1446353098695936,0.2323655216046838,0.136929720363236,0.0610420722059829,0.3417905198304967,0.1350113405379837,0.1336198979631203,0.071077504517548,0.0396553244721341,0.0382433171714207,0.4633148241849925,0.0823549018839801,-0.0212216639019962,0.1389557028534857,-0.0336493289821807,0.1074291332179899,0.1287431568982137,0.0338494956667881,0.19995121619556,0.3538154918990113,0.0743823353341078,0.1409998532183863,-0.0310945693462552,0.0689711026187241,0.1397059337145954,0.2244863540357825,0.0591845748261575
0.059331588043665,0.2303408257203003,0.1399494039624729,-0.0758037278200838,-0.0214329842501727,-0.0202764745087982,0.2600061202472215,-0.1346431851632997,0.1002162560038936,0.0429889384319542,-0.0346696294349677,0.0015007651015671,0.3464005510697894,0.2647025994220196,0.0366966161195297,0.2000687786695636,0.1338902108613778,0.2174336786055484,0.1188667491314768,0.0514550256200887,0.3397240433124774,0.128161106041254,0.1230797029926386,0.0578960484576407,0.0349622642798455,0.0276523316814932,0.4421519713981199,0.0741473221268383,-0.0326752499508523,0.1263611329916075,-0.0366388680267357,0.102812789533331,0.1156685448237245,0.0287407006773698,0.1839638863922323,0.3403886670063112,0.057968368455911,0.1249659169982105,-0.0406262833212951,0.0616318347943889,0.1230105664544363,0.2159614978730037,0.0461948886799995
0.052410108760085,0.2259918614691775,0.1338861584242984,-0.0954785423434124,-0.0354606896063952,-0.0274698519021645,0.2467413277008276,-0.1484349916250472,0.091575784618517,0.0371387708156568,-0.0422652445177342,-0.0079420341969134,0.3340346315472858,0.2505341109199798,0.0261848432880882,0.1915865888747645,0.123544298052757,0.2009849253357297,0.0991504801569411,0.0409072854985001,0.3367906336898029,0.1201406082441011,0.1120101315603272,0.0457414352074233,0.030070653441375,0.0177918355734206,0.417607934710092,0.0652560303766236,-0.0437505613397786,0.1142136050616801,-0.0397752621192222,0.098397094847098,0.1027677409799304,0.0241574425686643,0.1675777207392541,0.3254819447402332,0.0414975808681151,0.1091596090835086,-0.0514291575013592,0.0541903649089521,0.1058397732874858,0.2070508383517958,0.0330900945116657
0.0451077512636381,0.2214514395602156,0.1282762144681777,-0.114955559878884,-0.0487042924190572,-0.0350335284995789,0.2329316021726377,-0.1613346062172191,0.083438173483744,0.0310583669976145,-0.049847955737473,-0.017526861143257,0.3206373157037807,0.2354740408448195,0.016310439712724,0.1820037491001195,0.1138028509972312,0.1832957259589006,0.0781041650276129,0.0296710918343202,0.3330058370266428,0.111153535653496,0.1005847012490371,0.0347500333878471,0.0250756487982983,0.0087708917913143,0.3902453251890703,0.0558754989851311,-0.0542636498866755,0.1026968571219876,-0.0430641107580884,0.0942213669561176,0.0902826921943967,0.0201717786753388,0.1511175510083323,0.3093824329824239,0.0252948922128033,0.0937964573331892,-0.0632644750516118,0.0468234272344694,0.0885271046596823,0.1978744081771006,0.0200872948461319
0.0376165605701939,0.2168186732443744,0.123154219439514,-0.1339339793078685,-0.0609486848392907,-0.0428136157428484,0.2187864254317114,-0.1731091575432722,0.0759659095073766,0.0248639099837345,-0.0572434176866075,-0.0270994831628222,0.3064692251597544,0.2198022369526964,0.007163349484329,0.1715213381251282,0.1048378782574989,0.1646457467534405,0.0560598138982781,0.0180130590669186,0.3284000905869786,0.1014097057399843,0.0889725980688074,0.0250194457280996,0.0200689778123502,0.0006658565737487,0.3606401612835341,0.0461967573068862,-0.0640519711532082,0.0919617854536916,-0.0465102115734848,0.090313268306928,0.0784337177078601,0.0168314375839744,0.1348930499694748,0.2923851704372328,0.009657592385489,0.0790652590567546,-0.0758808611641359,0.0396952136450616,0.0713920097681236,0.1885482308167571,0.0073926669789147
0.0301304380075013,0.2121897377337121,0.1185338217383776,-0.1521339247895616,-0.0720170506685147,-0.0506598487396843,0.2045030679981996,-0.183561453921573,0.0692947340525796,0.0186662837805629,-0.0642912006356352,-0.0365093039255853,0.2917825995837266,0.2037952062581159,-0.0011974127055662,0.160339801531093,0.0967855842040492,0.1453122679558872,0.0333528427653717,0.0061872273585,0.3230177412890225,0.0911198290687058,0.0773363368585014,0.0166087938484059,0.0151371082724816,-0.0064801053440157,0.3293675011088028,0.0364035308894408,-0.0729772265476309,0.0821235276513633,-0.050115275482237,0.0866886356574022,0.0674148712637333,0.0141588455278181,0.1191920258231789,0.2747870023056032,-0.0051508871569074,0.0651254889048582,-0.0890203711620817,0.0329539478834145,0.0547320227907459,0.1791827019183154,-0.0048021275028974
0.0228384889121457,0.2076554800185924,0.1144088588981749,-0.169301862580975,-0.0817752759737399,-0.0584290456853654,0.1902633138762669,-0.1925340458810013,0.0635312369129437,0.012569062033162,-0.0708481006087911,-0.0456136373584937,0.2768163299814717,0.187719980002218,-0.0087423053092152,0.1486562640089912,0.0897447448102472,0.1255650981757211,0.0103169904679567,-0.0055709428031521,0.3169157034986564,0.0804905389037761,0.0658295553228116,0.0095397714759585,0.010359566616827,-0.0126566878547287,0.2969885185013041,0.0266687772916813,-0.0809276473155874,0.0732597617145742,-0.0538758602840836,0.0833516007186086,0.0573899979152016,0.0121508854588117,0.1042744985281934,0.2568806113573974,-0.0189061192900823,0.0521053601430453,-0.1024245076172375,0.0267289498943666,0.0388157398889183,0.169881063336707,-0.0163232292433283
0.0159186167273221,0.2032992199135809,0.1107552121924756,-0.1852155769174079,-0.0901353148928698,-0.065988279273463,0.1762307731993148,-0.1999122281560014,0.0587513000200861,0.0066666833740503,-0.0767908947229482,-0.0542819028472517,0.2617916877340271,0.1718284274138209,-0.0154692121671512,0.1366620758584208,0.0837760096269806,0.1056620187140903,-0.0127205222898725,-0.0170495185435425,0.310161824891272,0.0697197718675668,0.0545948700511313,0.0037984046089728,0.0058074323442976,-0.0178852866942213,0.2640392480581494,0.0171516433413424,-0.0878196744825656,0.0654102663342673,-0.0577816396961448,0.0802950105412032,0.048489584152289,0.0107794345491945,0.0903676359633354,0.2389487564569825,-0.0314266647127979,0.0401005498733902,-0.1158400443570579,0.0211282399972704,0.0238768066188963,0.1607379749462946,-0.0270175194932435
0.0095316448508331,0.1991947831869913,0.1075332378106861,-0.1996885888391558,-0.0970573477562417,-0.0732176920560031,0.1625487811425535,-0.2056258879061596,0.0549993880683585,0.001042832512306,-0.0820185075868847,-0.0623995541354697,0.2469087733643646,0.156352103672646,-0.0214009143588895,0.1245405380112069,0.078902135509462,0.0858447641030343,-0.0354436283092821,-0.0280639248682799,0.3028330310715157,0.0589925735444437,0.0437617458672548,-0.000662540644084,0.0015420366859288,-0.0222170247080695,0.231021119852393,0.0079948600886864,-0.0935989953716636,0.0585777458724784,-0.0618141064683019,0.0775011483500122,0.0408084946400242,0.0099926979996091,0.0776616183255711,0.2212587759255012,-0.0425768342020991,0.0291736010261295,-0.12902454245757,0.0162367262687052,0.0101090986229546,0.1518381933844149,-0.0367551630835682
0.0038162154153816,0.1954048059586568,0.1046906676056876,-0.2125738933345483,-0.102550593228564,-0.0800128950658356,0.1493388736084835,-0.2096501282670638,0.0522886694940816,-0.0042309512873608,-0.0864535673835221,-0.0698715556282045,0.2323436955517425,0.1414977116504999,-0.0265821825798004,0.1124647629661352,0.0751091443951432,0.0663355314319154,-0.0575518770160631,-0.0384596468796021,0.2950133187191869,0.0484773931488126,0.0334443674463904,-0.0039205613347328,-0.0023861061284656,-0.0257299812560626,0.1983933119894448,-0.0006774129531379,-0.0982409060015964,0.0527298814835509,-0.0659457870215947,0.0749427458735871,0.0344046790290895,0.0097173245180279,0.0663064944456439,0.2040574232402968,-0.0522681924579944,0.0193540150465704,-0.1417514508050476,0.012115011203128,-0.0023367656750621,0.1432553726536568,-0.0454317068360873
-0.0011153314414645,0.1919793465843191,0.1021658597409871,-0.2237668862420132,-0.1066726710213209,-0.0862868976789571,0.1366998251360885,-0.212004625572989,0.0506019383850238,-0.0090964141905922,-0.0900433421236975,-0.0766252313726723,0.2182464811858799,0.1274432533936471,-0.0310765777640008,0.1005956489965404,0.0723483821532267,0.0473340049371405,-0.0787647444226542,-0.0481138371209233,0.2867916637192927,0.0383229229743707,0.0237395445683324,-0.006079892399088,-0.0059381075165118,-0.0285256673991077,0.1665668734379025,-0.0087612839358613,-0.1017499792829797,0.0478025292677433,-0.0701400216213188,0.0725842678681813,0.0292989162521597,0.0098612539395496,0.0564100907110288,0.1875661149083103,-0.0604597899289944,0.0106390476058513,-0.153814691892531,0.0087988447060707,-0.0133554903319812,0.1350510083175639,-0.0529696839158925
-0.0051799495609821,0.1889548364234451,0.099891271313246,-0.2332073540274593,-0.1095274554789415,-0.0919715269690453,0.1247072309725086,-0.2127517144425406,0.0498932954632994,-0.0135094505901136,-0.0927600576930637,-0.0826123334427311,0.2047397096569869,0.1143349439627309,-0.0349630331572162,0.0890799688149509,0.0705394380805188,0.0290148833414321,-0.098825785802247,-0.0569358969726009,0.2782599055759341,0.0286555305935695,0.0147247210068119,-0.007267516586023,-0.0090872278720386,-0.0307248106535182,0.1359005132609732,-0.0161743536568629,-0.1041590315604628,0.0437039487650185,-0.0743513388729534,0.0703834392817863,0.0254756401559069,0.010317212920159,0.0480370285219768,0.1719766821626296,-0.0671571347668787,0.0029952143896973,-0.1650326427251468,0.0062992391617913,-0.0228877055737251,0.1272735539064908,-0.0593196759505399
-0.0083256625703155,0.186353393998431,0.0977970211447406,-0.2408804084291289,-0.1112614112818516,-0.0970183067155507,0.1134136121099284,-0.2119932360513044,0.0500905340351667,-0.0174406632092868,-0.0946006098753351,-0.0878102066389947,0.1919178579853884,0.1022849550983948,-0.0383322769298879,0.0780485980024146,0.0695738652699212,0.0115259038477131,-0.1175065981617866,-0.0648671281083707,0.2695106630236732,0.0195773240618303,0.0064561866767784,-0.0076287780200233,-0.0118190933342976,-0.0324625366375459,0.106697915790836,-0.0228564558548732,-0.1055273948185567,0.0403199116481695,-0.078526426647987,0.0682929760456862,0.0228848584064087,0.0109667432947569,0.0412088961095952,0.1574477268636649,-0.0724099446084457,-0.0036394953167594,-0.1752514316131765,0.0046032484506648,-0.0309191203676947,0.1199577440616202,-0.0644607879847732
-0.0105320983308347,0.1841825180798073,0.0958144112948635,-0.2468162656696871,-0.1120584583155267,-0.101398779453252,0.1028490184936963,-0.2098662291316648,0.0510981646839717,-0.0208755971681278,-0.0955856926143567,-0.0922219636418913,0.1798473376875191,0.0913700474610467,-0.0412831423902944,0.0676149294770376,0.0693196215477972,-0.005013633904641,-0.1346105290136954,-0.0718795682043085,0.2606353288157227,0.0111648823745618,-0.0010323887892643,-0.0073226731522782,-0.0141315906329929,-0.0338830583879698,0.0792064229667754,-0.0287698981606247,-0.1059385186025297,0.037519512148822,-0.0826056737590683,0.0662624724867553,0.0214451359779174,0.011684622000207,0.0359056018506728,0.1441016855368981,-0.0763087462990487,-0.0093527128048516,-0.1843474844836297,0.0036753965569912,-0.0374782818453257,0.1131241628823806,-0.068400497194045
-0.0118098167963227,0.1824351642292653,0.0938792801939474,-0.2510887972280073,-0.112133470355278,-0.105104268963504,0.0930221012154601,-0.20653758773488,0.0528010006106053,-0.0238146288148033,-0.0957583743899187,-0.0958756269738231,0.168567199778675,0.0816311367664461,-0.0439188043684007,0.0578735352642932,0.069626130006883,-0.0205138307428187,-0.1499760391144903,-0.0779741346157892,0.2517221848079505,0.0034686749803533,-0.0077309755518677,-0.0065168984017012,-0.0160344323446496,-0.035134005875869,0.0536169225223689,-0.0338991902790932,-0.1054969438416203,0.0351614784055202,-0.0865252282666152,0.064240392374378,0.021047565426103,0.0123435131224729,0.0320679062600267,0.1320227024081986,-0.0789804196957682,-0.014254124150676,-0.1922292688055462,0.0034597234458428,-0.0426330428746838,0.1067790970909582,-0.0711738455496271
-0.0121985205656741,0.1810901964272632,0.091935068317254,-0.2538128154773685,-0.1117245681068829,-0.1081450949329715,0.0839216195328831,-0.2021978514633294,0.0550682141562609,-0.0262724960029455,-0.0951821636799905,-0.0988222390564434,0.1580904807031834,0.0730738207335224,-0.0463429763210998,0.0488991440722194,0.0703298385506307,-0.0349146163758396,-0.1634796028463445,-0.0831782013482078,0.2428546720917921,-0.0034868150988198,-0.0136536341173416,-0.0053827394351832,-0.0175483940780684,-0.0363605468801431,0.0300647908335911,-0.0382502504633209,-0.1043247094829562,0.0331007682129602,-0.0902194898304947,0.0621761069674435,0.0215605903265038,0.0128186825064405,0.0296010869521308,0.1212554019413459,-0.0805828079746253,-0.0184712961113645,-0.1988381986753055,0.0038823971549401,-0.0464858769213487,0.1009147114680289,-0.0728419597550621
-0.011764283963742,0.1801131909235103,0.0899354885832652,-0.2551401010724853,-0.1110844179555548,-0.1105492658516309,0.075518343736231,-0.1970543297778287,0.0577577645346977,-0.0282774638647752,-0.0939386129689023,-0.1011329868880741,0.1484061578083505,0.0656698710025165,-0.0486561033590869,0.0407460021797954,0.071260140519487,-0.0481856171600985,-0.1750380132265075,-0.0875427296750508,0.2341098452186868,-0.0097022608361281,-0.0188382885490367,-0.0040898927690808,-0.0187042352584609,-0.0376994649421269,0.0086317583181066,-0.0418490893765168,-0.1025572712310071,0.0311952239382085,-0.093623925940123,0.0600219221393977,0.0228354911855876,0.012992603757429,0.0283796356005958,0.1118046338805431,-0.0812985402351956,-0.022144966415254,-0.2041486808065454,0.004854822577598,-0.0491682109882276,0.0955095783777123,-0.0734898986078599
-0.0105959730504057,0.1794575540376075,0.0878467077476366,-0.2552542272369566,-0.1104707907511796,-0.1123606903340142,0.0677673113913193,-0.1913237897747049,0.060721087541918,-0.0298701288986091,-0.092124518521941,-0.1028954311439456,0.1394816764723598,0.0593596683038011,-0.0509515913234853,0.0334476766540123,0.0722455044675394,-0.060325436683944,-0.1846099509740424,-0.0911390630441301,0.2255570344570151,-0.0152019630673682,-0.023345737053483,-0.0028013161068074,-0.0195413258003479,-0.0392733701950277,-0.0106514109374316,-0.0447399818546146,-0.1003390288217911,0.0293120597215967,-0.096678076627834,0.0577350374995346,0.0247122951749578,0.0127592912575051,0.0282528237322628,0.1036362400854543,-0.0813282317573948,-0.0254238926756077,-0.2081672985282464,0.0062771601443818,-0.0508339728488956,0.0905295842747426,-0.0732238477851272
-0.0088010540109835,0.1790659003920956,0.0856489615659273,-0.2543642861381446,-0.1101366682068892,-0.1136369605430364,0.0606103937346137,-0.1852249549884948,0.0638079303596176,-0.0311018742627259,-0.089848780096076,-0.1042089690004325,0.1312660013891983,0.0540555315333764,-0.0533121205995962,0.0270173455463369,0.073119651302727,-0.0713603272642269,-0.1921966799186544,-0.0940554844945697,0.2172567353655264,-0.0200316504720413,-0.0272578457743654,-0.0016682093643316,-0.0201060116074968,-0.0411852243041965,-0.0278015097038252,-0.0469831513213359,-0.0978185732875683,0.0273339593406218,-0.0993285914859955,0.0552793829734123,0.027025844003097,0.0120282104531575,0.029050916937696,0.0966788641213919,-0.0808832424304435,-0.0284593748820657,-0.2109311500046793,0.0080421523768967,-0.0516525682242672,0.0859292243669143,-0.0721677038607808
-0.0065009999914433,0.1788716244682605,0.0833375450505928,-0.2526976714379175,-0.1103202070583037,-0.114446773749384,0.0539791318086326,-0.1789710704074403,0.0668712088664793,-0.0320330002356033,-0.087228990864309,-0.1051796944569127,0.1236931324490816,0.0496458632698407,-0.0558061048115539,0.0214486015508937,0.0737276116920068,-0.0813422400867953,-0.1978417449580972,-0.0963936215367036,0.2092597405504968,-0.0242556522838777,-0.0306749086987575,-0.0008252333756322,-0.0204497620209577,-0.0435133614626323,-0.0428788129733882,-0.0486520078255543,-0.0951437778442867,0.0251645749704019,-0.1015321289113888,0.0526272820539994,0.0296117542941625,0.0107276369961944,0.0305917789899264,0.0908267935404206,-0.0801781843207627,-0.0313995851818033,-0.2125053778996933,0.010039143864536,-0.051801517120473,0.0816532827878895,-0.0704591119726068
-0.0038265065041771,0.1788005881757773,0.0809231393949177,-0.2504921162367151,-0.1112348829030951,-0.114867068703384,0.0477978070235213,-0.1727627855122191,0.0697717614796157,-0.0327305653139292,-0.0843878331018941,-0.1059148485211056,0.1166860124713342,0.0460000068359507,-0.0584843679761293,0.0167167757691166,0.0739314958439746,-0.0903462558184945,-0.2016295735357663,-0.0982647707656785,0.2016065241196962,-0.0279535088594124,-0.0337121971809839,-0.0003860773703045,-0.0206271514508774,-0.0463071831376427,-0.0559823909371001,-0.0498299978310253,-0.0924568647953009,0.0227332350741152,-0.1032579428070744,0.0497608954686176,0.0323120289588135,0.0088073626383629,0.0326875965977815,0.085943792777194,-0.0794233749914451,-0.0343838545456946,-0.2129799501357049,0.0121581713135692,-0.0514589861728577,0.0776388804997019,-0.0682450438473534
-0.0009127139277874,0.1787728420648843,0.0784314586854651,-0.2479872246995228,-0.1130601370969854,-0.1149799619466943,0.0419867139554135,-0.1667815928163731,0.0723828728527885,-0.0332659847500501,-0.081449359613484,-0.1065170736274448,0.1101607408646996,0.0429736844916874,-0.0613771279126103,0.0127807685851507,0.073615811258691,-0.0984674149061911,-0.2036829159287915,-0.099786203365169,0.194326884948398,-0.0312161062664198,-0.036495764217993,-0.0004394888751596,-0.0206937348731836,-0.0495836947182203,-0.0672448601360257,-0.0506071408867829,-0.0898895858221783,0.0199986932211072,-0.1044899882644134,0.046673404124989,0.0349801174708589,0.0062406750279156,0.0351514697327096,0.0818678528829197,-0.0788174341762173,-0.0375370782674175,-0.2124657743070702,0.0142939955041136,-0.050796455451446,0.0738178574668345,-0.0656770238391323
0.0021053858194845,0.1787042993083085,0.0759022219489755,-0.2454157667448371,-0.1159328420062521,-0.1148695751365818,0.0364655990272793,-0.1611840349200763,0.0745944431169685,-0.0337124439538216,-0.0785352444216426,-0.1070787014052835,0.1040309946589595,0.0404148639529782,-0.0644913873514578,0.0095853564172248,0.0726921715258927,-0.1058169859707588,-0.2041591014420233,-0.1010775036942628,0.1874398504001242,-0.0341414413395547,-0.0391576089122501,-0.0010458800337099,-0.0207038822084485,-0.0533250370018926,-0.0768266306545859,-0.0510763440764958,-0.0875586540143443,0.0169517780670451,-0.1052283959974305,0.0433698958852114,0.0374852690247316,0.0030255685319407,0.0378036426733656,0.0784167539791481,-0.0785402181377581,-0.0409644105181096,-0.2110902505161327,0.0163499466301233,-0.0499717538997803,0.0701194401464573,-0.0629061293520093
0.0050972101469997,0.1785082903996009,0.0733874789505698,-0.2429950267237474,-0.1199398831259631,-0.1146188477535294,0.031157214826081,-0.1560968601126628,0.0763166840219736,-0.0341421937149108,-0.0757610887536988,-0.1076763097948303,0.0982125465157615,0.0381698822062424,-0.0678088459125453,0.0070639265548175,0.0711032506092718,-0.1125182304497274,-0.2032451347035528,-0.1022569866452061,0.1809538376303972,-0.036830141962283,-0.0418303434717452,-0.0022346218294699,-0.0207086396132382,-0.0574771443207465,-0.0849097222252329,-0.051329598746437,-0.0855615628942169,0.0136168372688743,-0.1054901954443438,0.0398679269338304,0.0397160693530055,-0.0008148281894545,0.0404771881571821,0.0753943083653357,-0.0787462791380479,-0.0447464218520567,-0.2089923876583983,0.0182414587374007,-0.049122687764958,0.066473130657124,-0.0600779077537431
0.0079403992631628,0.1780969424834465,0.070949341032737,-0.2409185078346296,-0.1251121318018743,-0.1143064301768987,0.025990918560373,-0.1516132672891686,0.077483232433006,-0.0346238023301534,-0.0732328696253521,-0.108365784039372,0.0926277586120867,0.0360896423193214,-0.0712844545390768,0.0051415770467771,0.0688258521650623,-0.1187017412492884,-0.2011517066777506,-0.1034382355038237,0.1748670651308572,-0.0393808825257636,-0.0446415368806143,-0.004002131823056,-0.0207536863787701,-0.0619496339865188,-0.0916912423629767,-0.0514541746882218,-0.0839729206084141,0.010051903935321,-0.1053092071863782,0.0361977350876062,0.0415830961329131,-0.0052325966328976,0.0430229955651722,0.0725971276785948,-0.079559027587932,-0.0489348921736309,-0.2063176253366127,0.0198991777165976,-0.0483614715145135,0.0628117406490714,-0.057327363971701
0.0105241024467014,0.1773823491834714,0.0686571906421899,-0.2393482934257596,-0.1314200502259524,-0.1140037500726139,0.0209062197414287,-0.1477903378836217,0.0780535840740864,-0.0352194461262505,-0.0710436180606004,-0.1091781060021635,0.0872099222728526,0.0340356911506113,-0.0748457371993744,0.0037385043246959,0.0658729821336366,-0.124500452276171,-0.1981062467468881,-0.1047268004712941,0.1691682028406587,-0.0418858455082028,-0.0477079345774556,-0.0063108513594012,-0.0208774545420801,-0.0666169988493769,-0.0973766426980563,-0.0515289341242991,-0.0828414166631352,0.0063475525108424,-0.1047350740323446,0.0324020891387279,0.0430206675367318,-0.01015611238768,0.0453139509788748,0.0698217372058435,-0.0810657619732706,-0.05354940489859,-0.2032125166773148,0.0212715401829854,-0.0477701512293005,0.0590744813285121,-0.0547741807117835
0.0127516917036937,0.1762775227776162,0.0665844644170592,-0.2384083542418553,-0.1387711316966514,-0.1137723404425505,0.0158561614056999,-0.1446477082122741,0.0780147659095513,-0.0359823241698909,-0.0692704120033133,-0.1101160776050523,0.0819073066829247,0.0318859838034082,-0.0783930000357037,0.0027735879932801,0.0622948348225674,-0.1300444338863979,-0.1943451928985388,-0.1062170983598677,0.1638372450209869,-0.0444263859014737,-0.0511297709551733,-0.0090891944408649,-0.021109474626624,-0.0713211365780744,-0.1021728929438361,-0.0516208910470952,-0.0821875245566611,0.002624450953114,-0.1038314529898728,0.028535765144847,0.0439876926459264,-0.0154918191677521,0.0472482309387244,0.0668718448866611,-0.0833137164668275,-0.0585748956650349,-0.1998194356236103,0.0223267369858582,-0.0473971864741992,0.055210011640168,-0.052518335977143
0.0145428888789313,0.1746971482428516,0.064805124115538,-0.2381790675348505,-0.1470093345113174,-0.1136615107234839,0.0108104041570924,-0.1421674924946472,0.0773821836577481,-0.0369542847242663,-0.0679717651697345,-0.1111521572827515,0.0766867767654092,0.0295401443905357,-0.0818005328427334,0.0021680702473447,0.0581786275755076,-0.1354556058245374,-0.1901057040075292,-0.1079895556422837,0.158846586183831,-0.0470690549066391,-0.0549854004779241,-0.0122325323568603,-0.0214690053243573,-0.0758752064308254,-0.1062817325307557,-0.0517821403113267,-0.0820020269921557,-0.0009703430852335,-0.1026734429541912,0.0246646475467921,0.044467660836485,-0.0211266307598657,0.048751662335484,0.0635655618865333,-0.0863072579080317,-0.0639602908856981,-0.1962714752730774,0.0230539943223985,-0.0472553280544942,0.0511793396166175,-0.0506362797343333
0.015835319088048,0.1725581855592643,0.0633899465575889,-0.2386931806464672,-0.1559166178729797,-0.1137064332522877,0.0057578745824477,-0.1402954270366233,0.0761996010914585,-0.0381637498495068,-0.0671854874563839,-0.1122275537108815,0.0715368411318026,0.0269240419625791,-0.0849188803604282,0.0018492168163132,0.053647246462977,-0.1408425133314882,-0.1856170786863915,-0.1101080394571349,0.1541622767182152,-0.049862132284919,-0.0593264733621611,-0.0156052555965692,-0.0219639976218199,-0.0800687576832243,-0.1098931750067528,-0.0520472750948523,-0.0822454315922682,-0.004268253390689,-0.1013443709046626,0.0208644602767824,0.0444678299642519,-0.0269308892599275,0.0497791280600314,0.0597423658064934,-0.0900063423359065,-0.0696183476995049,-0.1926877012669747,0.0234641267400977,-0.0473208955233205,0.046958467700012,-0.0491778228677319
0.0165855240805322,0.1697803901530117,0.0624027774074833,-0.2399334092718846,-0.1652166333406519,-0.1139267065282223,0.0007088398620107,-0.138943171290053,0.0745382294688543,-0.0396240202221208,-0.0669270851011035,-0.1132526793868065,0.0664699965093306,0.0239935149844435,-0.0875782222161784,0.0017538372892723,0.048856694829893,-0.146295322985051,-0.1810921766562029,-0.1126176239178391,0.1497454314870759,-0.0528328026950764,-0.0641738731575531,-0.0190439275708035,-0.0225904351207423,-0.0836740248353095,-0.1131794476878842,-0.0524314008193764,-0.0828483245347367,-0.0070850946824136,-0.0999320989101263,0.0172191408146013,0.0440176906389089,-0.0327618011073101,0.0503150220541955,0.0552695965283953,-0.0943263163848211,-0.0754267774883347,-0.1891689161564964,0.0235893389644331,-0.0475345194235352,0.0425406717915752,-0.0481638768904097
