46_71_beat1,46_71_beat2,46_13_beat3,46_13_beat4,46_61_beat5,46_61_beat6,46_61_beat7,46_39_beat8,46_31_beat9,46_31_beat10,46_31_beat11,46_33_beat12,46_49_beat13,46_49_beat14,46_74_beat15,46_74_beat16,46_75_beat1,46_18_beat2,46_38_beat3,46_32_beat4,46_6_beat5,46_6_beat6,46_6_beat7,46_5_beat8
,,,,,,,,,,,,,,,,0.2131366234289523,0.0316730745343976,0.0305788119582923,0.1386266523155215,0.1070203894432532,0.0811323442094324,0.1525402104378615,0.1119802306821805
,,,,,,,,,,,,,,,,0.2044055477187339,0.0298128379260074,0.0252975723394811,0.1345209833334128,0.1035148530507578,0.0770418156616519,0.1517359800875422,0.1058258189429349
,,,,,,,,,,,,,,,,0.1941692858104916,0.0278540678246442,0.0202109611814063,0.1303701783145451,0.0994236621784253,0.0725192939504659,0.1499646973446155,0.0996007382221724
,,,,,,,,,,,,,,,,0.182521602067235,0.0258500029489694,0.0154393612346242,0.126248957554012,0.094904544999877,0.0676606747568864,0.1471781422917664,0.0934434935639526
,,,,,,,,,,,,,,,,0.1695527236128053,0.0238511478187244,0.0110851044006809,0.1222221906760377,0.0901099185036574,0.062562709985008,0.143348408499457,0.0874797081717149
,,,,,,,,,,,,,,,,0.1553481576291194,0.0219036909877997,0.0072302680289557,0.1183435781449825,0.0851810699649061,0.0573206417315615,0.1384715736352845,0.0818198539207042
,,,,,,,,,,,,,,,,0.1399882779302226,0.0200480661532929,0.0039351158601078,0.1146547293090956,0.0802427322862467,0.052025992549959,0.1325706675327191,0.0765574844826001
,,,,,,,,,,,,,,,,0.1235487165185107,0.0183176954694975,0.0012372094963081,0.1111846666716128,0.0753982798576714,0.0467645530064039,0.1256977501576262,0.0717679433567139
,,,,,,,,,,,,,,,,0.1061015427643991,0.0167379527241283,-0.0008487953961523,0.1079497755018774,0.070725762148655,0.0416146044347549,0.1179349437479841,0.0675075294743213
,,,,,,,,,,,,,,,,0.0877171596042867,0.0153253815292227,-0.002330666219035,0.1049542045838716,0.0662749696852629,0.0366454117169137,0.1093943030835833,0.0638131174776831
,,,,,,,,,,,,,,,,0.0684667967699862,0.0140872000438871,-0.0032374350646503,0.1021907083983752,0.0620656917986191,0.03191601713048,0.100216453475109,0.0607022432674187
,,,,,,,,,,,,,,,,0.048425439484947,0.0130211188106365,-0.0036175899560771,0.0996419042551524,0.0580872792216503,0.0274743611556431,0.0905679760506794,0.0581736733488086
,,,,,,,,,,,,,,,,0.0276750006091519,0.0121154919778937,-0.0035366556378055,0.0972819009635319,0.0542995699064346,0.0233567492493278,0.0806375731730541,0.0562084752083964
,,,,,,,,,,,,,,,,0.0063075269755414,0.011349814466916,-0.0030742193306277,0.0950782397319121,0.0506351765631151,0.0195876750511207,0.0706311026250853,0.0547715931033287
,,,,,,,,,,,,,,,,-0.0155717728557686,0.010695568546976,-0.0023204727823509,0.0929940741904439,0.0470030728286095,0.0161800007043216,0.0607656266500388,0.0538139090185875
,,,,,,,,,,,,,,,,-0.0378418829667241,0.0101174129668526,-0.0013723580030611,0.0909905056230878,0.0432933551171192,0.0131354844620419,0.0512626791440264,0.0532747352502236
,,,,,,,,,,,,,,,,-0.0603639001882806,0.0095746965731622,-0.0003294198640504,0.0890289823568652,0.0393830024059633,0.0104456349456182,0.042341007892321,0.0530846501360885
,,,,,,,,,,,,,,,,-0.0829796756593051,0.0090232666230718,0.000710516328877,0.0870736692184509,0.0351424094181291,0.0080928607900312,0.0342090939897834,0.0531685605756751
,,,,,,,,,,,,,,,,-0.1055113007416862,0.0084175301517673,0.0016557108943576,0.085093694137166,0.0304424321609782,0.0060518745300429,0.0270577821313105,0.0534488600171874
,,,,,,,,,,,,,,,,-0.1277615255203809,0.0077127151584786,0.0024247773920615,0.0830651841214731,0.0251616599976899,0.0042913011075072,0.0210533683138124,0.0538485489952007
,,,,,,,,,,,,,,,,-0.1495151641316334,0.0068672674516992,0.0029507026696874,0.0809730114989672,0.0191936159414076,0.0027754348893607,0.0163314820498591,0.0542941937762978
,,,,,,,,,,,,,,,,-0.1705415094982636,0.005845309198231,0.0031844677044787,0.0788121828909578,0.0124535865329548,0.0014660849393252,0.0129920670606601,0.0547186134128379
,,,,,,,,,,,,,,,,-0.1905977511294696,0.0046190769495091,0.003098120263219,0.0765888171909056,0.0048847938019743,0.000324446593956,0.01109570888305,0.0550632038542447
,,,,,,,,,,,,,,,,-0.2094333625103935,0.0031712504634433,0.002687158580095,0.074320674047748,-0.0035363566685431,-0.0006870619469797,0.0106614838373252,0.0552798280933392
,,,,,,,,,,,,,,,,-0.2267953971137457,0.0014970792345276,0.0019720991857815,0.0720372102668803,-0.0127961869726341,-0.0016030565336758,0.0116664173814702,0.0553322225262218
,,,,,,,,,,,,,,,,-0.2424346018249828,-0.000393788429958,0.0009991219667581,0.0697791575183697,-0.022841014483344,-0.0024535914503655,0.0140465481484104,0.0551968908988309
,,,,,,,,,,,,,,,,-0.2561122223757135,-0.0024758682999528,-0.0001602883086724,0.0675976302794655,-0.033575927927944,-0.003262759365239,0.0176995041788339,0.0548634776512651
,,,,,,,,,,,,,,,,-0.2676073378789718,-0.0047068857352053,-0.0014107524383113,0.0655527875665752,-0.0448651732563649,-0.0040475283256636,0.022488416737909,0.0543346315173776
,,,,,,,,,,,,,,,,-0.2767245226822259,-0.0070273869338054,-0.0026354696841267,0.0637120853238809,-0.0565341949614145,-0.0048168504804507,0.0282469304315173,0.0536253873809708
,,,,,,,,,,,,,,,,-0.2833015957184045,-0.0093609874010078,-0.0036997211561888,0.0621481680845973,-0.0683733192929708,-0.0055710705670752,0.0347850206802277,0.0527621092521337
,,,,,,,,,,,,,,,,-0.287217182448797,-0.0116153131485598,-0.0044553266086768,0.0609364586660921,-0.0801430047502296,-0.0063016557232186,0.0418953040610254,0.0517810495563173
,,,,,,,,,,,,,,,,-0.2883977845585048,-0.0136836697411751,-0.004745932066454,0.060152513332618,-0.0915805242275367,-0.0069912615979054,0.049359525055818,0.0507265895802788
,,,,,,,,,,,,,,,,-0.2868240304237757,-0.0154474496319783,-0.0044129622471619,0.0598692172886804,-0.1024078842112894,-0.0076141426036783,0.0569549238682575,0.049649232845756
,,,,,,,,,,,,,,,,-0.282535768232164,-0.0167792596231999,-0.0033020326779224,0.0601539018336171,-0.1123407316199238,-0.0081369059788317,0.0644602310718155,0.0486034274410666
,,,,,,,,,,,,,,,,-0.2756356671118951,-0.0175467183083783,-0.001269583727596,0.0610654703150183,-0.1210979505724348,-0.0085195997207568,0.0716610899888707,0.0476452950983858
,,,,,,,,,,,,,,,,-0.266291013237963,-0.0176168387974425,0.001810525873217,0.0626516253748804,-0.1284116119344511,-0.0087171132208277,0.0783547696617837,0.0468303443254262
