46_71_beat1,46_71_beat2,46_13_beat3,46_13_beat4,46_61_beat5,46_61_beat6,46_61_beat7,46_39_beat8,46_31_beat9,46_31_beat10,46_31_beat11,46_33_beat12,46_49_beat13,46_49_beat14,46_74_beat15,46_74_beat16,46_75_beat1,46_18_beat2,46_38_beat3,46_32_beat4,46_6_beat5,46_6_beat6,46_6_beat7,46_5_beat8
0.0944929221476083,0.0692150558731872,-0.1169700774178335,0.1229094736009004,0.1051699667400204,-0.0885257568596709,-0.0801388225561354,0.118140754824878,-0.0043312900984344,0.0901945471251262,-0.096286374206374,0.034184850563016,0.1106871380124426,0.1452973540151316,0.0817392387045382,-0.0250763969560909,,,,,,,,
0.0829800129985006,0.0570937430730174,-0.1224306358101796,0.1130245759954069,0.0945042705476304,-0.0978125878016624,-0.0850576854102433,0.1079238134091383,-0.0134750130790696,0.0760820834311546,-0.10200032213535,0.0286792089555712,0.0977840161319037,0.1328475297725641,0.0671915101403383,-0.0347133813278154,,,,,,,,
0.0718784189323188,0.0450300024947946,-0.1271507678781468,0.1034260572665405,0.0843268942433306,-0.107272790180214,-0.0893358192270551,0.0977202144471772,-0.0217481530950733,0.0619202777705776,-0.1065252928815321,0.0236065210931223,0.0847706695179912,0.1206788294055506,0.0523818741074868,-0.0433495723407572,,,,,,,,
0.0613298183057484,0.0332215628510374,-0.1311119713274348,0.0942495991582088,0.0747756729368303,-0.1167111204045654,-0.0929220108152246,0.0877165906400752,-0.0290818951775158,0.0479103814774566,-0.109895442429006,0.0190506626807356,0.071850927524533,0.1090044919211529,0.0375933468144784,-0.0509674734047399,,,,,,,,
0.0514434123051769,0.0218372645052923,-0.1343279673470071,0.085604267865104,0.0659584733980777,-0.1259445235114147,-0.0957906972478669,0.0780874750276085,-0.0354464643494035,0.0342321249251319,-0.1121858076569189,0.015078867513849,0.059205180867688,0.0980021432521704,0.0230843727183019,-0.0575889178607509,,,,,,,,
0.042294751734204,0.0110141180277848,-0.1368420523966473,0.077570870277997,0.0579514851653439,-0.1348063995789152,-0.097941318369566,0.0689916723042764,-0.0408498490760676,0.0210399781337889,-0.1135077548277389,0.0117405378646961,0.0469868469454818,0.087811046871994,0.0090829265037579,-0.0632719664262099,,,,,,,,
0.0339256319126641,0.0008554476721922,-0.138723557737625,0.0702011921932989,0.0507985291746879,-0.1431503387660551,-0.0993968476916091,0.060569114300862,-0.0453353537360851,0.0084601714363034,-0.114003122384877,0.0090665557860337,0.0353196257622052,0.0785306571770814,-0.0042182938952548,-0.0681067035894678,,,,,,,,
0.0263450323852853,-0.0085698698939723,-0.1400635468463985,0.063518126056876,0.0445113990651797,-0.1508532505015485,-0.1002015373040158,0.0529382704666954,-0.0489780645118127,-0.0034114445678844,-0.1138372734887691,0.0070690963660165,0.0242955966974358,0.0702204413289019,-0.0166654983330529,-0.072210060292424,,,,,,,,
0.0195310564595177,-0.0172270853276149,-0.1409699027444691,0.0575166752464376,0.0390712211056448,-0.1578178219422576,-0.1004179414908141,0.0461941685072967,-0.0518803434284724,-0.0145106341411062,-0.1131913212888692,0.0057419330101205,0.0139741975542124,0.0629009087995739,-0.0281461939924653,-0.0757198204478328,,,,,,,,
0.0134338031028203,-0.0251142129122086,-0.1415619733521102,0.0521657996586875,0.0344307878605434,-0.1639742512395101,-0.1001233130742849,0.0404070651874353,-0.0541664940141434,-0.024805059662475,-0.1122538265629063,0.0050612154092876,0.0043821148293467,0.0565557635043823,-0.0385902889412622,-0.0787879949906629,,,,,,,,
0.0079790808756869,-0.0322596852425845,-0.1419649523547306,0.0474110440721801,0.0305177893811428,-0.1692812121345283,-0.0994054939534815,0.0356217927125633,-0.0559767680143469,-0.0342935890839952,-0.1112122910860271,0.0049866927430351,-0.0044859010906723,0.0511350711867318,-0.0479698899423228,-0.0815737678701177,,,,,,,,
0.0030728510600347,-0.0387191105693001,-0.1423041756441582,0.0431778673158637,0.0272388352815998,-0.1737260182620148,-0.098358444674964,0.0318577909892245,-0.057460904735542,-0.0430046305653101,-0.1102447799289323,0.0054633474971591,-0.0126652983701477,0.0465593147173332,-0.0562978041722272,-0.0842362326633109,,,,,,,,
-0.0013937341300631,-0.0445712378418347,-0.142699509816064,0.0393755680156097,0.0244841331095174,-0.1773239693488735,-0.0970775752807506,0.0291098188484241,-0.0587714118699141,-0.0509935275606342,-0.1095120016431067,0.0064233985833628,-0.020219082236151,0.0427241921947555,-0.0636247883349091,-0.0869271459099727,,,,,,,,
-0.0055388513979094,-0.049913253162879,-0.14326000057549,0.0359016831491563,0.022132664553593,-0.1801168785304757,-0.0956550497470543,0.0273493166887046,-0.0600568079309595,-0.0583390803080708,-0.1091501574203711,0.0077886256075622,-0.0272343038585891,0.0395059973886802,-0.0700356254410892,-0.0897839240309079,,,,,,,,
-0.0094842532387774,-0.0548555476688481,-0.1440789363481743,0.0326467202048764,0.0200576826810973,-0.1821708009256344,-0.0941752384718712,0.0265263686738472,-0.0614550506583508,-0.0651392929629396,-0.1092648398495894,0.0094729583035606,-0.033817732561368,0.0367674098176447,-0.0756441470991533,-0.0929231054070454,,,,,,,,
-0.0133494225271914,-0.0595161106108236,-0.1452294668634481,0.0294990733988872,0.018132341614151,-0.1835730080438088,-0.0927104877794128,0.0265721857314276,-0.0630873723034957,-0.0715064771845909,-0.1099262204619472,0.0113852653314517,-0.0400907893236331,0.0343635136945981,-0.0805873551432057,-0.096434488548206,,,,,,,,
-0.0172458223037267,-0.0640147123532051,-0.146760898865245,0.0263499695826293,0.0162352653927505,-0.1844282793025521,-0.0913173632356955,0.0274020036131944,-0.0650527315845674,-0.077561870332776,-0.1111657149583527,0.0134322639422791,-0.0461838518545928,0.0321478622315849,-0.0850188284649869,-0.1003761418068319,,,,,,,,
-0.0212714294478411,-0.0684670496198044,-0.1486957724103119,0.0230982899866814,0.0142558652619874,-0.184854609176286,-0.0900335059847058,0.0289182665647752,-0.0674230738839841,-0.0834299474239924,-0.1129742581759342,0.01552145643265,-0.0522300781847168,0.0299784070503334,-0.0891016269011927,-0.1047704600478752,,,,,,,,
-0.025505736117407,-0.0729790289991088,-0.151027802350275,0.0196551191543833,0.0120992237578493,-0.1849784543583476,-0.0888752197004273,0.0310139503032329,-0.0702395668566189,-0.0892326193138227,-0.1153022597253638,0.0175639832488308,-0.0583589314696035,0.0277231216524812,-0.0930009223167598,-0.1096014190250479,,,,,,,,
-0.0300053919124361,-0.0776413641062475,-0.1537207510688369,0.0159478815350665,0.0096903788372663,-0.1849296678894267,-0.0878358814859721,0.0335758710648713,-0.0735099489593942,-0.0950835147375415,-0.1180612477085082,0.0194772716428535,-0.064689618770313,0.0252651623078717,-0.0968765966967071,-0.1148131487466222,,,,,,,,
-0.0348006428335912,-0.0825246569068252,-0.1567082802414293,0.0119239385444981,0.0069778608983601,-0.1848362847808477,-0.0868852443341797,0.0364878322892831,-0.0772070943266171,-0.1010825409188119,-0.1211271434757516,0.0211873594820594,-0.0713246778454529,0.0225074281343443,-0.1008760479956882,-0.1203099128634593,,,,,,,,
-0.039892700746921,-0.087675124798587,-0.1598948107233696,0.0075535338493578,0.0039363591352423,-0.1848193349231785,-0.0859696724156931,0.0396334772829142,-0.0812688596516059,-0.1073109067942681,-0.1243450463949022,0.0226307891791357,-0.0783439567482356,0.0193764032997552,-0.1051274372428774,-0.1259575426334798,,,,,,,,
-0.0452521501907246,-0.0931111223584062,-0.1631573999440698,0.0028319915412568,0.0005684208997967,-0.1849878632217388,-0.0850133238835945,0.0428987436121291,-0.0855992381556004,-0.1138267752686149,-0.1275353459653477,0.0237559940419301,-0.0857992304017041,0.015825187061453,-0.1097335958747326,-0.1315863323879284,,,,,,,,
-0.050818469316886,-0.0988205902239248,-0.1663486247818519,-0.002218909904818,-0.0030948817135983,-0.185434333696412,-0.083920269123028,0.0461738503944258,-0.0900708035564739,-0.1206616877075167,-0.130500922014788,0.024524132576865,-0.0937096861896558,0.0118356408370834,-0.114766791491948,-0.1369953599220133,,,,,,,,
-0.0565007099048495,-0.1047595432455574,-0.1693004343677309,-0.0075504458799786,-0.0069943506325268,-0.1862305839632602,-0.0825775051718806,0.0493547896557472,-0.094528384879659,-0.1278178770483153,-0.1330351454444306,0.0249093597645614,-0.1020584876671037,0.0074196048331668,-0.1202645242927881,-0.1419581510189741,,,,,,,,
-0.0621793486558715,-0.1108516857749021,-0.1718289112870104,-0.0130873742097249,-0.0110441236889514,-0.1874244796958868,-0.0808587990216486,0.0523443337613567,-0.0987938728388689,-0.1352665576805078,-0.1349303553568336,0.0248985546007587,-0.1107905932644663,0.0026191591530578,-0.1262264965564254,-0.1462295633355468,,,,,,,,
-0.0677092887875678,-0.116989214110196,-0.1737398510067788,-0.0187293013069217,-0.0151341623222131,-0.1890373962841727,-0.0786292635941931,0.0550526089919325,-0.1026720218584961,-0.1429472527617807,-0.1359864661851011,0.0244905487229797,-0.1198119672200929,-0.0024940748920613,-0.1326128651250405,-0.1495537218990341,,,,,,,,
-0.0729239574775351,-0.1230348353864139,-0.1748350381516022,-0.0243529809915823,-0.0191336938458575,-0.191062628187124,-0.0757505408932835,0.0573973174244091,-0.1059570794623838,-0.1507681945605525,-0.1360193525288508,0.0236949212685187,-0.1289902747896437,-0.0078205786649376,-0.1393438532279944,-0.1516727971919704,,,,,,,,
-0.0776404111407398,-0.1288249991640314,-0.1749190651640902,-0.0298155171946967,-0.0228955054732235,-0.1934647967533813,-0.0720864381848817,0.0593037127789211,-0.1084400470434581,-0.1586078115129549,-0.1348686707092676,0.0225304402571537,-0.1381571047753776,-0.0132354935213561,-0.1463007642633534,-0.1523363779346284,,,,,,,,
-0.0816653271075759,-0.1341743028226651,-0.1738065052948553,-0.034958416102089,-0.0262609593546373,-0.1961802957563178,-0.0675088363822902,0.0607044489130535,-0.1099163530692275,-0.166317296535528,-0.1324048045822125,0.0210232410124544,-0.1471117112572695,-0.0185920436656384,-0.1533284067647874,-0.151311154947641,,,,,,,,
,,,,,,,,,,,,,,,,-0.2430294777784488,-0.0078202312369477,-0.0793142570855258,0.0368397476580414,-0.0664070885981472,-0.016904675673154,0.0054017259573174,-0.0335754233885001
,,,,,,,,,,,,,,,,-0.2281900051750105,-0.0082713935003364,-0.0777123081353844,0.0398494407629154,-0.0718347358521189,-0.0160611682409315,0.0093029879652667,-0.0294025720396317
,,,,,,,,,,,,,,,,-0.2113098355488133,-0.0084353665649378,-0.0749265610289644,0.043607083852268,-0.0757376995971743,-0.0147927748712137,0.0136814953808715,-0.0244251929933491
,,,,,,,,,,,,,,,,-0.1925192425074341,-0.0082738564194966,-0.0709454736134728,0.0481113056278144,-0.0779972079814257,-0.0130393743208069,0.0185056204181158,-0.0186094761010612
,,,,,,,,,,,,,,,,-0.1719891174485144,-0.0077570960773715,-0.065791151816687,0.0533390454605857,-0.0785308708105254,-0.0107503326819621,0.0237331192021471,-0.0119418186505185
,,,,,,,,,,,,,,,,-0.1499263296590552,-0.0068652829237324,-0.0595203178120057,0.0592451942061894,-0.0772956564031628,-0.0078874746834355,0.0293128083658367,-0.0044314441257883
,,,,,,,,,,,,,,,,-0.126567948250504,-0.0055896968676262,-0.0522239650188278,0.0657630743033904,-0.0742897428635105,-0.0044276975958919,0.0351867161448311,0.0038874152742451
,,,,,,,,,,,,,,,,-0.102174650458007,-0.0039334380672231,-0.0440256377190985,0.0728057813213593,-0.0695531417095902,-0.0003650998273089,0.0412925818827122,0.0129540035298839
,,,,,,,,,,,,,,,,-0.0770236836891727,-0.0019117360360405,-0.0350783419215438,0.0802683662050466,-0.0631670341784373,0.0042874919597093,0.047566543827924,0.0226804230502942
,,,,,,,,,,,,,,,,-0.0514017582877604,0.0004482009261646,-0.0255601703718058,0.0880307910627222,-0.0552518104160406,0.0094976948416614,0.0539458325438509,0.0329521154135059
,,,,,,,,,,,,,,,,-0.0255982224928991,0.0031078062985274,-0.0156688020474447,0.0959615450372285,-0.0459638569216138,0.0152135125340424,0.0603712790710779,0.0436295854964103
,,,,,,,,,,,,,,,,0.0001011859636482,0.0060182329318059,-0.0056151078518671,0.1039217648947223,-0.035491194589984,0.0213640878952676,0.0667894542718979,0.0545514336950588
,,,,,,,,,,,,,,,,0.0254197975529127,0.0091218504269537,0.0043838477188636,0.1117696718362601,-0.0240481240119015,0.027861264333002,0.0731542784680998,0.0655386636756486
,,,,,,,,,,,,,,,,0.0500945561900993,0.0123541017831569,0.0141120806028543,0.1193651154363799,-0.011869081520487,0.0346019118399805,0.0794279774308029,0.0764001286888523
,,,,,,,,,,,,,,,,0.0738796220572692,0.0156456386829635,0.0233618935581558,0.126574010006499,0.0007980555172328,0.0414709289231231,0.0855813093853804,0.08693887958739
,,,,,,,,,,,,,,,,0.0965490818193765,0.0189246397972076,0.031940681221755,0.1332724588405275,0.013698955581031,0.0483447904049493,0.0915930437760823,0.0969590939397276
,,,,,,,,,,,,,,,,0.1178988750323882,0.0221192080384333,0.0396770323989477,0.1393503866304417,0.0265798497904763,0.0550954772319601,0.0974487309223065,0.1062732078321467
,,,,,,,,,,,,,,,,0.1377480785608473,0.0251597413008858,0.0464258785530594,0.1447145369607055,0.039194328755603,0.061594601730624,0.1031388570416433,0.1147088466412261
,,,,,,,,,,,,,,,,0.1559396967183011,0.0279811764735193,0.0520725005520557,0.1492907359712312,0.0513096959100164,0.067717532571351,0.1086565265925207,0.1221151606846372
,,,,,,,,,,,,,,,,0.1723410865742629,0.0305250172638344,0.0565352758076989,0.1530253702456924,0.0627126899700198,0.0733473285175085,0.1139948497213752,0.1283682143531292
,,,,,,,,,,,,,,,,0.1868441119840865,0.0327410712488044,0.059767119371693,0.1558860723085326,0.0732144304225381,0.0783783076011056,0.1191442343636492,0.1333751473933475
,,,,,,,,,,,,,,,,0.1993650751930477,0.0345888392704879,0.0617556399056038,0.1578616472851592,0.0826544815762552,0.0827191064146812,0.1240897893081511,0.1370769162059401
,,,,,,,,,,,,,,,,0.2098444306024764,0.0360385195540697,0.0625220900636324,0.1589613068520675,0.0909039691096548,0.0862951200234635,0.128809036787631,0.1394495222397877
,,,,,,,,,,,,,,,,0.2182462495275054,0.0370716084035171,0.0621192374741238,0.1592133001782364,0.0978677157971701,0.0890502534661473,0.133270112621006,0.1405037350090991
,,,,,,,,,,,,,,,,0.2245573832285752,0.0376810976734633,0.060628315634115,0.1586630457502341,0.1034853888865652,0.0909479573864522,0.1374306011969169,0.140283410800784
,,,,,,,,,,,,,,,,0.2287862669620957,0.0378712852731904,0.0581552336892226,0.1573708733696213,0.1077316704226866,0.091971559388686,0.1412371146920768,0.1388625874498736
,,,,,,,,,,,,,,,,0.2309613201830449,0.0376572279635692,0.0548262315502433,0.1554094836574641,0.1106154751055561,0.0921239360834687,0.1446256838698159,0.1363415946701595
,,,,,,,,,,,,,,,,0.2311289247981551,0.0370638753701019,0.0507831642256347,0.1528612251609908,0.1121782505911702,0.0914265963091994,0.1475229841756539,0.1328424545005468
,,,,,,,,,,,,,,,,0.2293510001844357,0.0361249306059616,0.0461785891921905,0.1498152789599035,0.1124914052667266,0.0899182627547768,0.1498483775860316,0.1285038563452048
,,,,,,,,,,,,,,,,0.225702235249652,0.0348814866142337,0.0411708157006281,0.146364829695762,0.1116529206070068,0.0876530474652102,0.1515167091563104,0.1234759775814182
,,,,,,,,,,,,,,,,0.2202670786502854,0.033380488828287,0.0359190574535087,0.1426042918909759,0.109783220544731,0.0846983177111207,0.1524417584208568,0.1179153880251096
