28_34_beat1,28_34_beat2,28_34_beat3,28_34_beat4,28_85_beat5,28_85_beat6,28_85_beat7,28_41_beat8,28_41_beat9,28_41_beat10,28_91_beat11,28_91_beat12,28_91_beat13,28_91_beat14,28_28_beat15,28_28_beat16,28_28_beat17,28_28_beat18,28_82_beat19,28_82_beat20,28_82_beat21,28_82_beat22,28_5_beat23,28_93_beat24,28_93_beat25,28_50_beat26,28_52_beat27,28_52_beat28,28_52_beat29,28_52_beat30,28_35_beat31,28_35_beat32,28_88_beat33,28_88_beat34,28_88_beat35,28_88_beat36,28_2_beat37,28_2_beat38,28_2_beat39,28_92_beat40,28_92_beat41,28_92_beat42,28_92_beat43,28_3_beat1,28_31_beat2,28_31_beat3,28_31_beat4,28_31_beat5,28_6_beat6,28_6_beat7,28_54_beat8,28_54_beat9,28_11_beat10,28_11_beat11,28_12_beat12,28_12_beat13,28_12_beat14,28_12_beat15,28_53_beat16,28_53_beat17,28_53_beat18
0.0311779732165675,-0.0097833797338177,0.0252347469310635,0.0781002790535323,-0.0519170628447013,-0.0323788782788837,-0.0280446924518803,-0.081500441055252,0.0095377753217493,-0.0007820339698937,-0.0566491680685446,-0.0942034734027028,-0.0386131371099697,-0.0052561276065501,0.0015818302002773,-0.0088941717222689,0.0186953624965898,-0.0062576887925879,-0.1231911917627828,-0.0881618028327465,-0.0341565993657207,0.0088445934931605,0.0486201205501019,0.0424790456136928,0.0039772313900729,-0.0180351393710756,0.0028360384229097,0.0200330301252922,-0.1038017148277867,-0.0844317431903187,-0.0215948440873321,0.1418853037072964,0.0130630786295036,-0.0388646187729374,-0.096379545719251,0.0109602060645319,-0.1095579496269347,-0.1230098534754054,-0.017963952147027,0.0200063619917348,0.0110671888809009,-0.0059495451479521,-0.0612346295853193,,,,,,,,,,,,,,,,,,
0.0445316927810436,-0.0077696011956618,0.0241397424860086,0.0871432445907178,-0.0486139594322506,-0.0247764880422251,-0.0192084525867873,-0.0727156230260047,0.0163944395947952,0.0056414721906435,-0.0657568511020162,-0.083336297330443,-0.0427226881742335,-0.012353429303462,0.0068445270204903,-0.0089934212509762,0.0200427067123504,-0.0040073301490098,-0.1212269965048375,-0.0838978038357446,-0.0261934732394594,0.0060228116970117,0.0676787655952984,0.0413037063386796,0.0031894330427432,-0.0141010757343452,0.0034478925683768,0.0278440537763796,-0.0978523575385029,-0.0830757217810219,-0.0108627284181569,0.1450958449994011,0.0167276354587546,-0.0380158821170016,-0.0917378342921183,0.0189874531799156,-0.1059191954985489,-0.1178145205023298,-0.0158337015902952,0.0281515779232103,0.0176811173711422,-0.0004962710575663,-0.0586927200284584,,,,,,,,,,,,,,,,,,
0.0583413085856689,-0.0057506522813719,0.0230970163636005,0.0956625327075828,-0.0439397322611962,-0.0160586471668867,-0.0094241705851744,-0.0635331750379064,0.0234559566725474,0.012260263142374,-0.0725600573757905,-0.0712812398538988,-0.0453271592995503,-0.0181333761590667,0.0120258384928605,-0.0087080192489923,0.0217480754049314,-0.0015203861844987,-0.118205040992504,-0.0785682976074869,-0.017135302388606,0.0040157177189203,0.0868906302640953,0.0408425926170076,0.0032589523904593,-0.0100047069244415,0.0042878215661007,0.036403107019548,-0.0911116362338306,-0.0810248450952038,0.000148532439654,0.1486948636258179,0.0212999604561687,-0.0359802997818626,-0.0859769161362918,0.0268908588302997,-0.1014121200157753,-0.1121383080655615,-0.013323644634359,0.0363446010012386,0.0249563356862637,0.0056046268423031,-0.0554528086324205,,,,,,,,,,,,,,,,,,
0.0724304631561762,-0.0037527625176841,0.0221876697161531,0.1036177448591241,-0.0379560566365529,-0.0063935596027923,0.0011367310658761,-0.0540703074597643,0.0305962768734704,0.0189731651414759,-0.0770373135782731,-0.0582305048126532,-0.0463586275940937,-0.0225060890301779,0.0170556065249609,-0.0080321349075738,0.0238273006180317,0.0011682518270223,-0.1141257723202237,-0.0722687501015085,-0.0071125242699929,0.0028549243628799,0.1062963121968742,0.041119747406692,0.0042109934360996,-0.005822876951206,0.0054441039461881,0.0456033347784667,-0.0836544281655254,-0.078288376460019,0.0112790992515397,0.1527177257154236,0.026703316887473,-0.0327821749524017,-0.0792447938724874,0.0346477642832967,-0.0960954147998761,-0.106089425678273,-0.0104957307753413,0.0445721587814736,0.0327258692883911,0.012234221749109,-0.0515725152731685,,,,,,,,,,,,,,,,,,
0.0866131080382619,-0.001799284026582,0.0214863194727435,0.1109824092514248,-0.0307536009103092,0.0040290883116825,0.0122843048553874,-0.0444525545454862,0.0376875246020104,0.0256775488472458,-0.079218476231348,-0.0443954104738745,-0.0457814823346409,-0.0254151824473275,0.0218673725030945,-0.0069707561809024,0.0262899844256703,0.0040172464503118,-0.1090148446688793,-0.0651134433318653,0.0037164299462081,0.0025547214763182,0.1259256541870596,0.0421403119369962,0.0060490258952659,-0.0016351878403623,0.00699287173989,0.0553216671372765,-0.0755724271793892,-0.0748853087291612,0.0223692377870269,0.157179511340932,0.0328422090948818,-0.0284716530792701,-0.071711107345993,0.0422340084881663,-0.090048887575947,-0.0997816903816421,-0.0074226129326634,0.0528163488661656,0.0408144848367699,0.0192631150222962,-0.0471247641273466,,,,,,,,,,,,,,,,,,
0.1006972458547643,8.942552593955408e-05,0.0210582684054641,0.1177432081960672,-0.022450813316327,0.0150026743768777,0.0238146286350806,-0.0348101702692469,0.0446037452610283,0.0322722806625455,-0.0791838893987623,-0.0300022372094206,-0.0435940093332386,-0.0268395703883073,0.0263998492743715,-0.0055399724401393,0.0291388106811282,0.0069801055458582,-0.1029238763219974,-0.0572329679683047,0.0151676609720365,0.0031112599643875,0.1457922720913803,0.0438895938018746,0.0087534019805887,0.0024784225631382,0.0089945279543128,0.0654208101885943,-0.0669726971950256,-0.0708454108149994,0.0332631540590899,0.1620733171573041,0.0396044645847965,-0.0231245247626914,-0.0635627465502619,0.049622143230302,-0.0833720305287053,-0.0933312504558283,-0.0041855441401856,0.0610526155093619,0.0490432472964762,0.0265546149527235,-0.0421962027998128,,,,,,,,,,,,,,,,,,
0.1144887240736708,0.0018960522845582,0.0209570044989042,0.1238987483368411,-0.0131917973911002,0.026308750242632,0.0355148251979115,-0.0252743567543132,0.0512245408620707,0.0386605706911736,-0.0770621891789309,-0.0152877045952205,-0.0398293054556962,-0.0267942801863722,0.0305982584962038,-0.0037667950531615,0.0323690405548366,0.0100066646535656,-0.0959302713092208,-0.0487712519369623,0.0270352341313185,0.0045021494881214,0.1658886317094863,0.0463326346977279,0.0122805881210924,0.0064400998343534,0.0114906165258611,0.0757517452044174,-0.0579756867823165,-0.0662100415735838,0.0438126278079235,0.1673693806039252,0.0468638764979307,-0.0168411681501483,-0.0549988826168714,0.0567797790784847,-0.0761819082258491,-0.0868533061488837,-0.0008719170880805,0.0692481224188413,0.0572340602859685,0.0339680172188592,-0.0368851560983679,,,,,,,,,,,,,,,,,,
0.1277949646201203,0.0036063088756343,0.021222136613084,0.1294579574755445,-0.0031433280766463,0.0377225317356867,0.0471683420863335,-0.0159734975180601,0.0574384466960875,0.0447526120153662,-0.0730268018175588,-0.0004942005798458,-0.0345554271952607,-0.0253302170978003,0.034415494884349,-0.0016885187650095,0.0359681995671486,0.0130446911531775,-0.08813608293082,-0.0398822252599208,0.0390954398434694,0.0066865265157342,0.18618190496323,0.0494143452772159,0.0165631103291684,0.0101763901407684,0.0145012761001186,0.0861566436145429,-0.0487127740033154,-0.061032654430437,0.0538803166849591,0.1730150853147948,0.054483329115932,-0.0097446618319454,-0.0462255973941108,0.0636682062236032,-0.0686104126323272,-0.0804589790438329,0.0024274530345837,0.0773606355292373,0.065214021110142,0.0413618727000094,-0.0312991799603024,,,,,,,,,,,,,,,,,,
0.1404285271298853,0.0052088485689603,0.0218778538095466,0.1344382061407758,0.0075088967023198,0.0490185686310831,0.058560273973917,-0.0070295651622861,0.0631459167913375,0.0504679187636553,-0.0672912330374455,0.0141351031035284,-0.0278746966057767,-0.0225328660535335,0.0378130812243608,0.0006483502026377,0.0399159545657865,0.0160415372856019,-0.0796659455698464,-0.0307262369931518,0.0511117659707047,0.0096056324559438,0.2066108041687084,0.0530602520088386,0.0215102810401011,0.0136203625748542,0.0180233977341213,0.0964720861922365,-0.039323426339689,-0.0553789303801139,0.0633426213954363,0.1789358726049811,0.0623182972797291,-0.0019781399409392,-0.0374503120452307,0.070241423874815,-0.0608009577758913,-0.0742524648821104,0.0056211894053026,0.0853379903959481,0.0728194359965882,0.0485971304277406,-0.0255523064103832,,,,,,,,,,,,,,,,,,
0.1522104207219565,0.0066951072740945,0.0229319715364346,0.1388632603593611,0.0185646366463559,0.0599763843999612,0.0694825144689099,0.0014451389365505,0.0682618072068444,0.0557372857606232,-0.060103293101494,0.0283611102599745,-0.019922115151592,-0.0185199632656181,0.0407618822445772,0.0031895518585118,0.0441841705931218,0.0189457693338307,-0.0706641492753059,-0.0214663495309821,0.0628404341511639,0.0131839198543095,0.2270835547484969,0.0571778734363918,0.0270097376931442,0.0167134543174578,0.0220295909260319,0.1065324631621656,-0.0299520720466981,-0.049326495850323,0.0720920240480022,0.1850370462314216,0.0702205843070447,0.0062985037262265,-0.0288762249318311,0.0764456924225276,-0.0529047102625579,-0.0683285826919251,0.0086202382674211,0.0931181775613691,0.0798993633729029,0.0555400516363325,-0.019762090133878,,,,,,,,,,,,,,,,,,
