55_8_beat1,55_55_beat2,55_56_beat3,55_99_beat4,55_29_beat5,55_29_beat6,55_29_beat7,55_41_beat8,55_13_beat9,55_10_beat1,55_36_beat2,55_24_beat3,55_12_beat4
0.0139443038135188,0.0517150004517596,0.1067810949406622,0.1601399201824141,-0.0099389635381739,-0.0108724121572798,-0.0030618963615978,-0.0265891559785174,-0.011014654861023,,,,
0.0015384221317839,0.0463522776156351,0.1010736540488835,0.151169416675186,-0.0188452694259494,-0.017975980444729,-0.0105875406895234,-0.0304954720316007,-0.0181620185699789,,,,
-0.0101699047713009,0.0415683559922532,0.0958525620261985,0.1423662483211797,-0.0273169314907579,-0.024250525984418,-0.0174346363131209,-0.0342271841588566,-0.0247054328095718,,,,
-0.0210261866281499,0.037424526108357,0.0911411287896683,0.1338190749852149,-0.0352316612694976,-0.0296876455932527,-0.0235684303371793,-0.03773245736272,-0.0305493480193945,,,,
-0.0309147714226665,0.0339571476075026,0.0869429556702016,0.1256064277546633,-0.0424931294224374,-0.0343031713527745,-0.0289756225294318,-0.0409701356000084,-0.035613872493819,,,,
-0.039760386442594,0.0311774222830523,0.0832437489099965,0.1177953393979267,-0.0490326322925146,-0.0381351109115435,-0.0336626092819115,-0.0439098464617171,-0.0398360040929858,,,,
-0.0475282953802294,0.0290719562964866,0.080013785464669,0.1104402973173459,-0.0548097850370433,-0.0412411152757969,-0.0376532988685734,-0.0465316995793711,-0.0431705789013922,,,,
-0.0542231634493266,0.0276040704536484,0.0772109127736631,0.103582547156554,-0.0598122497825449,-0.0436955766010814,-0.0409866168715232,-0.0488256418197372,-0.0455909238999045,,,,
-0.0598867621679913,0.026715799239202,0.0747839400808624,0.0972497606527093,-0.0640545391730044,-0.0455864606704434,-0.0437138221521224,-0.0507905479226412,-0.0470891998229605,,,,
-0.0645946747109411,0.0263305043174775,0.0726762610397313,0.0914560663047477,-0.0675759645186366,-0.0470119760938766,-0.0458957501495531,-0.0524331339015542,-0.0476764198978162,,,,
-0.0684521812810296,0.0263560165274045,0.0708295368484026,0.0862024270116634,-0.0704378226312538,-0.0480771754414299,-0.0476000918374228,-0.0537667814837479,-0.0473821305885713,,,,
-0.0715895121500269,0.0266882118903438,0.0691872666275733,0.0814773360810348,-0.0727199356845242,-0.0488905736075376,-0.0488988039595679,-0.0548103552139949,-0.0462537421619312,,,,
-0.0741566546036171,0.0272149214380059,0.0676980772560951,0.07725779282327,-0.0745166736278874,-0.0495608569601363,-0.0498657301047256,-0.0555870805706892,-0.0443555000737421,,,,
-0.0763178900753764,0.0278200712551457,0.066318578107844,0.0735105119601586,-0.0759325986409865,-0.0501937444419099,-0.0505744937928369,-0.0561235333401375,-0.0417670930265242,,,,
-0.0782462208212951,0.0283879474919093,0.0650156465086471,0.0701933175677083,-0.0770778759978942,-0.0508890497030742,-0.0510967050663222,-0.0564487699760162,-0.0385819003371813,,,,
-0.0801178236416629,0.0288074807626617,0.0637680364305986,0.0672566721151559,-0.078063596028223,-0.0517379822404617,-0.0515005021240567,-0.0565936084204164,-0.0349048903207515,,,,
-0.0821066439078723,0.0289764449723306,0.0625672349126493,0.0646452938096888,-0.078997148372078,-0.0528207159121135,-0.0518494302575529,-0.0565900513325159,-0.0308501929780694,,,,
-0.0843792192055855,0.0288054670243288,0.0614175267291418,0.062299820069992,-0.079977783232215,-0.0542042455276613,-0.0522016425342528,-0.0564708305607767,-0.0265383842727637,,,,
-0.0870898007009444,0.0282217460271589,0.0603352666016396,0.0601584806116492,-0.0810924855273137,-0.0559405468831328,-0.0526093908809514,-0.0562690436396249,-0.0220935350938402,,,,
-0.0903758234781071,0.0271723835546696,0.0593473982803004,0.0581587495329486,-0.0824122772861233,-0.0580650528945862,-0.0531187628506401,-0.0560178497032949,-0.0176400945053735,,,,
-0.0943537651277155,0.0256272302829864,0.0584892993451034,0.0562389513839651,-0.0839890517008147,-0.0605954583437815,-0.0537696087906325,-0.0557501924379572,-0.0132996925592691,,,,
-0.0991154245871696,0.0235811590543717,0.0578020675208926,0.0543398011839783,-0.0858530292541287,-0.0635308676706356,-0.054595596834916,-0.0554985203265537,-0.0091879610361731,,,,
-0.1047246502042802,0.021055680357418,0.0573293964194277,0.0524058625687654,-0.0880109123314191,-0.0668513033181398,-0.0556243296602274,-0.0552944785129572,-0.0054114792398895,,,,
-0.1112145466970585,0.0180998237361392,0.0571142137601572,0.0503869115651533,-0.0904447996119241,-0.0705175952264126,-0.0568774577655038,-0.0551685515520841,-0.0020649549600371,,,,
-0.1185851943356116,0.0147902182259571,0.0571952714715688,0.0482391957466429,-0.0931119051349899,-0.0744716740440311,-0.0583707294131784,-0.0551496418437558,0.0007712529463587,,,,
-0.126801919193391,0.0112303171535933,0.0576038833416264,0.0459265795828786,-0.0959451091848444,-0.078637290558423,-0.0601139271768884,-0.0552645745144065,0.0030331744096715,,,,
-0.1357941595957283,0.0075487281923553,0.0583610013404126,0.0434215666206304,-0.0988543490658784,-0.082921181250581,-0.0621106547310222,-0.055537525790957,0.0046747513342293,,,,
-0.145454980019319,0.0038966290486733,0.0594748062256894,0.040706187847927,-0.101728837504872,-0.0872146947041481,-0.0643579542362686,-0.0559893784205935,0.0056687870495254,,,,
-0.1556412888152153,0.0004442730212244,0.0609389620064171,0.0377727434672272,-0.1044400748572133,-0.0913958860272146,-0.0668457534060608,-0.0566370143693656,0.0060072905563461,,,,
-0.1661748192370825,-0.0026233828792979,0.0627316483897204,0.0346243826986166,-0.1068455985886204,-0.0953320766144945,-0.0695561610384394,-0.0574925617844814,0.0057012113461151,,,,
-0.1768439332200737,-0.0051118617143535,0.0648154423142641,0.0312755035528542,-0.1087933898569959,-0.0988828644566762,-0.0724626494298749,-0.0585626198472465,0.0047795875638823,,,,
-0.1874063030413033,-0.0068230602605272,0.0671380716179978,0.027751952169348,-0.1101268328183113,-0.1019035556789027,-0.0755291805800606,-0.0598474914175755,0.003288155287363,,,,
-0.1975925163446245,-0.0075617117205724,0.0696340138561561,0.0240909996757433,-0.110690098082067,-0.1042489710348012,-0.0787093493501669,-0.0613404589576386,0.0012874881990661,,,,
-0.2071106341565507,-0.0071422378565743,0.072226864553443,0.0203410738623895,-0.1103337982345322,-0.1057775618739151,-0.0819456297440724,-0.063027143726489,-0.0011492462627439,,,,
-0.2156517089581336,-0.0053957746102684,0.0748323549134959,0.016561223451349,-0.1089207414441424,-0.1063557491148427,-0.0851688194708766,-0.0648849912118365,-0.0039388168055574,,,,
-0.2228962405719638,-0.0021771244543803,0.0773618619784085,0.0128202945565953,-0.1063315902589766,-0.1058623769278744,-0.0882977824172094,-0.0668829268092779,-0.006990640957172,,,,
,,,,,,,,,-0.0280386588610387,0.0762667050127091,-0.0612489926714375,-0.0948425684926502
,,,,,,,,,-0.0281878353653984,0.0739109306117805,-0.0613980184536489,-0.0863985601635348
,,,,,,,,,-0.0276508403983795,0.0728626615966281,-0.0592286924065912,-0.0765576133464276
,,,,,,,,,-0.0264306144377733,0.0732530233414491,-0.0547753670970592,-0.0654136608583996
,,,,,,,,,-0.0245434888078374,0.0752020232920763,-0.0481483464371771,-0.0530869388240268
,,,,,,,,,-0.022019372746089,0.0788119698557622,-0.0395297804937326,-0.0397228157475615
,,,,,,,,,-0.0189017795287529,0.0841609484133838,-0.0291662383103311,-0.0254899297973512
,,,,,,,,,-0.0152476382851525,0.0912966553087721,-0.0173584622079357,-0.0105775772348036
,,,,,,,,,-0.011126831493013,0.1002308918929656,-0.0044489623846492,0.0048076699863236
,,,,,,,,,-0.0066213982515407,0.1109350070228502,0.0091917983035137,0.0204460934907433
,,,,,,,,,-0.001824351263686,0.1233365471089245,0.0231798539963651,0.0361096267109394
,,,,,,,,,0.0031619288400655,0.1373173282550467,0.0371320782665983,0.0515671870188327
,,,,,,,,,0.008227735349445,0.1527130870679032,0.0506797582160562,0.0665903528061899
,,,,,,,,,0.0132584985164674,0.169314798731742,0.0634808508512679,0.0809591530202277
,,,,,,,,,0.0181376229602826,0.1868716775458934,0.0752304999704271,0.094467710039504
,,,,,,,,,0.0227496202459757,0.2050958013780392,0.0856695224613026,0.1069294717816122
,,,,,,,,,0.0269834277030098,0.2236682320586324,0.0945906972418172,0.1181817873260217
,,,,,,,,,0.0307357803805618,0.2422464420120205,0.1018428019831096,0.1280896204124813
,,,,,,,,,0.033914486912558,0.2604728049863073,0.1073324388658581,0.1365482520540599
,,,,,,,,,0.0364414536999064,0.2779838659876769,0.1110237695865478,0.1434848900620953
,,,,,,,,,0.0382553060213601,0.2944200729886614,0.1129363416879235,0.1488591715497415
,,,,,,,,,0.0393134693103484,0.3094356320767618,0.1131412339501432,0.1526626071661122
,,,,,,,,,0.0395935978276191,0.322708140043199,0.1117557795086788,0.1549170674826799
,,,,,,,,,0.0390942695133789,0.3339476547282946,0.1089371433664281,0.1556724495545598
,,,,,,,,,0.0378349026093126,0.3429048832844852,0.1048750379779452,0.155003684403103
,,,,,,,,,0.0358548891613939,0.3493782005418933,0.0997838584688821,0.1530072549740852
,,,,,,,,,0.0332119802025412,0.3532192521041942,0.0938945095327544,0.1497973912138766
,,,,,,,,,0.0299799948452502,0.354336947833412,0.087446180763674,0.145502097210129
,,,,,,,,,0.0262459584602408,0.3526997091932603,0.0806783077752318,0.1402591480828188
,,,,,,,,,0.0221068016644371,0.3483358966498601,0.0738229344883799,0.1342121746033116
,,,,,,,,,0.0176657705692456,0.3413324089405797,0.0670976687936186,0.1275069341312122
,,,,,,,,,0.0130287088529593,0.3318315122067551,0.0606994004456584,0.1202878497156684
,,,,,,,,,0.0083003735507407,0.3200260211906251,0.0547989271745862,0.1126948869076644
,,,,,,,,,0.0035809393551131,0.3061530143445986,0.0495366125774305,0.1048608306703295
,,,,,,,,,-0.0010371685480283,0.2904863174187599,0.0450191764389427,0.0969090209187063
,,,,,,,,,-0.0054719943807688,0.2733280337697023,0.0413176930457684,0.0889515994108592
,,,,,,,,,-0.0096542319636165,0.2549994324252169,0.0384668441277678,0.0810883065504198
,,,,,,,,,-0.013528802072204,0.2358315253577973,0.0364654392956632,0.0734058413625637
,,,,,,,,,-0.0170557941338495,0.2161556724721107,0.0352781782178503,0.0659777646485444
,,,,,,,,,-0.0202107688783206,0.1962945460720223,0.0348385862255394,0.0588648907490836
,,,,,,,,,-0.0229844458052096,0.1765537661890175,0.0350530103693744,0.0521160835332758
,,,,,,,,,-0.0253818234895341,0.1572144848980132,0.0358055187028977,0.0457693508309973
,,,,,,,,,-0.0274208012041481,0.1385271531951086,0.0369635047515808,0.039853120028616
,,,,,,,,,-0.0291303866807841,0.120706650638804,0.0383837649541552,0.034387576038283
,,,,,,,,,-0.0305485868257652,0.1039288987399593,0.0399187923535279,0.029385950587055
,,,,,,,,,-0.0317200857603606,0.0883290167085967,0.0414230173576544,0.0248556675231925
,,,,,,,,,-0.0326938177035091,0.0740010145275765,0.0427587275613425,0.0207992710465204
,,,,,,,,,-0.0335205411189476,0.0609989549199669,0.0438014142415417,0.0172150905766044
,,,,,,,,,-0.0342505154840476,0.0493394547309844,0.0444443231975742,0.0140976252162399
,,,,,,,,,-0.0349313733346445,0.0390053411287495,0.0446020308526506,0.0114376601079446
,,,,,,,,,-0.0356062682381051,0.0299502334346391,0.0442129201288326,0.0092221541292613
,,,,,,,,,-0.0363123644209238,0.022103791191879,0.0432404902624162,0.007433961312749
,,,,,,,,,-0.0370797164381178,0.0153773548391513,0.0416734953723956,0.0060514655027104
,,,,,,,,,-0.0379305682438431,0.0096697062977054,0.0395249633953323,0.0050482179618706
,,,,,,,,,-0.0388790812337299,0.0048726908501326,0.0368301962627289,0.004392670342979
,,,,,,,,,-0.0399314813427809,0.0008764665339782,0.0336438918065812,0.0040480905816865
,,,,,,,,,-0.0410865971937126,-0.0024258193403587,0.0300365572101265,0.003972737238589
,,,,,,,,,-0.0423367455683454,-0.0051340870973785,0.0260904033234335,0.0041203494072224
,,,,,,,,,-0.0436689077756117,-0.0073382313207891,0.0218949197820347,0.0044409856495364
,,,,,,,,,-0.0450661310288692,-0.009115946849212,0.0175423335006016,0.0048822179642096
,,,,,,,,,-0.0465090824951906,-0.0105314968058414,0.0131231483928537,0.0053906572439
,,,,,,,,,-0.0479776797373137,-0.0116353999112487,0.0087219525610751,0.0059137569773584
,,,,,,,,,-0.0494527193537367,-0.0124649722871892,0.0044136611581649,0.0064018142408354
,,,,,,,,,-0.0509174255369106,-0.0130456219149349,0.0002603391564384,0.0068100635613964
,,,,,,,,,-0.0523588421490627,-0.0133927633126615,-0.0036912809622693,0.0071007422462604
,,,,,,,,,-0.0537689960708649,-0.0135141970736418,-0.0074115049668988,0.0072449971698612
,,,,,,,,,-0.0551457663129765,-0.0134127845624839,-0.0108885603682735,0.0072245040507778
,,,,,,,,,-0.0564934029038504,-0.0130892427237576,-0.0141286482669175,0.0070326812404549
,,,,,,,,,-0.0578226519693737,-0.0125448874758267,-0.0171551887844285,0.0066754002229473
,,,,,,,,,-0.0591504586276468,-0.0117841659180714,-0.0200073162551888,0.0061711226929908
,,,,,,,,,-0.0604992370290373,-0.0108168366602091,-0.0227377062903567,0.0055504269578704
,,,,,,,,,-0.0618957164914236,-0.0096596829126185,-0.025409837084289,0.0048549220161766
,,,,,,,,,-0.0633693933700741,-0.0083376732778943,-0.0280948019900744,0.004135583557564
,,,,,,,,,-0.0649506390529343,-0.006884518896421,-0.0308678001459494,0.003450579994019
,,,,,,,,,-0.0666685342217001,-0.005342610892701,-0.0338044378796939,0.0028626863937885
,,,,,,,,,-0.0685485172320039,-0.0037623569370895,-0.0369769769351171,0.0024364080846775
