25_98_beat1,25_12_beat2,25_4_beat3,25_4_beat4,25_78_beat5,25_78_beat6,25_11_beat7,25_30_beat8,25_59_beat9,25_59_beat10,25_35_beat11,25_24_beat12,25_21_beat13,25_41_beat14,25_41_beat15,25_26_beat16,25_33_beat17,25_52_beat18,25_63_beat19,25_15_beat20,25_15_beat21,25_15_beat22,25_36_beat23,25_36_beat24,25_49_beat25,25_49_beat26,25_49_beat27,25_67_beat28,25_6_beat29,25_6_beat30,25_6_beat31,25_25_beat32,25_25_beat33,25_22_beat34,25_2_beat35,25_2_beat36,25_2_beat37,25_14_beat38,25_48_beat39,25_48_beat40,25_77_beat41,25_38_beat42,25_32_beat43,25_88_beat1,25_88_beat2,25_70_beat3,25_70_beat4,25_70_beat5,25_70_beat6,25_72_beat7,25_87_beat8
-0.0049248222527758,0.0376728450477293,-0.0577812046250638,-0.044737614757901,-0.030440308921869,0.0105067761733233,-0.0835942510129568,0.0010740015462219,-0.0221760245240771,-0.0341303438888923,-0.0424536266085308,0.0227517168693434,-0.0329997517395185,-0.033326174834777,-0.0306844446177005,-0.0102319189289848,-0.0541652091670999,-0.032271793337372,-0.0240235620049518,0.0200066596118079,-0.0291954607294717,-0.0295501428474815,-0.0887101031873951,-0.0752525436308305,-0.0407957633787626,-0.0045151563609878,-0.0248476342694679,-0.0477643277202636,0.0205546746189405,-0.0407768980683711,-0.0414832887182409,-0.0371965950111662,-0.0262311225741496,0.0512337496695832,-0.0434283241629344,-0.0348021952182525,-0.0548149773374555,-0.0632720689378594,-0.0088296087421599,-0.0352706855741668,-0.0312821436921694,-0.0249438516858718,-0.0448490823003053,,,,,,,,
-0.0017837359977471,0.0373934027155748,-0.0555974378668764,-0.0464077408396074,-0.0324013343220429,0.0118785068193533,-0.0835423812584438,-0.0009020309041003,-0.0139892466218042,-0.0329024224915741,-0.0438509674885634,0.0192604234480079,-0.0370508819027163,-0.0355015802482533,-0.0325771334382984,-0.0113980905631009,-0.0521212853663932,-0.0319427470927278,-0.019126811328361,0.0177774134130108,-0.0311292577210754,-0.0311733243419297,-0.0751635495271476,-0.0764959044055348,-0.0354504282941462,-0.0074603179539476,-0.0272721748400476,-0.0456260721542976,0.0181178377377136,-0.0446853067086933,-0.041421457889882,-0.0341406016357938,-0.0262537718695287,0.0487027147576553,-0.0449549724088897,-0.037441905320831,-0.0571761874530344,-0.0630931117273215,-0.0082669388166137,-0.0374818849179992,-0.0298209093936464,-0.0256246616861945,-0.0464879615222898,,,,,,,,
0.0017543424578972,0.0372686619594382,-0.0527495795003151,-0.0474123239837208,-0.0339340634253085,0.0140742704056872,-0.0828660509085066,-0.0028614485618532,-0.006327056533654,-0.0310684433954983,-0.0447237635157499,0.0161136390156968,-0.0404759894996764,-0.0371712328504449,-0.0340112985693994,-0.0125377849340872,-0.0492850193804688,-0.031121981076351,-0.0138000132319566,0.0154237258500185,-0.0323596848807711,-0.0323452981317584,-0.0603814533961326,-0.0767526143299065,-0.0296471648888034,-0.0099490952098036,-0.0293919578724908,-0.0427322999632491,0.0158032754816869,-0.0478129896837887,-0.0404926542150946,-0.0307073043954067,-0.0255280274730382,0.0462627253213294,-0.0461910157345208,-0.039471620920319,-0.0588240520997714,-0.0621136067446891,-0.0068943098147233,-0.0393273048094743,-0.0269675466057182,-0.0255167513317398,-0.0478801632216824,,,,,,,,
0.0056252393486956,0.0374271479342113,-0.0492415460828708,-0.0476658861406618,-0.0349671730426221,0.0170638689636971,-0.081500574686547,-0.0047349472011072,0.0007730316340023,-0.028635173772341,-0.0449804562809021,0.0134254133493793,-0.0431855114219602,-0.0382438218481767,-0.0349329319112303,-0.0136251092400826,-0.0456405069055197,-0.0297840694253862,-0.0081443339681938,0.0130336611478169,-0.0328123275638406,-0.0330091924128041,-0.0444218187180625,-0.0759443271025651,-0.0234773388634248,-0.0119296857442665,-0.03109720124488,-0.0390708906768517,0.0137433033776656,-0.0500880241046859,-0.0386529275477849,-0.0268878456127886,-0.0240084157810721,0.0439721115668093,-0.0470724411264333,-0.0407930752699969,-0.0596944528184514,-0.0602948588021874,-0.004710528031129,-0.0407478388103839,-0.0227913835710953,-0.0245611868268562,-0.0489485905519589,,,,,,,,
0.0097583817616661,0.0379878836489191,-0.0450915064868964,-0.0470945179925321,-0.0354359829398112,0.020799043016742,-0.0793942707351681,-0.0064532610853833,0.0072891908999284,-0.0256221252899447,-0.044535849869847,0.0113017892181165,-0.04510687807786,-0.0386396901305828,-0.0353000767287557,-0.0146264499930984,-0.0411912241883158,-0.0279121587453268,-0.0022634607885904,0.0107026208982375,-0.0324268233764014,-0.0331180082890204,-0.0273717848444455,-0.0740133483902892,-0.0170363195301539,-0.0133609176345286,-0.0322838322480296,-0.0346440499365654,0.012062085725689,-0.0514518741071812,-0.0358786125746998,-0.0226851365992619,-0.0216656615606881,0.0418961913331959,-0.0475372476791768,-0.0413203544834186,-0.0597364402245387,-0.0576156674083709,-0.0017328888218696,-0.0416876012442187,-0.017392260906061,-0.0227154559254834,-0.0496170940766827,,,,,,,,
0.0140787548142057,0.0390558659611214,-0.0403323829761193,-0.0456386617559769,-0.0352849421955162,0.0252142922772708,-0.0765101629468802,-0.0079496416254758,0.0132140767399942,-0.0220617275073162,-0.0433143442590198,0.0098368713630471,-0.0461870208358943,-0.0382938383197664,-0.0350844715637486,-0.0155013260657478,-0.0359612110808184,-0.0254991764878017,0.0037394997568048,0.0085305041095605,-0.0311595201921581,-0.0326368482052088,-0.0093481391439157,-0.0709258493774548,-0.0104205259504334,-0.0142137688058577,-0.0328571640478522,-0.0294689759626852,0.010871681019499,-0.0518616159861852,-0.0321681202791668,-0.0181144736461248,-0.0184880387221023,0.0401051522652691,-0.0475275186730067,-0.0409828735761498,-0.0589147375509741,-0.0540737263463079,0.0020023925117032,-0.0420960346970279,-0.0108972237558685,-0.019956025960313,-0.0498130191838774,,,,,,,,
0.0185089694157481,0.0407180495401444,-0.0350118859916471,-0.0432555851371598,-0.0344699299923615,0.0302282907916634,-0.0728273070857412,-0.0091623169125006,0.0185532043954593,-0.0179990538691334,-0.0412531655883096,0.0091092058611649,-0.0463942914483055,-0.0371585683777036,-0.034272723614963,-0.0162035585665367,-0.0299955759210202,-0.0225487507841247,0.0097649058733154,0.0066185482367114,-0.0289857476880634,-0.0315448357125991,0.0095035096480197,-0.0666744157213129,-0.0037246128677154,-0.0144724986566762,-0.0327353563624414,-0.0235780338166676,0.0102685462647849,-0.0512918104932998,-0.0275430542639958,-0.0132036363379844,-0.0144822725479603,0.0386715278630609,-0.0469915456951266,-0.0397279381692566,-0.0572118147407266,-0.0496865150432538,0.0064403708775564,-0.0419300677491314,-0.0034564739968886,-0.0162803792784584,-0.0494698062555479,,,,,,,,
0.0229713630044546,0.0430399932672407,-0.029192047844312,-0.0399214450798012,-0.0329602637367555,0.0357458691417394,-0.0683416941513686,-0.0100368284957279,0.0233230240240003,-0.0134910956578242,-0.0383054560958731,0.009178637297237,-0.0457197103180882,-0.0352056533647972,-0.0328669540449108,-0.0166827383945101,-0.0233602666214244,-0.0190757948635689,0.0157191416155404,0.0050659693315407,-0.025901588609591,-0.0298366263545179,0.0290109089355878,-0.0612797946557957,0.0029610845451132,-0.0141353340750674,-0.0318525311646286,-0.0170184012138372,0.0103306245902441,-0.0497359367622297,-0.0220485803253914,-0.0079924588559579,-0.0096739429036008,0.0376673590506124,-0.0458859284172463,-0.0375227805742244,-0.0546294297121292,-0.0444916203147078,0.0115082083855791,-0.0411562267681141,0.0047612788960496,-0.0117084181886344,-0.0485295487512763,,,,,,,,
0.0273900563261609,0.0460632948866375,-0.0229482409037517,-0.0356328510204595,-0.0307403154598684,0.0416605077576653,-0.0630666982462223,-0.0105281425607325,0.0275488187397999,-0.0086056006982389,-0.0344430784502511,0.0100837917450688,-0.044177484174106,-0.0324279339146265,-0.030884880736276,-0.0168859596043416,-0.0161410850621838,-0.0151067255265864,0.0215167704705818,0.0039665337479079,-0.0219250516865739,-0.0275234218521156,0.0489786284841276,-0.0547917336262393,0.0095527469956868,-0.0132146731255883,-0.0301614239294649,-0.0098511744664535,0.0111151157756603,-0.0472073159040936,-0.0157530079326292,-0.0025318889856264,-0.0041073548704033,0.0371611525725024,-0.0441775656647333,-0.034355977665333,-0.0511895526814039,-0.0385464467288392,0.0171166544704884,-0.0397525982680723,0.0135739124625443,-0.0062831559713439,-0.0469454103991673,,,,,,,,
0.0316928935894764,0.0498039060093426,-0.016367688464897,-0.0304078531121751,-0.0278106512191833,0.0478572590181626,-0.0570330518438078,-0.0106024394639742,0.0312625511273873,-0.0034195141021594,-0.0296589890427604,0.0118403054330442,-0.041804761093236,-0.0288402613837059,-0.0283593293320954,-0.0167597735882698,-0.0084419569614175,-0.010679302549812,0.0270822208283184,0.0034052019488693,-0.0170965697030922,-0.0246334177923421,0.0691926841442781,-0.0472888414254212,0.015974831889398,-0.0117367934753814,-0.0276354658648293,-0.0021499496979542,0.0126570004925895,-0.0437394701162019,-0.0087465757740706,0.0031174274135819,0.0021551372879293,0.037214762641918,-0.0418454495490349,-0.0302381826347395,-0.0469346136527878,-0.0319272972734654,0.0231621349047815,-0.0377105365965838,0.0227912641343405,-7.064009515230219e-05,-0.04468380319739,,,,,,,,
