22_5_beat1,22_95_beat2,22_95_beat3,22_76_beat4,22_77_beat5,22_77_beat6,22_31_beat7,22_31_beat8,22_96_beat9,22_84_beat10,22_33_beat11,22_99_beat12,22_48_beat13,22_48_beat14,22_58_beat15,22_58_beat16,22_19_beat17,22_19_beat18,22_19_beat19,22_14_beat20,22_45_beat21,22_41_beat22,22_41_beat23,22_6_beat24,22_79_beat25,22_79_beat26,22_15_beat1
0.0141729755368829,0.0449554065612118,0.0140270917172186,0.0091299685983366,0.0037908361748691,0.01880000881107,0.0143860667216326,0.027470465894231,0.0069044320066248,0.0459606741802188,0.0233549514906617,0.0529104377361845,0.0115279038621149,0.0294643052684847,0.0101790670765901,0.0208333053019241,0.0234046884569482,0.0120878020842668,0.0033702459836926,0.0107140739938219,0.0592874413787964,0.0072238828022399,0.0124279566438683,0.0357162464667998,0.0464491795097075,0.0039786507479718,
0.0138470220774339,0.0440674276771343,0.013488141830968,0.0093912211271515,0.0038800635148503,0.0181239520663594,0.0139161274476964,0.0273254447202575,0.0063820879431024,0.0455861355157297,0.0228132944172553,0.0533954579664563,0.0106293169054562,0.0289594125067517,0.009463241397051,0.0204367949782952,0.0232892911001048,0.0118564689805718,0.0030646436288502,0.0105966879900216,0.059405878175899,0.0074617219173475,0.0125564296302974,0.0363784747347095,0.04562523835379,0.0031879145230361,
0.0135428215573932,0.043133510904215,0.0130467141967699,0.0097226886026157,0.0040905776248437,0.0173714128594409,0.0135101782797354,0.0271375308107279,0.0058358928817619,0.0451065072154407,0.0222482728818344,0.0536499057828631,0.0098754880870256,0.0284908749041143,0.0087929222827168,0.0201314956981698,0.023175700740993,0.0115901476896093,0.0027618303648357,0.0105599171140313,0.059426731918178,0.0076447830579434,0.0126916314823563,0.0371097031913473,0.0448198379058043,0.0024270643298149,
0.0132701213426536,0.0421801241592624,0.0127053374679777,0.0101100338613827,0.0044126138393967,0.016571880636872,0.0131721238004552,0.0269259447398691,0.0052801737929719,0.0445491200049128,0.0216911509523226,0.0536909986110993,0.0092728630153541,0.0280869089788723,0.0081790987768039,0.0199179172362095,0.0230729178127198,0.0113031409659694,0.0024717219633197,0.0106008768666517,0.0593417241841053,0.0077800003923387,0.0128288241583655,0.0379157583059055,0.0440550482853461,0.0017261766071576,
0.0130355447720825,0.0412319532016102,0.0124634144317816,0.0105377033739435,0.0048338805236206,0.0157537482318359,0.012902631896038,0.0267076446424404,0.0047277648399346,0.0439408338337542,0.0211708476449419,0.0535393853665703,0.0088225033197344,0.0277707388671036,0.0076299449536758,0.0197935086799744,0.0229885333671979,0.0110088272210801,0.0022027007386149,0.0107137133134242,0.0591429230272227,0.007874701281633,0.0129630444812032,0.0387973174870299,0.0433493258420886,0.001111305198504,
0.0128426711492994,0.0403113053409128,0.012317471266931,0.0109895497662403,0.0053400548465767,0.0149435635165978,0.0126993296424559,0.0264969749566778,0.0041897669204251,0.0433075330712657,0.0207131170951717,0.0532184240282603,0.0085204466905388,0.0275600544689745,0.0071508786054022,0.0197529152052349,0.022928551270512,0.0107193387624141,0.0019614855576268,0.0108900220302502,0.0588229898527591,0.0079362774266685,0.0130892683233195,0.0397496300418943,0.0427171688466168,0.0006038504575152,
0.0126922130599053,0.0394376180940038,0.0122614581521676,0.0114494137075873,0.005915290658771,0.0141653666200592,0.0125570682935867,0.0263054191956744,0.0036753847243483,0.042673602613763,0.0203398347021974,0.0527534232298357,0.0083581867148595,0.027466679999153,0.0067446831639167,0.0197882897877978,0.0228972703747872,0.0104452974802797,0.0017530595890544,0.011119310057867,0.0583754254834965,0.0079718607490478,0.0132025673952005,0.0407624031057478,0.0421689301272605,0.000220110777965,
0.0125822751472952,0.0386270813630844,0.0122870876374158,0.0119016469196041,0.0065427237517538,0.0134401301765264,0.012468248351045,0.0261414575115615,0.0031918410107073,0.042061394288835,0.0200684112834009,0.0521708714383774,0.0083232504459719,0.0274964547529284,0.006411680442203,0.0198896477649336,0.0228972270699907,0.0101956125755484,0.0015806546602021,0.0113894805969038,0.0577948113985042,0.0079880167515399,0.0132982547654823,0.0418198692177731,0.0417107822275553,-2.8976941003414413e-05,
0.0125086765569903,0.0378923776337484,0.0123841978101541,0.0123315622497526,0.007204961482824,0.0127853161941717,0.0124231956163761,0.0260105263145158,0.002744364766745,0.0414906971430977,0.0199113531356803,0.0514976760823971,0.0083998506034096,0.0276493193384907,0.0061499421504463,0.0200452524366418,0.0229291968499311,0.009977342497637,0.0014457893296871,0.0116873213467832,0.0570770410975804,0.007990467181994,0.0133720155806397,0.0429010457201937,0.0413448248908769,-0.000137908290582,
0.0124653183967712,0.0372425408152496,0.0125411283641843,0.0127258012391622,0.0078845456268736,0.0122145588759165,0.0124105789146459,0.0259150741559444,0.0023362472717606,0.0409782290053823,0.0198759811463067,0.0507604331425089,0.0085695890091276,0.0279195927630236,0.0059555292019453,0.0202420204852652,0.0229922519443638,0.0097956209448645,0.0013483562298639,0.0119989793622765,0.056219535692148,0.0079838523688658,0.0134200198523258,0.0439801883319882,0.0410693198210987,-0.0001065008294443,
0.0124445777431937,0.0366829307529095,0.0127450990625934,0.0130726141464854,0.0085643792519921,0.0117374782495337,0.012417859726307,0.0258547055626005,0.0019689579349135,0.0405371696590136,0.0199643168421046,0.0499847453667189,0.0088121882122017,0.0282964189701629,0.0058227493765323,0.0204659367515973,0.0230838706785888,0.0096536446683734,0.0012867529230021,0.0123104078900921,0.0552214372403575,0.0079715417099861,0.013439014662853,0.0450274324957014,0.0408790339004394,6.038482407866081e-05,
0.0124377108608007,0.0362153171969501,0.0129825816346809,0.0133620517355927,0.0092281103081344,0.0113596249368074,0.0124317632367901,0.0258264025470229,0.001642310158979,0.0401767576005553,0.0201731376484934,0.0491946045619792,0.0091062291273456,0.028764356004961,0.0057444257359496,0.0207024687147624,0.0232000930227296,0.0095527189957626,0.0012580494723166,0.012607773646438,0.0540837730886979,0.007955498603518,0.0134263937204439,0.0460096069448733,0.0407656694691069,0.0003532737598799,
0.0124352502247547,0.0358380641589722,0.0132396577237072,0.0135860720941828,0.0098604663991547,0.0110825519856926,0.012438759353219,0.025824812106551,0.0013546664126364,0.0399019723657954,0.0204941978125512,0.0484118504874837,0.0094298738088912,0.0293040771309558,0.0057121700597017,0.0209369717939625,0.0233357157821467,0.009492355505206,0.0012581851624248,0.0128778161875607,0.0528095845820476,0.0079362037425067,0.0133802428817555,0.0468911950095964,0.0407183589051173,0.0007586323930136,
0.0124273824337072,0.0355464031586806,0.0135023569965255,0.0137385691608253,0.0104475368374152,0.0109040055709946,0.0124255411599191,0.0258425871110965,0.0011031711545408,0.0397133225685426,0.0209146056209443,0.0476557158661149,0.0097615541180818,0.0298931510410073,0.0057166572819921,0.021155077277761,0.0234845200544713,0.0094704151587771,0.0012821863144723,0.0131081541980554,0.0514040139599649,0.0079126382798571,0.0132993610424064,0.0476354111222239,0.0407242005285376,0.0012595244859156,
0.0124042969204717,0.0353327818812378,0.0137569708549302,0.0138153323815983,0.0109769995435568,0.0108182226902604,0.0123794872631454,0.025870767500375,0.0008840002035116,0.0396067561087742,0.0214173419399158,0.0469424640541617,0.0100806089569147,0.0305068677855784,0.0057478982891435,0.0213430552894131,0.0236395229349357,0.0094832894385406,0.0013243969229101,0.0132875364863682,0.0498743440497352,0.007882326023893,0.0131832566544476,0.0482053534282652,0.0407688136684233,0.0018363388592247,
0.0123564982628231,0.0351872732469675,0.013990338303714,0.0138139489235153,0.0114382916605556,0.0108163208724986,0.0122890937228211,0.0258991885877888,0.0006926155367199,0.0395737036512256,0.0219818999696244,0.0462851230599707,0.0103678548964387,0.0311190780895418,0.0057955093647274,0.0214881457508804,0.0237932449912049,0.0095261115890003,0.0013787138827646,0.0134060380766535,0.048229986461664,0.0078414316398603,0.0130321210257775,0.0485651888781218,0.0408368923999622,0.0024675590204834,
0.0122750776364681,0.0350980288570213,0.0141901014197382,0.0137336611160882,0.0118227239250502,0.0108867624810676,0.0121443610059519,0.025916903427986,0.0005240152601282,0.0396012598374858,0.022585021695607,0.0456933169495554,0.0106060773951048,0.031703016159112,0.0058489769904497,0.0215788508768181,0.0239379847585155,0.0095929899058064,0.0014388188654844,0.0134552039068208,0.0464824153436731,0.0077849098792178,0.0128467804407183,0.0486813250489913,0.0409127397804314,0.0031305451103985,
0.0121519413503124,0.0350517602382058,0.0143449285489336,0.0135751922919986,0.0121235399123052,0.0110158745016457,0.0119371218195415,0.0259126065897753,0.0003729695685872,0.039672499321664,0.0232015030796724,0.045173193266313,0.0107804323633148,0.0322320796472771,0.0058979166316296,0.0216051833899672,0.0240660914372484,0.0096772550669606,0.00149839942507,0.0134281442175328,0.0446450453064969,0.007706699183175,0.0126286299552881,0.0485235234016981,0.0409807671707066,0.0038022999101503,
0.0119799963312562,0.0350342312804137,0.0144447038757557,0.0133405540042239,0.0123359222762928,0.0111884038022226,0.0116612969321968,0.02587504724764,0.0002342348326368,0.0397669172683491,0.0238050377693114,0.0447274429441367,0.0108787505630111,0.0326805448573124,0.0059323236231201,0.0215588654759849,0.0241702271225781,0.0097717137259377,0.0015513526600582,0.0133195867275181,0.0427330538271791,0.0075999516392234,0.0123795524052216,0.0480659116748011,0.0410259462174981,0.0044601930643914,
0.0117532938175533,0.03503074574434,0.0144806824171132,0.0130328467868071,0.0124569490674446,0.0113880877400034,0.0113130682366041,0.0257934202478162,0.0001027394506833,0.0398609771170413,0.0243690681695422,0.0443554073109205,0.0108917402080429,0.0330242002018178,0.00594281344147,0.021433474546286,0.02424361027477,0.0098689009351215,0.0015919657037376,0.0131258911630334,0.0407631502112037,0.0074572902260709,0.012101826665959,0.0472878584030164,0.0410342041096981,0.005082620998549,
0.0114671333770814,0.0350266147049117,0.0144456098496847,0.012656065293552,0.0124855041374041,0.0115982206392743,0.0108909613104408,0.0256577247217079,-2.6263275131987887e-05,0.039928742852324,0.0248676131890219,0.0440532651533275,0.0108130861104069,0.0332408860747524,0.0059208476551677,0.0212245331788811,0.0242802327622134,0.009961324418639,0.0016150684422576,0.0128450317077581,0.0387532949731768,0.0072710835705631,0.0117980294824895,0.0461746796757421,0.0409927556673646,0.0056495840529235,
0.0111181297490244,0.035007590260264,0.0143338069403965,0.0122149168969249,0.0124221465249107,0.011802198009966,0.0103958334754078,0.0254590809253857,-0.0001570783047341,0.0399425692534552,0.0252760438298618,0.0438142914286677,0.0106394467403639,0.033310934325128,0.0058589408591102,0.0209295421477315,0.024275043684326,0.0100416942586843,0.0016161551373297,0.0124765525568254,0.0367223752134778,0.0070337280611732,0.0114709352232002,0.0447181566440095,0.0408903685715845,0.0061431669005367,
