13_28_beat1,13_28_beat2,13_28_beat3,13_30_beat4,13_30_beat5,13_30_beat6,13_30_beat7,13_30_beat8,13_4_beat9,13_84_beat10,13_84_beat11,13_84_beat12,13_26_beat13,13_26_beat14,13_2_beat15,13_2_beat16,13_2_beat17,13_2_beat18,13_2_beat19,13_9_beat20,13_9_beat21,13_9_beat22,13_9_beat23,13_3_beat1,13_3_beat2
0.1611022482536845,0.1212345072350195,0.0908177713859893,0.2301202734222096,0.0549777773306267,0.0429618808656774,0.0352828914561858,0.0064614645497512,0.4146258735647223,-0.088926194721683,-0.0737228791353641,0.1835676933886537,-0.017895587665932,0.0918497812801175,0.0880854329958551,0.03300092819471,0.0954258958676823,0.0446283195652875,0.09553135468853,0.0726063261756548,0.1193779074825972,0.202499313944027,0.2017775063935213,,
0.1656884257922839,0.1294325221176063,0.0958961872889789,0.2345632791312056,0.0634085364769135,0.0525779735245061,0.046840013538791,0.0216471039041702,0.4167302698113687,-0.0887940967224504,-0.072737902647637,0.1881727016461462,-0.0092020317682211,0.1022512890895127,0.0944615223236637,0.0404793198238474,0.0962566347909927,0.0544873514666105,0.1093129005628317,0.0778771073733694,0.127230820146614,0.2135704550884935,0.2109870513366308,,
0.1677386685349242,0.1358025850911279,0.0994021996186123,0.2370987867374011,0.0697694295182792,0.0603136098422787,0.0565877682218798,0.0355192075390749,0.4175862312538534,-0.0887814611674455,-0.0718929981715841,0.1913610461029751,-0.0014948545787518,0.1109676234492337,0.1000459812186851,0.0473793726038368,0.095632487466192,0.0623549876718623,0.1214476196717744,0.0814479067957203,0.1334897229819609,0.2232613440569224,0.2182423768517474,,
0.1674552382749752,0.140260805562085,0.1012912032283792,0.237757118937412,0.0739940705975392,0.066072469907097,0.0643713032671357,0.0478665687368984,0.4173146193759566,-0.0888736132219501,-0.0711933556926136,0.1931133973889647,0.0051207758481861,0.1179016868945883,0.1047185032701163,0.0535711032640882,0.0936367292971285,0.0681626845548399,0.1318156503454342,0.0833187880390083,0.1381289170984213,0.2314649232045817,0.2233933242561385,,
0.165073251183348,0.1427647617880072,0.1015519443835226,0.2365985208083174,0.0760601099693083,0.0698006248873839,0.0700801803678209,0.0585145108763288,0.416033181506476,-0.0890555674699368,-0.0706408360541283,0.1934440168985901,0.010558856269921,0.1229993148841388,0.1083849992317492,0.0589435803330327,0.090364987508732,0.0718841575752714,0.1403364920476607,0.0835217119953136,0.1411562279161811,0.2381061531986953,0.2263445857840434,,
0.1608512341563972,0.1433124573305061,0.1002047387933117,0.2337088815374247,0.0759869771753698,0.0714853301067787,0.0736493500713341,0.0673275436405528,0.4138528567218274,-0.089312560756243,-0.070234122997739,0.1923981834271451,0.0147540199956587,0.1262477742435837,0.1109785592628354,0.0634074160522931,0.0859218143745519,0.0735332112843902,0.1469678280884437,0.0821171683557494,0.1426100599399201,0.2431409810582033,0.2270561892225555,,
0.1550619636288222,0.1419401307469783,0.0972988229868129,0.229195242518191,0.0738325472075843,0.0711525989207599,0.0750586449945394,0.0742105406959413,0.4108749264879245,-0.0896305174236937,-0.0699689786420842,0.1900486139211724,0.0176624919359218,0.1276727386228508,0.1124593857906419,0.0668963880417323,0.0804176364458917,0.0731604913885893,0.1517031503907295,0.0791901942533337,0.1425556919234876,0.2465542192356303,0.2255421883494964,,
0.1479839164196809,0.1387191166812948,0.0929090313156798,0.2231813481446146,0.0696889634912555,0.0688637582556053,0.0743308897020545,0.0791084900911504,0.4071890311357426,-0.0899964298453467,-0.0698385873957588,0.186491077261876,0.0192624731186094,0.1273339886687861,0.1128137963163838,0.0693681555948236,0.0739661807559393,0.0708493665152642,0.1545684094109589,0.0748460271069737,0.1410810478890913,0.2483565655887241,0.221867754855327,,
0.1398935979823599,0.133751975324868,0.0871320083016822,0.2158034682315009,0.0636778718942355,0.0647112200058094,0.071528780853882,0.0820049352766896,0.4028720251468007,-0.0903986425850795,-0.069833970344984,0.1818394313144578,0.019553937928652,0.1253201442564294,0.1120524277521537,0.070804084233227,0.066682446850744,0.0667111826103293,0.1556179485656776,0.0692056390947265,0.1382921867653799,0.2485810325623401,0.2161449085728072,,
0.1310589453198136,0.1271681139486917,0.0800821698085372,0.2072066812559867,0.0559453254528204,0.0588137221875867,0.0667507375815055,0.0829192798545643,0.3979876024528943,-0.0908270339891176,-0.0699444499012269,0.1762203326683339,0.0185578707742145,0.1217427765943259,0.1102077979484123,0.0712082378895542,0.05868126160908,0.0608801541271007,0.1549300009448455,0.0624013868356513,0.1343087465878548,0.2472790724942312,0.2085271432328661,,
0.1217339330719042,0.1191191202399388,0.0718876181837058,0.1975417585001941,0.0466566109179094,0.0513113007589504,0.0601259583725129,0.0819031714662218,0.3925865895883677,-0.0912730942455544,-0.0701581429803956,0.169767874165718,0.0163150098886869,0.1167302667860566,0.1073313954473056,0.0706056380676815,0.0500764228245842,0.0535081617669682,0.152602026463464,0.0545729847880615,0.1292595599122192,0.2445166850786264,0.1992032096505297,,
0.1121544441773994,0.1097740138219808,0.0626861981853298,0.1869627338395851,0.0359912271259027,0.0423602479935324,0.0518089458787612,0.0790362086866182,0.386707781337095,-0.0917299037809269,-0.0704624602922618,0.1626183971672431,0.0128841990237418,0.1104217731948649,0.1034904747915952,0.0690399214009188,0.0409804076489225,0.0447597164672559,0.1487461511272383,0.0458639772257217,0.1232786279512535,0.2403707741299957,0.1883903126587721,,
0.1025354026590491,0.0993146009643162,0.0526218545725414,0.1756251859096111,0.024138213856464,0.032128296493971,0.0419737739489616,0.0744212289211701,0.3803791818929665,-0.092192020159348,-0.070844589529576,0.1549057044998575,0.0083404702015967,0.1029616431536474,0.0987647319453879,0.0665705497268931,0.0315045932295884,0.0348073247060137,0.1434849391540408,0.0364188431465705,0.116501605062452,0.234925985846386,0.1763269665453495,,
0.0930691069370227,0.0879310898429035,0.0418414210913814,0.1636852026388497,0.0112919909759861,0.0207902395457694,0.030808371059109,0.0681794352714175,0.3736195152963946,-0.092655285317697,-0.071291941450285,0.1467568682121879,0.0027729916531133,0.0944945575108379,0.0932430231690512,0.0632697394878915,0.0217599092850639,0.0238274528766786,0.1369476865388214,0.0263808221754895,0.1090629056888879,0.2282722120553832,0.1632657386412292,,
0.0839246494293886,0.0758180920103165,0.0304919362651038,0.1512989466034283,-0.0023511758464716,0.0085241591408747,0.0185090807751415,0.0604456072627115,0.3664398816620493,-0.0931165679349347,-0.0717925400979768,0.1382887863163653,-0.0037169852114541,0.0851616331074102,0.0870202722219836,0.0592192801773119,0.0118578163369664,0.011997240822756,0.1292673750424464,0.0158904986486634,0.1010935053169131,0.2205028820625665,0.1494660928213764,,
0.0752482643119513,0.0631711024062614,0.0187185453553915,0.1386226966721182,-0.0165960119935013,-0.0044916158753435,0.0052757328950667,0.0513636162110765,0.358845458345992,-0.0935734579356524,-0.0723353416560114,0.1296055975395758,-0.0110180569613448,0.0750976334279879,0.0801946865524506,0.0545074055731768,0.0019114797986199,-0.0005079408654839,0.1205783724046859,0.0050851276255168,0.0927194672327153,0.2117140989272159,0.1351875238710158,,
0.0671644126182003,0.0501835173180816,0.0066630110440179,0.1258132093192377,-0.0312503475025798,-0.0180807547715363,-0.008692580948384,0.0410824333394084,0.350837173790145,-0.0940239315432594,-0.0729104705001633,0.1207970155624731,-0.0190103758331477,0.0644293567444074,0.0728653748297749,0.0492258677462774,-0.0079630093142678,-0.0135160559283483,0.1110149113346846,-0.0059013663939463,0.0840611886391805,0.2020046047890553,0.1206831498197227,,
0.0597773943214117,0.0370442181837486,-0.0055371815041694,0.1130282230737846,-0.0461265245307538,-0.0320703649788584,-0.0232008846230318,0.029752780160726,0.3424133116029615,-0.094466005921464,-0.0735093655951987,0.1119375968658269,-0.027567062907256,0.0532751897284859,0.0651304275292228,0.0434673433144571,-0.0176455295274553,-0.0268591191209318,0.1007103293029988,-0.016937835986903,0.0752333231337119,0.1914764915847335,0.106193902918359,,
0.053173271545507,0.0239357188677464,-0.0177491755856297,0.1004269221552106,-0.0610421555742524,-0.0462916766317025,-0.0380607649980894,0.0175245285724885,0.3335710293637604,-0.0948974023134381,-0.074124835074848,0.1030869115332926,-0.0365552937045754,0.0417457383990807,0.0570854911046377,0.0373232750630582,-0.0270111071805524,-0.0403731555642612,0.0897970052930286,-0.0278949611058708,0.0663453015954763,0.1802365149044728,0.0919434319337519,,
0.0474218951792065,0.0110328444710254,-0.0298446339969075,0.0881701799612296,-0.0758203254861308,-0.0605800729904319,-0.0530918717391663,0.0045449144007236,0.3243077979205962,-0.0953152358233484,-0.0747510212797208,0.094290546385477,-0.0458370654044177,0.0299453824526913,0.0488228363491679,0.0308822209675486,-0.035929539492701,-0.0538975498996214,0.0784068896676718,-0.0386440909678232,0.0575023405806251,0.1683978243307718,0.0781338000015928,,
0.042578847380503,-0.0014981191300404,-0.0416992834694284,0.0764204189768517,-0.0902893625791917,-0.0747746111855019,-0.068122517169415,-0.0090424162204615,0.3146227811142678,-0.0957157486797639,-0.0753832824920599,0.0855818364304845,-0.0552696973620354,0.0179745473062637,0.040430894380357,0.0242287482815461,-0.0442656068043138,-0.0672739778501192,0.0666724899851081,-0.0490560810994398,0.0488067976579278,0.1560818942577224,0.0649420344140302,,
0.0386871426083054,-0.0134998930101382,-0.0531922481921197,0.0653409502547295,-0.1042823317258409,-0.0887172094499027,-0.0829894854834851,-0.0230975528634416,0.3045181823354128,-0.0960941019629723,-0.0760180010980502,0.0769841947671552,-0.0647061547728976,0.0059324526313205,0.031994210352972,0.0174428744539796,-0.0518799892545287,-0.080345143359956,0.0547281499045282,-0.0590003302383187,0.0403597090560576,0.1434204236524535,0.0525175581577494,,
0.035778567596354,-0.0248244019594064,-0.0642053217541985,0.0550946922837303,-0.1176364236965147,-0.1022516961235096,-0.0975372130933843,-0.0374837288486862,0.2940005832246355,-0.0964442383684724,-0.0766523310429301,0.0685138927858747,-0.0739953151016368,-0.0060799228833608,0.0235937459498496,0.0106000212213611,-0.0586309633605556,-0.0929535573432392,0.0427114415715114,-0.0683442082149757,0.0322623294631726,0.1305569702079951,0.0409805078963205,,
0.0338745837326843,-0.0353328301012773,-0.0746223307002131,0.0458422146736632,-0.1301924274075661,-0.1152229218441062,-0.1116165412200886,-0.0520661040019914,0.2830822919362261,-0.0967588257408444,-0.077283900262082,0.060183131080582,-0.082982315384871,-0.0179569243159788,0.0153074467856995,0.0037714155084681,-0.0643769058302794,-0.1049405884174463,0.0307644853967388,-0.076953038662119,0.0246174893414554,0.1176480932770341,0.0304209186366168,,
0.0329867611812345,-0.0448956746574987,-0.0843287369158524,0.0377391044050606,-0.1417944723464444,-0.1274761298012827,-0.1250832653917372,-0.0667100745315808,0.271782705122648,-0.0970292879757075,-0.0779104861316194,0.0520032358697722,-0.0915091242382381,-0.029585604253933,0.0072109796155495,-0.0029751569215136,-0.0689795784466685,-0.1161459930213022,0.0190350156763759,-0.0846907614070164,0.017530592945923,0.1048638005976243,0.0208987302273258,,
0.033116760307895,-0.0533929352651228,-0.0932116109409443,0.0309327079475712,-0.1522902148471675,-0.1388567605569877,-0.1377967135146335,-0.081279296097719,0.2601296710096157,-0.0972459264426769,-0.078529683659405,0.0439878149209682,-0.0994154749883963,-0.0408436385240322,-0.0006214636201016,-0.009574359785003,-0.072308112154691,-0.126408094881227,0.0076770258104544,-0.0914213512875141,0.0111101002079909,0.0923871256347585,0.0124445443859663,,
0.0342559201207193,-0.0607145612737085,-0.1011600850676678,0.0255583569574116,-0.1615316131498057,-0.1492108389727878,-0.1496185755371183,-0.0956336307966844,0.2481608226020072,-0.0973981312514633,-0.0791385869699064,0.0361557103276568,-0.1065402764051583,-0.051597972599299,-0.0081164020684767,-0.0159622036754965,-0.0742435535762082,-0.1355647357787618,-0.0031491482556012,-0.0970110157507784,0.0054673665291241,0.0804127044197113,0.0050610341068806,,
0.0363845530020719,-0.0667612516467486,-0.1080663646787672,0.0217352339658152,-0.1693763932016372,-0.1583860527605785,-0.1604121852915873,-0.1096272418473819,0.2359248321232579,-0.0974746774980853,-0.0797335045336644,0.0285335927738808,-0.1127235865470778,-0.0617043574999728,-0.0152004494414195,-0.0220749634803897,-0.0746837859929675,-0.143455065114628,-0.013277415336555,-0.1013311359740202,0.0007157543890893,0.0691442717014425,-0.0012751169868383,,
0.0394710771840644,-0.0714456638186981,-0.113827339365512,0.0195620735872551,-0.1756902525973205,-0.166233586749632,-0.1700424210291917,-0.1231070595937115,0.2234825220481828,-0.0974640972868631,-0.080309727467936,0.0211580533051894,-0.1178091955167113,-0.0710078891858606,-0.0217999459854447,-0.0278482424343991,-0.073548592431672,-0.1499221784605171,-0.0225372586363603,-0.1042618585715192,-0.0030310228670493,0.0587910543622803,-0.0066108854033071,,
0.0434711400730339,-0.0746940428997261,-0.1183467926007782,0.0191129216939469,-0.1803497877147131,-0.172610725845126,-0.1783763474769742,-0.1359118283353163,0.2109077560596686,-0.0973551140934698,-0.0808613680289408,0.0140770647112372,-0.1216478170749302,-0.079344617688803,-0.0278409286117106,-0.0332162978061111,-0.0707845941606268,-0.1548165576294852,-0.0307558394071382,-0.1056961905762579,-0.0056613142096309,0.0495631034334114,-0.0110143358467041,,
0.0483268938161705,-0.0764482351255007,-0.1215381615172491,0.0204331884118565,-0.1832460632830591,-0.1773841847165725,-0.1852846707845008,-0.1478719157201553,0.1982880259632827,-0.0971371221442414,-0.0813812821860318,0.0073507063647116,-0.1241008397689522,-0.0865442424211661,-0.0332495107166807,-0.0381117253847635,-0.0663697770076609,-0.1580002081252313,-0.0377608658501358,-0.1055444028482172,-0.0070686382960857,0.0416656722768138,-0.0145719481882292,,
0.0539665777970875,-0.0766680030316737,-0.1233277492570424,0.0235362302988142,-0.1842886788369819,-0.1804340657622337,-0.1906440204335237,-0.1588100262695434,0.1857246484964763,-0.0968006901405982,-0.081861086090778,0.0010510744830523,-0.1250445381550443,-0.0924338579824276,-0.0379527185048679,-0.0424655770521815,-0.0603173134936049,-0.1593513349664131,-0.0433841782597569,-0.1037385098778869,-0.0071553714732682,0.0352928145953547,-0.0173859664628783,,
0.0603045412920425,-0.075333517206668,-0.123658245014167,0.0284006827937901,-0.1834101275227337,-0.1816582916414211,-0.1943400114829405,-0.1685429103973819,0.1733324892038576,-0.0963380660712023,-0.0822912715271779,-0.0047386658826433,-0.1243745965304702,-0.0968426597890605,-0.0418798000669446,-0.0462079589270212,-0.0526784032223573,-0.158769346143982,-0.0474659616406871,-0.1002365700472802,-0.0058368557681055,0.0306204383964946,-0.019571863388552,,
,,,,,,,,,,,,,,,,,,,,,,,-0.2943426364855693,-0.3137325855696966
,,,,,,,,,,,,,,,,,,,,,,,-0.2990613148133101,-0.3197126185199027
,,,,,,,,,,,,,,,,,,,,,,,-0.3021913411825143,-0.3242423111017817
,,,,,,,,,,,,,,,,,,,,,,,-0.3036019096537497,-0.3271942895563065
,,,,,,,,,,,,,,,,,,,,,,,-0.3031909236964535,-0.3284519679536705
,,,,,,,,,,,,,,,,,,,,,,,-0.3008901364495298,-0.3279148668767748
,,,,,,,,,,,,,,,,,,,,,,,-0.2966696831748652,-0.3255042112954875
,,,,,,,,,,,,,,,,,,,,,,,-0.2905417506799432,-0.3211684890512533
,,,,,,,,,,,,,,,,,,,,,,,-0.2825631312465697,-0.3148886272416943
,,,,,,,,,,,,,,,,,,,,,,,-0.2728364289959133,-0.3066824422904656
,,,,,,,,,,,,,,,,,,,,,,,-0.2615097277010652,-0.2966080426631196
,,,,,,,,,,,,,,,,,,,,,,,-0.248774592027945,-0.284765910408346
,,,,,,,,,,,,,,,,,,,,,,,-0.2348623572822717,-0.2712994556089615
,,,,,,,,,,,,,,,,,,,,,,,-0.2200387607111873,-0.2563939211234041
,,,,,,,,,,,,,,,,,,,,,,,-0.2045970717540304,-0.2402736072926144
,,,,,,,,,,,,,,,,,,,,,,,-0.188849978704391,-0.2231974806758646
,,,,,,,,,,,,,,,,,,,,,,,-0.1731205741428328,-0.2054533204826912
,,,,,,,,,,,,,,,,,,,,,,,-0.1577328424615613,-0.1873506351007953
,,,,,,,,,,,,,,,,,,,,,,,-0.143002084960846,-0.1692126445425922
,,,,,,,,,,,,,,,,,,,,,,,-0.1292257204890794,-0.1513676702274028
,,,,,,,,,,,,,,,,,,,,,,,-0.1166748742550023,-0.1341403001340498
,,,,,,,,,,,,,,,,,,,,,,,-0.1055871175214969,-0.1178427045952117
,,,,,,,,,,,,,,,,,,,,,,,-0.0961606507229051,-0.1027664661512696
,,,,,,,,,,,,,,,,,,,,,,,-0.0885501375351936,-0.089175257041542
,,,,,,,,,,,,,,,,,,,,,,,-0.0828643037514559,-0.077298651748995
,,,,,,,,,,,,,,,,,,,,,,,-0.0791653188804042,-0.0673273015035546
,,,,,,,,,,,,,,,,,,,,,,,-0.0774698862995843,-0.0594096253149121
,,,,,,,,,,,,,,,,,,,,,,,-0.0777518849785032,-0.0536500915127229
,,,,,,,,,,,,,,,,,,,,,,,-0.0799463367123421,-0.050109079747851
,,,,,,,,,,,,,,,,,,,,,,,-0.083954420698148,-0.0488042317295453
,,,,,,,,,,,,,,,,,,,,,,,-0.0896492236596534,-0.0497131253986357
,,,,,,,,,,,,,,,,,,,,,,,-0.0968818982224822,-0.0527770463476605
,,,,,,,,,,,,,,,,,,,,,,,-0.1054879033474222,-0.0579055851089566
,,,,,,,,,,,,,,,,,,,,,,,-0.1152930169083203,-0.0649817613702664
,,,,,,,,,,,,,,,,,,,,,,,-0.1261188410854985,-0.0738673674519897
,,,,,,,,,,,,,,,,,,,,,,,-0.1377875652795352,-0.0844082336572506
,,,,,,,,,,,,,,,,,,,,,,,-0.150125807131702,-0.0964391460176647
,,,,,,,,,,,,,,,,,,,,,,,-0.1629674172623868,-0.1097881896084093
,,,,,,,,,,,,,,,,,,,,,,,-0.1761552036098015,-0.1242803441956205
,,,,,,,,,,,,,,,,,,,,,,,-0.1895416018096809,-0.1397402196167177
,,,,,,,,,,,,,,,,,,,,,,,-0.2029883835599165,-0.1559938824448911
,,,,,,,,,,,,,,,,,,,,,,,-0.2163655507708008,-0.1728697898431199
,,,,,,,,,,,,,,,,,,,,,,,-0.229549606480401,-0.1901989075413697
,,,,,,,,,,,,,,,,,,,,,,,-0.2424214225576364,-0.2078141426546116
