51_16_beat1,51_16_beat2,51_15_beat3,51_15_beat4,51_68_beat5,51_68_beat6,51_68_beat7,51_68_beat8,51_84_beat9,51_84_beat10,51_84_beat11,51_14_beat12,51_14_beat13,51_14_beat14,51_19_beat15,51_19_beat16,51_64_beat17,51_64_beat18,51_79_beat19,51_79_beat20,51_79_beat21,51_46_beat22,51_56_beat23,51_56_beat24,51_85_beat25,51_85_beat26,51_85_beat27,51_77_beat28,51_77_beat29,51_77_beat30,51_77_beat31,51_36_beat1,51_36_beat2,51_10_beat3,51_10_beat4
-0.0119801536304326,-0.0360518713982023,-0.0113825612078323,0.0308321037578307,-0.0447343545491948,0.0637085106978336,0.0416473379986766,-0.0089328705260461,-0.0249683498816233,0.006439178247366,-0.0042805759917848,-0.0478945139464765,0.0003970629701874,-0.0105780072268362,0.036832784383812,-0.0155743857065789,-0.0226823405274894,-0.0554338851565142,0.0798587436529151,-0.0196283652614932,-0.0007175913838311,-0.0511093681534498,-0.0075716283067969,-0.0082172511478563,0.2020344933290159,-0.0305241305463809,-0.0289627743836193,-0.0077833764523348,-0.0171730325698176,0.0404540889227508,-0.0144842034132601,,,,
-0.0177982491364413,-0.0391114451224595,-0.012165505524734,0.0253634949984501,-0.0468607287916079,0.0540848527100129,0.0359499993744877,-0.0100501489018965,-0.0275926205250692,0.0025130412067622,-0.0064126529920768,-0.052257469403919,-0.0067629463834708,-0.0120093171860214,0.0338852203743488,-0.0283337725097547,-0.0259508145103204,-0.0569088209596718,0.0768735592808541,-0.0261408424290947,-0.0053963778967897,-0.0538784025417136,-0.0083688676236328,-0.0087999054309227,0.1982457722522752,-0.032198319345236,-0.0321864687493958,-0.0120391215726418,-0.019707521264981,0.0358165582978813,-0.0163675769544394,,,,
-0.0236342890234311,-0.0418513582546183,-0.0128268572850464,0.0201866230168384,-0.0483723484872271,0.0452891302845452,0.03066655751084,-0.0111546000243493,-0.0300790037325618,-0.0010827927902126,-0.0083622531084722,-0.0565810648927202,-0.0135099170806256,-0.0131329621432023,0.031245072687447,-0.0411833228072392,-0.0289503496452409,-0.0581858330781404,0.0742336894129411,-0.0325014951522143,-0.0100207198142724,-0.0568461478313931,-0.0090591582599182,-0.0093570477039322,0.1947351939029804,-0.0337608848970004,-0.0349016162743495,-0.0159736699459696,-0.0220441900815593,0.0316664554007074,-0.0180482316109954,,,,
-0.0294668803087363,-0.0442779983866028,-0.0133749113951326,0.0153295048854388,-0.0493918608821658,0.0372811054074857,0.0257919935264171,-0.0122751847906488,-0.0325109070011972,-0.0043565134730975,-0.0101917580893264,-0.0608558307623345,-0.0197676741795844,-0.0139833096466387,0.0288597125871977,-0.0540529105257403,-0.0316825631806184,-0.0593075475228079,0.0719094981843803,-0.0387813296406125,-0.0146330944741736,-0.0600470356650832,-0.0096527583513252,-0.009905903611323,0.1914198436803485,-0.0352136579236048,-0.0371759406054327,-0.0195864139841814,-0.0242338416873855,0.0279999869331342,-0.0195858747698585,,,,
-0.0352728388316196,-0.0464043280344323,-0.0138240455934644,0.0108165068766126,-0.0500610760825303,0.0299979482473985,0.0213087952490957,-0.0134385398327596,-0.0349672963627353,-0.0073282983269501,-0.011962514108328,-0.0650642201483537,-0.0254761314541193,-0.0145986591967744,0.0266749951516591,-0.0668734100224575,-0.03416026351647,-0.0603178441199525,0.069859071078265,-0.0450587219069434,-0.019268764840314,-0.063499563674469,-0.0101636545621872,-0.010463301080009,0.1882160095594346,-0.0365615884290221,-0.0390856940860226,-0.0228897338234609,-0.0263284173750035,0.0247919435340484,-0.0210408353974445,,,,
-0.0410268344574874,-0.0482487872927365,-0.0141943027409076,0.006669314021652,-0.0505347664060203,0.0233600624721035,0.0171893766815052,-0.0146677371381234,-0.0375189727592963,-0.0100286429786762,-0.0137319709014644,-0.0691801085804813,-0.0305924124752135,-0.0150193287619261,0.0246378522894571,-0.0795763956588616,-0.0364066817096436,-0.0612598835259732,0.0680300631723262,-0.051414124439689,-0.02395341200821,-0.0672034167960665,-0.0106090529333724,-0.0110448376729347,0.1850422713145847,-0.0378122272891966,-0.040712439960482,-0.0259073167379225,-0.0283784592912554,0.0219971100423846,-0.0224714190041176,,,,
-0.0467012070028954,-0.0498341286812037,-0.0145107289465951,0.0029077343776733,-0.0509742491234468,0.0172772605975657,0.0133986077030383,-0.015981135661009,-0.0402251806937064,-0.0124964161647018,-0.0155509640423461,-0.0731686680728305,-0.0350914451468279,-0.015285710038855,0.0226986897034062,-0.0920939769032603,-0.0384543738743163,-0.0621742374882745,0.0663619354243671,-0.0579246478717238,-0.0287011984563867,-0.0711372916451343,-0.0110087761076411,-0.0116641090352377,0.1818223080244483,-0.0389751682827905,-0.0421397795481326,-0.028672131755179,-0.0304306269164616,0.0195523645469296,-0.0239313640122494,,,,
-0.0522659628052976,-0.0511862107100756,-0.0148024878806761,-0.0004497012686135,-0.0515410213003361,0.0116550345703242,0.0098963426149607,-0.0173913495560537,-0.043130649162823,-0.0147767024382791,-0.0174612193933815,-0.0769866220924748,-0.0389659871229629,-0.0154363541189332,0.0208135150781023,-0.1043587717617921,-0.0403438156259308,-0.0630971665197369,0.0647885331139143,-0.0646587374867305,-0.0335133062674071,-0.0752575805190066,-0.0113845829184412,-0.0123320163852598,0.1784873409803594,-0.04006146728825,-0.0434501050947721,-0.0312241432663335,-0.0325253379340005,0.0173794397225851,-0.0254674789704192,,,,
-0.0576889513175612,-0.0523327716139182,-0.0151017834960041,-0.0033853704964272,-0.0523906910016548,0.0064006706534333,0.0066398485381786,-0.0189043585879192,-0.0462631505584314,-0.0169184978102435,-0.0194931543027998,-0.0805828766918619,-0.0422260599862389,-0.0155061493444183,0.018945737185042,-0.1163040117421166,-0.0421217184266656,-0.064059081631228,0.0632409467278792,-0.0716711651986256,-0.0383769759367434,-0.0794980380446037,-0.0117594273245622,-0.013056167911764,0.1749781462093979,-0.0410830537058228,-0.0447214563062065,-0.0336078536679219,-0.034694600442707,0.0153882933067782,-0.0271175414008029,,,,
-0.0629362103298695,-0.0533022008833864,-0.0154426327892326,-0.0058824341846039,-0.0536674118855198,0.001428970028037,0.0035860498609676,-0.0205187875098034,-0.0496316482920983,-0.0189723245158987,-0.0216640445807363,-0.0838995142625054,-0.044897793004197,-0.0155246520366981,0.0170675899918425,-0.1278637654063478,-0.0438391067614033,-0.0650832200423325,0.0616505807539614,-0.078998550274202,-0.0432650561121324,-0.0837705108262487,-0.0121566739371045,-0.0138403863360688,0.1712465899602464,-0.042052147564199,-0.0460245555152669,-0.0358697668013546,-0.0369600991533573,0.0134810052659089,-0.0289085344245863,,,,
-0.067972457680996,-0.0541223240036174,-0.01585953725656,-0.0079249550581407,-0.055498982329688,-0.0033326435288721,0.0006935222251829,-0.0222253825345354,-0.0532250882008234,-0.0209878312874688,-0.0239766198500484,-0.0868731296192407,-0.0470217012179094,-0.0155146276885298,0.015161151978624,-0.1389732641116995,-0.0455492040082057,-0.0661845589159177,0.0599523402296059,-0.0866556050553936,-0.0481360623519074,-0.0879667618615308,-0.0125992872353887,-0.0146843327004229,0.1672566607674932,-0.0429806940840365,-0.0474200933377086,-0.0380558615730948,-0.0393315932987539,0.0115560890232827,-0.030855285181622,,,,
-0.0727616974343284,-0.0548192151758268,-0.0163861065065785,-0.0094982467744441,-0.0579927208472144,-0.0079398200387465,-0.0020758115239959,-0.0240067140220735,-0.0570118722684127,-0.0230114444503717,-0.0264181417878067,-0.0894364821345418,-0.0486504467135643,-0.0154908546111764,0.0132189475273595,-0.1495693115570864,-0.047305183063194,-0.0673689862127255,0.0580878289975537,-0.0946322754805291,-0.0529347323795519,-0.0919613698703391,-0.0131090114911528,-0.0155832544591413,0.1629849921535883,-0.0438798256443658,-0.0489563331344541,-0.0402091596658763,-0.0418056788198134,0.0095130754657627,-0.0329595518327363,,,,
-0.0772679008934854,-0.0554160536433609,-0.0170536901468214,-0.0105894287198673,-0.0612321809387392,-0.0124279397407918,-0.0047553109958181,-0.025837134357998,-0.0609400362759062,-0.0250841325743319,-0.0289600093754426,-0.0915204307954884,-0.0498461555375586,-0.0154592342526693,0.0112441333535042,-0.1595907556826223,-0.049157844968216,-0.0686327436047052,0.0560084387026417,-0.1028919115557069,-0.057593056182942,-0.0956156309897133,-0.0137055587618619,-0.0165278639667825,0.1584208898523211,-0.0447593592153926,-0.0506670977708995,-0.0423674636374233,-0.0443649616464542,0.0072572041147941,-0.0352095877648703,,,,
-0.0814557190257025,-0.0559320415306628,-0.0178900743118857,-0.01118815156619,-0.0652747229727955,-0.016809843643137,-0.0073725810410761,-0.0276830176847027,-0.0649381365211045,-0.0272393436916225,-0.0315579226905366,-0.0930561103755428,-0.050677384786652,-0.0154162436314437,0.0092502879320685,-0.168978994543745,-0.0511532949018103,-0.0699621527976545,0.0536781957176387,-0.1113705611664724,-0.0620317526358517,-0.0987823377635813,-0.0144058231283353,-0.0175043513786845,0.1535658959443999,-0.0456273357075075,-0.0525701955428631,-0.0445613326087166,-0.046977682315409,0.0047040382104053,-0.0375801951913202,,,,
-0.0852911838835438,-0.0563814048439059,-0.0189182966132029,-0.0112874503874643,-0.0701499196432952,-0.0210747062995004,-0.009948756550399,-0.0295033028301068,-0.0689168352281719,-0.029501170057525,-0.0341526223748207,-0.0939772964622332,-0.0512158534579437,-0.0153487563484568,0.007260835129988,-0.1776784767923825,-0.0533306897309471,-0.0713336336203183,0.0510762265521039,-0.1199774330568642,-0.0661621600578153,-0.1013112600947946,-0.0152231405397068,-0.0184945339141949,0.1484329386198636,-0.0464896068901316,-0.0546663338902356,-0.0468123525029078,-0.0495978248752793,0.0017838110486754,-0.0400332659952435,,,,
-0.0887423627578084,-0.0567725042977765,-0.0201556276724307,-0.0108846757113318,-0.0758587374294789,-0.0251880716268852,-0.0124980824802653,-0.0312503519791464,-0.0727711590162909,-0.0318827914301515,-0.0366712057501987,-0.0942228958023008,-0.0515330652453859,-0.0152342489930756,0.005308143848467,-0.1856371457693729,-0.055720134529135,-0.0727140199404982,0.0481987024617948,-0.1285965237066191,-0.0698885046679843,-0.1030551087391393,-0.0161666150654405,-0.0194761415839885,0.1430451294528693,-0.04734947593245,-0.0569385598512288,-0.0491317465556155,-0.0521657350303408,-0.0015546892752303,-0.0425187944764075,,,,
-0.0917799393350267,-0.057107088357703,-0.0216127590697749,-0.0099824482100931,-0.0823734122588162,-0.029093026705393,-0.0150277509545961,-0.0328711255131814,-0.0763833883261349,-0.0343852434134344,-0.0390290027616256,-0.0937394872545094,-0.0516969607568484,-0.0150413986237554,0.0034323525550665,-0.192806769075927,-0.0583408066784282,-0.0740611774671293,0.0450601324743883,-0.1370893511031814,-0.0731105065653922,-0.1038757281982612,-0.0172405338124018,-0.0204232378363189,0.1374342794297032,-0.0482073990799426,-0.0593522549637782,-0.0515193601208011,-0.054609263130729,-0.0053408796207372,-0.0449763335858563,,,,
-0.0943777088895678,-0.057379726360569,-0.0232932271850183,-0.0085895800591929,-0.0896379249963365,-0.0327124463272145,-0.0175379510015356,-0.0343086590040772,-0.0796265169831833,-0.0369965522231923,-0.0411319762548603,-0.0924838278904342,-0.0517687403478848,-0.0147310644249307,0.0016799709575429,-0.1991430967338208,-0.0611993850562842,-0.0753249246525615,0.0416938925594127,-0.1452986889713743,-0.0757262768972279,-0.1036502448451723,-0.0184438938331699,-0.0213067717662982,0.1316392103668484,-0.0490607579757335,-0.0618556996823456,-0.0539630427891903,-0.0568454355895295,-0.00957994818105,-0.0473368529585525,,,,
-0.0965129861242641,-0.057577463587182,-0.0251930908080794,-0.0067219057306299,-0.0975689810933806,-0.0359522040225159,-0.0200220852662453,-0.0355038130383531,-0.0823682002037584,-0.0396912718196801,-0.0428795926502958,-0.090425229023512,-0.0517999967651752,-0.0142576334525816,0.000102311466912,-0.2046058019425674,-0.0642888580347519,-0.0764482529653688,0.0381519076595039,-0.1530531507440007,-0.0776354520212958,-0.1022768882334923,-0.0197700645575846,-0.0220952561080539,0.1257039399683125,-0.0499037140453119,-0.0643812092747048,-0.0564384414739157,-0.0587826426322807,-0.0142513585781505,-0.0495249442079261,,,,
-0.0981669319275413,-0.057679741375142,-0.0273008682687381,-0.0044029673482694,-0.1060574067894857,-0.038705213639263,-0.0224671112369447,-0.0363972515537886,-0.084475087511935,-0.0424304540719647,-0.0441680914509674,-0.0875476999600264,-0.051830288615577,-0.0135706975312302,-0.0012461980498678,-0.2091581785623088,-0.067587777251416,-0.0773688353671252,0.0345034410940399,-0.1601724361341397,-0.078742500647319,-0.0996802086130246,-0.0212066082437317,-0.0227555620558307,0.1196758168937765,-0.0507271576811438,-0.0668468301345667,-0.0589092103522353,-0.060323311568631,-0.0193083839155001,-0.0514613073042699,,,,
-0.0993248086929822,-0.057658622446912,-0.0295977278566526,-0.0016645046141155,-0.114969889320697,-0.0408561391599477,-0.024853971510203,-0.0369315903202255,-0.0858174162076389,-0.0451620767838259,-0.0448940649660156,-0.083851755240103,-0.0518852707480359,-0.0126170165912801,-0.0023097699848149,-0.212766598024567,-0.0710600140408563,-0.0780208026235351,0.0308329898215318,-0.1664730268650725,-0.0789601284111663,-0.0958154315169071,-0.0227352783679134,-0.0232538182782688,0.1136036772742991,-0.0515187653168599,-0.0691585717476848,-0.0613276365113198,-0.0613670144700284,-0.0246787196741832,-0.0530654416442857,,,,
-0.099976174478885,-0.0574793536420051,-0.0320579141391389,0.0014532934301898,-0.1241510089414907,-0.0422865898142116,-0.0271580881660379,-0.0370536444061773,-0.0862737233585427,-0.0478219466359135,-0.0449582429145803,-0.0793557853422907,-0.0519754756028606,-0.0113427132532715,-0.0030330316916481,-0.215399763897344,-0.0746550618536699,-0.0783367571642284,0.027237331890221,-0.1717741035088681,-0.0782126920935481,-0.090671720841681,-0.0243322115436479,-0.0235563976506815,0.1075360867424462,-0.052263176619113,-0.0712131341452671,-0.063635673045048,-0.0618139378480451,-0.030266178862293,-0.054258456779722,,,,
-0.1001150257844108,-0.0571012853341425,-0.034649383131067,0.0049018081403772,-0.1334255349215178,-0.0428806037020447,-0.0293499100408272,-0.0367166923992174,-0.0857355213898501,-0.0503350830846278,-0.0442693611309902,-0.0740969015648806,-0.0520958107658357,-0.0096956337494633,-0.0033627704750022,-0.2170278410745794,-0.0783089108550775,-0.0782499840226455,0.0238218216078345,-0.1759034532188299,-0.0764395242651888,-0.0842741653691251,-0.0259683225049696,-0.0236309714904884,0.1015197229828528,-0.0529423019357802,-0.072901073570013,-0.0657663640988912,-0.0615686194458036,-0.0359534261338395,-0.0549659113319547,,,,
-0.0997398979387714,-0.0564791504391979,-0.0373346118639138,0.0086243047703334,-0.1426009834596045,-0.0425302166899033,-0.0313955172802567,-0.0358826664688658,-0.0841117749013338,-0.0526175744835848,-0.0427479812932247,-0.0681311829438353,-0.052225803913945,-0.0076278007610634,-0.003249601978272,-0.2176215727432341,-0.0819454999474386,-0.077696807780038,0.020696075115032,-0.1787031478714505,-0.0735980596432722,-0.0766843604481317,-0.0276099042073639,-0.0234476076181019,0.0955979437535365,-0.0535357669755438,-0.0741103311579535,-0.0676456390515907,-0.0605438341508038,-0.0416056603615711,-0.055120584931433,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0164433605867244,0.2304553537616202,-0.0703549425761795,-0.0717641451374888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0166890438577118,0.2467458232370091,-0.0744251635269549,-0.0678300176675214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0179380251885029,0.2611773916105152,-0.0777151086496337,-0.062766075363419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020242022798923,0.2740049294023907,-0.0800406877227112,-0.0565899207737315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0236271427716858,0.2855015471657944,-0.0812333000904894,-0.0493491147178338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028091682005567,0.2959471880171416,-0.0811469721159585,-0.041121087132925
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033604788722858,0.305617838423584,-0.0796650055146441,-0.0320120727828891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0401060796409478,0.3147757212124986,-0.0767058429475679,-0.0221550676892099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475062794880812,0.3236607568789031,-0.0722278734075021,-0.0117068398964331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0556889078034104,0.3324834931699469,-0.0662329307129872,-0.0008440689397045
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0645129916550718,0.3414196149491909,-0.0587682836657732,0.0102412704047138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0738167330942037,0.350606062372875,-0.0499269750861855,0.0213471266822955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0834220098124809,0.3601387101960012,-0.0398464366481248,0.0322670085096649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931395411695234,0.3700714987266446,-0.0287053836459571,0.0427958339144546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1027745146654734,0.3804168610199015,-0.0167190743924305,0.0527357752356347
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1121324435444932,0.3911472627773581,-0.004133098211001,0.0619018814527042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121025015554979,0.4021976599657715,0.0087840716289944,0.0701272692744952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129275695634275,0.4134686817835655,0.0217494643452837,0.0772676942974687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1367248606636013,0.4248303601775933,0.0344746002012307,0.0832053430274994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1432342710519771,0.4361262481073972,0.0466747214245203,0.0878517230644954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1486907194603879,0.4471777936917548,0.0580779004326849,0.0911495688870434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1530087387154212,0.45778886403094,0.06843366999918,0.0930737214517085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1561322961141169,0.467750340187623,0.0775208436402336,0.0936309792773936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1580354470000236,0.4768447332757412,0.0851542317167511,0.0928589555467246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1587219639217111,0.4848507997905347,0.0911900081592097,0.0908240091798746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1582239970084274,0.4915481595491558,0.0955295413010667,0.0876183475676514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1565998555700791,0.4967219376232711,0.0981215661621694,0.0833564247557207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1539310298437703,0.5001674580754256,0.0989626416635019,0.078170780873192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1503185947582342,0.5016950098972472,0.0980959036328366,0.0722074850145636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1458791541332947,0.5011346848778597,0.0956081927958076,0.0656213527139729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1407404933555203,0.4983412557859136,0.0916257043545577,0.0585711095138791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1350371104594735,0.4931990247801868,0.0863083682667904,0.0512146644953951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1289057890635037,0.4856265304318338,0.0798432226885381,0.0437046438358861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1224813624137477,0.475580961561608,0.0724370838418499,0.036184316466168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1158927981787684,0.4630620919271303,0.0643088407179471,0.0287840231229953
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1092597113414613,0.4481155264175663,0.0556817095963774,0.0216181973751499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1026893892504976,0.4308350415617539,0.0467757699968189,0.0147830431781345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096274389182956,0.4113638150822582,0.0378010715887184,0.0083549089789711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0900907449868113,0.3898943733765057,0.0289515538473654,0.002389374352176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0841967962710854,0.3666671405641751,0.0203999611986726,-0.0030789573825159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0786326323317307,0.3419675411819023,0.0122938718094463,-0.0080359873042862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0734201250202804,0.3161216805791056,0.0047528944003206,-0.0124870141689636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0685635116606436,0.2894906936158052,-0.0021329703694974,-0.0164550527457446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0640504814233494,0.2624639085202032,-0.0083038558173935,-0.0199786509381075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0598537147258292,0.2354510173683723,-0.0137295311765342,-0.0231092908736172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0559328226159778,0.2088734775018523,-0.0184079930834946,-0.0259084675372883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0522366300483612,0.1831553892504483,-0.0223632743244877,-0.0284445439702099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487057432722873,0.158714104827334,-0.0256426032924685,-0.0307894849913702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0452753374838628,0.1359508222690261,-0.0283130466885483,-0.0330155713063028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0418780965955345,0.1152414088516783,-0.0304577623052711,-0.035192191641298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384472325167818,0.0969276835284211,-0.0321719808099332,-0.0373828024461633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03491950657504,0.0813093709782563,-0.0335588276059448,-0.0396421349055474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0312381705688795,0.0686369233877784,-0.0347250891681984,-0.0420137195456822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273557405176725,0.0591053908645569,-0.0357770229297322,-0.0445277898098834
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232365146805597,0.0528495063154626,-0.0368163057937271,-0.0471996167304163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188587503906519,0.0499401333036383,-0.0379362134263475,-0.0500283170831996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014216421281903,0.0503822029550291,-0.0392181202638406,-0.0529961678826518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093204863139137,0.0541142362020957,-0.0407284079435949,-0.0560684512175023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004199614175886,0.0610095095794768,-0.0425158660311648,-0.0591938449584348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001099678373508,0.0708788764309264,-0.044609661102622,-0.0623053660493089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0065134976789551,0.0834752012569355,-0.0470179370954277,-0.0653218630320027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0119616571257472,0.0984993043730718,-0.0497270924199087,-0.0681500425537078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0173493567193898,0.1156072501178977,-0.0527017601337089,-0.0706870010338991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0225694232938649,0.134418749418424,-0.0558854984208755,-0.0728232178672226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0275050623147914,0.1545263922534148,-0.05920218021992,-0.0744459503943409
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032033060725536,0.1755053828922269,-0.0625580528407401,-0.0754429531916305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0360273685399966,0.196923425336496,-0.0658444204124657,-0.0757064257934111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039362973502626,0.2183504013595599,-0.0689408839929083,-0.075137075280347
