51_16_beat1,51_16_beat2,51_15_beat3,51_15_beat4,51_68_beat5,51_68_beat6,51_68_beat7,51_68_beat8,51_84_beat9,51_84_beat10,51_84_beat11,51_14_beat12,51_14_beat13,51_14_beat14,51_19_beat15,51_19_beat16,51_64_beat17,51_64_beat18,51_79_beat19,51_79_beat20,51_79_beat21,51_46_beat22,51_56_beat23,51_56_beat24,51_85_beat25,51_85_beat26,51_85_beat27,51_77_beat28,51_77_beat29,51_77_beat30,51_77_beat31,51_36_beat1,51_36_beat2,51_10_beat3,51_10_beat4
0.0568841719929515,0.0263823599967953,0.0050438697570854,0.1078819991557471,0.0490701891928256,0.235111885803648,0.1309169508399236,0.0212225048829758,0.0592687762414197,0.0702969263986788,0.0657900840561134,0.0248551522002949,0.0818650428453744,0.0442076143376585,0.1219682915087953,0.1105632173891653,0.0293866869379411,-0.0044260222852832,0.1439240759395779,0.0856449404761804,0.0931918966560665,-0.0020163861665855,0.0115248159385539,0.0074309527260739,0.311761103606317,-0.0026690753361531,0.0742980442210159,0.0537042495085848,0.0521486447791914,0.113956777454492,0.0504594429679182,,,,
0.0545335812926436,0.0234521885555674,0.0045910394920252,0.1060970465915666,0.0438614997596012,0.2298315211662503,0.1288971620020091,0.0186884684802087,0.0520850708644627,0.0688724868751971,0.0600347701085215,0.0198010656524263,0.0816778577396033,0.0402365194976161,0.1157911959400297,0.1089615392843029,0.0280564722610185,-0.0082083574426125,0.1412150255509706,0.0815728808750232,0.0863836536877432,-0.0063099114665373,0.0105871565808705,0.0063870352583439,0.3029828940980033,-0.0036872659872568,0.0672887726824668,0.0530172225634105,0.0470591307630703,0.1131370708718933,0.0453080831522002,,,,
0.0516743530156055,0.0200061853514409,0.0039254521481548,0.1033900158052753,0.0376734214252103,0.2224915918387464,0.1257327016940772,0.0160743504683708,0.0446805537529906,0.0666105118458321,0.054060658763853,0.0146460145708341,0.08041378777528,0.0359736723652193,0.1092270652091162,0.1060461640081926,0.026126416455363,-0.0122687498572367,0.137861217575756,0.076461652504131,0.0792976563486748,-0.0105833983444322,0.0094828023086664,0.0052241112172696,0.2939043216148758,-0.0049711242066994,0.05965674657258,0.0514258341202087,0.0416798138385389,0.1111934522203623,0.0398868965041956,,,,
0.0483564480891812,0.0161224266537659,0.0030701161316039,0.0998597898406901,0.0306974011665397,0.2133540976419956,0.1215400140816318,0.0134406235020553,0.0372139911149266,0.0635973420776441,0.0479935604276984,0.0094475901158349,0.0781037932703942,0.0315145258061886,0.1024146022953855,0.1018733476184838,0.0236494698700009,-0.0165042129168725,0.1339593049453908,0.0704579193359246,0.0720669115399225,-0.0147630821718191,0.0082388118341104,0.0039805901122215,0.2846957863169859,-0.006489577987101,0.0515815633092847,0.0490038943655605,0.0361220044933809,0.1082210468041121,0.0343224011934468,,,,
0.0446294251264152,0.0118840940270222,0.0020514348972663,0.0956128899315109,0.0231418577231012,0.2027033174009223,0.1164520678565852,0.0108408265184593,0.0298307414725383,0.0599310519038739,0.0419503969018831,0.0042534392167529,0.0747980097979161,0.0269526151004264,0.0954877587317346,0.0965131913720604,0.0206882695189531,-0.0208163326506781,0.129612093986306,0.0637200407878544,0.0648101522606555,-0.0187894791342006,0.0068840656365184,0.0026929376859249,0.2755155676148388,-0.0082082892896583,0.0432409422047869,0.0458400528098305,0.0304916233499211,0.1043339999380558,0.0287331415953929,,,,
0.0405412061645139,0.0073769069221848,0.0008984510679071,0.0907599267096054,0.0152241808573177,0.1908367672820284,0.1106134136069185,0.0083203460598603,0.0226589988569603,0.0557180992809544,0.0360363262013765,-0.0008989671617288,0.0705642154285651,0.0223773142584466,0.0885718621989672,0.090046294333281,0.0173130982926739,-0.0251139057425178,0.1249256624520445,0.0564114592573754,0.05762945357378,-0.0226184875640192,0.0054484787315288,0.0013945702715692,0.2665061307891578,-0.0100908432470839,0.0348056174387287,0.0420345781235703,0.0248865831317777,0.0996615099194754,0.0232267757639603,,,,
0.0361371002003872,0.0026866507508841,-0.0003579411146239,0.0854122848191652,0.0071624981530429,0.1780560900754378,0.104175101127129,0.0059155997062706,0.0158068000803043,0.0510698827704681,0.0303423767676024,-0.0059821942302161,0.0654859988960141,0.0178718210578237,0.0817803096076963,0.0825605281391385,0.0135996951861787,-0.0293151690392415,0.1200065258971705,0.048694214344573,0.0506085353628886,-0.0262220270530614,0.0039621937559607,0.0001149295385738,0.2577911045829251,-0.0120999234171627,0.026434848614413,0.0376959042405394,0.0193945246047374,0.0943435893388426,0.0178976790911591,,,,
0.031459103110231,-0.0021031203496538,-0.0016858108831576,0.0796791666758164,-0.000832446518706,0.1646582012875947,0.0972896671014558,0.003653612115302,0.0093598607120997,0.0460993189274802,0.0249436425200788,-0.0109783427422642,0.0596606689896258,0.0135114079911669,0.0752119073252692,0.074148091162753,0.0096269867815193,-0.0333495740639697,0.1149589035382838,0.0407228434352579,0.043811787766033,-0.0295881940315874,0.0024547754034566,-0.0011212371819567,0.2494729915068551,-0.0141984343738692,0.0182726379624876,0.0329370684011305,0.0140909580366957,0.0885266946621191,0.0128251048719194,,,,
0.0265454789450069,-0.0069131397233636,-0.0030530305522786,0.0736650927560808,-0.0085649707024515,0.1509270022758477,0.0901063883611869,0.0015519590966257,0.0033802729825925,0.0409175469646745,0.0198980707460571,-0.0158782067358573,0.0531969437202171,0.00936196866394,0.0689489089715318,0.0649029661384551,0.0054748074065383,-0.0371590793746514,0.1098821285902988,0.0326388963460289,0.0372840289160238,-0.032720909587646,0.0009544278817189,-0.0022943754731504,0.2416316455387736,-0.0163505369844235,0.0104447057333942,0.0278721645719418,0.0090378495202817,0.0823593555237928,0.0080719223514075,,,,
0.0214306138612346,-0.0116701919077464,-0.0044281350812746,0.0674679234986236,-0.015861379832627,0.1371259409170718,0.0827669734484701,-0.0003809564485774,-0.0020939308442838,0.0356308580168446,0.0152458548990805,-0.0206801196127522,0.0462124564164363,0.0054788825924774,0.0630557712749073,0.0549188646201536,0.0012216707233119,-0.0406989513739646,0.1048682462572333,0.0245662557400859,0.0310509791116246,-0.0356390367736356,-0.0005127431423176,-0.0033903956129405,0.2343235261918494,-0.0185225666379948,0.0030562432712645,0.0226129295477339,0.004282678947676,0.0759879231968336,0.0036839335352911,,,,
0.0161451212145751,-0.0163085486375792,-0.0057811934109753,0.0611774336285824,-0.0225758713513792,0.123491658825782,0.075401836710162,-0.002145340333017,-0.0070483736088807,0.0303379341878181,0.0110094249462654,-0.0253885301108185,0.0388311151795712,0.0019062154593378,0.0575786210671124,0.0442876960737874,-0.0030573500693567,-0.0439380800241984,0.0999998436744449,0.0166074154991762,0.0251204104198597,-0.0383749522272743,-0.001923403554748,-0.0044007213406724,0.2275817137270815,-0.0206838107061703,-0.0038095628664027,0.017265569571205,-0.000142016477087,0.0695525433872012,-0.0003102471651338,,,,
0.0107161656318454,-0.020771058457237,-0.0070846783958848,0.0548744361275919,-0.0285951928761193,0.1102289137379982,0.068127065467537,-0.0037492015789287,-0.0114911354403762,0.0251274686420481,0.0071940104425286,-0.0300123606714876,0.0311803528809423,-0.0013237335904466,0.0525454025658928,0.0330985541791863,-0.0072925821397447,-0.0468588296954304,0.0953481577443571,0.0088408270158533,0.019483906606674,-0.0409725714824469,-0.003257579780255,-0.0053221280739013,0.2214166476663071,-0.0228071286482788,-0.0100922626882861,0.0119279229636901,-0.0042186124572506,0.0631834431204194,-0.003898780439458,,,,
0.0051679659529823,-0.0250098866176433,-0.0083143164659457,0.0486304230007814,-0.0338418890156558,0.0975069093156732,0.0610421533660496,-0.0052073526126334,-0.0154508323442367,0.0200762228600569,0.0037887367517238,-0.0345632103970513,0.0233883080967782,-0.0041905316846841,0.0479666535119846,0.0214371743609948,-0.0114215077506206,-0.0494564575095449,0.0909715065865118,0.0013193796738601,0.0141191471573269,-0.0434848481721574,-0.0044991469371893,-0.0061563904191459,0.215817530004826,-0.0248694059476237,-0.0157541726065184,0.0066870395237377,-0.0079438940199918,0.0569976065601407,-0.0070856976531192,,,,
-0.0004775677880812,-0.0289869149562184,-0.0094498924272159,0.0425076655365337,-0.038276037751407,0.0854571055740044,0.0542285339161337,-0.0065402600832247,-0.0189740574936166,0.015247561099499,0.0007682022140824,-0.0390534730640227,0.0155809834451959,-0.0066853598713985,0.0438368408375085,0.0093857890619603,-0.0153902745225485,-0.051738142407371,0.0869140868621205,-0.0059299619123125,0.0089926127173338,-0.0459707925340037,-0.0056362021101364,-0.0069097644409753,0.2107543160927281,-0.0268518405993865,-0.0207797564873956,0.001617240852098,-0.0113281036935921,0.0510959014048094,-0.009889554006741,,,,
-0.0062001099330854,-0.0326738219332711,-0.0104759796097886,0.036559698808603,-0.041895447396866,0.0741725246044266,0.0477489098148202,-0.0077727879486155,-0.0221222852780425,0.0106904854789397,-0.0019055269503523,-0.0434944467298681,0.0078794359867631,-0.008810418133454,0.0401361716146636,-0.0029767083539072,-0.0191549280923614,-0.0537216774504741,0.0832051727184729,-0.0129053832040312,0.0040625977364714,-0.0484920823459364,-0.0066613120269763,-0.0075923338443728,0.2061802005553731,-0.0287400673969479,-0.0251744186118019,-0.0032212920835004,-0.0143935795742252,0.0455607070814818,-0.0123416957525873,,,,
