70_78_beat1,70_80_beat2,70_22_beat3,70_26_beat4,70_27_beat5,70_27_beat6,70_79_beat1,70_68_beat2,70_68_beat3,70_66_beat4,70_67_beat5,70_91_beat6
-0.0229153364775178,-0.1025658119141857,-0.0493298628997782,-0.0525750027635355,0.1048676064013262,-0.0968998308611942,,,,,,
-0.0261191985454842,-0.0999649163798108,-0.0507868255515191,-0.0364029972945593,0.1139139046086328,-0.1016270727742192,,,,,,
-0.0288045052301197,-0.0961209062088979,-0.0517805248348775,-0.019221847477365,0.1233930747216484,-0.1058342270139836,,,,,,
-0.0308708625293961,-0.0910205103916667,-0.0522000954703299,-0.0011478439256366,0.1335770343490621,-0.109381504695032,,,,,,
-0.0322229955281001,-0.0846822806907993,-0.0519355715287604,0.0177045387609884,0.1447057866221989,-0.112133096880412,,,,,,
-0.0327741977049212,-0.0771579572877943,-0.0508817520158933,0.0372229793487474,0.1569741941817093,-0.1139607185064195,,,,,,
-0.032449922670526,-0.0685327589785968,-0.0489423357422231,0.0572972123007242,0.1705206335453707,-0.1147472951230326,,,,,,
-0.0311913690614575,-0.0589244948358263,-0.0460341883864237,0.0778186086992859,0.1854180753217619,-0.1143907310680509,,,,,,
-0.0289588915907899,-0.0484814465308971,-0.0420915804991466,0.0986795648411058,0.2016680335329262,-0.1128076746443061,,,,,,
-0.0257350619685119,-0.0373790311669842,-0.0370702154668288,0.1197728324997958,0.2191977004897331,-0.1099371716833776,,,,,,
-0.0215272036812576,-0.0258153187127726,-0.0309508533070901,0.1409909186761985,0.237860435483127,-0.1057440755969365,,,,,,
-0.0163692349658453,-0.0140055409409135,-0.0237423317857552,0.1622256654573076,0.257439611900867,-0.1002220621381443,,,,,,
-0.0103226746090376,-0.0021757859158186,-0.0154837927210621,0.1833680930152777,0.2776556572184299,-0.0933960833692303,,,,,,
-0.0034766947886933,0.0094438797244381,-0.0062459400240444,0.2043085524421785,0.2981759550440683,-0.0853240904785109,,,,,,
0.004052857071777,0.0206265819934597,0.0038688121307318,0.2249371933723185,0.3186271304298237,-0.0760978614659318,,,,,,
0.0121255009517768,0.0311558035906683,0.0147273978024224,0.2451447092029305,0.3386091207041806,-0.0658427889579382,,,,,,
0.0205792153203771,0.0408322347213776,0.0261684052067467,0.2648232858506641,0.3577103534934994,-0.0547165160727161,,,,,,
0.0292345081020315,0.0494800169899184,0.0380056070949779,0.2838676534087864,0.3755233168609991,-0.0429063535125782,,,,,,
0.0378993464453639,0.0569521157882218,0.0500326261730308,0.3021761272415352,0.3916598140116127,-0.0306254667812443,,,,,,
0.0463747752139911,0.0631346000900074,0.0620285822422026,0.3196515272331119,0.4057652420193782,-0.0181078855939551,,,,,,
0.05446101223854,0.0679496628952045,0.0737645108561725,0.3362018800193312,0.4175313124078555,-0.0056024544744866,,,,,,
0.0619637767619376,0.0713572769024307,0.0850102969070216,0.3517408360176712,0.4267067325270339,0.0066340903549176,,,,,,
0.0687005885949705,0.0733554444749007,0.0955418337302577,0.3661877666256931,0.4331054829674727,0.0183446727354702,,,,,,
0.0745067708392898,0.0739790648613479,0.1051481018549221,0.3794675421786008,0.4366124508326892,0.0292797634509284,,,,,,
0.0792408991560096,0.0732975014485663,0.1136378632717513,0.3915100232970791,0.4371863045902733,0.0392052759894096,,,,,,
0.0827894647564735,0.0714109846038983,0.1208456870818793,0.4022493232748579,0.4348596167479381,0.0479101308790562,,,,,,
0.0850705546594753,0.0684460292453637,0.1266370585851779,0.4116229153695858,0.4297363501993447,0.0552131541713558,,,,,,
0.0860363985270001,0.0645500793441701,0.1309123726266201,0.419570666876594,0.4219869188505195,0.0609690013323936,,,,,,
0.0856746833789467,0.0598856135758045,0.133609668912415,0.4260338839290205,0.411841110826274,0.0650728416355925,,,,,,
0.0840085924649339,0.0546239573624712,0.1347060276270291,0.430954449728408,0.3995792223141387,0.0674635969802642,,,,,,
0.0810955795514901,0.0489390471430171,0.1342176041366549,0.4342741364270517,0.3855217921421475,0.068125598434926,,,,,,
0.0770249423561064,0.043001383762306,0.1321983386700643,0.4359341681463528,0.370018352593357,0.0670885985087937,,,,,,
0.0719143068632156,0.0369723945123052,0.1287374281953483,0.4358751095037567,0.3534356225291198,0.064426152115217,,,,,,
0.0659051762773505,0.0309993989041872,0.1239556915662994,0.4340371495476508,0.3361455666811474,0.0602524503029601,,,,,,
0.0591577331404837,0.0252113431746732,0.1180009944092428,0.4303608436951125,0.3185137316786067,0.0547177551895311,,,,,,
0.051845109462346,0.0197154342665907,0.1110429268832519,0.4247883645571049,0.3008882459941016,0.0480026400485333,,,,,,
0.0441473564817469,0.014594766859307,0.1032669456689377,0.4172652949680652,0.2835898378809025,0.0403112834607082,,,,,,
0.0362453521750727,0.009906998130343,0.0948682018566658,0.4077429719117737,0.266903182571552,0.0318640994205572,,,,,,
0.0283148807473233,0.0056840853360155,0.0860452792917383,0.3961813576597496,0.2510698376961404,0.0228900054250724,,,,,,
0.0205211045829944,0.0019330618391027,0.0769940636972267,0.3825523745517969,0.2362829649115647,0.0136186376393289,,,,,,
0.0130136265761336,-0.0013622113368493,0.0679019516623459,0.3668435940383383,0.2226839678856384,0.0042728164703033,,,,,,
0.005922310987644,-0.0042384180101751,0.0589425904249535,0.3490621220926453,0.2103611045305496,-0.0049384522398066,,,,,,
-0.0006460042235356,-0.0067494164904981,0.0502713145523417,0.3292384768258967,0.1993500575719018,-0.0138261848696243,,,,,,
-0.0066098096342012,-0.0089622882727439,0.0420214148191001,0.3074302164065939,0.18963637523853,-0.0222266208569806,,,,,,
-0.0119141884368466,-0.0109529900371359,0.0343013390044015,0.2837250529243741,0.1811596263050079,-0.0300052490628637,,,,,,
-0.016531031600151,-0.0128018073814674,0.0271928856711893,0.2582431864242916,0.173819054147276,-0.0370595457363181,,,,,,
-0.0204582345480828,-0.0145888133351792,0.0207504121910182,0.2311386164470779,0.1674804657334078,-0.043320367235735,,,,,,
-0.0237179450179675,-0.0163895293297156,0.0150010392134721,0.2025992362887503,0.1619840555695145,-0.0487519989146146,,,,,,
-0.0263539678734577,-0.0182709715414313,0.009945796981954,0.1728455846550795,0.1571528424102467,-0.0533509187989815,,,,,,
-0.0284284644261989,-0.0202882427743382,0.0055616255332942,0.1421282143080813,0.1528013878403468,-0.0571433884538054,,,,,,
-0.0300181098660936,-0.0224818009805076,0.0018041118966822,0.1107237293226458,0.1487444698538488,-0.0601820312043189,,,,,,
-0.0312098912313494,-0.0248755018491498,-0.001389176023736,0.078929631877241,0.1448054002659548,-0.0625415970711053,,,,,,
-0.0320967385642668,-0.0274754765078694,-0.0040949161028678,0.0470581962135094,0.1408237009024155,-0.0643141419884347,,,,,,
-0.0327731824909773,-0.0302698683226712,-0.0063999859959177,0.0154296436167286,0.1366618883237602,-0.0656038643110913,,,,,,
-0.0333312221589648,-0.0332294169945457,-0.0083973132915829,-0.0156350762907385,0.1322111582438593,-0.0665218436043141,,,,,,
-0.0338565688199337,-0.0363088451082492,-0.0101817853676419,-0.0458215863717997,0.1273958064767609,-0.067180915902957,,,,,,
-0.0344254035766294,-0.0394489729325981,-0.0118463708533488,-0.0748291695421916,0.1221762709537637,-0.0676908978010115,,,,,,
-0.0351017547139444,-0.0425794621319117,-0.0134785876909719,-0.102377381813076,0.1165507271683866,-0.0681543413818605,,,,,,
-0.0359355630979183,-0.0456220683479954,-0.015157431838869,-0.1282119761114771,0.1105552158393974,-0.0686629658353858,,,,,,
-0.0369614664299262,-0.0484942663345468,-0.0169508568683307,-0.152109975745732,0.1042623255440273,-0.0692948721386762,,,,,,
-0.038198297693674,-0.0511130993522668,-0.0189138691318901,-0.1738837917964681,0.0977784937478978,-0.070112606432003,,,,,,
-0.0396492621391055,-0.0533990967761536,-0.0210872767858069,-0.1933843311933333,0.0912400264342564,-0.0711620972209515,,,,,,
-0.0413027318486411,-0.0552801003567051,-0.0234971047254129,-0.2105030874766608,0.0848079691422285,-0.0724724524886866,,,,,,
-0.0431335778474159,-0.0566948405733195,-0.0261546624011418,-0.2251732410844495,0.0786619909386652,-0.0740565663450581,,,,,,
-0.0451049468399789,-0.0575961105616492,-0.0290572283082704,-0.2373698193407226,0.0729934684280805,-0.0759124521430526,,,,,,
-0.0471703824766301,-0.0579533968483281,-0.0321892942681862,-0.2471089792888378,0.0679979800631227,-0.0780251912299435,,,,,,
-0.0492761886999224,-0.0577548440877301,-0.0355242948598951,-0.2544464817092536,0.0638674417832129,-0.080369364717757,,,,,,
-0.0513639342141684,-0.0570084552990755,-0.0390267327117414,-0.2594754251230014,0.0607821325876183,-0.0829118206465907,,,,,,
-0.053373001578111,-0.0557424593939306,-0.0426545987230015,-0.2623233072411044,0.0589028718934433,-0.0856146211212508,,,,,,
-0.0552430911375351,-0.0540048131272105,-0.0463619772526994,-0.2631484808120936,0.058363618383407,-0.0884380134549586,,,,,,
-0.0569165984550929,-0.0518618434249158,-0.0501017194248119,-0.2621360731775484,0.0592647614752813,-0.0913432755854388,,,,,,
-0.0583407936479032,-0.0493960761699664,-0.0538280631380896,-0.2594934450120491,0.0616673702495466,-0.0942952980607653,,,,,,
-0.0594697417424021,-0.0467033363967139,-0.0574990776398887,-0.2554452733294677,0.0655886491432374,-0.097264781434442,,,,,,
-0.0602659143847544,-0.0438892399024227,-0.0610788158609651,-0.2502283555388236,0.0709988235233786,-0.1002299477626563,,,,,,
-0.0607014544574621,-0.0410652254825347,-0.0645390702811519,-0.2440862433752995,0.0778196403094514,-0.1031776872342378,,,,,,
-0.060759065705468,-0.0383442989678774,-0.0678606469533221,-0.2372638260628048,0.0859246186840668,-0.1061040852243002,,,,,,
-0.0604325088682837,-0.0358366740373025,-0.0710340951822091,-0.2300019892279371,0.0951411241754649,-0.1090143007049772,,,,,,
-0.0597266939756874,-0.0336454996223867,-0.0740598550866639,-0.2225324782031111,0.105254267783538,-0.1119217934095213,,,,,,
-0.0586573658140732,-0.0318628591340826,-0.0769478105078591,-0.2150730902752097,0.116012553385302,-0.114846923935931,,,,,,
-0.0572503868165987,-0.0305662128272904,-0.0797162597612111,-0.2078233098678005,0.1271351156584921,-0.1178149776438568,,,,,,
-0.055540629452345,-0.0298154321828893,-0.0823903411507042,-0.2009604842773457,0.1383203123546258,-0.1208536891820835,,,,,,
-0.0535704990550877,-0.0296505456589917,-0.0849999734530179,-0.1946366168637932,0.1492553641633306,-0.1239903689699438,,,,,,
-0.0513881182242727,-0.0300902804129984,-0.0875773929248197,-0.18897583136493,0.1596266770490937,-0.1272487548783978,,,,,,
-0.0490452156088309,-0.0311314467621357,-0.0901543869186675,-0.1840725372252382,0.1691304391415021,-0.1306457305346127,,,,,,
-0.0465947750092937,-0.0327491735435446,-0.0927593393818815,-0.1799903033697861,0.1774830597183354,-0.1341880649852539,,,,,,
-0.0440885148873961,-0.0348979654183292,-0.0954142152113351,-0.1767614281857584,0.1844310138864825,-0.1378693359416326,,,,,,
-0.0415742826430415,-0.0375135193678434,-0.0981316185585423,-0.1743871774722469,0.1897596747466337,-0.1416671997726992,,,,,,
-0.0390934611459752,-0.040515208385702,-0.1009120644489167,-0.1728386501384119,0.1933007550149973,-0.145541165450234,,,,,,
-0.0366784957003635,-0.0438091165498026,-0.1037416030090847,-0.1720582235531598,0.1949380402296751,-0.1494310169427641,,,,,,
-0.0343506566878562,-0.0472914920504226,-0.106589930616167,-0.1719615266231723,0.1946111720748695,-0.1532560098049117,,,,,,
-0.0321181554748272,-0.0508524739891045,-0.1094091120010569,-0.1724398886306911,0.1923173281604935,-0.1569149439770043,,,,,,
-0.029974727859476,-0.0543799451194483,-0.1121330217280485,-0.1733632149338456,0.1881107384437326,-0.160287187153636,,,,,,
