60_74_beat1,60_43_beat2,60_43_beat3,60_63_beat4,60_63_beat5,60_63_beat6,60_63_beat7,60_54_beat8,60_77_beat9,60_95_beat10,60_95_beat11,60_95_beat12,60_13_beat13,60_13_beat14,60_92_beat15,60_66_beat16,60_86_beat17,60_86_beat18,60_6_beat1,60_6_beat2,60_53_beat3,60_89_beat4,60_64_beat5,60_44_beat6,60_71_beat7,60_71_beat8,60_80_beat9,60_47_beat10,60_47_beat11,60_84_beat12,60_45_beat13
-0.0333998160092005,-0.0976417761446845,-0.058111196358483,0.0270347542114164,-0.0771106321803677,0.0051064814879489,-0.1285744542460501,-0.1670754700865623,-0.0790756570220069,-0.0676044054734398,-0.0214922682061341,-0.1521993669328862,-0.0123251920304158,-0.052588661187078,-0.0211013158480299,-0.0105038509134994,-0.0684604581071902,0.039722833771847,,,,,,,,,,,,,
-0.0338021349260078,-0.0997219430868591,-0.0597708829246453,0.0338352381050425,-0.0795339383931676,0.0091937176445577,-0.1292074151099405,-0.164656975153716,-0.0747562539068827,-0.071145463846001,-0.0094730521644197,-0.1537383836586834,-0.012158934642837,-0.0506096542614954,-0.0208397770405321,-0.0119465503009744,-0.0664858594344731,0.0423827243481691,,,,,,,,,,,,,
-0.0346116183729016,-0.1021597183896284,-0.0615027225804301,0.0406789162167213,-0.0815779107313487,0.0127772700673676,-0.1289043067285289,-0.1614763206203662,-0.0695719431038521,-0.0746166161464627,0.0026266232712862,-0.153752399341367,-0.012127691829606,-0.0493245570421341,-0.0205838394641081,-0.0133274147650606,-0.0640427275638798,0.044897924051314,,,,,,,,,,,,,
-0.0358157823731152,-0.1049426692120274,-0.0633147677286415,0.0474123964736413,-0.0831026506491688,0.0157570834280721,-0.1275327353736579,-0.1575084196491316,-0.0635377080153657,-0.077855769131737,0.0145887770871264,-0.1521392028466205,-0.0122863523890966,-0.0488298116943408,-0.0203441530637546,-0.0146401021647872,-0.0611762432850239,0.0472046393558903,,,,,,,,,,,,,
-0.0373911163795225,-0.1080412241039906,-0.0652109903090204,0.0538787180654126,-0.0839638831520542,0.0180466818576983,-0.1249757472883046,-0.1527413050618929,-0.0566912982569394,-0.0806867082240614,0.0261906993532995,-0.1488240775030701,-0.0126832190576455,-0.0492023066877283,-0.0201311780944623,-0.0158802885649722,-0.0579397308648402,0.0492420927416841,,,,,,,,,,,,,
-0.0393035179029123,-0.1114091332365269,-0.0671912146088372,0.0599220740106557,-0.084018114117728,0.0195760249215117,-0.1211373064067221,-0.1471783814784767,-0.0490940350285276,-0.0829240433646715,0.0372106553648791,-0.1437653040473178,-0.0133586913339867,-0.050497182284301,-0.0199548873553378,-0.0170457495039753,-0.0543939799137713,0.0509539236358068,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-0.0710462430818061,0.0084257497701616,0.0165743637536963,-0.0352875374731444,0.0383484832518625,0.0442909329024504,0.0012435928366972,-0.0479780941629466,0.0330591735341115,-0.0382924750071264,-0.06253444814376,0.055780863320401,0.1164479812025725
,,,,,,,,,,,,,,,,,,-0.077121086709242,0.0336057899905645,0.0172289859910676,-0.03523689506824,0.0406915052525553,0.047156202687737,0.0035218795106355,-0.0459578691226121,0.033224071390948,-0.0331466134801781,-0.0673109229946631,0.0561584432060581,0.1187135131856796
,,,,,,,,,,,,,,,,,,-0.0819350319734379,0.0590355115823071,0.0187625689114198,-0.0348249973383124,0.0433922954317126,0.0505061394644213,0.0061239498101168,-0.0435404389491249,0.0337648904650233,-0.0273709092276622,-0.0714343919568458,0.0567574419125015,0.121603266411342
,,,,,,,,,,,,,,,,,,-0.085363556794611,0.0846559863065476,0.021204516158956,-0.0340130967453798,0.0464076204229748,0.0542992274073362,0.0090107427365524,-0.0407553284483438,0.0347374701926972,-0.021015205077205,-0.0748680445120015,0.0575997223852627,0.1251338771300448
,,,,,,,,,,,,,,,,,,-0.0873119664471601,0.1103713310380229,0.024572045292073,-0.0327680952743114,0.0496848060398476,0.0584817455232774,0.0121352934730022,-0.0376426483345374,0.0361901753627532,-0.0141463700695791,-0.0775772412770303,0.0587031324250809,0.1293049769035409
,,,,,,,,,,,,,,,,,,-0.087718847411987,0.1360490423842521,0.0288674431443141,-0.0310644785947725,0.0531632022995866,0.0629890709253822,0.0154438479844281,-0.0342520139207969,0.0381617633936703,-0.0068472616783863,-0.0795301389452469,0.0600802967112535,0.1340986152883006
,,,,,,,,,,,,,,,,,,-0.0865586340107371,0.1615222626403535,0.0340756913928272,-0.0288861242937866,0.056775948283417,0.067747373030081,0.0188772532295531,-0.0306411645207465,0.0406794603086617,0.0007849429764362,-0.0806987310221895,0.0617375523945917,0.1394792027180645
,,,,,,,,,,,,,,,,,,-0.083843138379068,0.1865938312452648,0.0401626174449696,-0.0262278966585892,0.0604519679529467,0.0726756271614491,0.0223725689029546,-0.0268743254497243,0.0437573379851437,0.0086409995226604,-0.0810602590098172,0.0636740794542367,0.1453940056410723
,,,,,,,,,,,,,,,,,,-0.0796219252863194,0.2110418983378531,0.0470737029570354,-0.0230969388135353,0.0641181163617362,0.0776878623563196,0.0258648352495128,-0.0230203664949955,0.0473950781388727,0.0166023542977235,-0.0805989192058365,0.0658812704601853,0.1517742046489823
,,,,,,,,,,,,,,,,,,-0.0739814546798319,0.2346268151136242,0.0547336507170876,-0.0195135771554357,0.0677013892566808,0.0826955506212564,0.0292889245332769,-0.019150820394389,0.0515771956640352,0.0245443032553734,-0.0793077645381808,0.0683423754003562,0.1585365017135221
,,,,,,,,,,,,,,,,,,-0.0670429658206096,0.2570989701423083,0.0630467720859817,-0.0155117639232673,0.0711311078092115,0.0876100429973731,0.0325814014348102,-0.0153378314542498,0.0562727755814561,0.0323394264760625,-0.0771906804926245,0.071032446092277,0.1655852360332729
,,,,,,,,,,,,,,,,,,-0.0589591358244456,0.2782072110102944,0.0718982145033879,-0.011139001487034,0.074340993627663,0.0923449603653706,0.0356823196915994,-0.0116521075578471,0.0614357548295754,0.039861159451226,-0.0742643005290209,0.0739185920047834,0.1728149415239275
,,,,,,,,,,,,,,,,,,-0.0499096096730504,0.2977074763301465,0.0811560050629752,-0.0064557157172292,0.0772710566517302,0.0968184529262318,0.0385368880244926,-0.0081609482763321,0.0670057540094614,0.0469873568889028,-0.0705597203651168,0.0769605458347584,0.1801132555388295
,,,,,,,,,,,,,,,,,,-0.0400955642990686,0.315371265110724,0.0906738449147913,-0.0015340739213103,0.0798692293510403,0.1009552511557585,0.0410969469756051,-0.0049264175901398,0.0729094368820141,0.0536037076382005,-0.0661238726911723,0.0801115236468704,0.1873640708964337
,,,,,,,,,,,,,,,,,,-0.0297335306151429,0.3309935894753736,0.1002945524670835,0.0035437269446736,0.0820926940110218,0.1046884424305962,0.0433222088060114,-0.0020037221732912,0.0790623488961086,0.0596068699263438,-0.0610204343991636,0.0833193514196641,0.1944508134240488
,,,,,,,,,,,,,,,,,,-0.0190487477259921,0.3444000920823316,0.1098540224414937,0.0086876461741126,0.0839088647504224,0.107960921020485,0.0451812241274714,0.0005601540404122,0.0853711622517005,0.0649072132054179,-0.0553301569927374,0.0865278180807309,0.201259724758514
,,,,,,,,,,,,,,,,,,-0.0082683564891055,0.3554530589432573,0.1191855439536098,0.0138023762658703,0.0852960011912613,0.1107264740820452,0.0466520506264235,0.0027275203260745,0.0917362358102904,0.069431074728581,-0.0491505368372169,0.0896782052850219,0.2076830335617926
,,,,,,,,,,,,,,,,,,0.0023852499693219,0.3640561180828167,0.1281243051139269,0.0187902046295425,0.0862434455299384,0.1129504819474594,0.0477226104673285,0.0044707289805516,0.0980543850145199,0.0731224634784789,-0.0425947742241361,0.0927109370149006,0.2136219062222235
,,,,,,,,,,,,,,,,,,0.012700615464261,0.3701574805206483,0.1365119049826141,0.0235540360461761,0.0867514886504832,0.1146102267134616,0.0483907334399111,0.005772592061761,0.1042217506738118,0.0759441693911724,-0.0357900071826244,0.0955672880011102,0.2189890798708231
,,,,,,,,,,,,,,,,,,0.0224826841563136,0.3737516482419131,0.1442006961084397,0.0280004410076723,0.0868308836999634,0.115694818320711,0.0486638926496245,0.0066264656508047,0.110136656065447,0.0778782606278774,-0.0288748452874735,0.0981910889444218,0.223711095778451
,,,,,,,,,,,,,,,,,,0.0315573295133351,0.3748795804522079,0.151057791549172,0.0320425918754476,0.0865020371391623,0.1162047614326767,0.0485586487068815,0.0070360144727094,0.1157023485163484,0.0789259751532011,-0.0219962677924249,0.1005303681111817,0.227730069107246
,,,,,,,,,,,,,,,,,,0.0397748096343281,0.373627371513758,0.1569685878181659,0.0356029535415003,0.0857939175626672,0.116151198892031,0.048099827045686,0.0070146806670776,0.1208295328685359,0.0791070345452927,-0.0153059867213494,0.1025388725447561,0.231004950145942
,,,,,,,,,,,,,,,,,,0.0470120841398788,0.3701235491816495,0.1618396780234252,0.0386156073996404,0.0847427313397422,0.115554877686622,0.0473194611100512,0.0065848897679334,0.1254386180108723,0.0784584273003613,-0.0089564067926738,0.1041774175492362,0.2335122510735618
,,,,,,,,,,,,,,,,,,0.0531739996548049,0.3645351481152233,0.1656010560902674,0.0410281058744634,0.0833904210751011,0.114444890669185,0.0462555414561397,0.0057770342701507,0.1294616124336952,0.0770327254508823,-0.0030963382992586,0.1054150201124731,0.2352462301103149
,,,,,,,,,,,,,,,,,,0.0581934137936085,0.3570627495925856,0.1682075422199183,0.0428027782159474,0.081783047674847,0.1128572516546387,0.0449506170309064,0.0046282803296287,0.13284361986755,0.0748960116888576,0.0021333650431779,0.106229780304786,0.2362185415022822
,,,,,,,,,,,,,,,,,,0.0620303772028271,0.347934703206944,0.1696393906927739,0.0439174353601303,0.0799691190889182,0.1108333632944066,0.0434502996691585,0.0031812460234377,0.1355439014555877,0.0721255040138828,0.0066040643459077,0.1066094839595141,0.2364573752955941
,,,,,,,,,,,,,,,,,,0.0646705276245268,0.3374007603331483,0.169902072800489,0.044365450947895,0.0779979283794447,0.1084184367525824,0.0418017258416994,0.0014826001949808,0.1375364865785871,0.06880697098931,0.0102033129373829,0.1065519095733961,0.2360061252989058
,,,,,,,,,,,,,,,,,,0.0661228690885927,0.3257253531691407,0.1690252589626093,0.0441552256722231,0.0759179605500847,0.1056599200677106,0.0400520305763099,-0.0004183705401927,0.1388103301028627,0.0650320329908753,0.0128383861607522,0.106064831919937,0.2349216367918545
,,,,,,,,,,,,,,,,,,0.0664171145296253,0.3131807482072637,0.1670610538747184,0.0433090716338992,0.073775421577077,0.102605988443948,0.0382468871390518,-0.0024711820914904,0.1393690288806643,0.0608954436207183,0.0144392142113184,0.1051657240474866,0.2332720970521639
,,,,,,,,,,,,,,,,,,0.0656007634986766,0.3000402902220599,0.164081565938084,0.0418615810195591,0.0716129346004793,0.0993041446513614,0.0364291626324843,-0.004625520015002,0.1392301241631377,0.0564924412299328,0.014960591867134,0.1038811679472966,0.2311346413273108
,,,,,,,,,,,,,,,,,,0.0637360708423697,0.2865719336384669,0.1601759163386015,0.039857567948268,0.0694684380102418,0.0957999710949335,0.0346377343647046,-0.0068325176411251,0.1384240286990176,0.0519162538074294,0.0143835670060403,0.1022459921538884,0.2285927543495647
,,,,,,,,,,,,,,,,,,0.0608970400815524,0.2730322339870926,0.1554468129684713,0.0373496926785814,0.0673743092138078,0.0921360668372903,0.0329065048287732,-0.0090459145221037,0.1369926274391046,0.047255831679865,0.0127159420092086,0.1003021619018437,0.2257335528881265
,,,,,,,,,,,,,,,,,,0.0571665494111882,0.2596609445894176,0.1500068288996169,0.0343958926018813,0.0653567271231957,0.0883511932006265,0.0312636445573192,-0.0112230700762056,0.1349876088664236,0.0425938716024056,0.009991857889323,0.0980974542082561,0.2226450380158052
,,,,,,,,,,,,,,,,,,0.0526336910948836,0.2466763341635282,0.1439745334608378,0.0310567538019633,0.0634352764775041,0.0844796412186466,0.0297310822522263,-0.0133258131318829,0.1324685899906272,0.0380051830163802,0.0062704691944383,0.0956839562476763,0.2194134063946932
,,,,,,,,,,,,,,,,,,0.0473913785475052,0.2342713112100033,0.1374706255827937,0.0273929598320729,0.0616227883383738,0.080550823964804,0.02832425083389,-0.0153211139874215,0.1295011019791074,0.0335554328202335,0.0016337569019483,0.0931164303977032,0.2161205075998818
,,,,,,,,,,,,,,,,,,0.0415342512517128,0.2226104121262537,0.130614213852442,0.0234629503325668,0.0599254035838396,0.0765890872365813,0.0270520869407981,-0.0171815715659335,0.1261545053357225,0.0293002894327103,-0.0038164351099359,0.0904505931203352,0.2128415290949526
,,,,,,,,,,,,,,,,,,0.0351568870576162,0.2118276828408555,0.1235193761003687,0.0193209110221637,0.05834284008491,0.0726137235540464,0.0259172706329952,-0.0188857142494802,0.1224999036578714,0.0252849708757971,-0.0099620186288776,0.0877413572457014,0.2096429818558942
,,,,,,,,,,,,,,,,,,0.0283523151207062,0.2020254586932788,0.1162921142737575,0.0150151986219502,0.0568688395902438,0.0686391671842581,0.0249166823598339,-0.0204181188255401,0.1186081234470216,0.0215441858038595,-0.016672782075095,0.0850410881929857,0.2065810478538179
,,,,,,,,,,,,,,,,,,0.0212108110710727,0.1932740242849379,0.10902779916378,0.0105872800289064,0.0554917671709094,0.0646753422548238,0.0240420462426302,-0.0217693573472853,0.1145478242162829,0.0181024414668767,-0.0238108370746491,0.0823979243148817,0.2037003359955698
,,,,,,,,,,,,,,,,,,0.0138189488696295,0.1856121139229449,0.1018091758311862,0.0060712357162422,0.0541953343043069,0.0607281323507754,0.0232807227602054,-0.022935786332898,0.1103837981358364,0.0149746789220406,-0.03123519996494,0.0798542101643298,0.2010330764281863
,,,,,,,,,,,,,,,,,,0.0062588806398006,0.1790481940086837,0.0947049758278495,0.0014938446407634,0.0529594162610917,0.0567999385737702,0.0226166101507994,-0.0239191964433391,0.106175511629914,0.0121671837158788,-0.0388063165408955,0.0774450893453578,0.1985987654154222
,,,,,,,,,,,,,,,,,,-0.0013921843554038,0.1735624514700741,0.0877691577409935,-0.0031247660678683,0.0517609353914484,0.0528902938607081,0.0220311121842563,-0.0247263434101755,0.1019759327339744,0.0096787101674603,-0.0463903503585658,0.075197300831459,0.1964042555743642
,,,,,,,,,,,,,,,,,,-0.0090623286547865,0.1691093974164887,0.0810407740574133,-0.0077699566873228,0.0505747840675084,0.0489965040468183,0.0215041301646024,-0.0253683823821027,0.0978306777732079,0.0075017498743569,-0.0538630772054982,0.0731282190707067,0.1944442704114134
,,,,,,,,,,,,,,,,,,-0.0166851281216898,0.1656209829555097,0.0745444405710794,-0.0124309767146386,0.049374764089553,0.0451142901686428,0.0210150387930225,-0.0258602280519627,0.0937774992703308,0.0056238707521378,-0.0611132568134247,0.0712451735807585,0.1927023088368988
,,,,,,,,,,,,,,,,,,-0.0241997287475761,0.163010114956063,0.0682913651432018,-0.0170990408546006,0.0481345227548007,0.041238411312439,0.020543608614646,-0.0262198621555962,0.089846124283218,0.0040290522656427,-0.0680453839190011,0.0695450779345658,0.191151895136911
,,,,,,,,,,,,,,,,,,-0.0315508205162537,0.1611744539115735,0.0622808759428963,-0.0217652088102895,0.046828468908831,0.0373632524871091,0.0200708420055764,-0.0264676084836387,0.0860584390354855,0.0026989457239488,-0.0745817519689209,0.0680143911396527,0.1897581226102032
,,,,,,,,,,,,,,,,,,-0.0386885302696566,0.1600003742187717,0.0565023754589375,-0.0264182136349983,0.0454326547296414,0.0334833671362484,0.019579694858499,-0.0266253936424786,0.082429002177502,0.0016139955194005,-0.0806637926745093,0.0666294265436874,0.1884794342332406
,,,,,,,,,,,,,,,,,,-0.045568256327396,0.1593669690081459,0.0509376355607158,-0.0310423909480655,0.0439256106543455,0.029593968615417,0.0190556621486468,-0.0267160096456465,0.0789658557756684,0.0007543676048486,-0.0862526823973791,0.0653570145698364,0.1872695806973532
,,,,,,,,,,,,,,,,,,-0.0521504683525438,0.1591499865836617,0.0455633406757624,-0.0356158606051891,0.0422891219240304,0.0256913688856569,0.0184872122426677,-0.0267623922082651,0.0756715907022771,0.0001006446062148,-0.0913292315083571,0.0641555158364985,0.1860796943896412
,,,,,,,,,,,,,,,,,,-0.0584004958924643,0.1592255928858741,0.0403537807141411,-0.0401091033068203,0.0405089358687963,0.0217733654792993,0.0178660618658688,-0.0267869264942094,0.0725446120129421,-0.0003657381502916,-0.095893095111589,0.0629761707358513,0.1848604169072301
,,,,,,,,,,,,,,,,,,-0.0642883277533298,0.1594738638133423,0.0352835926584931,-0.0444840575116975,0.0385753892789659,0.0178395792563134,0.0171872906560654,-0.0268107901265025,0.0695805406692363,-0.0006623256632255,-0.0999613626225856,0.0617647605693704,0.1835640173540765
,,,,,,,,,,,,,,,,,,-0.0697884419257395,0.159781922693789,0.0303304496988538,-0.0486938376705495,0.0364839448644683,0.0138917455963403,0.0164493007846775,-0.0268533416257997,0.066773681162757,-0.0008057395038231,-0.103566599411439,0.0604635440578724,0.1821464391547571
,,,,,,,,,,,,,,,,,,-0.0748796823879897,0.1600466516544908,0.0254775993328204,-0.0526831441689555,0.0342356247889787,0.0099339606989002,0.0156536329156579,-0.0269315611601158,0.0641184807765562,-0.0008120163711753,-0.1067544259058368,0.0590134216961194,0.1805692147269397
,,,,,,,,,,,,,,,,,,-0.0795451948769498,0.1601769208105858,0.0207161567967085,-0.0563893994022012,0.0318373277057639,0.0059728829317909,0.0148046546563228,-0.0270595495403145,0.0616109057270437,-0.00069715428137,-0.1095807281640585,0.0573562693835706,0.1788011903012658
,,,,,,,,,,,,,,,,,,-0.0837724286177743,0.1600952956454294,0.0160470673213432,-0.0597446038758395,0.0293020140494098,0.0020178870412234,0.0139091415789099,-0.027248090740763,0.0592496623755442,-0.0004778196959658,-0.1121085992040743,0.0554373724969905,0.176820007568937
,,,,,,,,,,,,,,,,,,-0.0875532051412089,0.1597392003129802,0.0114826598620769,-0.0626778617806691,0.0266487431875217,-0.0019188330662256,0.0129757738085278,-0.0275042829088816,0.0570371980718537,-0.0001721588380639,-0.1144051128270668,0.0532078825379521,0.1746132946498907
,,,,,,,,,,,,,,,,,,-0.0908838490268604,0.1590615324338818,0.0070477260739097,-0.0651184778560155,0.0239025460286955,-0.0058222188410309,0.0120145730447513,-0.0278312428958652,0.0549804258778574,0.0001993514427879,-0.1165380319213381,0.0506272111353575,0.172179525932572
,,,,,,,,,,,,,,,,,,-0.0937653691628936,0.1580307427213143,0.0027800713153133,-0.0669994781029611,0.021094118178764,-0.0096743653104718,0.011036305742804,-0.0282278897445676,0.0530911301158342,0.0006130832719166,-0.1185725517756186,0.0476652709481442,0.1695285183989436
,,,,,,,,,,,,,,,,,,-0.0962036733864052,0.1566304097939513,-0.0012695008237908,-0.0682613601521789,0.018259321725823,-0.0134546084893029,0.0100518781023014,-0.0286888132009638,0.051386024848421,0.0010415402282361,-0.1205681761222762,0.0443044702581799,0.1666815409493219
,,,,,,,,,,,,,,,,,,-0.0982097946093237,0.1548583561367875,-0.0050377928575687,-0.0688558425758588,0.0154384879887993,-0.0171396850002863,0.0090717475708331,-0.0292042340130867,0.0498864542589376,0.0014528140914704,-0.1225758197335692,0.0405413679961173,0.1636710228876853
,,,,,,,,,,,,,,,,,,-0.0998001030897671,0.1527253646825009,-0.0084504117654249,-0.0687493651172927,0.0126755189459434,-0.0207039630910022,0.0081053738758898,-0.0297600633168657,0.0486177415536774,0.0018102825530134,-0.124635226512675,0.0363878988187127,0.1605398580114179
,,,,,,,,,,,,,,,,,,-0.1009964775039883,0.1502535662642253,-0.0114235484414605,-0.0679260986124311,0.0100167916423839,-0.024119739471534,0.0071607303149398,-0.030338068591663,0.0476082105105471,0.0020726061536916,-0.1267727859948134,0.0318720841189876,0.1573403116184834
,,,,,,,,,,,,,,,,,,-0.1018264067746205,0.1474745757663549,-0.0138663064738803,-0.0663902524122944,0.0075098777894359,-0.0273575913865449,0.0062438933044263,-0.0309161534349847,0.0468879202857757,0.002194070671238,-0.1289998236163742,0.0270381553297436,0.1541325493507377
,,,,,,,,,,,,,,,,,,-0.1023229949882951,0.1444274589979831,-0.0156835289951071,-0.0641675121366682,0.0052021000005345,-0.0303867690023842,0.0053587250902473,-0.0314687576663227,0.0464871688536274,0.0021253058798259,-0.1313114305641277,0.0219460315443148,0.1509828193608609
,,,,,,,,,,,,,,,,,,-0.1025248431180305,0.1411566132241204,-0.0167790521561756,-0.0613054950874208,0.0031389564571087,-0.0331756105750258,0.0045066610841605,-0.0319673827247921,0.046434832964992,0.0018143936448163,-0.1336858870781778,0.016670115049526,0.1479613327543018
,,,,,,,,,,,,,,,,,,-0.1024757838541328,0.137709642156882,-0.0170592930977396,-0.0578731697080202,0.001362456916545,-0.0356919628369151,0.0036866095250334,-0.0323812445668712,0.0467566223614449,0.0012083585100694,-0.1360847184797955,0.0112973961435116,0.1451399010576575
,,,,,,,,,,,,,,,,,,-0.1022244500121045,0.1341353013188189,-0.0164370597385004,-0.0539592454999907,-9.05755954362173e-05,-0.0379035919550014,0.0028949670839967,-0.0326780520610952,0.0474733327549384,0.0002550132047241,-0.1384534058702209,0.0059248925798887,0.1425894026974349
,,,,,,,,,,,,,,,,,,-0.101823663021958,0.1304815823062133,-0.0148354503274533,-0.0496695978041687,-0.0011901719241237,-0.0397785759044617,0.002125749690614,-0.0328249032405815,0.0485991852692419,-0.0010948892378773,-0.1407227536329245,0.0006564888563751,0.1403771621698936
,,,,,,,,,,,,,,,,,,-0.1013296359065687,0.1267939948617419,-0.0121916938902908,-0.0451238449589478,-0.0019147772461319,-0.0412856761945544,0.0013708334108071,-0.0327892849001504,0.050140339120099,-0.0028852649666173,-0.1428108941164194,-0.004400714911502,0.138564334898569
,,,,,,,,,,,,,,,,,,-0.1008009945388857,0.123114094131251,-0.0084607701947006,-0.0404512407061455,-0.0022526215583449,-0.0423946942961359,0.0006202959564365,-0.0325401532661308,0.0520936589771561,-0.0051521570386018,-0.1446258869346341,-0.0091403896428484,0.1372033970059218
