Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6,Segment_7,Segment_8,Segment_9,Segment_10,Segment_11,Segment_12,Segment_13,Segment_14,Segment_15,Segment_16,Segment_17,Segment_18,Segment_19,Segment_20,Segment_21,Segment_22,Segment_23,Segment_24,Segment_25,Segment_26,Segment_27,Segment_28,Segment_29,Segment_30,Segment_31,Segment_32,Segment_33,Segment_34,Segment_35,Segment_36,Segment_37,Segment_38,Segment_39,Segment_40,Segment_41,Segment_42,Segment_43,Segment_44,Segment_45,Segment_46,Segment_47,Segment_48,Segment_49,Segment_50,Segment_51,Segment_52,Segment_53,Segment_54,Segment_55,Segment_56,Segment_57,Segment_58,Segment_59,Segment_60,Segment_61,Segment_62,Segment_63,Segment_64,Segment_65,Segment_66,Segment_67,Segment_68,Segment_69,Segment_70,Segment_71,Segment_72,Segment_73,Segment_74,Segment_75,Segment_76,Segment_77,Segment_78,Segment_79,
-1025.880022,-298.027646,912.296084,-801.940981,1175.129672,-855.687562,421.838977,-1076.466681,-101.859436,1272.698630,194.433070,316.872048,-178.534676,-660.355559,180.835289,1280.191271,-1012.209216,-401.187158,1226.708470,-427.036286,-664.786951,154.944482,1386.005847,-723.308192,64.751905,1043.788199,-554.315728,1534.843015,-894.531658,152.524386,-477.021310,-764.252168,1155.751173,-907.243589,-529.366297,1006.656626,-781.783936,-411.915672,424.512838,-559.974017,1573.219975,-673.399067,1362.132024,-852.437145,831.181887,-920.817711,23.641352,-556.912029,-521.092355,1623.287924,-697.992978,200.820352,233.438699,-622.827998,585.048281,-328.094466,-710.638700,428.413908,-227.574476,-593.453326,611.623227,-711.022079,-588.443964,1059.935724,-920.950695,-265.532660,1366.067322,-987.113089,-589.922258,1054.370037,-1064.005920,-282.438301,1302.425359,-676.557651,194.737123,-328.182226,-361.077811,1605.325008,-832.794814,
-1000.149870,-324.893839,971.173117,-819.748144,1096.199360,-875.080569,363.641754,-1049.317483,-140.956853,1383.992871,237.879654,262.331628,-33.422610,-677.483254,132.353007,1355.286317,-1030.179526,-430.476402,1146.880831,-302.375782,-664.195958,126.806608,1441.335381,-744.911825,20.161024,1180.235806,-570.956758,1487.005846,-914.608018,106.398581,-368.400375,-761.182550,1077.511363,-876.371592,-552.022989,930.580139,-739.222687,-439.991070,580.111199,-592.478235,1612.633434,-689.845026,1306.172018,-870.135620,756.550856,-913.638860,-14.517770,-428.885292,-546.834066,1641.020535,-714.241648,155.163243,393.536920,-637.234032,524.815964,-188.883322,-728.585684,367.110120,-87.411810,-614.187778,538.891029,-607.706381,-607.403573,979.784074,-915.653236,-294.549236,1325.518778,-927.795748,-617.332258,976.172050,-1047.690274,-315.320897,1295.316369,-694.767903,155.133473,-222.274729,-381.263365,1606.137677,-851.581357,
-963.624339,-350.666757,1017.828327,-837.402883,1015.977031,-894.207150,308.620207,-1011.706011,-178.335832,1478.606339,275.051925,210.708214,117.744446,-694.460308,85.169249,1412.614158,-1046.485409,-457.577655,1066.515633,-165.115132,-663.200058,100.501905,1478.503860,-765.987778,-23.547723,1302.685038,-586.998619,1429.854616,-934.602151,61.876662,-248.414496,-758.400395,998.978474,-834.848059,-573.530328,855.666636,-685.302261,-466.801017,729.358986,-622.698345,1634.247380,-706.214962,1242.607455,-888.419671,684.983468,-898.564482,-51.620946,-288.713894,-571.353351,1642.520265,-730.734029,110.813263,551.554037,-651.536798,467.580988,-39.646737,-746.382681,308.866760,62.688290,-633.948105,469.814568,-489.541658,-625.833866,900.886584,-903.610377,-322.579559,1274.650810,-854.532012,-642.744364,898.000838,-1021.339702,-346.422954,1274.427817,-713.244576,116.987521,-105.963923,-400.465513,1591.240365,-870.686696,
-914.694061,-375.295329,1052.113568,-855.015688,935.626106,-912.839061,256.569999,-962.507690,-213.914789,1555.491082,304.930486,161.760284,272.136601,-711.386859,39.231972,1452.224448,-1060.436443,-482.505753,986.544735,-16.981007,-661.865582,76.008822,1498.046821,-786.127297,-66.377901,1409.335182,-602.629373,1365.092275,-954.270821,18.754026,-118.630682,-756.086748,921.235182,-781.636427,-594.001074,782.617923,-619.262867,-492.353365,869.301427,-650.730139,1638.986027,-722.660324,1173.064948,-907.263206,616.649093,-874.320554,-87.773245,-138.236075,-594.678316,1628.957488,-747.324993,67.544868,704.175442,-665.818512,413.157509,117.175226,-764.140352,253.447071,220.236475,-652.848066,404.548479,-357.330120,-643.966931,824.107355,-883.584440,-349.664861,1215.260310,-766.674186,-666.198477,821.203135,-983.667992,-375.714799,1241.179398,-731.776354,80.116104,19.193263,-418.687799,1562.136426,-889.955568,
-851.811519,-398.734763,1074.179144,-872.698465,856.129609,-930.679805,207.228541,-900.749651,-247.639710,1614.130719,326.766585,115.265349,426.680353,-728.351392,-5.472626,1474.595992,-1071.230806,-505.325464,907.726483,139.758587,-660.240683,53.316477,1500.855876,-804.840243,-108.304421,1498.877303,-618.032358,1294.382616,-973.319042,-23.118419,18.885303,-754.420547,845.182849,-715.921339,-613.561685,711.956549,-540.588660,-516.664498,997.303042,-676.700053,1628.095450,-739.343279,1099.105704,-926.560949,551.563460,-839.638571,-123.037331,20.202873,-616.847874,1601.715053,-763.813362,25.173965,848.283770,-680.149600,361.286746,278.706643,-781.963445,200.576197,382.341857,-671.024383,343.083809,-212.494200,-662.025617,750.123499,-854.307001,-375.850174,1149.140688,-663.973638,-687.769327,746.926774,-933.459096,-403.200649,1197.123044,-750.054331,44.366535,151.166570,-435.945177,1520.479799,-909.134363,
-773.573053,-420.952746,1084.441503,-890.556313,778.285787,-947.342667,160.305753,-825.690670,-279.485996,1654.511399,340.101897,71.035215,578.201986,-745.423512,-48.929551,1480.569268,-1077.951319,-526.165041,830.651674,302.369011,-658.351141,32.418002,1488.107687,-821.536195,-149.272857,1570.502843,-633.375503,1219.319932,-991.389358,-63.830840,161.638481,-753.569032,771.524754,-637.197372,-632.347532,644.037233,-449.088881,-539.759602,1111.149665,-700.757667,1603.066609,-756.428942,1022.205838,-946.120612,489.622486,-793.314391,-157.442021,183.812990,-637.914775,1562.327451,-779.934574,-16.440824,981.100942,-694.588718,311.674096,441.761342,-799.948398,149.961126,545.849802,-688.634522,285.278246,-57.094571,-680.209896,679.423592,-814.526992,-401.180125,1078.037042,-546.677970,-707.566072,676.091877,-869.638308,-428.920944,1143.888274,-767.658667,9.618110,287.527164,-452.271564,1468.012951,-927.854663,
-678.816172,-441.935891,1083.545199,-908.675032,702.713496,-962.329995,115.510514,-736.907437,-309.460817,1677.072495,344.774963,28.920174,723.577961,-762.643091,-91.105470,1471.274183,-1079.563849,-545.227799,755.751899,467.765596,-656.193270,13.301937,1461.195488,-835.509887,-189.200755,1623.889669,-648.803438,1141.401761,-1008.046262,-103.417751,306.812488,-753.681484,700.759087,-545.350546,-650.495992,579.062201,-344.976877,-561.672276,1209.118142,-723.069041,1565.557753,-774.071999,943.740516,-965.660061,430.634620,-734.277609,-190.989161,349.463677,-657.947731,1512.424160,-795.347794,-57.396928,1100.292574,-709.179757,264.019849,602.999056,-818.178969,101.308307,707.497337,-705.849279,230.890118,106.200926,-698.686774,612.309241,-763.071388,-425.694127,1003.606074,-415.608044,-725.731877,609.371176,-791.354667,-452.950924,1083.134319,-784.049400,-24.218303,425.557544,-467.725583,1406.511109,-945.618221,
-566.727692,-461.696846,1072.322253,-927.104421,629.862169,-975.017303,72.572430,-634.379078,-337.604392,1682.642856,340.913591,-11.196732,859.880048,-780.006482,-131.959354,1448.061490,-1074.923145,-562.797061,683.310334,632.660385,-653.725382,-4.056345,1421.664665,-845.935784,-227.980759,1659.170315,-664.433906,1062.001850,-1022.759083,-141.866144,451.405543,-754.884679,633.182810,-440.726007,-668.139560,517.098969,-228.933489,-582.445379,1290.011930,-743.812096,1517.322225,-792.400416,864.965904,-984.807665,374.349122,-661.668694,-223.658547,513.826219,-677.032292,1453.679081,-809.620620,-97.744467,1204.026933,-723.946371,218.043810,759.093450,-836.720222,54.338670,864.070868,-722.840198,179.611000,274.197976,-717.585859,548.901676,-698.916309,-449.423689,927.379270,-272.198785,-742.443250,547.181143,-698.071613,-475.394985,1016.506627,-798.561644,-57.200623,562.386697,-482.392733,1337.733316,-961.788716,
-436.955516,-480.280583,1051.751827,-945.840085,560.023082,-984.645049,31.258996,-518.558239,-363.988814,1672.369091,328.914689,-49.412354,984.504442,-797.452211,-171.450900,1412.441038,-1062.790508,-579.232369,613.477464,793.723247,-650.858496,-19.700269,1371.154593,-851.871283,-265.487725,1676.886430,-680.357896,982.343370,-1034.885344,-179.127344,592.379781,-757.279144,568.905594,-324.177592,-685.402144,458.100469,-102.141191,-602.133832,1353.166234,-763.173769,1460.146626,-811.498168,786.997792,-1003.102760,320.481311,-574.924284,-255.412101,673.536879,-695.270110,1387.765638,-822.214867,-137.478830,1290.995100,-738.884164,173.504116,906.893509,-855.611809,8.799826,1012.546208,-739.765390,131.094454,443.309137,-736.998616,489.157383,-621.266481,-472.392436,850.730871,-118.491165,-757.908020,489.680823,-589.659544,-496.379290,945.595171,-810.405881,-89.357443,695.138028,-496.384281,1263.381438,-975.590640,
-289.712820,-497.766848,1022.922133,-964.807115,493.342033,-990.318080,-8.614345,-390.415677,-388.714547,1647.643260,309.414306,-85.819490,1095.275566,-814.847549,-209.544099,1366.026710,-1041.866138,-594.957296,546.292427,947.742869,-647.445055,-33.693856,1311.348223,-852.267058,-301.589760,1677.931247,-696.642328,903.475883,-1043.656151,-215.132082,726.809240,-760.935651,507.873557,-197.091704,-702.398889,401.926601,33.721285,-620.807842,1398.426556,-781.347278,1395.798032,-831.388059,710.790077,-1019.995550,268.736403,-473.867100,-286.198907,825.360445,-712.775908,1316.315048,-832.474895,-176.530031,1360.406849,-753.949585,130.208776,1043.563045,-874.861032,-35.523778,1150.194740,-756.758701,84.981838,609.750704,-756.978445,432.893889,-529.643265,-494.618344,774.853019,42.929475,-772.361722,436.778820,-466.482538,-516.045414,871.895794,-818.674589,-120.693440,821.076533,-509.833131,1185.068427,-986.113151,
-125.859993,-514.267253,986.994146,-983.846320,429.834791,-991.011263,-47.184207,-251.447404,-411.904372,1610.034943,283.249619,-120.521959,1190.516992,-831.974894,-246.206907,1310.488091,-1010.837063,-610.438881,481.706783,1091.772074,-643.265900,-46.121941,1243.929062,-845.985727,-336.160552,1663.483623,-713.333275,826.260129,-1048.168645,-249.807195,852.015395,-765.890821,449.901597,-61.375197,-719.237515,348.365205,176.527660,-638.556037,1426.104614,-798.528442,1325.976298,-852.016362,637.116817,-1034.846246,218.830128,-358.790863,-315.961772,966.337619,-729.674211,1240.876752,-839.618728,-214.752957,1411.970424,-769.046040,88.020165,1166.690240,-894.435681,-78.801481,1274.658479,-773.924548,40.925087,769.775289,-777.539436,379.822345,-423.977615,-516.118416,700.737265,209.044363,-786.062986,388.160199,-329.470310,-534.545834,796.777136,-822.355463,-151.197387,937.739862,-522.886615,1104.293119,-992.319086,
53.047374,-529.918457,945.165617,-1002.702616,369.406410,-985.581653,-84.547811,-103.641577,-433.696437,1561.228730,251.413599,-153.641369,1269.083711,-848.517936,-281.411433,1247.508393,-968.440087,-626.160059,419.606417,1223.240963,-638.017647,-57.091100,1170.545200,-831.830299,-369.091626,1634.939315,-730.455409,751.361701,-1047.390610,-283.091220,965.679991,-772.141789,394.710585,80.599562,-736.019652,297.152743,323.791822,-655.488711,1436.917621,-814.912231,1252.272433,-873.240975,566.559902,-1046.921743,170.504301,-230.527687,-344.644318,1093.904982,-746.098245,1162.883336,-842.732872,-251.921762,1445.856430,-784.010943,46.854641,1274.363051,-914.256205,-121.148086,1384.007671,-791.336599,-1.395427,919.882809,-798.652220,329.582657,-304.695681,-536.915123,629.161873,376.550172,-799.287144,343.343130,-180.163178,-552.041193,721.455153,-820.351118,-180.850578,1043.037149,-535.696607,1022.416628,-993.058615,
244.744286,-544.874010,898.635712,-1021.015491,311.874718,-972.788640,-120.774172,50.584688,-454.239274,1502.967388,215.003703,-185.310981,1330.356206,-864.050628,-315.136477,1178.746490,-913.539401,-642.589823,359.830443,1340.029153,-631.301822,-66.731223,1092.780010,-808.582776,-400.304187,1593.844724,-748.005064,679.252313,-1040.176583,-314.944876,1065.923139,-779.640940,341.965551,226.091741,-752.840656,247.996294,472.782592,-671.739698,1431.918006,-830.691520,1176.137435,-894.822591,499.503843,-1055.389332,123.539146,-90.483885,-372.196605,1205.981359,-762.189922,1083.623687,-840.774709,-287.727598,1462.646240,-798.607240,6.677897,1365.208345,-934.185387,-162.619477,1476.784969,-809.035364,-42.258718,1056.996393,-820.238444,281.778735,-172.781081,-557.042188,560.686987,542.028373,-812.315972,301.752838,-20.715894,-568.699237,646.977053,-811.505363,-209.634682,1135.307867,-548.408691,940.640931,-987.085652,
446.271847,-559.296544,848.571712,-1038.311718,256.997320,-951.323920,-155.912473,208.465482,-473.688634,1437.000307,175.168653,-215.661620,1374.206327,-878.032106,-347.370472,1105.800312,-845.215610,-660.155515,302.189957,1440.502597,-622.615832,-75.197008,1012.128339,-775.052794,-429.759315,1541.837811,-765.940083,610.218406,-1025.292262,-345.353477,1151.340885,-788.290242,291.311800,372.121964,-769.786347,200.595877,620.645991,-687.464074,1412.420470,-846.057774,1098.861927,-916.418078,436.141387,-1059.309330,77.763182,59.366851,-398.579139,1301.018046,-778.098776,1004.226441,-832.586577,-321.777524,1463.269414,-812.518429,-32.504890,1438.397445,-954.013944,-203.215001,1552.029710,-827.021923,-81.895958,1178.599994,-842.166249,236.012183,-29.800322,-576.547761,495.659391,702.109118,-825.422964,262.788611,146.148613,-584.694539,574.213527,-794.634822,-237.537474,1213.346828,-561.153128,859.993610,-973.078355,
654.034300,-573.350306,796.078551,-1054.001717,204.500286,-919.853533,-189.995697,366.984524,-492.204933,1365.034973,133.057819,-244.809085,1400.948025,-889.806928,-378.112997,1030.170760,-762.856771,-679.217944,246.488218,1523.527496,-611.345567,-82.667902,929.976592,-730.135173,-457.464013,1480.600086,-784.171825,544.378997,-1001.447240,-374.322416,1221.011015,-797.933295,242.406150,515.620875,-786.926565,154.664845,764.516857,-702.830203,1379.932124,-861.201628,1021.562778,-937.577521,376.492662,-1057.630545,33.058047,216.536698,-423.766723,1378.014946,-793.978245,925.651257,-816.921488,-353.594578,1448.935955,-825.343670,-70.663481,1493.623117,-973.443485,-242.885831,1609.277404,-845.248889,-120.488109,1282.807006,-864.245780,191.912253,122.117585,-595.495180,434.227674,853.607409,-838.855210,225.872879,317.235018,-600.207686,503.856487,-768.563408,-264.553618,1276.406400,-574.039368,781.319515,-949.668534,
863.915961,-587.193145,742.172185,-1067.380499,154.105056,-877.072340,-223.041325,522.999390,-509.951732,1288.691754,89.775112,-272.847529,1411.280180,-898.607488,-407.374854,953.227870,-666.242138,-700.048372,192.539815,1588.467827,-596.760288,-89.344430,847.583382,-672.876006,-483.471077,1411.819343,-802.561243,481.713302,-967.338303,-401.870474,1274.479971,-808.344770,194.941411,653.582137,-804.307324,109.947844,901.619302,-718.007806,1336.088573,-876.311584,945.174127,-957.745615,320.434735,-1049.195198,-10.643075,378.121247,-447.752436,1436.506894,-809.978028,848.684187,-792.479577,-382.621169,1421.067846,-836.591678,-107.757217,1531.052717,-992.069845,-281.545720,1648.535429,-863.609511,-158.169145,1368.362591,-886.223697,149.158542,280.349643,-613.962413,376.366924,993.631843,-852.813437,190.484439,489.013181,-615.423445,436.422148,-732.160550,-290.680961,1324.181195,-587.154461,705.278598,-915.483470,
1071.457148,-600.968195,687.758078,-1077.632224,105.550258,-821.769387,-255.052625,673.385578,-527.095624,1209.466044,46.338150,-299.847705,1406.223710,-903.557639,-435.178309,876.181353,-555.615432,-722.809600,140.185552,1635.165494,-578.011882,-95.440615,766.057508,-602.547699,-507.874901,1337.158046,-820.917409,422.093864,-921.705015,-428.025490,1311.734881,-819.218567,148.663169,783.206947,-821.943740,66.236895,1029.365700,-733.155995,1282.595943,-891.568718,870.443796,-976.264972,267.735491,-1032.759251,-53.361807,540.934447,-470.551814,1476.525602,-826.234393,773.936862,-757.956750,-408.228159,1381.233539,-845.674018,-143.744258,1551.265135,-1009.369563,-319.082242,1670.238729,-881.925772,-195.033897,1434.614511,-907.777249,107.493380,441.891174,-632.039424,321.910355,1119.678776,-867.431907,156.179433,657.786380,-630.527346,372.260834,-684.388668,-315.916394,1356.775706,-600.564403,632.350216,-869.201550,
1272.069289,-614.797319,633.614991,-1083.838039,58.609307,-752.904570,-286.021636,815.183922,-543.806616,1128.700249,3.643643,-325.859040,1387.054571,-903.679555,-461.558496,800.057345,-431.743927,-747.546168,89.301833,1663.903257,-554.141428,-101.173881,686.335107,-518.730521,-530.807446,1258.222319,-838.996936,365.319455,-863.398316,-452.822966,1333.160466,-830.155621,103.379668,902.028294,-839.813131,23.386078,1145.453434,-748.413739,1221.178906,-907.136001,797.936301,-992.379040,218.087730,-1007.028131,-95.084057,701.669280,-492.207120,1498.546789,-842.862359,701.850212,-712.105974,-429.731018,1331.087882,-851.897588,-178.585211,1555.180287,-1024.691842,-355.368722,1675.191095,-899.937733,-231.146918,1481.469266,-928.507382,66.725182,603.502886,-649.821618,270.585855,1229.712857,-882.759907,122.602736,819.876392,-645.699931,311.572723,-624.363885,-340.253686,1374.656692,-614.315848,562.843807,-809.622550,
1461.263960,-628.777591,580.384779,-1084.987228,13.105582,-669.697140,-315.932661,945.735135,-560.257710,1047.564995,-37.558797,-350.915401,1355.235281,-897.906314,-486.565253,725.684367,-295.952494,-774.184879,39.805183,1675.354413,-524.095763,-106.754417,609.162988,-421.394440,-552.434488,1176.529840,-856.503868,311.144606,-791.461478,-476.305764,1339.483251,-840.651848,58.967744,1008.004140,-857.845058,-18.677141,1247.949391,-763.892289,1153.535493,-923.144277,728.041309,-1005.233995,171.140999,-970.705599,-135.770223,857.065966,-512.788789,1503.431331,-859.950046,632.702677,-653.808649,-446.412407,1272.318897,-854.457693,-212.245716,1543.985943,-1037.257302,-390.276061,1664.498544,-917.295319,-266.549106,1509.335489,-947.930362,26.727017,761.876856,-667.400724,222.054324,1322.223429,-898.746352,89.491342,971.808290,-661.109339,254.426631,-551.429194,-363.683489,1378.595473,-628.436536,496.913494,-735.750448,
1634.871744,-642.979852,528.568966,-1079.989983,-31.078589,-571.721659,-344.766072,1062.787263,-576.623668,967.048896,-76.680889,-375.042863,1312.348300,-885.102281,-510.265259,653.690849,-150.120291,-802.542973,-8.347872,1670.523488,-486.755160,-112.376331,535.093576,-310.972957,-572.949088,1093.476772,-873.089716,259.304341,-705.220251,-498.524216,1331.706893,-850.086926,15.377630,1099.570706,-875.907643,-59.948720,1335.353406,-779.668775,1081.298594,-939.678836,660.987551,-1013.880045,126.528765,-922.556126,-175.363365,1004.062474,-532.391106,1492.362660,-877.552832,566.623249,-582.153391,-457.548396,1206.602814,-852.437075,-244.700053,1519.065568,-1046.164246,-423.683506,1639.500814,-933.551527,-301.262040,1519.057331,-965.468893,-12.566940,913.796432,-684.857110,175.944128,1396.250082,-915.228214,56.670892,1110.475499,-676.903195,200.779557,-465.235588,-386.196097,1369.605885,-642.934410,434.573305,-646.885092,
1789.231826,-657.448278,478.531767,-1067.692219,-74.003774,-459.001371,-372.502662,1164.567384,-593.079361,887.958051,-113.298008,-398.267825,1260.033699,-864.093505,-532.744451,584.512414,3.365461,-832.341363,-55.165957,1650.682270,-440.972292,-118.212141,464.490093,-188.418208,-592.561559,1010.304779,-888.352277,209.534091,-604.376147,-519.536796,1311.044798,-857.715171,-27.362814,1175.655262,-893.793868,-100.355858,1406.634673,-795.781712,1006.003246,-956.768706,596.864478,-1017.274723,83.890408,-861.480722,-213.795660,1139.908580,-551.124411,1466.780275,-895.687132,503.609285,-496.519666,-462.434365,1135.567949,-844.815400,-275.935440,1481.934858,-1050.403117,-455.489291,1601.706656,-948.155422,-335.290594,1511.841133,-980.443697,-51.166723,1056.268611,-702.255485,131.878460,1451.378447,-931.922969,24.047073,1233.266007,-693.200075,150.496544,-365.822849,-407.786540,1348.882441,-657.794427,375.713242,-542.719545,
1921.339522,-672.200875,430.510016,-1046.896163,-115.684337,-332.085853,-399.127873,1249.817143,-609.795845,810.925544,-147.143505,-420.624866,1199.933465,-833.709076,-554.108762,518.405325,161.695824,-863.220378,-100.631661,1617.305483,-385.623761,-124.410653,397.538277,-55.224579,-611.487756,928.071742,-901.830588,161.585379,-489.095404,-539.410741,1278.856776,-862.660888,-69.144330,1235.659870,-911.210892,-139.773653,1461.239739,-812.229103,929.059273,-974.377296,535.650310,-1014.290884,42.889461,-786.604574,-250.995270,1262.246423,-569.108589,1428.312038,-914.323722,443.548316,-396.661092,-460.409316,1060.765555,-830.490108,-305.956509,1434.193532,-1048.878340,-485.621738,1552.736262,-960.444907,-368.623614,1489.177994,-992.067035,-89.034001,1186.627999,-719.643335,89.496538,1487.709511,-948.424666,-8.406018,1338.139320,-710.081100,103.371512,-253.689150,-428.460117,1317.742396,-672.971756,320.119753,-423.435242,
2028.944265,-687.228904,384.629495,-1016.389377,-156.102650,-192.098864,-424.636117,1317.796010,-626.932040,736.426783,-178.096751,-442.162223,1133.646407,-792.832334,-574.482476,455.465612,321.759099,-894.756904,-144.711658,1572.008139,-319.674822,-131.097315,334.263980,86.589972,-629.938122,847.631376,-912.992847,115.237511,-360.084154,-558.222890,1236.592042,-863.919592,-109.772096,1279.430164,-927.772808,-178.045924,1499.076198,-828.968355,851.729267,-992.391233,477.240487,-1003.729754,3.229084,-697.372499,-286.894234,1369.170210,-586.469157,1378.708589,-933.377847,386.241913,-282.780942,-450.882648,983.644047,-808.308679,-334.788433,1377.488134,-1040.435250,-514.048566,1494.270119,-969.642038,-401.233233,1452.765385,-999.439814,-126.092237,1302.622629,-737.051341,48.469342,1505.806338,-964.202527,-40.658464,1423.661039,-727.583153,59.149057,-129.838119,-448.237324,1277.573108,-688.380925,267.502255,-289.781320,
2110.595082,-702.492335,340.923764,-974.984535,-195.223020,-40.744851,-449.035788,1368.257654,-644.622859,664.794823,-206.165457,-462.942426,1062.696429,-740.461078,-594.006821,395.654728,480.283746,-926.483525,-187.367455,1516.486871,-242.254474,-138.376687,274.556320,234.548246,-648.109043,769.625112,-921.216087,70.307031,-218.637456,-576.061730,1185.738926,-860.363426,-148.962782,1307.214628,-942.996759,-215.006389,1520.476866,-845.916232,775.113042,-1010.606195,421.472407,-984.340287,-35.334970,-593.642992,-321.435488,1459.267198,-603.334315,1319.781594,-952.695316,331.429454,-155.594305,-433.367424,905.524801,-777.112187,-362.478072,1313.475625,-1023.889879,-540.781065,1428.002185,-974.853502,-433.073015,1404.431410,-1001.552800,-162.239507,1402.482077,-754.494774,8.509792,1506.624475,-978.600801,-72.636074,1489.010243,-745.694693,17.546560,4.207086,-467.157449,1229.785129,-703.881509,217.523094,-143.124537,
2165.634803,-717.912330,299.352180,-921.573703,-233.004649,119.729744,-472.354233,1401.405466,-662.966015,596.233266,-231.464867,-483.039038,988.513208,-675.776830,-612.840780,338.829598,633.994633,-957.908125,-228.565992,1452.469284,-152.737051,-146.336569,218.194534,385.818524,-666.177334,694.486489,-925.762216,26.656670,-66.650463,-593.030863,1127.784156,-850.749075,-186.345812,1319.614698,-956.301489,-250.498210,1526.148147,-862.946802,700.140241,-1028.711273,368.146147,-954.848253,-72.984201,-475.768074,-354.575664,1531.635113,-619.831305,1253.346816,-972.038112,278.812683,-16.371878,-407.519314,827.580865,-735.789148,-389.093177,1243.784740,-998.060109,-565.871553,1355.596654,-975.076990,-464.075391,1346.063520,-997.293085,-197.363253,1484.959431,-771.974145,-30.621575,1491.434076,-990.838309,-104.230232,1533.966571,-764.352626,-21.724427,146.429559,-485.279673,1175.773224,-719.262680,169.826760,14.542029,
2194.149675,-733.364141,259.816847,-855.199128,-269.412112,286.617672,-494.642047,1417.833247,-682.009317,530.827865,-254.196004,-502.533219,912.421474,-598.221591,-631.162538,284.773915,779.768882,-988.529473,-268.286232,1381.671456,-50.827012,-155.051341,164.876537,537.350266,-684.298028,622.457659,-925.759408,-15.798476,93.416249,-609.252645,1064.183372,-833.730154,-221.469631,1317.528966,-967.005706,-284.390444,1517.107830,-879.885998,627.568984,-1046.273980,317.041622,-913.998192,-109.831704,-344.646838,-386.283730,1585.875624,-636.082334,1181.172412,-991.072207,228.082908,133.046252,-373.178239,750.820407,-683.337599,-414.718756,1169.979247,-961.799738,-589.406114,1278.648747,-969.213544,-494.152107,1279.543749,-985.458214,-231.355420,1549.341499,-789.474562,-69.114585,1461.741774,-1000.007344,-135.308248,1558.876869,-783.437756,-58.939571,294.386673,-502.680700,1116.887036,-734.229928,124.065640,180.640266,
2196.887433,-748.671703,222.178385,-775.138059,-304.421825,456.869833,-515.975182,1418.458389,-701.741178,468.558476,-274.623696,-521.511738,835.634188,-507.577293,-649.167909,233.229077,914.777517,-1017.845092,-306.519223,1305.759415,63.359117,-164.582087,114.247285,686.030247,-702.604259,553.617329,-920.195239,-57.091688,258.619773,-624.868872,996.338932,-807.877189,-253.812588,1302.095642,-974.326146,-316.589197,1494.618602,-896.503174,557.985433,-1062.728126,267.932051,-860.611047,-145.923582,-201.747342,-416.539748,1622.067326,-652.201793,1104.932666,-1009.356158,178.949141,290.281916,-330.409469,676.074376,-618.933585,-439.451375,1093.526654,-914.040973,-611.495763,1198.650273,-956.086040,-523.201057,1206.695011,-964.780481,-264.125091,1595.428962,-806.963974,-107.109904,1419.218318,-1005.075263,-165.726720,1564.603779,-802.768432,-94.347314,445.314997,-519.449013,1054.410128,-748.395929,79.920537,352.101269,
2175.158312,-763.603198,186.270180,-680.994848,-338.025901,627.241031,-536.452002,1404.454805,-722.087158,409.313064,-293.055458,-540.064735,759.244652,-404.040041,-667.063221,183.922707,1036.601533,-1045.350955,-343.264598,1226.311972,189.224212,-174.974327,65.925177,828.842594,-721.207239,487.916308,-907.923416,-97.213612,425.661488,-640.036586,925.578974,-771.706275,-282.796599,1274.634786,-977.379146,-347.042544,1460.122297,-912.501489,491.802885,-1077.366974,220.592656,-793.659123,-181.248623,-49.098470,-445.335903,1640.721645,-668.295717,1026.169364,-1026.329207,131.163416,452.500871,-279.539320,603.987849,-542.004487,-463.393778,1015.772368,-853.851025,-632.266713,1116.960351,-934.465669,-551.118276,1129.241336,-933.964093,-295.605846,1623.494016,-824.389407,-144.699402,1365.634258,-1004.893037,-195.346702,1552.458517,-822.093114,-128.158578,596.253674,-535.678228,989.543844,-761.275807,37.115332,525.507650,
2130.727942,-777.867127,151.912294,-572.789310,-370.234087,794.439072,-556.185879,1377.189574,-742.912573,352.905451,-309.822237,-558.283047,684.212260,-288.278502,-685.053378,136.590709,1143.311532,-1070.533187,-378.527172,1144.785920,325.647500,-186.255734,19.525419,963.007771,-740.194888,425.214069,-887.685419,-136.126238,591.045190,-654.921006,853.136261,-723.717934,-307.800820,1236.591977,-975.188740,-375.740660,1415.178432,-927.508356,429.263491,-1089.342977,174.804338,-712.356034,-215.753801,110.752362,-472.677974,1642.724964,-684.463160,946.264584,-1041.301501,84.539324,616.537603,-221.180401,535.017462,-452.303387,-486.650322,937.917518,-780.503851,-651.851311,1034.781872,-903.109810,-577.812042,1048.780644,-891.737284,-325.757924,1634.224152,-841.670268,-181.925352,1302.802873,-998.212614,-224.046524,1524.114031,-841.081675,-160.540789,744.165269,-551.461847,923.391967,-772.286011,-4.573224,697.266920,
