Segment_1,Segment_2,Segment_3,Segment_4,Segment_5,Segment_6,Segment_7,Segment_8,Segment_9,Segment_10,Segment_11,Segment_12,Segment_13,Segment_14,Segment_15,Segment_16,Segment_17,Segment_18,Segment_19,Segment_20,Segment_21,Segment_22,Segment_23,Segment_24,Segment_25,Segment_26,Segment_27,Segment_28,Segment_29,Segment_30,Segment_31,Segment_32,Segment_33,Segment_34,Segment_35,Segment_36,Segment_37,Segment_38,Segment_39,Segment_40,Segment_41,Segment_42,Segment_43,Segment_44,Segment_45,Segment_46,Segment_47,Segment_48,Segment_49,Segment_50,Segment_51,Segment_52,Segment_53,Segment_54,Segment_55,Segment_56,Segment_57,Segment_58,Segment_59,Segment_60,Segment_61,Segment_62,Segment_63,Segment_64,Segment_65,Segment_66,Segment_67,Segment_68,Segment_69,Segment_70,Segment_71,Segment_72,Segment_73,Segment_74,Segment_75,Segment_76,Segment_77,Segment_78,Segment_79,
-250.496311,-504.355066,1099.340008,-790.400689,618.177043,-1047.959427,130.206136,-385.298903,-324.813878,1446.254470,-853.929456,274.200224,807.493815,-703.364682,-92.467461,1579.476680,-939.866636,-519.727631,822.151203,-138.202510,-845.619025,52.530324,1510.184624,-846.366449,-229.347121,1368.557690,-747.614717,901.713413,-994.873067,-221.754758,527.116727,-619.980463,665.341060,-501.036785,-409.329623,500.397071,-664.021301,-477.675847,1659.347134,-555.423853,1369.241743,-948.607296,896.154107,-911.115081,257.804919,-799.343850,-247.909028,782.902225,-592.727261,1339.752900,-984.903248,-73.341011,1169.666285,-671.168666,143.528083,402.987642,-689.206250,296.085431,408.024411,-715.455117,463.479840,136.408982,-800.070162,499.401448,-862.219410,-399.675927,1414.215754,-513.691302,-591.868544,685.868724,-714.398899,-547.295443,1306.680687,753.453717,37.152747,396.152011,-523.634050,1376.727333,-950.660275,
-110.760355,-521.200638,1075.155694,-806.643335,550.973030,-1059.382630,81.454237,-255.082076,-358.616816,1459.853034,-872.991264,219.158387,950.633610,-718.439649,-135.992676,1574.867398,-944.253846,-542.950444,746.330519,15.590920,-865.508425,16.933243,1501.185618,-856.157733,-260.261106,1408.856645,-768.248618,819.734136,-1012.606845,-259.367740,686.911076,-635.997916,593.570128,-414.798768,-426.642887,435.465643,-560.159533,-500.241303,1682.583168,-572.886843,1304.530240,-965.974741,819.745326,-924.589801,209.343891,-711.646545,-287.919416,939.368778,-611.330948,1277.280932,-1002.888749,-107.849623,1286.370395,-687.715895,96.505867,562.470900,-707.946855,246.105452,567.596488,-733.878660,401.147805,293.509160,-816.769254,431.662190,-790.815933,-428.281498,1343.040545,-401.074277,-609.381478,610.271592,-631.377399,-566.835139,1226.322919,735.472646,6.329196,535.302659,-540.560597,1303.422180,-966.926143,
46.985231,-537.096054,1043.595233,-823.061013,486.706246,-1067.084145,34.446461,-112.899637,-390.937576,1457.674834,-892.617488,165.609352,1084.075595,-734.140697,-178.366823,1555.449303,-943.175319,-564.422960,672.342297,174.908704,-885.985017,-17.459534,1480.020655,-863.059666,-290.283604,1431.772960,-789.216943,738.780211,-1026.518821,-295.470879,841.586839,-651.569402,524.901224,-317.687592,-443.666733,373.792503,-443.268827,-521.684065,1688.986833,-590.075977,1231.990518,-983.729263,745.481411,-936.142486,163.371972,-609.545594,-326.724229,1086.629118,-629.274534,1207.795351,-1019.042212,-141.759606,1387.409682,-704.534599,51.576188,716.674067,-726.911865,197.966285,722.223955,-752.063177,342.234732,454.236739,-833.327858,367.379193,-705.404422,-455.468296,1266.551692,-274.843702,-626.247417,538.035240,-533.306132,-584.960030,1147.327554,707.198770,-23.870096,668.444387,-556.858955,1225.822564,-981.924114,
221.599369,-552.102626,1005.793171,-839.493527,425.195849,-1069.980526,-10.989898,39.401245,-421.414090,1440.944815,-912.610078,113.334419,1205.469512,-750.455324,-219.587687,1522.701958,-935.481108,-584.230791,600.709012,336.805582,-907.039074,-50.714378,1448.070323,-866.252734,-319.369408,1438.087686,-810.502992,659.722685,-1035.654216,-330.022946,988.135732,-666.834129,459.488692,-210.520976,-460.476516,315.363884,-314.419509,-542.095182,1679.670125,-607.122666,1153.433746,-1001.819347,673.729627,-945.186646,119.586417,-493.318266,-364.181418,1221.892053,-646.720361,1133.000132,-1032.666465,-175.020048,1471.532011,-721.596793,8.509983,862.470029,-746.178270,151.510823,868.780295,-770.083826,286.530315,615.335629,-849.865802,306.488991,-605.796675,-481.272524,1186.336591,-136.149410,-642.625878,469.282880,-420.288149,-601.867908,1070.606359,669.845504,-53.352704,792.912195,-572.666125,1145.441770,-994.877397,
411.270613,-566.299304,962.896139,-855.700330,366.202205,-1066.894473,-55.007435,199.491068,-449.616399,1411.087506,-932.685877,62.165847,1312.880467,-767.307373,-259.618138,1478.226431,-919.969476,-602.493082,531.769027,498.110059,-928.578702,-82.903305,1406.793435,-864.819906,-347.481778,1428.898241,-832.072057,583.260212,-1038.942764,-362.989563,1123.856112,-681.931652,397.359424,-94.579017,-477.145577,260.058941,-175.214545,-561.593523,1655.987615,-624.152307,1070.594165,-1020.133054,604.692038,-951.005296,77.698346,-363.819017,-400.152265,1342.791893,-663.844781,1054.506032,-1042.954260,-207.548750,1537.993010,-738.817774,-32.902511,997.055356,-765.790298,106.604725,1004.383703,-788.014873,233.789421,773.459672,-866.493597,248.828247,-492.254003,-505.756861,1103.862442,13.295260,-658.681796,403.997998,-292.981501,-617.770184,996.832727,624.781976,-82.023761,906.365235,-588.114890,1063.657365,-1004.878353,
613.474267,-579.776832,916.031715,-871.352400,309.458205,-1056.581137,-97.736744,364.621518,-475.045448,1369.669584,-952.469858,12.001089,1404.826653,-784.550550,-298.398275,1423.686316,-895.421426,-619.365650,465.698811,655.556271,-950.416686,-114.117147,1357.676403,-857.760985,-374.595732,1405.553577,-853.870918,509.918455,-1035.213329,-394.351997,1246.428188,-696.996610,338.433395,28.410199,-493.746071,207.676574,-27.756488,-580.318266,1619.468512,-641.280900,985.093765,-1038.493022,538.426095,-952.750951,37.447197,-222.535845,-434.510828,1447.465009,-680.832889,973.803051,-1048.989147,-239.246365,1586.541597,-756.053826,-72.847591,1118.056386,-785.742455,63.134975,1126.524165,-805.925047,183.749502,925.349097,-883.301654,194.164602,-365.551677,-529.009260,1020.451724,171.228998,-674.570917,342.044392,-152.647053,-632.879223,926.453257,573.471576,-109.793276,1006.854255,-603.330638,981.690630,-1010.897279,
824.978440,-592.630953,866.280387,-886.021381,254.696018,-1037.760265,-139.281858,531.725951,-497.136097,1318.345936,-971.489014,-37.189274,1480.299576,-801.963652,-335.858461,1360.754408,-860.639846,-635.039421,402.543302,805.936524,-972.259938,-144.476818,1302.188717,-844.014957,-400.697509,1369.592607,-875.827515,440.053070,-1023.217820,-424.107960,1353.967204,-712.154313,282.544739,156.324378,-510.350822,157.959733,125.418453,-598.418994,1571.754476,-658.613182,898.413873,-1056.650276,474.870413,-949.452076,-1.390530,-71.582891,-467.154546,1534.591894,-697.866093,892.236702,-1049.753606,-270.008164,1617.385374,-773.101955,-111.485983,1223.592490,-805.964613,21.006560,1233.162350,-823.871800,136.142832,1067.986201,-900.350378,142.227387,-227.012241,-551.140115,937.263358,334.894707,-690.428641,283.190912,-1.156017,-647.396620,859.705673,517.413163,-136.581496,1092.867670,-618.429137,900.592439,-1011.796812,
1041.930227,-604.955124,814.650310,-899.166964,201.669907,-1009.155245,-179.713733,697.552631,-515.264489,1258.808963,-989.167503,-85.361092,1538.764174,-819.246652,-371.930381,1291.068067,-814.495348,-649.732451,342.248187,946.256137,-993.700943,-174.141113,1241.743827,-822.491409,-425.780659,1322.684676,-897.847590,373.858203,-1001.664962,-452.265187,1445.058640,-727.515665,229.464398,286.738042,-527.033896,110.616536,281.424598,-616.046237,1514.542562,-676.240958,811.873597,-1074.275309,413.873333,-940.024589,-38.997565,86.375437,-498.014985,1603.404878,-715.106358,810.988711,-1044.143212,-299.734184,1631.141063,-789.699862,-148.950700,1312.302663,-826.311372,-19.860215,1322.791280,-841.895237,90.704751,1198.711122,-917.661524,92.735482,-78.498825,-572.278964,855.283558,501.140225,-706.363550,227.140353,159.049372,-661.505239,796.642979,458.091095,-162.323380,1163.359050,-633.513862,821.234585,-1006.352692,
1260.016593,-616.833486,762.056214,-910.125727,150.174277,-969.542435,-219.066642,858.814736,-528.760084,1192.740324,-1004.824199,-132.404256,1580.138851,-836.015696,-406.554075,1216.193685,-755.981570,-663.677609,284.689968,1073.872432,-1014.210699,-203.311147,1177.665414,-792.110869,-449.841357,1266.569637,-919.807410,311.380551,-969.264910,-478.834171,1518.772066,-743.170724,178.923113,417.042545,-543.867853,65.340289,437.130194,-633.343848,1449.532539,-694.240544,726.615075,-1090.945816,355.222740,-923.290381,-75.516378,248.249861,-527.063882,1653.663580,-732.682040,731.063086,-1030.985467,-328.338011,1628.774784,-805.523123,-185.343155,1383.347884,-846.554134,-59.531082,1394.460576,-860.012136,47.181816,1315.299473,-935.210050,45.420578,77.635710,-592.568586,775.324766,666.565267,-722.453879,173.559038,325.043522,-675.366599,737.162818,396.932806,-186.970763,1217.751522,-648.672721,744.305233,-993.281886,
1474.684042,-628.335137,709.302960,-918.105644,100.055023,-917.813832,-257.340460,1012.340908,-536.921320,1121.765070,-1017.673593,-178.156823,1604.756597,-851.795717,-439.682419,1137.598961,-684.281750,-677.109516,229.702266,1186.604316,-1033.133237,-232.231411,1111.161983,-751.853334,-472.876335,1202.999654,-941.545045,252.538253,-924.787344,-503.825069,1574.652774,-759.181462,130.632831,544.582282,-560.917013,21.830757,589.291932,-650.443082,1378.379774,-712.668584,643.595183,-1106.132601,298.676270,-898.006228,-111.052669,410.700891,-554.311760,1685.606945,-750.678761,653.277729,-1009.064330,-355.753402,1611.536044,-820.177790,-220.729735,1436.394805,-866.374208,-98.058591,1447.770525,-878.209631,5.342455,1416.013810,-952.916249,0.043259,238.640864,-612.155021,698.027300,827.696641,-738.745816,122.103533,493.548464,-689.121763,681.039258,335.266962,-210.490395,1255.919556,-663.974082,670.307965,-971.277195,
1681.387614,-639.510737,657.073466,-922.187052,51.212513,-853.052382,-294.507241,1155.213088,-539.032834,1047.410475,-1026.828065,-222.422326,1613.310844,-866.011740,-471.284701,1056.633883,-598.847720,-690.254420,177.096981,1282.804176,-1049.683444,-261.187101,1043.310942,-700.816570,-494.885161,1133.686566,-962.851529,197.144373,-867.135087,-527.248801,1612.693958,-775.574604,84.305062,666.790264,-578.226766,-20.185124,734.721986,-667.458728,1302.655198,-731.556222,563.582646,-1119.184406,243.989385,-862.904603,-145.679747,570.339948,-579.801676,1699.892963,-769.136667,578.263251,-977.154520,-381.938630,1580.889920,-833.190257,-255.142595,1471.580955,-885.356817,-135.482185,1482.841196,-896.437227,-35.011931,1499.633049,-970.638190,-43.600219,401.485381,-631.176930,623.863258,981.169350,-755.253191,72.442613,661.096785,-702.892139,627.954855,274.281701,-232.859484,1278.153564,-679.462849,599.564815,-939.046872,
1875.827969,-650.390690,605.922953,-921.329133,3.596304,-774.614711,-330.520017,1284.882167,-534.383359,971.073856,-1031.299574,-264.991844,1606.792295,-877.981978,-501.349312,974.519150,-499.487940,-703.325119,126.679225,1361.389555,-1062.951448,-290.497468,975.049412,-638.285141,-515.875483,1060.256009,-983.461887,144.933051,-795.430137,-549.120787,1633.293523,-792.335681,39.665959,781.303710,-595.809963,-60.937636,870.464634,-684.487072,1223.813140,-750.901544,487.160347,-1129.314488,190.937623,-816.746646,-179.442603,723.895592,-603.602445,1697.532003,-788.052184,506.469983,-934.069246,-406.878540,1538.453143,-843.996627,-288.585414,1489.464073,-902.986502,-171.827183,1500.259104,-914.595735,-74.039281,1565.457238,-988.164794,-85.678854,562.977985,-649.758499,553.145385,1123.893751,-771.957819,24.274675,824.208272,-716.779990,577.532004,214.989751,-254.061498,1285.111053,-695.157366,532.224858,-895.361873,
2054.143897,-660.982931,556.280408,-914.384542,-42.805350,-682.214244,-365.322766,1399.255564,-522.285977,894.001259,-1030.003322,-305.669989,1586.422996,-886.914915,-529.885494,892.337515,-386.453214,-716.519658,78.256950,1421.836762,-1071.914698,-320.504703,907.169172,-563.805918,-535.868346,984.208443,-1003.046368,95.585469,-709.105542,-569.466787,1637.199757,-809.403921,-3.530818,886.047150,-613.633709,-100.605736,993.941227,-701.604364,1143.167179,-770.658437,414.733288,-1135.595075,139.331986,-758.388241,-212.361536,868.329336,-625.803612,1679.817232,-807.380440,438.180904,-878.723621,-430.583655,1485.936583,-851.932824,-321.042009,1490.960468,-918.644524,-207.103538,1501.007790,-932.523120,-111.853869,1613.287708,-1005.210243,-126.330508,719.888852,-668.007001,486.040105,1253.194167,-788.809558,-22.658589,979.554668,-730.871344,529.362570,158.205600,-274.083909,1277.757577,-711.046707,468.281717,-839.115971,
2213.051755,-671.269864,508.454285,-900.125514,-87.977179,-575.997278,-398.860009,1496.752836,-502.103106,817.274376,-1021.768140,-344.296016,1553.592505,-891.910232,-556.923217,811.026359,-260.504492,-730.020664,31.647951,1464.142575,-1075.453739,-351.557747,840.315440,-477.262312,-554.901990,906.888654,-1021.201838,48.756122,-607.996551,-588.330335,1625.450629,-826.665067,-45.492297,979.286493,-631.610372,-139.315340,1103.040777,-718.865255,1061.873500,-790.721064,346.540659,-1136.962604,89.029070,-686.859466,-244.435840,1000.931553,-646.512459,1648.254877,-827.036376,373.528669,-810.213921,-453.086051,1425.092346,-856.228581,-352.485349,1477.275444,-931.608491,-241.306114,1486.391293,-949.978944,-148.525482,1643.387533,-1021.407768,-165.663730,869.080670,-686.014889,422.582819,1366.909053,-805.723990,-68.562481,1124.092442,-745.241136,483.034786,104.535114,-292.919513,1257.302748,-727.087405,407.601976,-769.399635,
2349.937733,-681.205306,462.640133,-877.281933,-131.887017,-456.603151,-431.085014,1576.328970,-473.277477,741.802818,-1005.357553,-380.755766,1509.798833,-891.963398,-582.511170,731.372030,-122.948637,-743.992684,-13.313010,1488.763016,-1072.368145,-383.993254,774.989760,-378.938941,-573.034418,829.465062,-1037.443258,4.100429,-492.422986,-605.780321,1599.312082,-843.939003,-86.376274,1059.665257,-649.592844,-177.143851,1196.167570,-736.301869,980.922274,-810.905807,282.670350,-1132.232604,39.936368,-601.454076,-275.648402,1119.407283,-665.852354,1604.496035,-846.894188,312.517052,-727.907413,-474.434607,1357.662925,-856.008552,-382.885583,1449.829122,-941.053128,-274.417144,1457.956503,-966.628874,-184.079389,1656.427708,-1036.299058,-203.757673,1007.645574,-703.865813,362.696375,1463.448299,-822.575370,-113.583266,1255.164633,-759.957563,438.156658,54.377102,-310.572252,1225.136672,-743.198672,349.960320,-685.584679,
2462.907575,-690.712593,418.930668,-844.591307,-174.492714,-325.197345,-461.967208,1637.469113,-435.369586,668.320862,-979.503844,-414.987414,1456.596977,-885.976381,-606.715288,654.005878,24.367729,-758.576462,-56.767274,1496.538828,-1061.395782,-418.119165,711.557008,-269.567743,-590.344569,752.918520,-1051.194958,-38.699858,-363.251846,-621.917082,1560.219431,-860.962097,-126.286398,1126.226965,-667.371014,-214.127531,1272.261244,-753.923942,901.137770,-830.933289,223.076532,-1120.124798,-7.988130,-501.821588,-305.971513,1221.941491,-683.961563,1550.273106,-866.783448,255.045656,-631.534698,-494.693768,1285.331296,-850.301578,-412.215256,1410.183799,-946.050893,-306.408581,1417.417392,-982.029368,-218.499861,1653.422781,-1049.319550,-240.663156,1133.031349,-721.642374,306.213353,1541.809335,-839.184113,-157.805004,1370.583263,-775.083734,394.374632,7.935542,-327.065412,1182.771123,-759.256188,295.075026,-587.416392,
2550.795047,-699.685517,377.329710,-800.859481,-215.745376,-183.467505,-491.498028,1680.157884,-388.102261,597.388184,-942.955353,-446.983743,1395.557240,-872.778879,-629.618848,579.402799,179.109711,-773.880988,-98.827752,1488.617108,-1041.242004,-454.203637,650.256039,-150.346988,-606.931581,678.040865,-1061.781093,-79.918763,-221.928021,-636.875765,1509.724083,-877.368564,-165.273909,1178.420896,-684.668427,-250.267247,1330.791769,-771.717554,823.185140,-850.412879,167.601406,-1099.299917,-54.741714,-388.052161,-335.372353,1307.236949,-700.992686,1487.343281,-886.480768,200.934910,-521.277391,-513.945430,1209.674289,-838.059327,-440.450897,1359.978621,-945.573235,-337.243068,1366.583562,-995.613556,-251.739189,1635.659886,-1059.783724,-276.406508,1243.141338,-739.432646,252.900289,1601.557382,-855.299153,-201.249837,1468.692584,-790.674902,351.386971,-34.761954,-342.447790,1131.787415,-775.085750,242.641053,-475.105879,
2613.133607,-707.992956,337.770058,-745.029951,-255.589907,-33.578211,-519.692340,1704.827695,-331.411771,529.394850,-894.536812,-476.792015,1328.230721,-851.162824,-651.323467,507.883047,338.547805,-789.974542,-139.576281,1466.376809,-1010.622200,-492.466387,591.211924,-22.927062,-622.912720,605.442911,-1068.417845,-119.777698,-70.463586,-650.825427,1449.446774,-892.675044,-203.344883,1216.090184,-701.139942,-285.532234,1371.729559,-789.638642,747.580524,-868.832139,116.000466,-1068.407625,-100.286508,-260.744528,-363.815437,1374.523578,-717.112462,1417.438870,-905.697643,149.948323,-397.840460,-532.289612,1132.124603,-818.185884,-467.573829,1300.874783,-938.495602,-366.877363,1307.295756,-1006.681167,-283.730638,1604.625771,-1066.873583,-310.995695,1336.399811,-757.333527,202.482025,1642.777361,-870.577546,-243.882018,1548.403093,-806.769803,308.952895,-73.842496,-356.794667,1073.789951,-790.457647,192.358607,-349.407926,
2650.102047,-715.485274,300.132802,-676.260340,-293.964849,121.911173,-546.585351,1712.296003,-265.501467,464.571180,-833.223146,-504.512206,1256.118616,-819.930190,-671.950602,439.618071,499.685523,-806.874076,-179.061572,1431.361980,-968.316820,-533.069275,534.448277,110.639343,-638.419433,535.567943,-1070.213070,-158.445361,88.617888,-663.962874,1381.036542,-906.269232,-240.470471,1239.444720,-716.368864,-319.864196,1395.495821,-807.602317,674.702195,-885.553378,67.969178,-1026.145051,-144.561354,-121.051515,-391.262637,1423.542815,-732.499966,1342.224711,-924.065143,101.811115,-262.494292,-549.842142,1053.943912,-789.578051,-493.572528,1234.513216,-923.610775,-395.270751,1241.371044,-1014.395190,-314.403764,1561.937636,-1069.632271,-344.427252,1411.781296,-775.450098,154.665438,1666.006742,-884.566359,-285.614034,1609.190579,-823.377598,266.897799,-109.560965,-370.203558,1010.363946,-805.081482,143.954267,-211.668001,
2662.454991,-721.998915,264.265206,-594.002539,-330.804101,280.150159,-572.228452,1703.700344,-190.890665,403.002454,-758.225099,-530.292377,1180.645749,-777.952580,-691.642497,374.642587,659.406154,-824.531407,-217.299415,1385.223300,-913.237893,-576.106857,479.901314,247.978135,-653.589887,468.706392,-1066.176259,-196.043157,252.379320,-676.502391,1306.133818,-917.403637,-276.597777,1249.021917,-729.861927,-353.182521,1402.900037,-825.471828,604.802289,-899.817589,23.168742,-971.325908,-187.494550,29.299810,-417.674028,1454.513001,-747.343305,1263.264087,-941.115979,56.229095,-117.075458,-566.730553,976.204746,-751.174879,-518.445425,1162.484942,-899.654635,-422.395411,1170.557840,-1017.787058,-343.701213,1509.282716,-1066.965972,-376.691638,1468.806296,-793.889926,109.160535,1672.158372,-896.690776,-326.314629,1651.063348,-840.463682,225.114270,-142.266634,-382.787397,943.037176,-818.600533,97.193945,-63.826009,
2651.442912,-727.358341,229.996243,-498.079630,-366.041127,438.104820,-596.686354,1680.433324,-108.449642,344.648191,-669.079843,-554.319742,1103.138012,-724.240327,-710.560622,312.874394,814.615296,-842.818776,-254.277000,1329.666798,-844.507183,-621.600039,427.437688,386.491512,-668.559216,405.009864,-1055.236633,-232.652007,417.602629,-688.664064,1226.337717,-925.197061,-311.660300,1245.638009,-741.043523,-385.389189,1395.069909,-843.047730,538.018830,-910.754029,-18.751081,-902.958945,-229.014040,188.023136,-443.010104,1468.079373,-761.837483,1181.993718,-956.265796,12.910784,36.057507,-583.089020,899.779515,-702.015763,-542.203138,1086.310100,-865.347147,-448.245399,1096.497053,-1015.770991,-371.594333,1448.367479,-1057.657624,-407.775405,1507.509110,-812.750134,65.695671,1662.441496,-906.249299,-365.821487,1674.505400,-857.937011,183.560211,-172.367930,-394.666747,873.245603,-830.586178,51.888723,91.630553,
2618.723768,-731.378299,197.149357,-388.752356,-399.613056,592.668038,-620.035640,1644.076976,-19.410549,289.365205,-565.736337,-576.810409,1024.800966,-658.018360,-728.880575,254.141305,962.359859,-861.519841,-289.961316,1266.408458,-761.542521,-669.495540,376.875516,523.457134,-683.451088,344.505852,-1036.267068,-268.317177,580.942798,-700.662498,1143.178955,-928.644040,-345.586983,1230.333106,-749.250547,-416.372784,1373.378349,-860.057200,474.387274,-917.393441,-58.133465,-820.333806,-269.052463,352.336216,-467.235069,1465.251176,-776.183345,1099.705717,-968.797931,-28.412153,194.111883,-599.052784,825.337630,-641.306850,-564.870106,1007.419005,-819.450621,-472.843552,1020.686803,-1007.166718,-398.093173,1380.874796,-1040.393773,-437.661144,1528.385607,-832.096581,24.026503,1638.286967,-912.415467,-403.959218,1680.404024,-875.640013,142.255675,-200.300734,-405.960114,802.302341,-840.533096,7.894575,251.766961,
2566.270459,-733.868333,165.551053,-266.769896,-431.462570,740.780859,-642.365057,1596.336593,74.652683,236.932778,-448.628074,-598.000844,946.699304,-578.804295,-746.785215,198.212277,1099.924551,-880.328313,-324.311041,1197.133533,-664.143721,-719.671554,328.007099,656.129463,-698.372411,287.117098,-1008.114581,-303.052270,739.088197,-712.696514,1058.098936,-926.630952,-378.308555,1204.313326,-753.728559,-446.014068,1339.371648,-876.144959,413.852864,-918.682781,-95.301228,-723.110775,-307.550122,519.075165,-490.322649,1447.331111,-790.583807,1017.532863,-977.856213,-67.972586,353.985574,-614.752849,753.352524,-568.493899,-586.486203,927.131650,-760.844277,-496.246153,944.452816,-990.729484,-423.248526,1308.427137,-1013.804213,-466.327718,1532.326926,-851.938348,-16.059625,1601.279433,-914.244145,-440.559274,1669.970205,-893.339879,101.277737,-226.501444,-416.772621,731.370887,-847.853855,-34.892306,413.352032,
2496.277950,-734.638468,135.034565,-133.400710,-461.539653,879.561772,-663.778649,1538.975214,171.876034,187.079181,-318.727861,-618.140148,869.739682,-486.481648,-764.458454,144.827409,1224.915858,-898.850989,-357.289014,1123.459391,-552.567636,-771.947707,280.622363,781.852667,-713.410212,232.686394,-969.639587,-336.845026,888.912406,-724.940857,972.432532,-917.958567,-409.762028,1168.894136,-753.631526,-474.195558,1294.701441,-890.865592,356.285351,-913.499820,-130.548203,-611.407448,-344.460858,684.848466,-512.264346,1415.843341,-805.234707,936.436549,-982.447589,-105.964301,512.417600,-630.311249,684.118682,-483.336470,-607.108932,846.636886,-688.610466,-518.544639,868.927668,-965.188126,-447.148117,1232.554064,-976.514956,-493.753187,1520.543964,-872.201933,-54.743027,1553.097409,-910.681126,-475.478642,1644.658569,-910.718905,60.751071,-251.384023,-427.185333,661.444497,-851.873199,-76.542341,573.033865,
2411.071953,-733.505972,105.440480,9.565341,-489.807560,1006.428935,-684.400207,1473.751820,270.185675,139.510095,-177.573614,-637.482644,794.658542,-381.359170,-782.079425,93.722570,1335.333647,-916.612223,-388.870599,1046.900952,-427.580570,-826.095083,234.531509,898.179859,-728.629139,181.002694,-919.765262,-369.663957,1027.600939,-737.540499,887.386734,-901.371052,-439.894931,1125.449815,-748.028713,-500.815200,1241.062245,-903.676448,301.494321,-900.668476,-164.133241,-485.871921,-379.759139,846.211970,-533.077570,1372.464542,-820.311729,857.200765,-981.454400,-142.544339,666.149693,-645.836306,617.774510,-385.975661,-626.815144,766.974394,-602.126562,-539.862880,795.039936,-929.292995,-469.909734,1154.662824,-927.214917,-519.919819,1494.489841,-892.709183,-92.172980,1495.460687,-900.577256,-508.616216,1606.091553,-927.362947,20.833945,-275.321553,-437.247712,593.333336,-851.825924,-117.098894,727.497129,
2313.021014,-730.299830,76.618009,159.854959,-516.253193,1119.201634,-704.373564,1402.366738,367.398057,93.937828,-27.252415,-656.281593,722.015562,-264.209551,-799.816063,44.648119,1429.624027,-933.058634,-419.047079,968.837785,-290.478920,-881.842192,189.583841,1002.980723,-744.068564,131.824714,-857.537781,-401.463746,1152.740824,-750.605550,804.008585,-875.591284,-468.668066,1075.370114,-735.921187,-525.803430,1180.137383,-913.931072,249.244010,-878.978002,-196.276227,-347.729576,-413.441985,999.844656,-552.811644,1318.960394,-835.956643,780.433720,-973.655772,-177.837995,812.083602,-661.417352,554.326911,-276.987435,-645.700050,689.020984,-501.154499,-560.349613,723.512985,-881.874816,-491.672357,1076.011654,-864.735277,-544.817899,1455.786773,-913.161078,-128.468264,1430.083399,-882.708981,-539.925119,1555.992438,-942.749622,-18.297197,-298.633250,-446.975427,527.660328,-846.860645,-156.582102,873.587683,
2204.454375,-724.845983,48.428784,314.792583,-540.897130,1216.172352,-723.855695,1326.416614,461.322091,50.107062,129.660902,-674.783568,652.193989,-136.287909,-817.818422,-2.617658,1506.710185,-947.561729,-447.826773,890.483958,-143.079769,-938.877797,145.679251,1094.524021,-759.738376,84.900851,-782.198240,-432.189320,1262.377852,-764.205974,723.151102,-839.363306,-496.055724,1020.022107,-716.268370,-549.140381,1113.555327,-920.873169,199.269841,-847.209468,-227.157567,-198.791222,-445.524566,1142.707961,-571.550856,1257.128293,-852.264748,706.575156,-957.758051,-211.943829,947.420267,-677.120142,493.678086,-157.414430,-663.872029,613.481203,-385.916892,-580.168282,654.871792,-821.916168,-512.587038,997.687127,-788.139662,-568.447399,1406.158189,-933.126944,-163.716398,1358.631224,-855.807653,-569.417653,1496.129997,-956.239107,-56.461552,-321.576524,-456.354144,464.864990,-836.048852,-194.990692,1008.425227,
2087.590845,-716.919794,20.750759,471.417402,-563.799600,1296.146053,-743.006858,1247.361165,549.848233,7.813289,290.205970,-693.221598,585.410263,0.668538,-836.211888,-48.259584,1566.001546,-959.416552,-475.236232,812.865160,12.311274,-996.854173,102.770789,1171.529413,-775.613363,39.985076,-693.264984,-461.778789,1355.054839,-778.368268,645.454771,-791.503384,-522.045710,960.717344,-688.024942,-570.866904,1042.855131,-923.632923,151.297952,-804.174097,-256.921335,-41.415617,-476.034726,1272.175902,-589.413115,1188.746125,-869.273437,635.908148,-932.434674,-244.938161,1069.766370,-692.984651,435.655922,-28.769175,-681.444127,540.883222,-257.150898,-599.486506,589.454985,-748.636409,-532.810635,920.587549,-696.821331,-590.819940,1347.363037,-952.040251,-197.972933,1282.682523,-818.601191,-597.160517,1428.273051,-967.068676,-93.485594,-344.342296,-465.348404,405.214093,-818.400356,-232.302759,1129.512379,
1964.487306,-706.185600,-6.521013,626.623105,-585.062180,1358.448115,-761.983473,1166.503330,631.024178,-33.087161,451.171172,-711.806294,521.734274,144.468254,-855.090057,-92.419679,1607.382386,-967.837920,-501.321764,736.807352,172.958175,-1055.391080,60.859607,1233.187166,-791.626900,-3.151673,-590.621189,-490.167413,1429.833322,-793.074533,571.350332,-730.960947,-546.642137,898.685590,-650.189049,-591.085843,969.459015,-921.228902,105.065559,-748.769254,-285.680824,121.572832,-505.009666,1386.126822,-606.543001,1115.527212,-886.951765,568.575417,-896.375972,-276.878446,1177.197941,-709.024603,380.045895,106.995669,-698.526577,471.581527,-116.139136,-618.465161,527.430601,-661.584122,-552.503582,845.413934,-590.599548,-611.961629,1281.134692,-969.203479,-231.262536,1203.694582,-769.870501,-623.262274,1354.151881,-974.350726,-129.213370,-367.052164,-473.914420,348.819479,-792.888710,-268.476336,1234.826250,
