Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6
2.0,1.0,0.0,0.0,0.0,0.0
3.421644945061614,-67.61196341633492,-9.99557612856857,-29.16330657794881,44.34515744791281,-34.74209331761719
4.30753032649904,-65.98357253744466,-7.632935674813208,-26.136701755999944,48.47787292731739,-38.468495641744816
5.179719059321927,-63.91222693339238,-5.073271158303841,-22.74198714683936,52.36443582429752,-42.06577741533051
6.022378885905572,-61.43493138156176,-2.37065854241785,-19.011522781454644,55.95917289839554,-45.517044496761166
6.820635718703101,-58.59322659794443,0.4153775688221628,-14.981093937327827,59.22155688652084,-48.80843314312021
7.561019126258,-55.43214814591665,3.2214172508836048,-10.689329227209376,62.1168879493757,-51.9290358829353
8.231839416337433,-51.99918757795205,5.981892488602416,-6.177105170557734,64.61680228317108,-54.87075383772747
8.823481105469572,-48.34327877139596,8.630967531552646,-1.4869535785234764,66.69960610569439,-57.62808611761098
9.3286027904729,-44.51383000307362,11.104483349310469,3.3375116949435166,68.35043964435165,-60.19786744460064
9.74223903989892,-40.55981940506649,13.341891873790848,8.252134243980382,69.5612807971222,-62.578965526270885
10.06180548250707,-36.528968125392254,15.288103823513998,13.212710774753887,70.33080164273113,-64.77194986336367
10.287013393748868,-32.46700193172525,16.895175661379568,18.175438729233008,70.6640929662745,-66.77874355392225
10.41970443255214,-28.41700835675229,18.12376667770669,23.09731812487788,70.57227262792038,-68.60226919291516
10.46361950110073,-24.418893036487,18.944306114876323,27.93651590116883,70.071993245702,-70.2460991433323
10.424117828804189,-20.508935878856644,19.337822233242104,32.65270565539699,69.1848636690293,-71.71411931421206
10.30786326574864,-16.719445315487803,19.29639963597405,37.20739797996507,67.93679747964471,-73.01021422302999
10.122494467195036,-13.078507252380923,18.823247247958378,41.56427617487505,66.35730062554941,-74.13797969238787
9.87629431363623,-9.609824460489644,17.932376214031155,45.68954878515055,64.47870955209893,-75.10046820921758
9.577871771598318,-6.332641939420039,16.647903749750352,49.5523244998204,62.33539103150871,-75.89997092381655
9.2358667372859,-3.261754047124992,15.003014781759129,53.125007123998905,59.9629153942258,-76.5378395924281
8.858685510422474,-0.4075896382089944,13.038627279609624,56.38369958058608,57.39721601615294,-77.0143514821445
8.45427169160558,2.223628218788045,10.801818858923694,59.30859738984724,54.67374959985705,-77.32862027260487
8.029914709726071,4.62965146191673,8.344081030546105,61.88434504486774,51.826673808874105,-77.47855614175708
7.592096031829238,6.811909432827562,5.719473049704013,64.10032427461094,48.88806091669096,-77.46087830540415
7.1463714843663055,8.775150146812122,2.9827495227099927,65.95084222849755,45.88716802593954,-77.27118306884154
6.697287053753048,10.527028278827135,0.1875347688690444,67.43519060161981,42.84978579247952,-76.9040697348651
6.248325007875549,12.077650339716518,-2.615387413704026,68.55755364415221,39.79768814629696,-76.35332534328583
5.801877116087377,13.439090293981996,-5.3796071543271005,69.32675333855724,36.74820495033185,-75.61216714085597
5.359242044624076,14.624891366969509,-8.064393338943539,69.75583276051702,33.71393764681812,-74.67353897396652
4.920644559443804,15.649571557323185,-10.635729724195018,69.86149234022717,30.702634568046552,-73.53045466368971
4.485274873211271,16.528151013834638,-13.067055161488025,69.66340676041511,27.717237721566683,-72.17637816478913
4.051347228158724,17.275718678856002,-15.339694434854051,69.18346091523905,24.756106636931456,-70.60562727797891
3.616177521841197,17.90705334105368,-17.44297994089956,68.44495029327797,21.81341757889764,-68.81378522769785
3.1762803790062444,18.43631057587276,-19.374077532357205,67.47179337048016,18.87972853162995,-66.79810283808575
2.727486481198909,18.87678227578838,-21.137541656943576,66.28780074995873,15.94269238879423,-64.55787355136876
2.2650811274211526,19.24073004136768,-22.74463486108307,64.91603820203991,12.987893348042608,-62.09476422709549
1.7839648658065956,19.5392881840394,-24.21245430493998,63.37830944415886,9.99977519695734,-59.41308648772447
1.2788365732742464,19.78242708247872,-25.562912802407634,61.694770994939546,6.962625502091677,-56.51999614780308
0.7443985512820466,19.978963688944884,-26.82162388725996,59.88367759198293,3.8615770369642064,-53.425611682947725
0.1755820584227454,20.136603528663347,-28.016739552839866,57.96124436423635,0.6835872751296367,-50.14304640401448
-0.4322097486116436,20.26199782538418,-29.17778587153124,55.94160282517324,-2.5816416192122498,-46.6883526455208
-1.0828461740354778,20.360800465448573,-30.334536121702257,53.83682292078526,-5.940836399790716,-43.08037956031401
-1.7792071546073638,20.43771222250806,-31.515953936320223,51.65697326874302,-9.396449118602304,-39.34054884260626
-2.522923550244876,20.496503668895564,-32.74923103547695,49.4101960701309,-12.94609958195286,-35.492554806027606
-3.3141294891434585,20.54001303048222,-34.0589360361044,47.10278099434584,-16.582180903390274,-31.56199676076032
-4.15123800586256,20.5701203623414,-35.4662833196511,44.73923215282711,-20.29163894953534,-27.575952692111112
-5.030752029876323,20.58770428806007,-36.98852454088588,42.322332355298855,-24.055930652849646,-23.562504029615017
-5.947122978728046,20.59259166239806,-38.63846047125405,39.85321749384599,-27.85116092871192,-19.550222016764508
-6.892668681337273,20.583513490793628,-40.42406768722134,37.33147976136135,-31.648393301677544,-15.56762701868626
-7.857561048977971,20.558082008132992,-42.34823313694787,34.7553206521647,-35.41412520869342,-11.642633127374536
-8.829891825052158,20.512803868009485,-44.40858966328435,32.121773119384734,-39.11091512977459,-7.801991619004484
-9.79582193792866,20.443142949188715,-46.59744679610333,29.42700729516425,-42.69814502872632,-4.070748052487685
-10.739816566741917,20.34364349968809,-48.901813124042704,26.666726715709387,-46.13289796944162,-0.4717288537944319
-11.644964170748558,20.208120462394334,-51.303508846578175,23.836653202831908,-49.370927228905664,2.9749261595280547
-12.493373631226602,20.029919181262898,-53.77936924008704,20.93308963609828,-52.36768991850317,6.252168961248577
-13.266639540553555,19.80224163247923,-56.30154135931144,17.95354182051542,-55.07941534038671,9.346370886196492
-13.946361787913183,19.518531224290584,-58.8378770504598,14.897374201054491,-57.46417641693474,12.247559353203089
-14.514702174319616,19.17290340621632,-61.35242510039588,11.766469604302587,-59.48293191861499,14.949553650143365
