Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0
0.0838805369899728,-0.9347321434991804,-0.3341359155108076,-0.3599020994204857,-0.7171162304416632,-0.5689376321275161,-0.5800428697941583,0.5600191948722889,-0.8170629851203353,1.1455653487331998,0.1294341465170896,-0.3021553544909819,-0.7345775189218412,0.7835906617112541,0.0530830745749337,-0.6585584377398288,0.741840342704999,-0.4093173324316611,-0.8459612139043349,0.2783745778552136,-0.4587021549230578,-0.7306257492529996,-0.7424506987935867,-0.3502174838119458
0.1021122394005978,-0.9363010956660196,-0.3406252688610239,-0.3819902900899403,-0.7373530813406682,-0.5843196521688844,-0.5009011893868994,0.5213732990954798,-0.7828616083757574,1.1176227888782448,0.1136858874906173,-0.3239422472524002,-0.6644059390272663,0.7423277264086932,0.0386909025375359,-0.6792893785075812,0.697334356223372,-0.4307946564611495,-0.8670888324939093,0.3583986030326729,-0.4433888501760898,-0.7664783385882756,-0.7232277871553373,-0.3872596630317929
0.1200426755188429,-0.9392922389983076,-0.3473062679430034,-0.4013412926243684,-0.7576256369557639,-0.5986113765690166,-0.4147440200055569,0.4822874150594031,-0.7407734694529667,1.085595625448335,0.0989272503272968,-0.3455993572597449,-0.5852836312137327,0.7005858403007412,0.0229482667205263,-0.7007769170599318,0.6519750574792156,-0.4507545077693466,-0.8872230783368613,0.4334596965190829,-0.4257875404861431,-0.799085524288091,-0.6977728037706413,-0.4221445225444762
0.1371089134865153,-0.9439120155988072,-0.3543064246597407,-0.4170381035508505,-0.777904259388386,-0.6118612786552533,-0.3224112365879475,0.4432231558116614,-0.6907120322359322,1.050002255015289,0.0847641293348867,-0.3673759364985433,-0.4977729425170292,0.6586916666931059,0.0056940854504061,-0.7226371130362144,0.606201763416334,-0.4690578579207829,-0.905588055487951,0.5028302897814393,-0.406215219128405,-0.8271879045215887,-0.6655628076509684,-0.4546517805309683
0.1527605510813982,-0.950322337209958,-0.361760629394727,-0.4281705709034759,-0.7981056812730237,-0.6241512435080545,-0.2249002087803046,0.4046248172740213,-0.6327572648259542,1.011349247159012,0.0708027850887392,-0.3895264848244175,-0.4026381155609169,0.6169655460531929,-0.0131722266584012,-0.7443860473156677,0.5604460806472606,-0.4856213864410782,-0.921334938130358,0.5659205528373332,-0.3850379257888244,-0.8495299721104284,-0.6261998022441211,-0.484594545991866
0.1664715138927678,-0.9586274353740536,-0.3698069856261169,-0.4338682308603168,-0.8180870569897035,-0.6355961640432356,-0.1233429287595644,0.366914959895382,-0.5671620828360877,0.9701320118401904,0.0566621533375377,-0.4122979412598572,-0.300830252522088,0.575717575884248,-0.0336892232082812,-0.7654434974665998,0.5151281580882067,-0.5004201315023564,-0.9335617817896624,0.6222792110241396,-0.3626607342571721,-0.8649017219618524,-0.5794359089340658,-0.5118189302172634
0.1777512128392529,-0.9688609104204404,-0.378581422181065,-0.4333335304841485,-0.8376422906799207,-0.6463422147491338,-0.0189781923909158,0.330488835530063,-0.4943526767794809,0.9268362559919896,0.0419854509709046,-0.4359162688936623,-0.1934652114277256,0.5352424879131559,-0.0558339237083762,-0.7851402465160733,0.470651588274279,-0.5134881389943585,-0.9413369067438808,0.6715896849154261,-0.3395160468926757,-0.8721809288075737,-0.5251949242915004,-0.5362033654556049
0.1861548604757117,-0.9809735053062196,-0.388211131107699,-0.4258741651243981,-0.8565009872060638,-0.6565637129012687,0.0868800887204538,0.2957078918243067,-0.4149224668897412,0.8819396183592882,0.0264506930294182,-0.4605728039914575,-0.0817952377655712,0.4958136706900023,-0.0795242826547469,-0.8027291585423514,0.4273971522507052,-0.5249170231251381,-0.9437253410547548,0.7136622458021217,-0.3160507262378595,-0.8703743808074214,-0.4635890917698307,-0.5576577793444101
0.1912928002623245,-0.9948221716312906,-0.3988069455204424,-0.4109332128924922,-0.8743302842780706,-0.6664585219099429,0.1928771715316663,0.2628927122969158,-0.3296197612131429,0.8359129096587369,0.009779787219799,-0.4864107785784498,0.0328245044802008,0.4576767606349394,-0.1046235072564883,-0.8174000370544278,0.3857157190614261,-0.5348524141296029,-0.939817640031418,0.7484230138641392,-0.2927126387171505,-0.8586563739287757,-0.3949300572333096,-0.576122736763565
0.1928387463043279,-1.010161018595822,-0.4104548449762034,-0.3881157596939805,-0.8907397205983172,-0.6762420019351776,0.2976529614858224,0.2323158436073689,-0.2393295435330588,0.7892204678066848,-0.0082540642122922,-0.5135124558298861,0.1489730425238034,0.4210432616400424,-0.1309460454931862,-0.8282981479917589,0.3459206987962386,-0.5434883332767876,-0.9287602334999872,0.7759007022854887,-0.2699371977667349,-0.8364028540105444,-0.3197331896020046,-0.5915686174968462
0.1905368596690497,-1.0266347383581576,-0.4232068523928771,-0.3572107842448898,-0.9052891781140312,-0.6861395659664875,0.3998772314224713,0.2041950113247461,-0.1450501588955113,0.7423192569172729,-0.0278208536948295,-0.5418873376549883,0.2652026818176373,0.3860846522855,-0.1582650175694653,-0.8345461395623934,0.3082805039440977,-0.5510595986178165,-0.909786301320636,0.7962120327401812,-0.2481344743650223,-0.8032197286488881,-0.2387147241831141,-0.6039948546051093
0.1842076008392691,-1.043775080323501,-0.4370716616053293,-0.3182072178227876,-0.91749980807839,-0.6963779530287469,0.4982831447844824,0.1786872250474192,-0.0478659662704903,0.6956564823327752,-0.0490302702573974,-0.5714619129082362,0.3800783125047879,0.3529274039725189,-0.1863208241983298,-0.8352689284872368,0.2730114968355965,-0.5578324244148313,-0.8822460522902865,0.8095467208887693,-0.22767739426682,-0.7589640589392151,-0.1527815102425284,-0.6134292189854641
0.1737522979919221,-1.0610008997917415,-0.4520054032150856,-0.2713033076256963,-0.92686771297421,-0.7071753837089175,0.5916977514891602,0.1558842224451805,0.0510827378913265,0.6496656486550003,-0.0719302575348174,-0.6020714111801252,0.4922151974311346,0.3216492687676803,-0.2148306364804014,-0.8296209507910252,0.240271891944706,-0.5640934323808808,-0.8456351936555948,0.8161528597313993,-0.2088914678461365,-0.7037570841262016,-0.0630134945097124,-0.6199271040653422
0.1591563609495681,-1.0776222309498955,-0.4679030128047279,-0.2169086890101972,-0.9328800138872828,-0.7187308173512208,0.6790683050134477,0.1358096082271165,0.1506310771071472,0.6047611406164066,-0.0965075952547448,-0.633454009211523,0.6003136337218408,0.2922771101425809,-0.2434984557967997,-0.8168150014741246,0.2101570417478375,-0.5701373443855141,-0.7996203398292979,0.8163234194086164,-0.1920464067116232,-0.6379883311644471,0.0293605736466201,-0.6235707450844746
0.1404910549826679,-1.0928487289636877,-0.4845907038726699,-0.1556388982056702,-0.9350327925365518,-0.7312125848869502,0.7594834942210764,0.1184179266831055,0.2496207441921971,0.5613315470327536,-0.1226904016087926,-0.6652479031808385,0.7031891060064062,0.2647864516276308,-0.272025427966622,-0.7961517203377466,0.1826964660192489,-0.5762536748361655,-0.744060130779404,0.8103844409634983,-0.1773498786099044,-0.5623104124739741,0.1229933928854971,-0.6244683027182011
0.1179137317055097,-1.1058026907243028,-0.5018200626414296,-0.0883024154880075,-0.9328502672331428,-0.7447467249487277,0.8321889747952125,0.1035957878495619,0.346929517918996,0.5197320677909736,-0.1503523929282893,-0.6969916096478199,0.7997968516964318,0.2391028162074722,-0.3001201015680375,-0.7670486333671422,0.157852891783384,-0.5827127866397837,-0.6790209216356806,0.7986853364700764,-0.1649435458521973,-0.4776245093348423,0.2164541959585842,-0.6227527501537256
0.0916664008992298,-1.1155366998562717,-0.5192642699037271,-0.0158806964259963,-0.92590445126728,-0.7594054015594598,0.8965969012712848,0.0911650631847951,0.4414978824591416,0.4802764357790191,-0.1793186872599924,-0.7281277902136467,0.8892501128571743,0.2151048306304296,-0.3275083319413162,-0.7290675456585547,0.1355234620145431,-0.5897517169345553,-0.6047860692763962,0.7815915276461846,-0.1549014288373141,-0.385056959373703,0.3082673133061375,-0.6185805215259699
0.0620725217792886,-1.1210557512213364,-0.5365169155064105,0.0604980004278287,-0.9138344593316476,-0.7751958270245889,0.9522894794060552,0.0808880800344021,0.5323517189463656,0.4432288437261978,-0.2093729009384839,-0.7580108090591157,0.9708317273573565,0.1926289795057983,-0.3539425470567872,-0.6819390189606426,0.1155431541535776,-0.5975602165142162,-0.5218580769360754,0.7594794693280877,-0.1472305402400827,-0.2859277919255122,0.3969526969764177,-0.6121299013424365
