Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58,Segment 59,Segment 60,Segment 61,Segment 62,Segment 63,Segment 64,Segment 65,Segment 66,Segment 67,Segment 68,Segment 69,Segment 70,Segment 71,Segment 72,Segment 73,Segment 74,Segment 75,Segment 76,Segment 77,Segment 78,Segment 79,Segment 80,Segment 81,Segment 82,Segment 83,Segment 84,Segment 85,Segment 86,Segment 87,Segment 88,Segment 89,Segment 90,Segment 91,Segment 92,Segment 93,Segment 94,Segment 95,Segment 96,Segment 97,Segment 98,Segment 99
1.85532746823069,2.03225806451613,2.20332355816227,1.95405669599218,0.965786901270772,2.21700879765396,2.1564027370479,1.74975562072336,2.08895405669599,1.8435972629521,2.24828934506354,2.17693059628543,1.47702834799609,2.50635386119257,1.33528836754643,1.45650048875855,1.44868035190616,1.9266862170088,2.19843597262952,2.91593352883675,1.94819159335288,1.56695992179863,1.7683284457478,2.57673509286413,1.85923753665689,1.49462365591398,2.27077223851417,1.59921798631476,2.1466275659824,1.79374389051808,2.48484848484848,1.87487781036168,2.1524926686217,2.39882697947214,2.13587487781036,2.3802541544477003,2.08993157380254,2.30596285434995,2.33333333333333,2.06647116324536,2.28054740957967,2.23264907135875,1.63636363636364,1.58944281524927,2.05571847507331,1.59237536656891,1.70478983382209,1.8435972629521,3.63929618768328,1.77810361681329,2.26295210166178,3.20332355816227,2.68230694037146,2.02737047898338,2.01270772238514,2.10068426197458,1.90029325513196,1.36168132942326,1.74193548387097,1.98142717497556,2.3010752688172,1.56598240469208,1.99217986314761,2.16911045943304,3.27761485826002,2.28836754643206,1.44965786901271,2.19648093841642,2.0019550342131,1.58944281524927,1.89736070381232,2.04692082111437,2.06060606060606,2.27370478983382,2.14369501466276,2.06842619745846,1.91104594330401,2.52101661779081,1.59824046920821,2.29716520039101,1.65395894428153,2.30205278592375,2.79178885630499,0.955034213098729,2.52981427174976,2.27468230694037,2.08406647116325,1.96089931573803,2.03714565004888,2.39393939393939,1.98240469208211,1.91495601173021,2.20039100684262,2.88465298142718,2.03323558162268,2.11143695014663,1.88465298142718,1.62561094819159,2.34604105571848
1.90029325513196,2.02932551319648,2.20625610948192,1.96383186705767,0.998044965786901,2.20527859237537,2.15542521994135,1.75171065493646,2.06744868035191,1.83773216031281,2.24242424242424,2.1505376344086,1.46823069403715,2.52492668621701,1.23655913978495,1.40762463343109,1.35386119257087,1.94037145650049,2.18377321603128,2.91006842619746,1.96383186705767,1.59628543499511,1.76930596285435,2.60117302052786,1.85043988269795,1.52883675464321,2.26295210166178,1.58748778103617,2.21603128054741,1.772238514174,2.50830889540567,1.8514173998045,2.1485826001955,2.39491691104594,2.12805474095797,2.3822091886608,2.06744868035191,2.32746823069404,2.32062561094819,2.05180840664712,2.34408602150538,2.21309872922776,1.62072336265885,1.58260019550342,2.03616813294233,1.58651026392962,1.73998044965787,1.83675464320626,3.55913978494624,1.78005865102639,2.24633431085044,3.16911045943304,2.65004887585533,2.04692082111437,2.00879765395894,2.10068426197458,1.89345063538612,1.35386119257087,1.81231671554252,1.96089931573803,2.28054740957967,1.56793743890518,1.98044965786901,2.14760508308895,3.27565982404692,2.2375366568915003,1.46627565982405,2.20234604105572,2.01173020527859,1.59628543499511,1.89051808406647,2.04496578690127,2.11045943304008,2.26490713587488,2.17204301075269,2.11925708699902,1.93352883675464,2.50635386119257,1.58748778103617,2.32258064516129,1.64613880742913,2.31378299120235,2.77810361681329,0.850439882697947,2.54349951124145,2.27859237536657,2.09775171065494,1.94037145650049,2.04887585532747,2.40175953079179,1.87390029325513,1.91202346041056,2.20723362658847,2.87976539589443,2.01564027370479,2.13685239491691,1.87683284457478,1.63440860215054,2.33822091886608
1.94134897360704,2.02639296187683,2.20625610948192,1.97165200391007,1.03030303030303,2.19550342130987,2.1544477028348,1.75366568914956,2.04692082111437,1.83186705767351,2.23949169110459,2.12609970674487,1.4633431085044,2.5425219941349,1.13587487781036,1.36461388074291,1.26490713587488,1.96089931573803,2.15933528836755,2.90420332355816,1.97751710654936,1.62463343108504,1.7741935483871,2.62561094819159,1.84261974584555,1.57282502443793,2.25513196480938,1.57673509286413,2.27663734115347,1.75073313782991,2.52785923753666,1.83088954056696,2.14076246334311,2.39100684261975,2.11925708699902,2.3802541544477003,2.04887585532747,2.35288367546432,2.3088954056696003,2.03812316715543,2.40664711632454,2.19843597262952,1.60312805474096,1.57673509286413,2.01759530791789,1.58553274682307,1.78103616813294,1.82795698924731,3.48093841642229,1.78005865102639,2.2297165200391,3.13098729227761,2.6197458455523,2.06549364613881,2.00684261974585,2.10361681329423,1.89051808406647,1.35288367546432,1.88269794721408,1.94134897360704,2.25610948191593,1.58651026392962,1.96871945259042,2.12512218963832,3.27077223851417,2.17888563049853,1.47605083088954,2.20821114369501,2.02150537634409,1.60312805474096,1.88172043010753,2.04301075268817,2.16226783968719,2.25708699902248,2.20625610948192,2.17008797653959,1.95405669599218,2.48875855327468,1.57966764418377,2.34995112414467,1.63734115347019,2.31964809384164,2.7624633431085,0.7595307917888561,2.55034213098729,2.28250244379277,2.11534701857282,1.9227761485826,2.05962854349951,2.40566959921799,1.80938416422287,1.90909090909091,2.21407624633431,2.87487781036168,1.99902248289345,2.16324535679374,1.87096774193548,1.63831867057674,2.33040078201369
1.97458455522972,2.02443792766373,2.20527859237537,1.97849462365591,1.06158357771261,2.18279569892473,2.15347018572825,1.75659824046921,2.03128054740958,1.82502443792766,2.23851417399804,2.10459433040078,1.4633431085044,2.55522971652004,1.03812316715543,1.33137829912023,1.18377321603128,1.98533724340176,2.12512218963832,2.89833822091887,1.99022482893451,1.64711632453568,1.78005865102639,2.64809384164223,1.83284457478006,1.62561094819159,2.24535679374389,1.56598240469208,2.33040078201369,1.73216031280547,2.54154447702835,1.80840664711632,2.12707722385142,2.38709677419355,2.11143695014663,2.37438905180841,2.02834799608993,2.37438905180841,2.29618768328446,2.02541544477028,2.46627565982405,2.17986314760508,1.58651026392962,1.56891495601173,2.00293255131965,1.59139784946237,1.82893450635386,1.81818181818182,3.40175953079179,1.77712609970674,2.21407624633431,3.08699902248289,2.58651026392962,2.08211143695015,2.01173020527859,2.11045943304008,1.88856304985337,1.36265884652981,1.95307917888563,1.91984359726295,2.22873900293255,1.61290322580645,1.95894428152493,2.10263929618768,3.26588465298143,2.11730205278592,1.47996089931574,2.21407624633431,2.02932551319648,1.61094819159335,1.87194525904203,2.04007820136852,2.21016617790811,2.24828934506354,2.24144672531769,2.21896383186706,1.97360703812317,2.47018572825024,1.57575757575758,2.3782991202346,1.62756598240469,2.32258064516129,2.74682306940371,0.6852394916911051,2.55034213098729,2.28934506353861,2.13587487781036,1.91006842619746,2.069403714565,2.40566959921799,1.76539589442815,1.90713587487781,2.21896383186706,2.86901270772239,1.98533724340176,2.18572825024438,1.86803519061584,1.64027370478983,2.32258064516129
2.00097751710655,2.02248289345064,2.20430107526882,1.98142717497556,1.09188660801564,2.16422287390029,2.1505376344086,1.76148582600196,2.01955034213099,1.81818181818182,2.2355816226784,2.08699902248289,1.4633431085044,2.56304985337243,0.950146627565982,1.30987292277615,1.11143695014663,2.00977517106549,2.09090909090909,2.89345063538612,2.0,1.66275659824047,1.78885630498534,2.66568914956012,1.82306940371456,1.68230694037146,2.2316715542522,1.56109481915934,2.3782991202346,1.71456500488759,2.54838709677419,1.78690127077224,2.10752688172043,2.38318670576735,2.10263929618768,2.36559139784946,2.0039100684262,2.3900293255132,2.28347996089932,2.01075268817204,2.51808406647116,2.1603128054741,1.57380254154448,1.56109481915934,1.99120234604106,1.60508308895406,1.88367546432063,1.80645161290323,3.32551319648094,1.77126099706745,2.20039100684262,3.04398826979472,2.56011730205279,2.09579667644184,2.02737047898338,2.11827956989247,1.88465298142718,1.38318670576735,2.02150537634409,1.89736070381232,2.20332355816227,1.63147605083089,1.95014662756598,2.08406647116325,3.26295210166178,2.06353861192571,1.47800586510264,2.21896383186706,2.03616813294233,1.6197458455523,1.86119257086999,2.03616813294233,2.24731182795699,2.23949169110459,2.27565982404692,2.26392961876833,1.99315738025415,2.45356793743891,1.57673509286413,2.40273704789834,1.61876832844575,2.32355816226784,2.73020527859238,0.6344086021505381,2.54349951124145,2.3010752688172,2.15933528836755,1.90127077223851,2.07820136852395,2.40175953079179,1.72922776148583,1.90420332355816,2.22189638318671,2.86314760508309,1.96871945259042,2.20332355816227,1.86705767350929,1.64125122189638,2.3147605083089
2.02443792766373,2.02052785923754,2.20234604105572,1.98044965786901,1.12218963831867,2.14271749755621,2.1466275659824,1.7683284457478,2.00977517106549,1.81036168132942,2.23460410557185,2.0713587487781,1.4633431085044,2.56500488758553,0.8748778103616811,1.29912023460411,1.04789833822092,2.03030303030303,2.05669599217986,2.88954056695992,2.00977517106549,1.67546432062561,1.80351906158358,2.68035190615836,1.81329423264907,1.73900293255132,2.21505376344086,1.55816226783969,2.42424242424242,1.69794721407625,2.55229716520039,1.76539589442815,2.08406647116325,2.3802541544477003,2.09481915933529,2.35386119257087,1.98044965786901,2.40273704789834,2.27174975562072,1.99511241446725,2.55913978494624,2.14271749755621,1.56011730205279,1.55229716520039,1.98338220918866,1.61876832844575,1.94037145650049,1.79667644183773,3.25513196480938,1.76344086021505,2.18768328445748,3.0019550342131,2.5405669599218,2.10850439882698,2.05278592375367,2.13000977517107,1.87878787878788,1.41153470185728,2.08211143695015,1.87390029325513,2.17790811339198,1.64711632453568,1.93939393939394,2.06647116324536,3.25904203323558,2.01857282502444,1.47018572825024,2.22482893450635,2.04301075268817,1.62854349951124,1.8494623655914,2.03225806451613,2.27859237536657,2.23069403714565,2.30987292277615,2.30791788856305,2.00977517106549,2.43792766373412,1.58748778103617,2.42228739002933,1.60899315738025,2.32453567937439,2.71358748778104,0.6089931573802541,2.52981427174976,2.31573802541544,2.18181818181818,1.89736070381232,2.08699902248289,2.39393939393939,1.70576735092864,1.90224828934506,2.22091886608016,2.85826001955034,1.95210166177908,2.21505376344086,1.86608015640274,1.64222873900293,2.30791788856305
2.04496578690127,2.01857282502444,2.19843597262952,2.01955034213099,1.1524926686217,2.12023460410557,2.14173998044966,1.7761485826002,2.00097751710655,1.80156402737048,2.2316715542522,2.05376344086022,1.46823069403715,2.56207233626588,0.81524926686217,1.29521016617791,0.993157380254154,2.05083088954057,2.02248289345064,2.88758553274682,2.01759530791789,1.68621700879765,1.82111436950147,2.6930596285435,1.80547409579668,1.79374389051808,2.19452590420332,1.55718475073314,2.4652981427175003,1.67839687194526,2.55425219941349,1.74389051808407,2.05865102639296,2.37634408602151,2.08602150537634,2.34310850439883,1.96089931573803,2.41348973607038,2.25610948191593,1.97947214076246,2.58651026392962,2.12316715542522,1.54838709677419,1.5386119257087,1.97458455522972,1.65004887585533,1.9941348973607,1.79178885630499,3.18866080156403,1.75268817204301,2.17595307917889,2.95601173020528,2.51808406647116,2.12023460410557,2.08699902248289,2.14565004887586,1.87292277614858,1.44868035190616,2.13587487781036,1.8533724340176,2.15542521994135,1.66275659824047,1.92961876832845,2.05083088954057,3.24828934506354,1.97849462365591,1.4574780058651,2.23069403714565,2.04985337243402,1.63734115347019,1.83675464320626,2.03030303030303,2.3128054740958,2.21994134897361,2.34310850439883,2.34897360703812,2.02150537634409,2.42228739002933,1.61094819159335,2.43792766373412,1.59921798631476,2.32453567937439,2.69794721407625,0.604105571847507,2.50830889540567,2.33333333333333,2.20136852394917,1.89736070381232,2.09579667644184,2.38318670576735,1.68817204301075,1.90029325513196,2.22091886608016,2.8494623655914,1.93450635386119,2.22873900293255,1.86608015640274,1.64222873900293,2.30009775171066
2.05962854349951,2.01661779081134,2.19452590420332,2.07820136852395,1.18181818181818,2.09677419354839,2.13489736070381,1.78299120234604,1.99120234604106,1.79276637341153,2.22678396871945,2.03616813294233,1.47996089931574,2.55718475073314,0.7741935483870971,1.29618768328446,0.9462365591397852,2.07233626588465,1.99022482893451,2.88660801564027,2.02443792766373,1.69794721407625,1.8455522971652,2.70185728250244,1.79765395894428,1.84457478005865,2.17204301075269,1.56207233626588,2.49364613880743,1.65298142717498,2.55229716520039,1.72238514173998,2.03128054740958,2.37145650048876,2.07624633431085,2.33235581622678,1.94428152492669,2.42130987292278,2.23264907135875,1.96285434995112,2.60606060606061,2.10263929618768,1.5347018572825,1.52492668621701,1.96480938416422,1.70283479960899,2.04496578690127,1.78787878787879,3.12903225806452,1.73900293255132,2.16422287390029,2.91006842619746,2.49755620723363,2.12805474095797,2.12805474095797,2.16422287390029,1.86705767350929,1.49266862170088,2.18377321603128,1.83382209188661,2.13489736070381,1.67839687194526,1.9208211143695,2.04105571847507,3.2336265884653,1.95014662756598,1.44183773216031,2.2355816226784,2.05571847507331,1.64516129032258,1.82600195503421,2.03030303030303,2.34897360703812,2.20821114369501,2.3782991202346,2.3822091886608,2.04887585532747,2.40469208211144,1.64516129032258,2.44770283479961,1.59237536656891,2.32453567937439,2.68328445747801,0.617790811339198,2.47996089931574,2.35483870967742,2.21994134897361,1.89931573802542,2.10459433040078,2.37243401759531,1.66666666666667,1.89736070381232,2.22091886608016,2.83675464320626,1.9169110459433,2.24633431085044,1.86608015640274,1.64222873900293,2.29227761485826
2.069403714565,2.01466275659824,2.19257086999022,2.10166177908113,1.20918866080156,2.0733137829912,2.12707722385142,1.78885630498534,1.97849462365591,1.78396871945259,2.22091886608016,2.01857282502444,1.49755620723363,2.55131964809384,0.75366568914956,1.30009775171065,0.913978494623656,2.09384164222874,1.95894428152493,2.88563049853372,2.03225806451613,1.71456500488759,1.88660801564027,2.70869990224829,1.79178885630499,1.89051808406647,2.1485826001955,1.56891495601173,2.51319648093842,1.62365591397849,2.54838709677419,1.70087976539589,2.0,2.36656891495601,2.06549364613881,2.31867057673509,1.9286412512219,2.42521994134897,2.20332355816227,1.94819159335288,2.62267839687195,2.0811339198436,1.52003910068426,1.51319648093842,1.95503421309873,1.75464320625611,2.08602150537634,1.78201368523949,3.07624633431085,1.72336265884653,2.1524926686217,2.86803519061584,2.47898338220919,2.13489736070381,2.17497556207234,2.18572825024438,1.86021505376344,1.54349951124145,2.21896383186706,1.81133919843597,2.11436950146628,1.69599217986315,1.91104594330401,2.03616813294233,3.2238514173998003,1.93743890518084,1.42228739002933,2.24046920821114,2.06158357771261,1.65200391006843,1.81622678396872,2.03030303030303,2.3841642228739,2.19452590420332,2.41446725317693,2.40762463343109,2.09872922776149,2.38318670576735,1.69012707722385,2.45259042033236,1.59139784946237,2.32355816226784,2.67057673509286,0.6529814271749761,2.44574780058651,2.37732160312805,2.23655913978495,1.90127077223851,2.11241446725318,2.36168132942327,1.64418377321603,1.89540566959922,2.21798631476051,2.82111436950147,1.89931573802542,2.26001955034213,1.86608015640274,1.64222873900293,2.28543499511241
2.0733137829912,2.01270772238514,2.19354838709677,2.10752688172043,1.23264907135875,2.04985337243402,2.11827956989247,1.79374389051808,1.96383186705767,1.77712609970674,2.21407624633431,2.0,1.52297165200391,2.544477028348,0.75366568914956,1.3049853372434,0.8914956011730211,2.11436950146628,1.93255131964809,2.88563049853372,2.03812316715543,1.73607038123167,1.94134897360704,2.71652003910068,1.78690127077224,1.93255131964809,2.12707722385142,1.58064516129032,2.53372434017595,1.59335288367546,2.54349951124145,1.67937438905181,1.96383186705767,2.36070381231672,2.05278592375367,2.30400782013685,1.91300097751711,2.42424242424242,2.17008797653959,1.93548387096774,2.63049853372434,2.06256109481916,1.50830889540567,1.50244379276637,1.94428152492669,1.81133919843597,2.12023460410557,1.77712609970674,3.02443792766373,1.70576735092864,2.13978494623656,2.82600195503421,2.4594330400782,2.13978494623656,2.22482893450635,2.21016617790811,1.8533724340176,1.59921798631476,2.24828934506354,1.78885630498534,2.09970674486804,1.71652003910068,1.90127077223851,2.02932551319648,3.21407624633431,1.94232649071359,1.40371456500489,2.24535679374389,2.06744868035191,1.65689149560117,1.80449657869013,2.03030303030303,2.41446725317693,2.17888563049853,2.44965786901271,2.42424242424242,2.14271749755621,2.35972629521017,1.74389051808407,2.45454545454545,1.59530791788856,2.31964809384164,2.65982404692082,0.7067448680351911,2.40762463343109,2.39980449657869,2.25122189638319,1.90127077223851,2.11827956989247,2.35092864125122,1.62072336265885,1.89247311827957,2.21505376344086,2.80351906158358,1.88172043010753,2.27174975562072,1.86412512218964,1.63734115347019,2.28054740957967
