Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40
2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
5.161674789036685,-57.5841416700018,-7.368086115004538,-21.446351467147405,46.46030324819761,-35.33864791406784,24.80158412127504,-2.701568945761464,-33.178466288714624,65.78198929337411,-56.71391301434785,26.176292492711017,-11.494484378531594,82.8774493970949,14.2686888543643,-30.94539556392753,-50.78411883809179,34.92049472847588,48.89149568481604,-30.07929170804001,8.377296405908401,-31.48560727038749,-8.148081236186428,34.78729801957776,36.95651687168174,-19.55695117690213,-34.74146428821983,-32.74845897205063,-47.06056591538195,-2.9240573078168675,-24.348206806429687,-14.70632450412382,48.86646236831227,-0.2416917579150841,50.75337694392196,-45.5285812999224,-82.42785165305526,54.97447929629042,52.41195215806989,-97.9042102538538
6.868486861810157,-56.07842546671274,-5.113634641481911,-18.82543764385285,50.83173084517143,-38.79097334126355,27.020049501712325,-6.002682024962407,-33.44965408004928,64.84639313505228,-59.44295468836708,25.46145195284848,-12.215342066264723,81.86552506588086,15.58769212282798,-27.59448824170248,-52.66841077053749,33.1232457380745,56.68742187453047,-31.13590182782839,10.403620792061648,-30.93509182552468,-6.953497487376972,34.046443174407266,38.25723709678355,-23.06381853743854,-32.58769588494066,-32.995703214590456,-43.74382697879346,-3.6398949507208047,-24.35058000416195,-10.149647084204933,49.61635128940168,-2.930624397727778,43.21358903882821,-44.09120393448738,-83.84592483206232,59.06679512451518,51.50633729968718,-97.4414807632776
8.406613988178453,-54.07029173619557,-2.3727065400974907,-15.10733525095636,54.63077038104839,-42.27898160447757,29.1335111929439,-8.6004011233414,-33.86266745737414,63.51598677278975,-62.04658920800476,23.988765417498,-12.835518902868053,79.95025179684227,17.13093307621458,-24.09029869250451,-54.04579178845835,30.39293830466739,64.01085754589661,-31.750131579342348,12.2480620833498,-30.26670406826726,-5.7254851016770925,33.23444717979718,39.52157548315341,-26.355580297649173,-29.71008107781838,-33.43377348093427,-39.84112057234337,-4.366513923966132,-24.21891320586198,-5.696609874906464,49.3173207836111,-5.955978580077553,36.59721741912176,-42.91480118031441,-84.44371593327097,62.95279926206504,50.53606213686357,-96.01737218457312
9.749449249208247,-51.58921060921144,0.8164845105483629,-10.444879494132008,57.83764980056966,-45.74497710881136,31.21532440249892,-10.515700829961922,-34.32453635126574,61.98262372051075,-64.47413449331886,21.92461120542414,-13.293638394692657,77.07325274577374,18.779451681773097,-20.532596129844325,-54.86805245773505,26.84070519855894,70.52112909326968,-31.81412927113903,13.82838021591704,-29.3609107831446,-4.424861468893528,32.467119502038244,40.56739121543219,-29.488978307115737,-26.38029429513619,-34.03486504332621,-35.53267925814413,-5.075741810939587,-23.88918461484624,-1.4049217561543732,47.93794577852056,-9.297241514358513,30.880922767734493,-42.09814602134091,-84.1560501827867,66.50047151326493,49.5644631428567,-93.69863202536924
10.864984194648056,-48.67750662017748,4.39409971576308,-5.082725536253004,60.46787455753611,-49.10188705321409,33.31268979343537,-11.835571457062809,-34.77452068977284,60.44930614256226,-66.64175026049094,19.50702755796459,-13.569059474706144,73.23834751136695,20.36127219354289,-17.062908453559178,-55.1358624048081,22.673139650203805,75.92293502750925,-31.21769806652956,15.08083419827241,-28.13605044647298,-2.9963393795806934,31.85500639599944,41.1802575708809,-32.53563505354717,-22.85650936797256,-34.67753922786687,-31.01413915356335,-5.758248995814369,-23.32137222024329,2.6697957793049176,45.55625627739573,-12.961915940443262,25.77948078518279,-41.68940041685328,-82.94622082420632,69.5556777724041,48.61072404843974,-90.58638705443865
11.722368872312725,-45.40566479955696,8.2744299475639,0.6868096276234166,62.57362600298053,-52.27743860494786,35.445131320057904,-12.692077792584978,-35.176614532011754,59.11741522507333,-68.45489457362025,17.013018372746828,-13.714295382313455,68.50720421532678,21.68821496651538,-13.84625756451657,-54.901406903561806,18.16474271865677,80.01726504802117,-29.84117555112146,15.97251906990962,-26.52095912899096,-1.3903643754391288,31.489016766748627,41.15586121202691,-35.584381466831424,-19.36245774899185,-35.19717641805761,-26.478032387557302,-6.401471920976126,-22.49281996019552,6.47003934355186,42.37936747300363,-16.963554422160044,20.820472822477274,-41.68176542044164,-80.82886139702119,71.96253190499037,47.66887289017154,-86.80749767907807
12.3072748230666,-41.8743364478248,12.336020219959137,6.5479088835425285,64.23088683163924,-55.22749763521765,37.60505622118552,-13.231506849764733,-35.507399697977704,58.150913872349314,-69.84418376858383,14.733994290637623,-13.862593101291496,62.98998104834321,22.5903439178496,-11.022024514988376,-54.2274041090903,13.600580075334491,82.70512020258342,-27.559454230050207,16.51151907984471,-24.43832767459052,0.4350111519978767,31.4272742087641,40.33304464307253,-38.72746410755866,-16.06952666544403,-35.46306023142086,-22.065756742826466,-6.987636922126288,-21.39729674008525,9.94637515256915,38.733221834059705,-21.28816238608216,15.451225484309424,-42.03263575532737,-77.87852570601535,73.58094660826602,46.72532603276191,-82.50427086601074
12.628087356184874,-38.189941207805056,16.42480987116247,12.203348451627749,65.51923678401603,-57.92845128006594,39.74946310886895,-13.592890306778123,-35.77037400336858,57.64009592108192,-70.76377079650015,12.954058994641732,-14.178647130614271,56.83988073278089,22.94020265547704,-8.66742032402323,-53.15614209487521,9.192243489444476,83.96664803161516,-24.280453550618727,16.73928005447367,-21.83341752727823,2.5285858711225,31.71284035155239,38.59577346141249,-42.02140888857811,-13.087555204282744,-35.40183810576466,-17.838853530187418,-7.509300179234058,-20.05210478235185,13.06303722366215,34.98811958281948,-25.866770202649835,9.124328861775089,-42.68798315406709,-74.21834090603075,74.29027384912243,45.76000615951522,-77.82295275296134
12.708006086339523,-34.44125305151265,20.373290288995868,17.437434622141076,66.5100178430942,-60.38308638539259,41.80143680182906,-13.895871789837916,-36.01493789778272,57.59134879253357,-71.16928422614554,11.920926777861157,-14.79890172419869,50.2508833428419,22.67309104070548,-6.800714187306403,-51.730045491761,5.017905808259842,83.87023943793606,-19.992792690801394,16.70765923663049,-18.70343735337215,4.940746299616706,32.393112167506104,35.873409562875025,-45.44753223857974,-10.477737527878013,-34.97419461201279,-13.80705918119692,-7.976072548522144,-18.50293711114465,15.786173709450956,31.474235514403027,-30.57733625452286,1.3726063335492962,-43.59288026502245,-70.01094619853255,73.9990479178055,44.75013664586124,-72.90601779285817
12.578769144241178,-30.69655666566503,24.014666514688457,22.14846843490621,67.26041885068348,-62.62695741824235,43.68335586223622,-14.225606542369306,-36.32076433489694,57.94129548638488,-71.02730151757254,11.814768893854456,-15.812888985430885,43.44939489489265,21.806242438607686,-5.389443251279688,-50.02284752438786,1.0174402777253395,82.60183899460318,-14.779425340246847,16.467878245357557,-15.079990987248658,7.699559616571749,33.50709312054612,32.166751443325936,-48.91235512946778,-8.281619263779616,-34.183160258276466,-9.975197582923151,-8.403548991368893,-16.816691256050394,18.0729603437952,28.45343793016592,-35.262253842285524,-8.09810622143099,-44.69399193951573,-65.46060486237616,72.67397277045814,43.68732817337496,-67.88935475767802
12.28414534133648,-27.005407909547085,27.18608748061313,26.32842019196162,67.80349369564479,-64.706200814013,45.36039663209717,-14.619210473814627,-36.7544543167046,58.57451176963472,-70.35021598077861,12.724792880688783,-17.268090907047785,36.66907737674602,20.44664789154986,-4.33423699501447,-48.12092226937901,-2.976993700549419,80.44867450411914,-8.800296575448245,16.08161876351129,-10.99373855612638,10.803639083962445,35.0671485784107,27.571776190884343,-52.28852178346944,-6.5428603754582495,-33.12324581172105,-6.359045183325234,-8.795461517657516,-15.06078726331171,19.88318078128777,26.1192565532185,-39.72816345027837,-19.32252259946188,-45.94575549890893,-60.80396319767997,70.36074969361343,42.58792403486343,-62.8990731178241
11.880972298389176,-23.39169394344637,29.73994209505212,30.035141065204066,68.14032710319277,-66.6507113147813,46.85038731051771,-15.070062755324836,-37.34269781639959,59.33222462682554,-69.20550307450397,14.635036550584,-19.15418634075295,30.11461358473454,18.77826244127877,-3.4619655090340062,-46.07346092847929,-7.197169658521491,77.72630713312181,-2.285312484952956,15.62739526732758,-6.477165166745288,14.234480298333953,37.06616866084888,22.26252858208013,-55.44744830491175,-5.31032015876213,-31.98658051036508,-2.987906018165193,-9.133871205863375,-13.281528730491884,21.2030435761579,24.5591634127656,-43.7383302737268,-32.04436112051529,-47.31394302651273,-56.27757394783122,67.17079852774975,41.48455335855088,-58.04478881569624
11.42904882870253,-19.85208235743536,31.565938936514648,33.39235119830773,68.24683751923516,-68.48264378797742,48.19852198844045,-15.546453938597288,-38.07696266788838,60.02248167829519,-67.69406910000605,17.425996939547048,-21.373313678799285,23.94198622614957,17.034353995433722,-2.564483641879308,-43.88003217624308,-11.877010657947125,74.71841771970496,4.460154950189484,15.18188869192747,-1.5965508810056463,17.956873131740416,39.48486780989433,16.449172092663336,-58.24966666848192,-4.628474753375492,-30.9907298628556,0.0713672510020455,-9.388944050404096,-11.499164368129383,22.05321143822617,23.70395426932358,-47.03820265266895,-45.74226440492009,-48.76568800377221,-52.0857560236759,63.25506742072611,40.41636217938611,-53.41340631956663
10.980143226563763,-16.368282465317744,32.60039386872065,36.58491180779617,68.09074625556357,-70.236100470653,49.45874241395297,-16.003486328846456,-38.91847322301593,60.45063778654718,-65.94016413933373,20.905441537714644,-23.74308929972104,18.27093761340516,15.468306060573893,-1.4561698607327154,-41.52622841311286,-17.178837437792268,71.67027505468428,11.08631816504472,14.798337646439748,3.542176052645554,21.90311070893442,42.27449516974101,10.35299096321611,-60.52460029237406,-4.524159600632144,-30.306516875220726,2.6970642121778843,-9.54362293847051,-9.71958283979521,22.4749276084134,23.34807846262879,-49.40695527955455,-59.676816739411706,-50.251363904377,-48.38816622047234,58.79538822717832,39.42875061160876,-49.069161751164586
10.575839039533616,-12.916908132568445,32.81728911504314,39.81408706242048,67.64326758671217,-71.9351706798153,50.69936395693677,-16.386652428377513,-39.78250000866896,60.46449755273988,-64.10086138133902,24.85775108737434,-26.04810629517813,13.203166582127004,14.328552215734929,-0.007718786692257,-39.01067616214785,-23.143785066985,68.78912114366409,17.27725513444999,14.51088495692013,8.82456608600447,25.96787517509963,45.34258227122037,4.197890965048456,-62.0930529908444,-5.000634288196636,-30.052218202561,4.744346046502032,-9.606278632264416,-7.943725011949999,22.51627439392099,23.23838896902555,-50.68307024336343,-72.94631231778288,-51.69066155937021,-45.29198397051184,53.99946386656852,38.56694481823183,-45.06010418913679
10.2470137759615,-9.469672949877433,32.224953343787924,43.24554457833921,66.88012070684248,-73.54877654058205,52.00308524269605,-16.649128360481146,-40.5255982637264,59.98082491884279,-62.35767895059349,29.07388513995583,-28.10078149292858,8.811093186768042,13.833913178555408,1.838376302805839,-36.33239275473449,-29.68585797356606,66.20689547135784,22.81100782306113,14.353952316715208,14.149188704725404,30.01976262111401,48.56177144009172,-1.812620813146736,-62.82607615740859,-6.047443390920838,-30.30706388902533,6.0981707952277056,-9.59583887654976,-6.165759574792078,22.237012129778314,23.13812012344948,-50.75479394239893,-84.57198359119883,-52.96487177982737,-42.8331300046471,49.07167397120871,37.85688783194663,-41.42444162884044
10.006858225436556,-6.001116515712165,30.87386306826875,46.99861422382261,65.77818242570835,-74.993965553363,53.44014493751756,-16.784459215073053,-40.96359485532139,58.97672809074116,-60.88042700900381,33.34878620086252,-29.765981267400296,5.107828912737153,14.145410579458812,4.05132005687503,-33.47114383627422,-36.60676062739555,63.94219288425605,27.557118825311942,14.367328606316924,19.41313827943066,33.91147449907179,51.77372876820964,-7.530689254238616,-62.67889391500105,-7.650166599541993,-31.076276021126983,6.694465580075547,-9.525684058253855,-4.372525018788132,21.72355091102369,22.83117372548605,-49.56141046591175,-93.6143307059652,-53.91290785188208,-40.96211134841419,44.17485222427622,37.29434446194141,-38.18971871679575
9.845585100101223,-2.5090770426427835,28.85008096980475,51.15670524141707,64.3153609532777,-76.1950688468534,55.03790504626279,-16.840205000939886,-40.90975340672829,57.47243655128413,-59.79613084938653,37.4823710463385,-30.94942589626987,2.039274220965009,15.33765909417722,6.5098824099770365,-30.3947524627976,-43.61249482330031,61.91407261116603,31.45931319690127,14.58685427642262,24.49376291090776,37.48796718291496,54.78037738552548,-12.875000590122417,-61.66976399978525,-9.770081794811714,-32.240398826044256,6.520310405421153,-9.41576045251881,-2.5531902504618,21.09154608862345,22.13466706333229,-47.11950711692479,-99.2847249094808,-54.33565236492149,-39.55223361817689,39.41738887753751,36.85282776019244,-35.366400684115064
9.737702363967514,0.9742709349420534,26.249832754290605,55.7459468081831,62.47815291225189,-77.12379649278233,56.77385011995913,-16.8924834864309,-40.20518725727392,55.5318439142207,-59.17615459226491,41.31216430919943,-31.587481392806,-0.4928594679143073,17.380265415376538,9.029176925283185,-27.08319728416281,-50.34784616905768,59.98827323654018,34.556346064349256,15.040190525002624,29.263431811912906,40.6047737569058,57.36373604633453,-17.80756716104753,-59.84221486555453,-12.302599764679766,-33.566735310175304,5.6316317533307,-9.311505718222383,-0.709967014093498,20.468348890156765,20.95703462140419,-43.53136772737554,-101.02439330551194,-54.01390940780366,-38.41878514665449,34.86020023387324,36.490949022253496,-32.945956130710904
9.655630753625545,4.3913110139200695,23.167836833812824,60.69308825165792,60.27321531818004,-77.77739678137073,58.58258484074855,-17.013261086017664,-38.73458232896269,53.26284599067116,-59.02196484037112,44.74727406364566,-31.65757748114276,-2.605831001646284,20.139499223761018,11.393191178757275,-23.54592027551409,-56.45953685414514,58.00550974059064,37.00311524407544,15.745465095873111,33.62426188996738,43.14719963301284,59.33878577439602,-22.311499519841306,-57.25547076545827,-15.068144679597632,-34.77766855528723,4.171162842436416,-9.269860350399089,1.1383164158342889,19.97073171605554,19.33337530711806,-38.95636395891021,-98.5619056249108,-52.7372227677316,-37.33308260251539,30.513806787663217,36.14877745144016,-30.90818203194908
9.574908252628497,7.668298481113884,19.71175607508464,65.8238867372776,57.72855052983372,-78.14321578184686,60.3575654888509,-17.269073172560148,-36.43591989318592,50.78981814993016,-59.25203368127517,47.7607590075701,-31.182277603912823,-4.423331200661629,23.39920688259216,13.377016620269194,-19.8282194990954,-61.66113934948868,55.79574013339298,39.03006677340274,16.696500006112526,37.52355380387258,45.03397018855255,60.57947864128557,-26.39619599580703,-53.99677841484654,-17.859295928168294,-35.601966450044124,2.348087029913865,-9.327349486302476,2.9560035760372,19.695139959548165,17.377138111266742,-33.58540992921637,-91.96570166452592,-50.33801615281264,-36.03978709649984,26.32953496531558,35.75456238397304,-29.22864590967041
